region,round,team1,seed1,score1,team2,seed2,score2,winner
East,First Round,Ohio State,1,75,UTSA,16,46,Ohio State
East,First Round,George Mason,8,61,Villanova,9,57,George Mason
East,First Round,West Virginia,5,84,Clemson,12,76,West Virginia
East,First Round,Kentucky,4,59,Princeton,13,57,Kentucky
East,First Round,Xavier,6,55,Marquette,11,66,Marquette
East,First Round,Syracuse,3,77,Indiana State,14,60,Syracuse
East,First Round,Washington,7,68,Georgia,10,65,Washington
East,First Round,UNC,2,102,LIU,15,87,UNC
East,Second Round,Ohio State,1,98,George Mason,8,66,Ohio State
East,Second Round,West Virginia,5,63,Kentucky,4,71,Kentucky
East,Second Round,Marquette,11,66,Syracuse,3,62,Marquette
East,Second Round,Washington,7,83,UNC,2,86,UNC
East,Sweet Sixteen,Ohio State,1,60,Kentucky,4,62,Kentucky
East,Sweet Sixteen,Marquette,11,63,UNC,2,81,UNC
East,Elite Eight,Kentucky,4,76,UNC,2,69,Kentucky
West,First Round,Duke,1,87,Hampton,16,45,Duke
West,First Round,Michigan,8,75,Tennessee,9,45,Michigan
West,First Round,Arizona,5,77,Memphis,12,75,Arizona
West,First Round,Texas,4,85,Oakland,13,81,Texas
West,First Round,Cincinnati,6,78,Missouri,11,63,Cincinnati
West,First Round,UConn,3,81,Bucknell,14,52,UConn
West,First Round,Temple,7,66,Penn State,10,64,Temple
West,First Round,San Diego State,2,68,Northern Colorado,15,50,San Diego State
West,Second Round,Duke,1,73,Michigan,8,71,Duke
West,Second Round,Arizona,5,70,Texas,4,69,Arizona
West,Second Round,Cincinnati,6,58,UConn,3,69,UConn
West,Second Round,Temple,7,64,San Diego State,2,71,San Diego State
West,Sweet Sixteen,Duke,1,77,Arizona,5,93,Arizona
West,Sweet Sixteen,UConn,3,74,San Diego State,2,67,UConn
West,Elite Eight,Arizona,5,63,UConn,3,65,UConn
National,Final Four,UConn,3,56,Kentucky,4,55,UConn
National,Final Four,VCU,11,62,Butler,8,70,Butler
National,Championship,UConn,3,53,Butler,8,41,UConn
