region,round,team1,seed1,score1,team2,seed2,score2,winner
East,First Round,Georgetown,1,50,Princeton,16,49,Georgetown
East,First Round,Vanderbilt,8,65,Notre Dame,9,81,Notre Dame
East,First Round,NC State,5,81,South Carolina,12,66,NC State
East,First Round,Iowa,4,87,Rutgers,13,73,Iowa
East,First Round,Kansas State,6,75,Minnesota,11,86,Minnesota
East,First Round,Stanford,3,78,Siena,14,80,Siena
East,First Round,West Virginia,7,84,Tennessee,10,68,West Virginia
East,First Round,Duke,2,90,South Carolina State,15,69,Duke
East,Second Round,Georgetown,1,81,Notre Dame,9,74,Georgetown
East,Second Round,NC State,5,102,Iowa,4,96,NC State
East,Second Round,Minnesota,11,80,Siena,14,67,Minnesota
East,Second Round,West Virginia,7,63,Duke,2,70,Duke
East,Sweet Sixteen,Georgetown,1,69,NC State,5,61,Georgetown
East,Sweet Sixteen,Minnesota,11,70,Duke,2,87,Duke
East,Elite Eight,Georgetown,1,77,Duke,2,85,Duke
Midwest,First Round,Illinois,1,77,McNeese State,16,71,Illinois
Midwest,First Round,Pitt,8,64,Ball State,9,68,Ball State
Midwest,First Round,Arkansas,5,120,Loyola Marymount,12,101,Arkansas
Midwest,First Round,Louisville,4,76,Little Rock,13,71,Louisville
Midwest,First Round,Georgia Tech,6,70,Texas,11,76,Texas
Midwest,First Round,Missouri,3,85,Creighton,14,69,Missouri
Midwest,First Round,Florida,7,46,Colorado State,10,68,Colorado State
Midwest,First Round,Syracuse,2,104,Bucknell,15,81,Syracuse
Midwest,Second Round,Illinois,1,72,Ball State,9,60,Illinois
Midwest,Second Round,Arkansas,5,84,Louisville,4,93,Louisville
Midwest,Second Round,Texas,11,89,Missouri,3,108,Missouri
Midwest,Second Round,Colorado State,10,50,Syracuse,2,65,Syracuse
Midwest,Sweet Sixteen,Illinois,1,83,Louisville,4,69,Illinois
Midwest,Sweet Sixteen,Missouri,3,80,Syracuse,2,83,Syracuse
Midwest,Elite Eight,Illinois,1,89,Syracuse,2,86,Illinois
West,First Round,Arizona,1,94,Robert Morris,16,60,Arizona
West,First Round,Saint Mary's,8,70,Clemson,9,83,Clemson
West,First Round,Memphis,5,63,DePaul,12,66,DePaul
West,First Round,UNLV,4,68,Idaho,13,56,UNLV
West,First Round,Oregon State,6,90,Evansville,11,94,Evansville
West,First Round,Seton Hall,3,60,Missouri State,14,51,Seton Hall
West,First Round,UTEP,7,85,LSU,10,74,UTEP
West,First Round,Indiana,2,99,George Mason,15,85,Indiana
West,Second Round,Arizona,1,94,Clemson,9,68,Arizona
West,Second Round,DePaul,12,70,UNLV,4,85,UNLV
West,Second Round,Evansville,11,73,Seton Hall,3,87,Seton Hall
West,Second Round,UTEP,7,69,Indiana,2,92,Indiana
West,Sweet Sixteen,Arizona,1,67,UNLV,4,68,UNLV
West,Sweet Sixteen,Seton Hall,3,78,Indiana,2,65,Seton Hall
West,Elite Eight,UNLV,4,61,Seton Hall,3,84,Seton Hall
National,Final Four,Michigan,3,83,Illinois,1,81,Michigan
National,Final Four,Duke,2,78,Seton Hall,3,95,Seton Hall
National,Championship,Michigan,3,80,Seton Hall,3,79,Michigan
