region,round,team1,seed1,score1,team2,seed2,score2,winner
East,First Round,UNC,1,71,Liberty,16,51,UNC
East,First Round,Washington State,8,64,Boston College,9,67,Boston College
East,First Round,Indiana,5,84,Ohio,12,72,Indiana
East,First Round,Temple,4,61,Drexel,13,39,Temple
East,First Round,Nebraska,6,80,Penn,11,90,Penn
East,First Round,Florida,3,64,James Madison,14,62,Florida
East,First Round,UAB,7,46,George Washington,10,51,George Washington
East,First Round,UConn,2,64,Rider,15,46,UConn
East,Second Round,UNC,1,72,Boston College,9,75,Boston College
East,Second Round,Indiana,5,67,Temple,4,58,Indiana
East,Second Round,Penn,11,58,Florida,3,70,Florida
East,Second Round,George Washington,10,63,UConn,2,75,UConn
East,Sweet Sixteen,Boston College,9,77,Indiana,5,68,Boston College
East,Sweet Sixteen,Florida,3,69,UConn,2,60,Florida
East,Elite Eight,Boston College,9,66,Florida,3,74,Florida
Midwest,First Round,Arkansas,1,94,North Carolina A&T,16,79,Arkansas
Midwest,First Round,Illinois,8,77,Georgetown,9,84,Georgetown
Midwest,First Round,UCLA,5,102,Tulsa,12,112,Tulsa
Midwest,First Round,Oklahoma State,4,65,New Mexico State,13,55,Oklahoma State
Midwest,First Round,Texas,6,91,Western Kentucky,11,77,Texas
Midwest,First Round,Michigan,3,78,Pepperdine,14,74,Michigan
Midwest,First Round,Saint Louis,7,66,Maryland,10,74,Maryland
Midwest,First Round,UMass,2,78,Texas State,15,60,UMass
Midwest,Second Round,Arkansas,1,85,Georgetown,9,73,Arkansas
Midwest,Second Round,Tulsa,12,82,Oklahoma State,4,80,Tulsa
Midwest,Second Round,Texas,6,79,Michigan,3,84,Michigan
Midwest,Second Round,Maryland,10,95,UMass,2,87,Maryland
Midwest,Sweet Sixteen,Arkansas,1,103,Tulsa,12,84,Arkansas
Midwest,Sweet Sixteen,Michigan,3,78,Maryland,10,71,Michigan
Midwest,Elite Eight,Arkansas,1,76,Michigan,3,68,Arkansas
West,First Round,Missouri,1,76,Navy,16,53,Missouri
West,First Round,Cincinnati,8,72,Wisconsin,9,80,Wisconsin
West,First Round,California,5,57,Green Bay,12,61,Green Bay
West,First Round,Syracuse,4,92,Hawaii,13,78,Syracuse
West,First Round,Minnesota,6,74,Southern Illinois,11,60,Minnesota
West,First Round,Louisville,3,67,Boise State,14,58,Louisville
West,First Round,Virginia,7,57,New Mexico,10,54,Virginia
West,First Round,Arizona,2,81,Loyola (MD),15,55,Arizona
West,Second Round,Missouri,1,109,Wisconsin,9,96,Missouri
West,Second Round,Green Bay,12,59,Syracuse,4,64,Syracuse
West,Second Round,Minnesota,6,55,Louisville,3,60,Louisville
West,Second Round,Virginia,7,58,Arizona,2,71,Arizona
West,Sweet Sixteen,Missouri,1,98,Syracuse,4,88,Missouri
West,Sweet Sixteen,Louisville,3,70,Arizona,2,82,Arizona
West,Elite Eight,Missouri,1,72,Arizona,2,92,Arizona
National,Final Four,Arkansas,1,91,Arizona,2,82,Arkansas
National,Final Four,Florida,3,65,Duke,2,70,Duke
National,Championship,Arkansas,1,76,Duke,2,72,Arkansas
