region,round,team1,seed1,score1,team2,seed2,score2,winner
East,First Round,Temple,1,87,Lehigh,16,73,Temple
East,First Round,Georgetown,8,66,LSU,9,63,Georgetown
East,First Round,Georgia Tech,5,90,Iowa State,12,78,Georgia Tech
East,First Round,Indiana,4,69,Richmond,13,72,Richmond
East,First Round,Missouri,6,80,Rhode Island,11,87,Rhode Island
East,First Round,Syracuse,3,69,North Carolina A&T,14,55,Syracuse
East,First Round,SMU,7,83,Notre Dame,10,75,SMU
East,First Round,Duke,2,85,Boston University,15,69,Duke
East,Second Round,Temple,1,74,Georgetown,8,53,Temple
East,Second Round,Georgia Tech,5,55,Richmond,13,59,Richmond
East,Second Round,Rhode Island,11,97,Syracuse,3,94,Rhode Island
East,Second Round,SMU,7,79,Duke,2,94,Duke
East,Sweet Sixteen,Temple,1,69,Richmond,13,47,Temple
East,Sweet Sixteen,Rhode Island,11,72,Duke,2,73,Duke
East,Elite Eight,Temple,1,53,Duke,2,63,Duke
Midwest,First Round,Purdue,1,94,FDU,16,79,Purdue
Midwest,First Round,Baylor,8,60,Memphis,9,75,Memphis
Midwest,First Round,DePaul,5,83,Wichita State,12,62,DePaul
Midwest,First Round,Kansas State,4,66,La Salle,13,53,Kansas State
Midwest,First Round,Kansas,6,85,Xavier,11,72,Kansas
Midwest,First Round,NC State,3,75,Murray State,14,78,Murray State
Midwest,First Round,Vanderbilt,7,80,Utah State,10,77,Vanderbilt
Midwest,First Round,Pitt,2,108,Eastern Michigan,15,90,Pitt
Midwest,Second Round,Purdue,1,100,Memphis,9,73,Purdue
Midwest,Second Round,DePaul,5,58,Kansas State,4,66,Kansas State
Midwest,Second Round,Kansas,6,61,Murray State,14,58,Kansas
Midwest,Second Round,Vanderbilt,7,80,Pitt,2,74,Vanderbilt
Midwest,Sweet Sixteen,Purdue,1,70,Kansas State,4,73,Kansas State
Midwest,Sweet Sixteen,Kansas,6,77,Vanderbilt,7,64,Kansas
Midwest,Elite Eight,Kansas State,4,58,Kansas,6,71,Kansas
West,First Round,Arizona,1,90,Cornell,16,50,Arizona
West,First Round,Seton Hall,8,80,UTEP,9,64,Seton Hall
West,First Round,Iowa,5,102,Florida State,12,98,Iowa
West,First Round,UNLV,4,54,Missouri State,13,50,UNLV
West,First Round,Florida,6,62,St. John's (NY),11,59,Florida
West,First Round,Michigan,3,63,Boise State,14,58,Michigan
West,First Round,Wyoming,7,115,Loyola Marymount,10,119,Loyola Marymount
West,First Round,UNC,2,83,North Texas,15,65,UNC
West,Second Round,Arizona,1,84,Seton Hall,8,55,Arizona
West,Second Round,Iowa,5,104,UNLV,4,86,Iowa
West,Second Round,Florida,6,85,Michigan,3,108,Michigan
West,Second Round,Loyola Marymount,10,97,UNC,2,123,UNC
West,Sweet Sixteen,Arizona,1,99,Iowa,5,79,Arizona
West,Sweet Sixteen,Michigan,3,69,UNC,2,78,UNC
West,Elite Eight,Arizona,1,70,UNC,2,52,Arizona
National,Final Four,Kansas,6,66,Duke,2,59,Kansas
National,Final Four,Arizona,1,78,Oklahoma,1,86,Oklahoma
National,Championship,Kansas,6,83,Oklahoma,1,79,Kansas
