region,round,team1,seed1,score1,team2,seed2,score2,winner
East,First Round,UNC,1,82,Fairfield,16,74,UNC
East,First Round,Indiana,8,62,Colorado,9,80,Colorado
East,First Round,California,5,55,Princeton,12,52,California
East,First Round,Villanova,4,101,LIU,13,91,Villanova
East,First Round,Louisville,6,65,UMass,11,57,Louisville
East,First Round,New Mexico,3,59,Old Dominion,14,55,New Mexico
East,First Round,Wisconsin,7,58,Texas,10,71,Texas
East,First Round,South Carolina,2,65,Coppin State,15,78,Coppin State
East,Second Round,UNC,1,73,Colorado,9,56,UNC
East,Second Round,California,5,75,Villanova,4,68,California
East,Second Round,Louisville,6,64,New Mexico,3,63,Louisville
East,Second Round,Texas,10,82,Coppin State,15,81,Texas
East,Sweet Sixteen,UNC,1,63,California,5,57,UNC
East,Sweet Sixteen,Louisville,6,78,Texas,10,63,Louisville
East,Elite Eight,UNC,1,97,Louisville,6,74,UNC
Midwest,First Round,Minnesota,1,78,Texas State,16,46,Minnesota
Midwest,First Round,Ole Miss,8,40,Temple,9,62,Temple
Midwest,First Round,Tulsa,5,81,Boston University,12,52,Tulsa
Midwest,First Round,Clemson,4,68,Miami (OH),13,56,Clemson
Midwest,First Round,Iowa State,6,69,Illinois State,11,57,Iowa State
Midwest,First Round,Cincinnati,3,86,Butler,14,69,Cincinnati
Midwest,First Round,Xavier,7,80,Vanderbilt,10,68,Xavier
Midwest,First Round,UCLA,2,109,Charleston Southern,15,75,UCLA
Midwest,Second Round,Minnesota,1,76,Temple,9,57,Minnesota
Midwest,Second Round,Tulsa,5,59,Clemson,4,65,Clemson
Midwest,Second Round,Iowa State,6,67,Cincinnati,3,66,Iowa State
Midwest,Second Round,Xavier,7,83,UCLA,2,96,UCLA
Midwest,Sweet Sixteen,Minnesota,1,90,Clemson,4,84,Minnesota
Midwest,Sweet Sixteen,Iowa State,6,73,UCLA,2,74,UCLA
Midwest,Elite Eight,Minnesota,1,80,UCLA,2,72,Minnesota
West,First Round,Kentucky,1,92,Montana,16,54,Kentucky
West,First Round,Iowa,8,73,Virginia,9,60,Iowa
West,First Round,Boston College,5,73,Valparaiso,12,66,Boston College
West,First Round,St. Joseph's,4,75,Pacific,13,65,St. Joseph's
West,First Round,Stanford,6,80,Oklahoma,11,67,Stanford
West,First Round,Wake Forest,3,68,Saint Mary's,14,46,Wake Forest
West,First Round,Charlotte,7,79,Georgetown,10,67,Charlotte
West,First Round,Utah,2,75,Navy,15,61,Utah
West,Second Round,Kentucky,1,75,Iowa,8,69,Kentucky
West,Second Round,Boston College,5,77,St. Joseph's,4,81,St. Joseph's
West,Second Round,Stanford,6,72,Wake Forest,3,66,Stanford
West,Second Round,Charlotte,7,58,Utah,2,77,Utah
West,Sweet Sixteen,Kentucky,1,83,St. Joseph's,4,68,Kentucky
West,Sweet Sixteen,Stanford,6,77,Utah,2,82,Utah
West,Elite Eight,Kentucky,1,72,Utah,2,59,Kentucky
National,Final Four,Arizona,4,66,UNC,1,58,Arizona
National,Final Four,Minnesota,1,69,Kentucky,1,78,Kentucky
National,Championship,Arizona,4,84,Kentucky,1,79,Arizona
