Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,Air Force,31,10,21,0.323,-4.9,3.13,,1.0,15.0,,8,10,,0,10,,57.2,63.1,,40.0,20.4,46.1,0.443,5.68,18.1,0.313,10.7,16.9,0.635,7.1,27.5,12.5,5.0,1.65,12.7,17.6
2,Akron,35,24,11,0.686,2.82,-1.5,,12.0,4.0,,13,5,,7,4,,70.6,65.5,,40.9,25.1,57.8,0.433,6.71,19.8,0.339,13.8,21.0,0.657,13.3,36.3,13.5,6.09,3.26,13.3,19.5
3,Alabama,32,17,15,0.531,10.34,6.62,,6.0,10.0,,11,6,,3,6,,68.5,64.8,,40.0,24.7,56.1,0.441,5.47,15.6,0.35,13.6,19.2,0.707,12.1,35.2,13.4,7.78,3.97,12.8,18.2
4,Alabama A&M,27,11,16,0.407,-20.19,-13.71,,8.0,10.0,,8,5,,3,9,,65.9,69.7,,40.2,22.2,58.1,0.382,4.0,13.7,0.291,17.5,27.5,0.635,13.9,37.2,10.7,9.22,5.3,16.4,20.4
5,Alabama State,31,16,15,0.516,-14.41,-12.02,,12.0,6.0,,9,3,,6,11,,64.5,65.9,,40.2,21.5,53.3,0.404,6.13,18.9,0.324,15.3,23.8,0.641,12.9,35.5,12.9,7.35,4.16,16.2,20.5
6,Albany (NY),32,7,25,0.219,-11.94,-5.53,,2.0,14.0,,4,9,,3,15,,62.7,69.1,,40.3,22.2,54.3,0.409,6.06,18.3,0.332,12.3,17.0,0.721,12.5,36.1,11.9,5.84,3.03,16.2,18.8
7,Alcorn State,31,2,29,0.065,-30.36,-9.0,,2.0,16.0,,2,8,,0,18,,60.6,82.0,,40.2,21.0,55.4,0.379,4.35,14.1,0.309,14.3,23.4,0.611,11.5,34.4,8.68,6.9,3.16,20.7,21.6
8,American,31,11,20,0.355,-11.47,-6.89,,7.0,7.0,,7,8,,4,12,,62.6,67.2,,40.8,22.0,51.7,0.425,5.94,17.2,0.345,12.7,18.4,0.692,9.81,35.4,14.4,3.52,2.61,14.8,19.0
9,Appalachian State,37,24,13,0.649,1.8,-2.76,,13.0,5.0,,14,4,,8,8,,74.8,69.4,,40.3,25.8,54.2,0.476,7.54,19.0,0.397,15.6,21.2,0.738,11.1,38.5,12.1,5.43,2.76,14.7,17.6
10,Arizona,31,16,15,0.516,7.97,8.1,,10.0,8.0,,11,5,,4,7,,71.9,72.0,,41.0,24.0,54.2,0.443,6.26,17.5,0.358,17.6,24.0,0.733,9.74,34.3,12.4,6.0,2.52,14.1,19.2
11,Arizona State,33,22,11,0.667,13.8,5.83,,12.0,6.0,,16,4,,5,5,,66.7,58.7,,40.0,22.5,49.8,0.452,8.21,22.3,0.369,13.5,18.9,0.712,8.52,31.8,14.0,6.55,2.42,11.9,16.4
12,Arkansas,32,14,18,0.438,5.87,5.09,,7.0,9.0,,12,8,,2,7,,74.7,73.9,,40.5,25.9,58.1,0.446,6.28,18.1,0.347,16.6,24.4,0.68,11.0,34.5,13.8,7.25,4.06,13.7,18.7
13,Arkansas State,31,17,14,0.548,-4.01,-4.39,,11.0,7.0,,10,5,,5,8,,69.7,66.6,,40.3,24.8,55.5,0.446,5.55,15.9,0.349,14.6,22.0,0.663,11.8,38.3,13.1,5.13,4.16,13.9,18.1
14,Arkansas-Pine Bluff NCAA,34,18,16,0.529,-8.29,-7.68,,14.0,4.0,,8,1,,5,14,,63.7,64.3,,40.6,21.3,52.3,0.408,4.15,13.7,0.303,16.9,25.3,0.668,12.4,37.8,12.4,6.74,3.56,16.7,22.5
15,Army,29,14,15,0.483,-9.11,-7.96,,4.0,10.0,,10,4,,4,11,,60.3,61.0,,40.2,22.0,53.0,0.414,5.48,16.8,0.326,10.9,16.7,0.654,10.3,32.0,11.5,8.24,2.55,14.8,20.0
16,Auburn,32,15,17,0.469,5.49,4.68,,6.0,10.0,,12,5,,1,9,,75.7,74.2,,40.3,26.6,59.8,0.444,8.47,25.6,0.331,14.1,21.5,0.655,11.9,35.0,13.1,7.88,2.78,13.7,19.8
17,Austin Peay,32,17,15,0.531,-3.85,-1.68,,11.0,7.0,,11,4,,5,9,,72.5,72.4,,40.8,24.6,54.0,0.455,6.25,17.1,0.366,17.1,24.7,0.694,10.8,34.1,13.4,5.91,3.34,14.3,17.1
18,Ball State,30,15,15,0.5,-4.85,-1.48,,8.0,8.0,,11,6,,4,8,,60.6,62.4,,41.0,20.6,49.5,0.415,3.77,10.3,0.365,15.7,22.8,0.688,10.5,35.1,11.1,5.07,3.03,14.5,17.7
19,Baylor NCAA,36,28,8,0.778,17.97,8.03,,11.0,5.0,,15,1,,6,4,,77.0,65.6,,40.3,27.6,56.7,0.487,7.08,18.4,0.385,14.7,20.3,0.725,12.3,39.1,14.1,6.58,6.72,13.6,17.8
20,Belmont,31,19,12,0.613,1.3,-3.41,,14.0,6.0,,10,3,,8,8,,73.1,68.5,,40.3,24.6,54.8,0.449,7.87,22.9,0.344,16.0,23.7,0.674,12.0,37.1,14.4,7.16,2.97,16.5,19.2
21,Bethune-Cookman,33,17,16,0.515,-13.14,-8.4,,7.0,9.0,,10,4,,4,11,,61.2,60.5,,40.2,22.5,52.3,0.43,4.06,12.0,0.339,12.2,18.9,0.643,11.9,33.2,10.4,6.88,3.45,12.8,18.0
22,Binghamton,31,13,18,0.419,-10.6,-4.31,,8.0,8.0,,9,3,,3,12,,61.6,67.2,,40.3,22.3,52.6,0.423,5.1,17.5,0.29,12.0,18.0,0.665,11.6,34.8,9.65,5.35,3.94,14.2,17.1
23,Boise State,32,15,17,0.469,-1.11,0.68,,5.0,11.0,,9,7,,4,9,,74.1,72.8,,40.3,27.9,60.7,0.46,6.0,18.1,0.332,12.2,18.1,0.675,11.6,35.9,16.1,7.63,3.72,14.3,16.8
24,Boston College,31,15,16,0.484,9.58,7.21,,6.0,10.0,,11,6,,3,7,,69.2,66.1,,40.0,25.7,57.6,0.447,5.13,15.7,0.326,12.6,17.6,0.716,12.9,36.3,15.0,5.0,3.48,12.7,16.9
25,Boston University,35,21,14,0.6,0.57,-3.23,,11.0,5.0,,10,4,,9,8,,72.2,68.4,,40.3,23.8,58.1,0.41,8.57,23.5,0.364,16.1,22.2,0.724,11.3,37.0,11.4,7.34,3.26,13.6,21.3
26,Bowling Green State,30,14,16,0.467,-4.7,-0.94,,6.0,10.0,,9,5,,5,11,,63.0,65.9,,40.2,23.2,52.1,0.444,4.33,13.3,0.326,12.3,18.4,0.67,10.9,33.7,13.1,6.8,3.3,14.0,16.5
27,Bradley,31,16,15,0.516,3.74,4.11,,9.0,9.0,,10,5,,4,8,,67.5,67.4,,40.3,23.3,52.9,0.439,6.03,16.9,0.356,14.9,20.0,0.744,9.13,32.9,11.9,6.29,2.74,12.0,16.7
28,Brigham Young NCAA,36,30,6,0.833,18.82,3.0,,13.0,3.0,,15,1,,10,4,,83.1,66.4,,40.3,28.5,58.9,0.483,8.11,19.4,0.417,18.1,22.9,0.79,10.2,37.0,15.8,8.53,3.5,11.6,17.3
29,Brown,31,11,20,0.355,-10.68,-3.82,,5.0,9.0,,4,9,,6,10,,66.9,72.0,,40.3,22.9,51.9,0.441,6.84,19.7,0.347,14.2,19.4,0.733,7.26,31.9,13.5,3.9,3.81,13.0,14.1
30,Bryant,30,1,29,0.033,,,,1.0,17.0,,0,11,,1,16,,50.1,67.8,,38.8,18.2,48.9,0.372,5.13,18.1,0.284,8.63,13.0,0.666,8.1,28.9,10.6,5.63,3.57,16.3,19.7
31,Bucknell,31,14,17,0.452,-7.94,-6.84,,9.0,5.0,,8,5,,5,11,,67.0,68.0,,40.6,23.1,56.4,0.41,6.45,19.6,0.329,14.3,19.6,0.73,10.8,33.8,11.9,4.9,3.65,11.6,17.8
32,Buffalo,30,18,12,0.6,-2.03,-2.27,,9.0,7.0,,9,4,,8,6,,72.3,71.2,,40.3,25.2,58.1,0.433,6.9,19.9,0.347,15.1,21.1,0.717,12.6,35.5,15.1,7.57,3.33,14.1,19.0
33,Butler NCAA,38,33,5,0.868,14.37,5.08,,18.0,0.0,,15,0,,12,1,,68.7,59.4,,40.1,22.2,50.3,0.442,6.84,20.0,0.342,17.4,23.6,0.738,9.29,32.7,12.2,7.03,2.26,12.0,18.0
34,Cal Poly,31,12,19,0.387,-7.99,-2.31,,7.0,9.0,,6,6,,5,12,,70.2,75.3,,40.5,23.8,57.1,0.417,6.65,19.9,0.334,15.9,21.9,0.729,12.4,35.5,11.7,5.52,2.35,13.5,22.0
35,Cal State Bakersfield,29,7,22,0.241,,,,,,,5,6,,2,15,,65.8,74.6,,40.3,21.9,56.5,0.388,5.03,16.2,0.311,16.9,24.6,0.687,14.1,36.1,9.07,6.24,2.86,15.1,18.7
36,Cal State Fullerton,31,16,15,0.516,-2.87,-1.55,,8.0,8.0,,8,5,,7,6,,74.3,73.0,,41.5,25.5,56.6,0.45,6.74,19.3,0.349,16.6,23.2,0.714,10.4,36.8,13.6,5.65,3.16,14.6,19.8
37,Cal State Northridge,32,11,21,0.344,-5.81,-1.06,,6.0,10.0,,7,6,,2,13,,71.3,75.4,,40.5,23.5,55.9,0.42,4.88,15.6,0.312,19.5,29.2,0.669,13.5,37.9,11.2,7.47,3.09,17.5,23.1
38,California NCAA,35,24,11,0.686,17.29,8.26,,13.0,5.0,,15,1,,6,6,,77.2,68.2,,40.1,27.6,57.9,0.476,6.51,17.4,0.374,15.5,20.5,0.757,11.3,35.5,14.3,5.66,2.46,12.0,16.9
39,Campbell,30,19,11,0.633,-3.13,-4.96,,14.0,6.0,,12,3,,7,7,,68.6,63.3,,40.0,23.4,52.6,0.445,4.8,13.7,0.35,17.0,24.0,0.708,11.8,32.6,14.3,10.5,2.13,14.3,18.8
40,Canisius,32,15,17,0.469,-5.19,-4.09,,8.0,10.0,,7,5,,5,10,,66.4,67.5,,40.8,23.3,56.4,0.412,6.56,20.8,0.315,13.3,19.0,0.701,12.6,37.5,12.6,6.03,3.5,14.7,18.3
41,Centenary (LA),29,8,21,0.276,-17.16,-5.08,,3.0,15.0,,5,9,,3,11,,70.9,80.0,,40.5,23.6,56.7,0.416,7.83,22.2,0.352,15.9,21.7,0.733,9.45,30.1,13.2,7.97,2.24,15.2,21.3
42,Central Arkansas,30,9,21,0.3,,,,3.0,13.0,,2,8,,2,12,,63.2,67.0,,40.2,21.4,52.0,0.411,5.37,17.2,0.311,15.1,23.7,0.638,11.3,33.8,9.87,6.5,3.37,14.0,17.3
43,Central Connecticut State,30,12,18,0.4,-14.68,-9.68,,9.0,9.0,,8,4,,3,13,,61.1,64.5,,40.5,21.5,53.3,0.403,5.07,16.2,0.312,13.1,18.2,0.717,11.0,32.5,11.0,6.67,3.0,13.4,15.1
44,Central Michigan,30,15,15,0.5,-3.58,-3.58,,9.0,7.0,,10,3,,5,11,,64.6,64.1,,40.0,21.7,52.9,0.41,7.63,20.5,0.372,13.5,20.4,0.664,12.4,33.5,10.7,8.2,2.83,14.2,21.8
45,Charleston Southern,30,13,17,0.433,-13.25,-8.12,,7.0,11.0,,11,3,,2,14,,68.7,67.7,,40.7,25.6,59.6,0.429,6.57,18.6,0.353,11.0,16.7,0.662,13.6,36.7,11.0,8.97,4.03,14.8,17.8
46,Charlotte,31,19,12,0.613,3.96,3.0,,9.0,7.0,,10,5,,7,7,,73.4,71.1,,40.3,24.4,58.3,0.418,6.48,20.8,0.311,18.2,24.8,0.733,13.3,39.6,13.2,5.9,4.06,13.3,18.2
47,Chattanooga,33,15,18,0.455,-8.56,-3.68,,6.0,12.0,,11,5,,2,11,,69.8,72.1,,40.0,24.9,57.2,0.436,8.15,24.5,0.333,11.8,19.1,0.618,11.6,37.5,14.6,6.03,2.48,16.3,19.0
48,Chicago State,32,9,23,0.281,-21.8,-7.61,,4.0,8.0,,7,5,,0,17,,62.8,71.5,,40.2,21.9,57.3,0.382,4.34,16.0,0.271,14.7,22.2,0.661,14.2,36.5,10.0,6.94,2.16,16.0,20.0
49,Cincinnati,35,19,16,0.543,9.98,8.45,,7.0,11.0,,13,5,,2,9,,68.8,66.5,,40.6,25.4,59.5,0.428,5.71,19.6,0.291,12.2,19.2,0.638,14.0,39.3,13.8,5.69,3.06,13.1,18.3
50,Clemson NCAA,32,21,11,0.656,15.71,7.9,,9.0,7.0,,14,2,,5,6,,73.4,64.5,,40.0,26.6,58.7,0.453,6.75,19.7,0.342,13.5,20.4,0.661,13.1,36.8,14.2,9.41,4.72,15.0,17.6
51,Cleveland State,33,16,17,0.485,0.57,2.12,,10.0,8.0,,13,5,,3,9,,69.2,68.3,,40.0,24.1,54.6,0.442,6.48,18.6,0.349,14.5,19.3,0.749,9.7,29.5,13.1,8.88,1.85,12.3,21.5
52,Coastal Carolina,35,28,7,0.8,-0.78,-10.14,,15.0,3.0,,17,2,,9,4,,73.8,60.1,,40.0,27.6,57.8,0.478,5.26,14.6,0.359,13.4,21.1,0.632,13.3,39.3,15.5,7.57,4.46,12.9,16.2
53,Colgate,29,10,19,0.345,-11.34,-6.52,,6.0,8.0,,7,6,,3,11,,67.4,71.3,,40.7,23.9,55.0,0.434,6.62,17.9,0.37,13.0,19.0,0.685,11.0,34.3,13.2,6.24,2.03,15.0,18.6
54,College of Charleston,34,22,12,0.647,-0.81,-2.46,,14.0,4.0,,12,1,,8,9,,75.0,73.3,,40.1,27.9,61.0,0.458,9.59,25.9,0.371,9.5,12.8,0.743,8.85,31.7,13.1,5.85,4.76,11.2,16.9
55,Colorado,31,15,16,0.484,7.01,7.7,,6.0,10.0,,13,3,,1,10,,74.6,74.2,,40.3,24.9,52.7,0.473,6.65,17.1,0.388,18.1,23.6,0.766,7.35,28.5,14.3,8.26,2.26,13.2,21.3
56,Colorado State,32,16,16,0.5,1.35,3.61,,7.0,9.0,,11,4,,3,11,,66.3,66.7,,40.3,22.0,51.2,0.43,5.53,15.7,0.353,16.7,24.7,0.676,11.1,34.5,10.6,7.22,2.44,15.2,20.6
57,Columbia,28,11,17,0.393,-11.75,-6.04,,5.0,9.0,,7,6,,4,11,,60.2,65.3,,40.0,21.1,51.9,0.406,4.82,12.8,0.376,13.3,19.8,0.671,10.8,33.0,9.96,7.43,1.86,14.3,19.7
58,Connecticut,34,18,16,0.529,12.5,9.15,,7.0,11.0,,15,4,,2,9,,70.0,66.6,,40.0,24.8,55.2,0.449,3.68,11.9,0.31,16.8,24.4,0.689,13.5,39.4,13.6,6.47,7.65,14.9,15.8
59,Coppin State,30,8,22,0.267,-14.89,-6.81,,3.0,13.0,,7,6,,1,15,,61.1,67.6,,40.3,21.8,56.0,0.389,4.93,15.6,0.317,12.6,17.0,0.738,11.2,33.4,10.1,6.17,2.1,14.0,18.7
60,Cornell NCAA,34,29,5,0.853,8.76,-0.91,,13.0,1.0,,11,1,,13,3,,76.4,64.5,,40.3,26.9,55.7,0.482,9.59,22.3,0.43,11.6,15.8,0.73,10.3,33.8,16.0,7.15,3.59,12.2,17.6
61,Creighton,34,18,16,0.529,3.59,3.15,,10.0,8.0,,15,2,,3,10,,69.8,68.2,,40.3,23.9,55.0,0.434,7.38,21.9,0.336,14.7,20.4,0.72,10.5,35.1,13.7,5.12,3.26,12.2,18.3
62,Dartmouth,28,5,23,0.179,-18.46,-5.46,,1.0,13.0,,5,10,,0,13,,54.0,65.5,,40.0,20.5,53.8,0.381,3.64,12.4,0.294,9.39,14.3,0.656,10.2,30.8,10.2,6.36,2.29,13.4,18.3
63,Davidson,31,16,15,0.516,-2.26,-1.26,,11.0,7.0,,10,4,,5,5,,72.3,71.0,,40.6,24.5,57.3,0.428,9.0,24.7,0.365,13.1,19.3,0.677,12.0,37.0,15.3,4.55,3.61,13.6,19.5
64,Dayton,37,25,12,0.676,13.25,5.61,,8.0,8.0,,16,2,,6,7,,70.2,62.3,,40.4,24.6,55.4,0.443,6.92,20.1,0.344,14.2,21.3,0.665,11.9,38.7,14.7,6.41,3.46,14.5,19.7
65,Delaware,31,7,24,0.226,-7.86,1.37,,3.0,15.0,,5,10,,2,13,,63.4,72.6,,41.0,22.1,56.5,0.391,5.61,19.2,0.293,13.6,19.4,0.699,12.9,34.8,11.6,5.03,2.35,13.3,20.9
66,Delaware State,29,17,12,0.586,-9.08,-7.6,,11.0,5.0,,12,3,,4,8,,58.5,58.3,,40.3,20.9,51.2,0.409,5.0,15.3,0.327,11.7,17.2,0.677,11.3,27.9,10.3,8.24,2.45,11.4,15.2
67,Denver,32,19,13,0.594,-2.76,-4.89,,10.0,8.0,,15,1,,2,11,,65.0,62.9,,40.0,21.5,43.9,0.49,7.84,19.8,0.395,14.1,19.7,0.714,4.88,24.0,14.5,5.66,3.03,11.8,21.8
68,DePaul,31,8,23,0.258,1.61,7.58,,1.0,17.0,,6,9,,0,11,,61.0,66.9,,40.6,22.7,57.1,0.398,5.65,18.0,0.314,9.94,17.1,0.582,12.0,33.4,11.8,7.61,3.13,10.9,18.4
69,Detroit Mercy,34,20,14,0.588,1.35,-1.59,,9.0,9.0,,11,5,,6,8,,69.4,65.7,,40.3,24.4,53.1,0.459,4.29,12.9,0.333,16.4,25.0,0.655,11.8,36.0,13.6,7.5,3.91,15.6,18.6
