Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
11,Arkansas State,27,9,18,0.333,-6.57,-0.11,,7.0,11.0,,7,6,,2,11,,69.1,75.2,,40.4,24.9,56.9,0.438,5.52,15.3,0.36,13.8,22.6,0.611,,33.5,12.3,6.56,2.96,17.0,21.0
12,Army,27,7,20,0.259,-21.66,-10.62,,2.0,10.0,,6,6,,0,14,,66.4,73.4,,,23.5,59.3,0.396,5.78,17.1,0.337,13.6,20.6,0.662,,36.7,12.7,6.44,1.78,16.4,22.7
13,Auburn,32,19,13,0.594,6.07,4.17,,6.0,10.0,,9,5,,5,7,,74.3,71.3,,40.3,25.4,58.4,0.436,8.97,25.2,0.356,14.5,21.4,0.675,,37.1,15.1,7.84,2.75,17.2,16.8
14,Austin Peay NCAA,30,19,11,0.633,-0.4,-4.19,,10.0,6.0,,9,3,,7,7,,79.2,74.1,,40.3,29.6,61.6,0.481,7.03,18.7,0.376,13.0,19.0,0.684,,34.3,17.5,8.6,4.2,13.0,15.6
15,Ball State,28,16,12,0.571,2.98,1.83,,11.0,7.0,,10,3,,5,8,,73.8,72.6,,40.2,26.8,61.5,0.435,6.04,18.3,0.33,14.3,20.9,0.683,,34.7,14.3,8.46,2.54,13.9,21.0
16,Baylor,27,9,18,0.333,-2.7,1.14,,4.0,10.0,,7,7,,1,9,,74.4,76.5,,,26.6,63.2,0.42,5.74,19.0,0.302,15.5,24.6,0.632,,39.7,13.6,7.33,4.37,15.8,20.3
17,Bethune-Cookman,27,12,15,0.444,-17.85,-12.93,,8.0,8.0,,9,3,,2,11,,67.4,68.4,,,23.3,57.9,0.403,6.04,19.7,0.307,14.7,21.4,0.687,,33.6,12.9,9.11,2.96,15.0,18.1
18,Boise State,28,15,13,0.536,-3.07,-2.22,,10.0,4.0,,9,4,,5,6,,64.5,65.3,,40.5,22.3,51.6,0.431,7.07,20.4,0.347,12.9,18.1,0.711,,27.6,13.4,8.07,1.54,15.1,21.6
19,Boston College NCAA,30,19,11,0.633,16.93,9.23,,10.0,8.0,,11,4,,6,4,,78.2,70.5,,40.2,26.8,58.0,0.461,6.43,18.3,0.352,18.2,25.8,0.706,,40.1,14.3,7.23,3.1,15.9,19.0
20,Boston University,29,18,11,0.621,-1.05,-4.32,,13.0,5.0,,10,2,,5,9,,70.2,67.0,,,25.6,57.8,0.443,4.0,14.6,0.275,15.0,23.3,0.644,,37.6,14.1,7.76,3.1,14.1,19.9
21,Bowling Green State,27,14,13,0.519,3.01,2.93,,9.0,9.0,,9,4,,4,9,,68.2,65.9,,,24.0,53.4,0.45,5.04,13.3,0.378,15.2,22.2,0.684,,33.5,12.1,6.7,2.04,12.2,17.1
22,Bradley NCAA,30,22,8,0.733,9.71,3.55,,15.0,3.0,,12,1,,7,4,,71.2,65.0,,40.7,24.6,55.2,0.446,5.2,13.6,0.383,16.7,23.9,0.699,,35.8,14.9,7.23,3.23,12.5,18.0
23,Brigham Young,28,15,13,0.536,7.89,4.0,,9.0,9.0,,11,4,,4,8,,82.3,78.4,,40.0,28.6,60.4,0.475,4.0,12.0,0.334,21.0,27.4,0.765,,37.9,17.1,6.61,2.54,13.8,21.4
24,Brown,26,10,16,0.385,-10.94,-5.9,,5.0,9.0,,4,6,,4,8,,62.8,67.8,,,21.7,50.5,0.43,6.5,18.4,0.353,12.9,18.8,0.686,,33.3,13.3,5.62,3.19,16.3,18.7
25,Bucknell,28,17,11,0.607,-5.7,-7.31,,8.0,4.0,,8,2,,7,8,,70.8,66.6,,,23.3,53.0,0.439,6.07,17.0,0.356,18.2,25.3,0.72,,36.5,13.3,7.14,3.21,16.0,18.1
26,Buffalo,27,13,14,0.481,-11.68,-9.75,,10.0,8.0,,8,4,,4,8,,67.3,69.2,,40.0,22.8,58.4,0.39,6.78,18.7,0.362,15.0,23.6,0.634,,39.4,12.9,7.33,2.44,15.4,19.6
27,Butler,27,19,8,0.704,1.56,-2.67,,12.0,4.0,,10,2,,9,4,,71.2,67.0,,40.2,23.9,51.3,0.465,4.44,12.4,0.359,19.1,28.1,0.678,,35.7,12.8,4.78,3.07,15.7,18.6
28,Cal Poly,29,16,13,0.552,-7.45,-6.69,,5.0,1.0,,11,3,,4,8,,80.3,76.1,,40.7,28.6,67.0,0.426,7.69,24.0,0.32,15.5,25.0,0.618,,40.5,16.7,12.0,2.0,17.2,21.4
29,Cal State Fullerton,26,6,20,0.231,-8.67,1.1,,5.0,13.0,,4,8,,2,12,,67.0,76.8,,40.6,23.5,57.6,0.408,4.54,15.7,0.289,15.5,23.2,0.666,,34.0,12.2,6.58,2.46,16.4,20.8
30,Cal State Northridge,27,7,20,0.259,-14.48,-3.35,,2.0,4.0,,6,7,,0,11,,67.7,77.4,,40.2,24.0,57.7,0.415,6.44,21.1,0.306,13.3,20.2,0.658,,34.5,13.2,7.22,2.48,16.5,19.5
31,California NCAA,28,17,11,0.607,11.9,6.44,,11.0,7.0,,10,3,,6,6,,75.6,70.1,,40.0,25.6,57.1,0.448,5.46,15.5,0.353,19.0,27.1,0.701,,37.0,13.1,7.71,4.32,15.3,19.3
32,Campbell,28,17,11,0.607,-7.05,-6.63,,11.0,5.0,,9,4,,8,6,,65.7,64.4,,40.2,23.7,55.8,0.425,6.79,18.3,0.371,11.5,16.7,0.69,,30.9,15.1,7.79,2.29,12.7,17.4
33,Canisius NCAA,30,19,11,0.633,1.14,-1.6,,7.0,7.0,,8,3,,7,6,,65.8,63.0,,40.2,23.2,55.1,0.42,5.37,16.8,0.319,14.1,20.2,0.696,,33.8,14.4,6.6,2.73,14.0,15.9
34,Centenary (LA),27,11,16,0.407,-10.49,-6.21,,8.0,8.0,,7,4,,4,10,,76.6,79.0,,,27.4,65.5,0.419,7.33,24.9,0.295,14.3,22.0,0.65,,38.3,15.2,7.93,2.52,14.8,19.4
35,Central Connecticut State,28,13,15,0.464,-12.95,-10.8,,9.0,9.0,,9,3,,3,11,,78.8,79.5,,,28.1,64.4,0.436,3.64,13.5,0.269,19.0,26.8,0.709,,43.4,14.7,9.64,8.39,20.9,22.1
36,Central Michigan,26,6,20,0.231,-3.57,3.14,,3.0,15.0,,3,10,,3,9,,68.7,73.6,,40.4,25.2,54.7,0.461,5.77,14.7,0.392,12.6,18.0,0.697,,32.7,14.8,4.65,4.92,14.6,18.9
37,Charleston Southern,28,15,13,0.536,-7.77,-6.96,,9.0,5.0,,7,5,,7,7,,73.0,70.5,,40.5,25.9,55.9,0.463,5.82,16.1,0.362,15.5,23.3,0.665,,36.4,16.6,7.29,3.86,15.7,23.6
38,Charlotte,29,14,15,0.483,7.44,6.78,,6.0,8.0,,9,3,,5,8,,68.6,67.7,,40.0,24.3,58.2,0.418,5.59,17.7,0.315,14.4,21.4,0.674,,37.5,13.2,6.59,2.03,14.1,20.2
39,Chattanooga,27,15,12,0.556,-1.98,-6.02,,9.0,5.0,,11,4,,4,7,,73.2,67.3,,40.0,26.7,60.6,0.44,6.48,19.3,0.337,13.4,19.9,0.674,,37.5,13.3,6.63,1.93,13.3,19.4
40,Chicago State,27,2,25,0.074,-29.06,-7.24,,2.0,16.0,,2,9,,0,15,,74.6,96.4,,,27.8,68.9,0.404,6.93,20.6,0.337,12.0,19.5,0.615,,36.8,13.8,8.67,3.89,18.7,21.9
41,Cincinnati NCAA,33,28,5,0.848,22.11,7.69,,11.0,3.0,,13,1,,8,2,,79.6,65.2,,40.3,28.5,61.0,0.466,5.48,15.4,0.357,17.2,25.5,0.676,,41.2,16.5,8.39,3.18,13.9,21.2
42,Clemson NCAA,29,18,11,0.621,13.18,8.18,,7.0,9.0,,14,2,,3,7,,68.0,63.0,,40.2,23.8,53.5,0.446,5.14,15.2,0.339,15.2,23.0,0.659,,34.4,12.9,6.86,2.97,11.6,18.4
43,Cleveland State,26,5,21,0.192,-14.77,-2.08,,3.0,13.0,,5,9,,0,12,,61.0,73.7,,40.0,21.8,53.6,0.406,4.62,14.8,0.311,12.9,19.5,0.661,,32.2,11.0,5.38,1.88,17.2,21.2
44,Coastal Carolina,26,5,21,0.192,-19.52,-7.11,,1.0,13.0,,4,7,,1,13,,66.9,76.6,,,23.9,60.8,0.393,6.23,20.0,0.312,12.9,20.8,0.622,,37.3,11.2,7.38,2.5,15.8,21.2
45,Colgate NCAA,30,15,15,0.5,-4.67,-3.63,,9.0,3.0,,7,3,,6,10,,72.1,73.2,,40.2,25.5,56.9,0.448,6.2,17.2,0.361,14.9,22.8,0.654,,36.8,13.4,6.6,6.5,16.2,18.6
46,College of Charleston,29,25,4,0.862,3.85,-7.34,,15.0,1.0,,14,1,,11,3,,74.6,62.3,,40.2,28.0,58.0,0.482,4.07,11.6,0.35,14.6,22.0,0.665,,37.3,16.6,9.97,3.72,13.7,16.6
47,Colorado,27,9,18,0.333,1.3,6.6,,3.0,11.0,,8,8,,1,9,,75.9,81.1,,40.6,27.5,61.9,0.444,5.89,15.9,0.371,15.0,21.6,0.696,,39.4,17.5,7.11,4.81,18.9,21.0
48,Colorado State,30,18,12,0.6,7.52,5.12,,11.0,7.0,,11,5,,6,6,,78.5,74.1,,,28.4,56.1,0.506,6.07,15.4,0.395,15.7,22.0,0.715,,34.9,16.4,7.23,4.7,15.4,20.1
49,Columbia,26,7,19,0.269,-15.7,-5.5,,3.0,11.0,,3,6,,4,11,,58.4,66.6,,,19.8,47.6,0.416,6.65,19.5,0.341,12.2,19.2,0.632,,29.6,12.0,7.65,2.0,17.4,18.0
50,Connecticut NCAA,35,32,3,0.914,26.05,8.19,,17.0,1.0,,15,0,,10,1,,82.6,64.7,,40.1,30.3,63.9,0.475,7.37,18.1,0.408,14.6,19.9,0.731,,43.4,18.8,8.17,5.43,15.5,17.1
51,Coppin State,29,19,10,0.655,-7.05,-11.65,,14.0,2.0,,11,0,,6,8,,78.6,71.6,,,28.6,56.9,0.502,6.93,19.3,0.359,14.6,21.9,0.667,,34.9,16.0,7.86,2.03,14.5,16.1
52,Cornell,26,10,16,0.385,-12.01,-6.81,,5.0,9.0,,6,5,,3,11,,64.4,67.9,,,22.7,54.6,0.415,7.15,20.5,0.348,11.9,17.4,0.684,,35.6,11.6,7.12,2.92,15.7,19.1
53,Creighton,29,14,15,0.483,0.95,1.2,,9.0,9.0,,8,6,,6,7,,66.6,66.7,,40.5,24.4,61.2,0.399,5.93,18.9,0.314,11.9,18.8,0.633,,37.8,13.2,7.1,3.48,13.4,20.6
54,Dartmouth,26,16,10,0.615,-8.79,-6.95,,9.0,5.0,,11,2,,5,7,,63.9,64.5,,,23.8,54.8,0.435,6.62,17.7,0.374,9.62,13.7,0.702,,32.8,14.6,6.85,3.54,14.7,16.4
55,Davidson,30,25,5,0.833,9.47,-4.9,,14.0,0.0,,13,1,,9,2,,84.3,68.2,,,29.7,62.0,0.479,5.57,16.2,0.344,19.4,27.0,0.718,,37.7,16.7,10.7,3.23,16.5,21.7
56,Dayton,29,15,14,0.517,-0.16,-0.64,,6.0,10.0,,12,4,,2,9,,70.5,70.0,,,25.0,54.4,0.459,4.9,16.1,0.304,15.6,24.6,0.636,,39.8,14.0,4.52,3.07,18.9,18.6
57,Delaware,27,15,12,0.556,0.27,-3.37,,11.0,7.0,,10,4,,4,7,,74.2,67.7,,40.2,26.9,56.0,0.481,5.19,13.7,0.378,15.1,20.4,0.741,,35.8,15.6,7.22,4.07,16.2,18.0
58,Delaware State,28,11,17,0.393,-23.95,-12.13,,8.0,8.0,,7,5,,3,10,,70.7,82.0,,,25.7,65.0,0.396,5.39,17.1,0.315,13.9,22.0,0.629,,37.5,12.2,7.5,2.39,16.9,22.3
59,DePaul,29,11,18,0.379,6.2,7.93,,2.0,12.0,,6,8,,4,8,,70.2,71.9,,40.2,27.6,63.0,0.438,5.93,18.0,0.33,9.1,13.7,0.665,,36.1,17.0,8.17,3.17,13.5,17.1
60,Detroit Mercy,29,18,11,0.621,2.68,-0.04,,8.0,8.0,,10,4,,6,6,,67.4,64.2,,40.9,24.0,55.2,0.435,3.9,12.0,0.325,15.5,23.1,0.673,,37.8,12.3,5.62,3.52,14.1,20.6
61,Drake,27,12,15,0.444,-0.75,2.74,,8.0,10.0,,7,6,,5,8,,69.5,73.0,,,24.4,55.7,0.438,5.59,16.1,0.346,15.1,24.9,0.607,,32.0,12.1,10.1,2.93,14.5,21.2
62,Drexel NCAA,31,27,4,0.871,10.99,-5.05,,17.0,1.0,,9,1,,12,1,,82.6,66.3,,,28.0,59.0,0.475,7.77,19.7,0.394,18.8,26.3,0.714,,41.3,16.7,6.16,2.52,13.7,18.4
63,Duke NCAA,31,18,13,0.581,16.06,10.48,,8.0,8.0,,11,4,,4,7,,75.4,69.8,,40.3,26.8,60.2,0.445,7.45,19.8,0.376,14.4,20.4,0.703,,34.9,14.2,6.0,3.65,13.5,19.2
64,Duquesne,27,9,18,0.333,-0.06,3.87,,3.0,13.0,,7,5,,2,12,,74.7,78.6,,,27.5,62.5,0.44,6.15,16.9,0.364,13.5,20.3,0.665,,34.6,16.1,8.81,2.89,15.7,19.0
65,East Carolina,28,17,11,0.607,-2.83,-3.09,,8.0,8.0,,11,3,,5,8,,69.0,68.3,,40.4,24.0,54.7,0.439,5.32,15.5,0.343,15.7,23.3,0.674,,38.3,13.1,5.29,3.25,15.8,20.8
66,East Tennessee State,27,7,20,0.259,-12.64,-2.36,,3.0,11.0,,5,8,,2,10,,73.8,81.9,,,27.3,61.4,0.445,5.37,16.9,0.317,13.7,20.7,0.665,,35.0,13.1,8.44,3.3,17.1,16.8
67,Eastern Illinois,28,13,15,0.464,-13.67,-8.97,,9.0,9.0,,7,5,,5,9,,69.0,73.3,,40.4,24.7,57.1,0.432,6.07,17.8,0.342,13.6,23.1,0.589,,34.9,15.5,8.82,3.11,16.6,18.5
68,Eastern Kentucky,27,13,14,0.481,-8.03,-4.63,,7.0,9.0,,9,4,,3,8,,74.6,76.3,,40.2,25.5,57.0,0.447,6.11,16.9,0.362,17.5,25.8,0.677,,34.5,14.9,8.0,1.52,16.6,19.3
69,Eastern Michigan NCAA,31,25,6,0.806,11.55,3.72,,14.0,4.0,,12,1,,9,4,,83.7,74.3,,,30.4,63.5,0.479,5.71,16.1,0.355,17.1,24.2,0.707,,37.1,15.3,7.81,3.87,12.0,18.4
70,Eastern Washington,26,3,23,0.115,-15.51,-1.43,,0.0,14.0,,2,10,,1,12,,65.3,76.7,,40.2,24.5,56.7,0.432,3.92,12.7,0.308,12.4,17.1,0.727,,34.0,12.9,5.81,2.15,16.6,19.2
71,Evansville,27,13,14,0.481,3.62,1.91,,9.0,9.0,,9,5,,4,8,,72.0,70.3,,40.0,25.0,54.0,0.463,6.67,16.4,0.405,15.3,22.1,0.693,,35.3,15.9,5.56,2.3,15.7,20.7
72,Fairfield,30,20,10,0.667,-1.62,-2.89,,10.0,4.0,,10,2,,7,5,,70.9,69.6,,,24.1,53.2,0.453,6.5,18.0,0.361,16.2,22.6,0.717,,34.1,15.5,6.43,3.33,15.8,20.6
73,FDU,27,7,20,0.259,-14.26,-6.82,,6.0,12.0,,3,10,,4,10,,67.1,74.5,,,24.3,53.7,0.452,5.63,15.3,0.368,12.9,20.8,0.619,,37.4,12.3,6.07,3.22,19.5,18.3
74,Florida,28,12,16,0.429,7.64,11.39,,6.0,10.0,,6,6,,2,7,,66.8,70.5,,40.2,25.3,58.8,0.429,5.11,16.2,0.315,11.1,16.8,0.664,,34.6,14.0,7.21,3.75,14.6,18.9
75,Florida A&M,27,8,19,0.296,-24.47,-10.68,,3.0,13.0,,8,7,,0,11,,61.9,70.9,,,22.9,59.8,0.383,4.33,15.4,0.282,11.7,20.7,0.566,,41.0,11.3,6.59,7.33,17.8,19.1
76,Florida Atlantic,27,9,18,0.333,-7.28,-5.93,,5.0,11.0,,8,6,,1,12,,69.1,69.1,,,24.0,54.9,0.437,4.93,13.8,0.357,16.1,23.3,0.692,,35.5,11.3,7.78,3.85,16.0,18.7
77,Florida International,28,13,15,0.464,-14.34,-6.84,,6.0,10.0,,10,4,,2,10,,73.4,78.7,,,25.0,59.0,0.423,8.57,25.8,0.332,14.9,22.2,0.67,,32.4,13.5,7.75,2.07,15.2,22.2
78,Florida State,27,13,14,0.481,10.94,8.72,,5.0,11.0,,9,6,,2,8,,75.3,73.1,,40.2,26.9,61.1,0.441,6.48,18.7,0.346,15.0,23.0,0.652,,37.1,14.7,8.74,4.52,13.4,18.8
79,Fordham,27,4,23,0.148,-9.65,1.72,,2.0,14.0,,3,10,,1,12,,60.3,71.7,,,21.0,51.6,0.408,3.59,11.3,0.317,14.6,23.0,0.636,,34.8,12.4,5.89,2.0,17.4,18.6
80,Fresno State,33,22,11,0.667,7.58,4.86,,13.0,5.0,,17,3,,4,8,,80.4,77.1,,40.6,28.6,61.5,0.466,8.45,23.2,0.365,14.6,22.7,0.644,,36.5,15.8,8.64,4.18,15.2,21.0
81,Furman,27,10,17,0.37,-11.34,-4.34,,6.0,8.0,,8,4,,2,12,,73.5,78.0,,40.6,26.0,60.5,0.43,6.78,20.0,0.338,14.6,20.4,0.718,,38.3,13.5,5.85,3.22,15.1,17.0
82,George Mason,27,11,16,0.407,-5.07,-3.68,,6.0,10.0,,8,5,,3,11,,90.5,91.7,,40.4,32.9,73.2,0.449,6.52,20.3,0.321,18.3,27.2,0.672,,45.7,14.4,8.26,2.59,16.1,21.1
83,George Washington NCAA,29,21,8,0.724,8.99,3.61,,13.0,3.0,,11,0,,8,4,,78.0,72.7,,40.3,27.2,59.8,0.455,4.48,13.3,0.336,19.2,27.4,0.701,,37.9,16.3,7.28,3.69,15.0,20.3
84,Georgetown NCAA,37,29,8,0.784,22.63,9.83,,13.0,5.0,,17,0,,5,5,,83.3,68.8,,40.1,30.3,63.7,0.476,5.08,15.4,0.331,17.6,27.8,0.635,,43.4,14.1,11.6,5.0,17.0,19.5
85,Georgia NCAA,31,21,10,0.677,19.29,8.13,,9.0,7.0,,12,1,,4,7,,79.2,68.1,,40.2,29.4,62.8,0.468,6.39,18.4,0.347,14.0,21.0,0.666,,39.8,18.4,9.94,4.19,14.6,18.5
86,Georgia Southern,26,3,23,0.115,-20.67,-5.07,,2.0,12.0,,2,8,,1,11,,56.5,70.2,,40.4,19.8,50.4,0.392,6.0,17.9,0.335,11.0,18.3,0.602,,33.5,11.0,5.38,2.35,20.7,21.0
87,Georgia State,26,10,16,0.385,-10.83,-7.11,,6.0,10.0,,7,6,,3,10,,72.2,75.8,,40.6,26.0,62.5,0.417,4.19,13.6,0.309,15.9,22.9,0.696,,40.6,12.8,6.31,2.81,14.8,19.6
88,Georgia Tech NCAA,36,24,12,0.667,16.95,12.7,,13.0,3.0,,13,1,,7,7,,80.2,76.0,,40.4,28.6,60.0,0.477,8.22,21.6,0.381,14.7,20.9,0.703,,36.3,17.3,8.0,3.61,14.8,16.8
89,Gonzaga,30,21,9,0.7,5.81,-1.23,,10.0,4.0,,12,2,,6,6,,72.6,64.6,,40.3,25.6,53.2,0.482,5.27,14.6,0.36,16.1,24.7,0.651,,36.4,14.7,5.2,3.0,13.7,16.9
90,Grambling,28,12,16,0.429,-12.54,-11.77,,6.0,8.0,,5,7,,5,7,,75.1,74.6,,,28.1,62.9,0.447,6.89,19.6,0.352,11.9,21.5,0.555,,36.7,14.1,7.82,1.68,13.6,17.9
91,Green Bay NCAA,29,25,4,0.862,8.05,-0.88,,16.0,0.0,,13,0,,10,2,,64.8,55.9,,40.7,22.9,48.2,0.476,4.14,10.8,0.383,14.8,19.8,0.746,,30.1,16.8,6.17,1.55,10.4,15.8
92,Hampton,26,9,17,0.346,-11.19,-4.52,,,,,4,5,,4,10,,74.5,79.6,,,26.2,67.9,0.385,7.31,23.3,0.314,14.8,21.8,0.681,,38.8,10.2,8.46,2.15,13.7,22.1
93,Hartford,28,6,22,0.214,-12.44,-3.05,,5.0,13.0,,4,8,,1,12,,72.9,82.3,,41.3,26.2,62.5,0.419,4.11,12.8,0.322,16.4,23.0,0.714,,37.5,14.2,8.36,3.29,18.4,20.4
94,Harvard,26,15,11,0.577,-2.97,-8.53,,7.0,7.0,,8,4,,7,7,,68.0,60.8,,,24.0,56.6,0.423,5.35,15.4,0.348,14.7,19.9,0.739,,37.8,13.2,7.23,2.0,14.7,18.6
95,Hawaii,28,10,18,0.357,4.66,6.3,,7.0,11.0,,8,8,,2,8,,76.8,78.4,,40.2,26.7,54.6,0.488,3.75,11.5,0.326,19.6,26.1,0.751,,30.4,13.8,6.61,2.21,14.3,20.1
96,Hofstra,27,9,18,0.333,-13.73,-5.46,,5.0,13.0,,6,7,,2,9,,68.3,75.5,,40.0,24.6,58.1,0.424,4.52,13.8,0.327,14.5,22.0,0.659,,34.7,12.0,8.15,2.41,17.6,22.6
97,Holy Cross,29,16,13,0.552,-9.25,-9.18,,8.0,4.0,,11,3,,5,9,,77.2,77.4,,40.7,27.3,63.1,0.432,5.17,17.1,0.302,17.5,27.4,0.639,,42.1,16.2,9.03,4.34,16.7,21.0
98,Houston,27,17,10,0.63,3.57,3.05,,11.0,3.0,,10,3,,7,6,,77.1,74.6,,40.6,28.0,59.3,0.472,4.93,15.0,0.329,16.3,24.4,0.665,,41.6,14.7,7.93,4.33,18.6,18.4
99,Howard,27,7,20,0.259,-18.27,-11.0,,6.0,10.0,,7,4,,0,15,,67.5,74.6,,,22.8,56.8,0.402,4.81,14.8,0.326,17.1,24.6,0.695,,33.7,9.07,5.07,1.74,16.6,22.3
100,Idaho,28,12,16,0.429,-4.28,-1.97,,5.0,9.0,,8,4,,1,10,,72.5,72.7,,,26.3,57.8,0.454,4.43,14.4,0.307,15.6,21.8,0.714,,36.5,11.4,7.57,1.86,16.3,18.1
101,Idaho State,26,11,15,0.423,-9.42,-3.62,,7.0,7.0,,7,4,,3,8,,69.6,72.7,,,25.2,57.7,0.437,4.04,13.1,0.309,15.2,24.0,0.633,,33.4,13.8,8.65,2.69,17.6,20.8
102,Illinois,31,18,13,0.581,13.96,7.86,,7.0,11.0,,10,6,,5,6,,75.9,69.8,,40.3,27.2,63.5,0.429,7.45,21.4,0.349,14.0,20.3,0.688,,37.0,16.1,6.68,2.71,11.4,19.7
103,Illinois State,34,22,12,0.647,5.53,2.89,,13.0,5.0,,10,4,,10,6,,71.8,69.2,,,25.2,55.4,0.455,6.26,18.1,0.346,15.1,22.6,0.666,,36.9,15.5,6.09,2.88,17.1,19.6
104,Illinois-Chicago,28,10,18,0.357,-6.83,-0.6,,5.0,11.0,,8,4,,1,12,,76.9,82.1,,40.2,26.9,65.1,0.413,8.0,23.3,0.344,15.0,21.8,0.687,,37.2,13.9,9.25,3.36,16.1,21.1
105,Indiana NCAA,31,19,12,0.613,17.61,10.88,,12.0,6.0,,11,2,,5,5,,75.8,69.1,,40.0,26.0,55.1,0.472,5.94,15.2,0.391,17.8,25.3,0.703,,37.0,16.3,6.23,3.58,15.1,18.3
106,Indiana State,26,10,16,0.385,-5.79,-0.79,,6.0,12.0,,8,5,,2,11,,69.2,74.2,,40.2,23.6,57.3,0.411,4.88,16.3,0.299,17.2,25.6,0.671,,39.4,12.1,5.65,1.58,15.8,20.3
107,Iona,29,21,8,0.724,2.28,-2.14,,10.0,4.0,,12,2,,9,4,,72.5,68.1,,40.2,25.6,59.3,0.431,4.69,14.2,0.331,16.7,24.5,0.683,,39.3,12.2,7.24,6.07,14.2,17.8
108,Iowa NCAA,32,23,9,0.719,18.65,6.9,,11.0,7.0,,14,1,,6,6,,79.6,67.9,,,28.1,58.5,0.48,6.09,18.3,0.333,17.4,24.3,0.717,,40.5,18.0,8.88,2.63,16.4,17.8
109,Iowa State NCAA,33,24,9,0.727,10.9,7.24,,9.0,5.0,,13,3,,6,4,,67.4,63.4,,40.5,22.6,52.3,0.432,4.24,12.6,0.336,17.9,26.3,0.68,,34.2,13.2,6.76,3.0,13.9,15.4
110,Jackson State,29,16,13,0.552,-8.69,-6.54,,11.0,3.0,,7,2,,8,8,,75.8,76.8,,,29.2,66.5,0.439,4.62,16.6,0.278,12.8,20.3,0.629,,38.7,15.1,10.4,3.48,16.6,21.4
111,Jacksonville,28,15,13,0.536,-0.35,0.11,,10.0,8.0,,10,3,,4,10,,75.8,76.3,,,26.4,58.1,0.454,5.96,15.5,0.385,17.0,26.8,0.637,,38.9,11.8,7.32,4.21,17.7,20.0
112,Jacksonville State,27,10,17,0.37,-10.78,-8.22,,4.0,12.0,,8,4,,1,13,,81.6,82.2,,,28.4,62.7,0.453,5.48,17.8,0.308,19.3,26.8,0.721,,41.7,11.8,6.74,2.81,18.0,20.6
113,James Madison,30,10,20,0.333,-5.6,-0.14,,6.0,10.0,,5,8,,2,8,,68.4,73.9,,40.2,24.6,57.1,0.43,6.03,16.8,0.36,13.3,18.9,0.702,,31.6,10.3,5.0,3.1,14.0,17.9
