Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
24,Boston College NCAA,34,22,12,0.647,10.36,7.23,,9.0,7.0,,15.0,4.0,,5,5,,74.4,70.5,,40.3,26.0,58.8,0.443,6.38,19.1,0.334,15.9,21.6,0.738,14.3,37.0,14.8,6.12,4.32,13.4,18.1
25,Boston University,30,17,13,0.567,-2.61,-4.91,,11.0,5.0,,9.0,6.0,,8,6,,68.6,66.3,,41.7,23.3,54.9,0.424,8.9,24.7,0.361,13.2,19.3,0.683,11.5,34.6,12.7,6.73,3.23,13.6,17.1
26,Bowling Green State,33,19,14,0.576,0.09,-1.75,,11.0,5.0,,10.0,4.0,,6,9,,64.4,61.2,,40.5,23.5,54.4,0.432,6.24,17.7,0.353,11.2,16.6,0.675,11.5,35.9,12.6,6.7,3.64,12.9,17.2
27,Bradley,36,21,15,0.583,2.48,1.95,,10.0,8.0,,14.0,4.0,,5,9,,67.1,66.3,,40.3,22.4,50.9,0.44,6.0,18.3,0.328,16.3,22.7,0.719,10.8,32.2,12.6,7.83,3.47,14.5,18.0
28,Brigham Young NCAA,33,25,8,0.758,15.12,4.15,,12.0,4.0,,14.0,2.0,,9,3,,77.1,65.2,,40.2,27.5,56.9,0.484,7.21,18.9,0.381,14.8,20.3,0.729,9.15,36.2,16.3,7.3,3.61,11.4,18.4
29,Brown,28,9,19,0.321,-12.39,-5.02,,3.0,11.0,,8.0,5.0,,1,14,,61.1,67.8,,40.2,21.4,50.2,0.426,5.82,18.4,0.317,12.5,19.0,0.659,8.39,32.6,13.3,4.61,3.0,14.4,15.2
30,Bryant,29,8,21,0.276,,,,,,,3.0,7.0,,3,13,,57.6,67.9,,,20.0,51.0,0.393,7.14,21.7,0.329,10.4,15.7,0.662,9.17,29.2,12.1,5.93,2.45,13.4,17.7
31,Bucknell,30,7,23,0.233,-11.59,-4.12,,4.0,10.0,,6.0,8.0,,1,15,,64.3,71.7,,41.3,22.6,58.9,0.384,7.07,20.6,0.343,11.9,17.6,0.678,10.7,37.5,11.3,4.83,2.5,14.2,20.0
32,Buffalo,33,21,12,0.636,1.44,-0.9,,11.0,5.0,,9.0,4.0,,7,7,,65.3,63.0,,40.5,23.6,56.5,0.417,5.27,15.3,0.344,12.9,20.0,0.645,13.8,36.8,12.3,6.52,2.76,14.1,18.4
33,Butler NCAA,32,26,6,0.813,10.07,2.07,,15.0,3.0,,15.0,2.0,,11,3,,67.8,57.9,,40.0,22.0,50.3,0.438,8.03,22.8,0.352,15.7,21.6,0.724,10.3,34.2,13.0,6.03,3.19,12.5,17.8
34,Cal Poly,28,7,21,0.25,-8.32,-1.32,,3.0,13.0,,3.0,12.0,,3,8,,65.1,70.1,,40.2,23.0,56.8,0.405,6.75,20.0,0.338,12.3,17.4,0.704,10.5,33.2,10.7,5.89,2.86,11.7,15.3
35,Cal State Bakersfield,29,8,21,0.276,,,,,,,4.0,6.0,,2,14,,64.7,72.2,,,22.3,56.7,0.393,6.38,20.1,0.318,13.7,20.2,0.678,12.8,32.8,10.6,5.45,2.28,13.2,18.3
36,Cal State Fullerton,32,15,17,0.469,-4.2,-1.26,,7.0,9.0,,7.0,6.0,,7,7,,73.3,73.6,,40.3,25.8,59.1,0.436,8.09,23.5,0.344,13.7,19.2,0.713,11.6,33.6,13.2,6.63,3.59,13.2,18.5
37,Cal State Northridge NCAA,31,17,14,0.548,2.65,-0.14,,11.0,5.0,,10.0,2.0,,5,11,,73.6,70.3,,40.3,26.5,58.3,0.454,6.94,19.6,0.353,13.7,19.7,0.696,13.0,37.1,13.9,8.9,2.68,17.7,22.0
38,California NCAA,33,22,11,0.667,13.3,7.21,,11.0,7.0,,16.0,2.0,,6,6,,74.9,68.8,,40.6,27.0,56.0,0.483,6.36,14.9,0.427,14.5,19.2,0.755,10.1,33.7,15.4,4.82,2.0,12.1,17.0
39,Campbell,30,14,16,0.467,-7.97,-3.42,,11.0,9.0,,10.0,4.0,,4,10,,72.1,71.8,,40.0,24.8,57.4,0.432,5.93,16.7,0.355,16.6,23.4,0.71,12.6,36.8,15.7,8.33,2.53,16.6,20.8
40,Canisius,31,11,20,0.355,-6.46,-1.68,,4.0,14.0,,5.0,8.0,,5,12,,62.9,67.6,,40.5,23.0,56.4,0.409,5.03,17.5,0.287,11.8,19.1,0.616,12.6,37.7,12.1,5.16,4.55,16.4,20.6
41,Centenary (LA),31,8,23,0.258,-8.46,-1.56,,6.0,12.0,,4.0,5.0,,2,15,,64.3,71.2,,,22.4,55.5,0.403,7.48,21.7,0.345,12.0,17.7,0.679,,29.8,12.0,8.9,2.65,13.7,21.9
42,Central Arkansas,29,10,19,0.345,,,,3.0,13.0,,4.0,8.0,,1,10,,63.5,69.2,,,21.6,54.0,0.4,5.52,16.9,0.326,14.7,22.3,0.661,11.5,34.7,11.0,5.55,3.21,13.6,18.4
43,Central Connecticut State,30,13,17,0.433,-10.35,-6.76,,8.0,10.0,,8.0,5.0,,5,12,,64.8,68.1,,40.2,24.0,53.5,0.448,4.17,13.2,0.316,12.7,17.6,0.72,11.1,32.3,13.0,6.13,2.73,14.3,14.7
44,Central Michigan,31,12,19,0.387,-7.06,-4.15,,7.0,9.0,,8.0,6.0,,3,11,,62.2,65.1,,,21.9,52.5,0.418,5.81,17.3,0.336,12.5,19.8,0.631,11.7,31.6,9.87,7.87,2.55,14.4,22.5
45,Charleston Southern,29,9,20,0.31,-14.07,-5.46,,4.0,14.0,,7.0,9.0,,2,10,,69.0,72.1,,40.2,25.9,59.3,0.437,6.72,20.1,0.334,10.4,16.4,0.632,12.7,37.9,13.4,6.1,3.17,13.7,17.8
46,Charlotte,31,11,20,0.355,0.79,2.47,,5.0,11.0,,9.0,6.0,,2,11,,68.7,70.4,,40.8,24.3,59.1,0.41,6.97,22.8,0.306,13.2,19.4,0.682,12.8,35.3,13.6,6.45,3.32,13.1,18.6
47,Chattanooga NCAA,35,18,17,0.514,-6.25,-3.13,,11.0,9.0,,13.0,3.0,,5,10,,75.9,76.8,,40.4,25.1,57.2,0.438,8.26,23.5,0.352,17.5,26.7,0.657,12.5,39.3,13.6,6.23,2.26,15.7,18.5
48,Chicago State,32,19,13,0.594,-5.97,-4.51,,,,,11.0,3.0,,6,9,,84.2,80.5,,40.8,29.9,64.9,0.46,7.91,22.8,0.347,16.5,24.2,0.683,14.4,38.1,15.8,10.0,3.84,15.2,20.9
49,Cincinnati,32,18,14,0.563,7.83,6.77,,8.0,10.0,,14.0,5.0,,4,7,,68.3,66.3,,40.5,24.8,58.4,0.424,7.28,21.9,0.332,11.6,17.6,0.657,14.3,37.7,14.6,5.72,3.22,13.6,18.4
50,Clemson NCAA,32,23,9,0.719,15.56,6.59,,9.0,7.0,,13.0,3.0,,7,5,,78.3,68.0,,40.2,28.5,61.6,0.463,8.0,21.4,0.374,13.3,19.4,0.688,14.4,37.2,14.9,9.31,5.84,14.3,18.0
51,Cleveland State NCAA,37,26,11,0.703,6.97,2.12,,12.0,6.0,,13.0,2.0,,8,8,,66.4,59.5,,40.0,23.8,55.2,0.432,4.86,15.6,0.311,13.8,19.7,0.701,11.9,34.2,13.8,8.65,3.19,12.3,18.4
52,Coastal Carolina,31,11,20,0.355,-11.74,-6.98,,5.0,13.0,,8.0,6.0,,2,13,,69.3,70.7,,40.5,25.4,57.1,0.444,7.1,21.2,0.335,11.5,18.6,0.616,12.5,36.8,14.7,6.68,3.06,16.1,16.9
53,Colgate,30,10,20,0.333,-13.26,-6.12,,5.0,9.0,,4.0,7.0,,6,13,,56.7,63.2,,40.3,19.7,48.9,0.402,4.93,15.6,0.317,12.4,18.5,0.671,9.1,31.5,10.3,4.5,3.3,14.7,16.9
54,College of Charleston,36,27,9,0.75,-1.33,-5.87,,15.0,5.0,,12.0,4.0,,11,5,,77.3,72.7,,40.1,28.2,59.7,0.472,8.33,21.8,0.382,12.6,19.1,0.659,11.7,35.6,13.5,6.75,4.14,12.6,16.1
55,Colorado,31,9,22,0.29,-0.06,5.04,,1.0,15.0,,8.0,9.0,,0,10,,62.9,67.5,,40.5,21.8,47.9,0.454,5.55,16.0,0.346,13.8,18.9,0.731,6.48,27.6,11.5,5.97,1.61,14.1,18.5
56,Colorado State,31,9,22,0.29,-1.16,3.88,,4.0,12.0,,6.0,9.0,,2,11,,69.1,74.2,,40.5,23.8,55.5,0.428,6.23,17.5,0.356,15.3,21.4,0.716,11.1,33.0,10.9,5.81,2.39,13.7,19.4
57,Columbia,28,12,16,0.429,-9.92,-6.46,,7.0,7.0,,9.0,6.0,,3,9,,60.3,62.1,,40.2,21.5,53.2,0.404,4.93,15.5,0.317,12.4,18.5,0.669,10.9,34.1,11.6,6.57,1.93,14.1,18.8
58,Connecticut NCAA,36,31,5,0.861,22.17,8.57,,15.0,3.0,,14.0,2.0,,9,1,,78.3,64.3,,41.0,27.7,58.4,0.474,4.58,13.4,0.341,18.4,27.1,0.678,14.2,43.3,15.8,5.81,7.78,12.7,13.1
59,Coppin State,32,13,19,0.406,-9.56,-4.59,,9.0,7.0,,7.0,2.0,,4,14,,63.8,67.5,,40.2,22.8,55.2,0.413,5.78,16.7,0.346,12.5,17.3,0.721,10.5,31.0,9.59,7.88,1.41,12.6,16.5
60,Cornell NCAA,31,21,10,0.677,2.71,-4.01,,11.0,3.0,,14.0,0.0,,5,8,,73.6,64.7,,40.3,26.5,56.0,0.473,7.77,18.9,0.411,12.8,17.6,0.73,10.4,35.6,15.5,6.55,3.9,12.8,17.9
61,Creighton,35,27,8,0.771,8.69,0.92,,14.0,4.0,,16.0,3.0,,8,4,,73.3,65.5,,40.1,24.5,55.1,0.444,7.89,20.8,0.38,16.4,21.9,0.749,9.83,32.6,14.1,8.2,3.94,12.2,18.8
62,Dartmouth,28,9,19,0.321,-13.28,-6.03,,7.0,7.0,,6.0,9.0,,3,9,,62.5,67.8,,40.7,22.9,55.7,0.412,5.21,15.3,0.342,11.4,17.4,0.658,11.0,32.9,9.71,6.61,4.36,13.9,20.0
63,Davidson,35,27,8,0.771,8.26,-3.33,,18.0,2.0,,12.0,3.0,,11,3,,77.8,65.9,,40.0,27.3,62.7,0.436,8.71,24.5,0.355,14.4,20.6,0.699,13.1,38.8,14.1,8.14,3.23,12.5,20.4
64,Dayton NCAA,35,27,8,0.771,7.16,1.76,,11.0,5.0,,18.0,0.0,,5,5,,66.8,61.4,,40.3,23.7,56.3,0.421,5.43,16.5,0.328,13.9,21.5,0.648,13.8,37.9,13.9,6.49,3.54,13.6,19.2
65,Delaware,32,13,19,0.406,-4.83,-2.64,,6.0,12.0,,8.0,7.0,,3,11,,67.9,70.1,,,23.0,55.6,0.413,7.22,21.8,0.332,14.8,21.0,0.703,10.3,34.0,13.1,5.63,2.88,13.0,18.2
66,Delaware State,32,8,24,0.25,-14.53,-4.78,,6.0,10.0,,5.0,6.0,,3,14,,57.7,65.6,,40.3,21.3,50.5,0.423,5.78,17.1,0.339,9.25,14.2,0.652,11.1,30.6,9.81,5.16,3.84,15.3,16.1
67,Denver,31,15,16,0.484,-4.58,-4.97,,9.0,9.0,,12.0,3.0,,2,12,,60.8,60.4,,40.8,20.7,43.2,0.479,7.84,20.8,0.377,11.5,15.6,0.738,4.68,23.8,13.6,5.16,2.03,13.1,20.8
68,DePaul,33,9,24,0.273,-1.21,6.88,,0.0,18.0,,6.0,10.0,,1,11,,64.3,72.4,,40.0,23.6,58.2,0.406,5.7,19.2,0.296,11.4,18.5,0.616,12.9,34.7,11.3,6.76,3.09,12.5,15.2
69,Detroit Mercy,30,7,23,0.233,-8.08,0.65,,2.0,16.0,,4.0,8.0,,3,15,,56.5,64.6,,40.2,20.3,48.8,0.417,3.2,11.6,0.276,12.6,19.5,0.646,10.2,31.0,10.3,6.53,2.97,16.8,20.7
70,Drake,33,17,16,0.515,1.32,1.41,,7.0,11.0,,12.0,7.0,,4,7,,64.5,62.5,,40.3,20.8,50.0,0.417,8.06,23.2,0.348,14.8,19.6,0.753,9.21,32.7,11.6,6.3,2.21,12.8,15.6
71,Drexel,29,15,14,0.517,-0.8,-1.28,,10.0,8.0,,8.0,5.0,,7,8,,61.7,61.2,,40.2,21.0,56.4,0.372,4.9,16.7,0.293,14.8,22.0,0.672,15.3,40.0,11.1,4.9,3.83,12.7,19.9
72,Duke NCAA,37,30,7,0.811,20.1,9.07,,11.0,5.0,,16.0,1.0,,6,5,,77.5,65.9,,40.1,26.2,59.1,0.444,7.22,20.7,0.349,17.8,24.4,0.728,13.2,36.4,13.3,8.41,3.95,12.3,18.1
73,Duquesne,34,21,13,0.618,6.04,2.48,,9.0,7.0,,10.0,5.0,,8,7,,78.9,74.7,,40.6,27.5,58.4,0.471,8.71,24.3,0.359,15.2,21.9,0.696,11.0,33.4,16.6,7.56,3.41,13.7,17.5
74,East Carolina,30,13,17,0.433,-3.0,1.26,,5.0,11.0,,10.0,6.0,,3,10,,72.5,73.8,,,24.5,55.5,0.442,8.7,23.0,0.379,14.8,20.2,0.732,10.5,33.9,14.7,5.63,2.93,12.2,16.9
75,East Tennessee State NCAA,34,23,11,0.676,3.21,-1.87,,14.0,6.0,,11.0,2.0,,9,6,,78.1,70.1,,40.3,27.8,60.1,0.462,5.74,17.4,0.331,16.9,23.8,0.709,11.6,37.9,12.6,8.44,3.85,14.0,18.3
76,Eastern Illinois,30,12,18,0.4,-9.18,-5.47,,8.0,10.0,,9.0,5.0,,3,13,,64.5,66.1,,40.2,23.5,53.3,0.442,5.13,14.3,0.36,12.3,17.2,0.718,10.7,34.1,12.9,4.97,1.9,12.9,17.6
77,Eastern Kentucky,31,18,13,0.581,-2.82,-5.45,,10.0,8.0,,12.0,2.0,,5,11,,72.5,66.5,,40.5,25.7,55.1,0.467,10.3,25.7,0.401,10.7,15.4,0.692,10.5,29.7,15.8,7.74,1.87,10.9,16.1
78,Eastern Michigan,32,8,24,0.25,-11.69,-1.79,,6.0,10.0,,5.0,9.0,,3,12,,57.3,63.8,,,20.8,51.8,0.402,4.81,15.8,0.304,10.9,17.9,0.606,11.5,34.4,11.4,6.06,3.56,15.7,16.8
79,Eastern Washington,30,12,18,0.4,-7.13,-1.81,,6.0,10.0,,9.0,5.0,,3,13,,63.5,68.5,,40.3,23.0,54.9,0.418,5.5,17.0,0.324,12.1,17.5,0.691,10.7,32.1,11.7,5.8,2.13,12.7,19.2
80,Elon,31,11,20,0.355,-11.97,-4.62,,7.0,13.0,,8.0,6.0,,2,14,,65.8,70.9,,40.6,24.1,55.2,0.436,5.97,17.2,0.348,11.7,18.1,0.645,10.2,32.5,13.7,7.19,3.35,14.0,18.2
81,Evansville,31,17,14,0.548,1.87,2.29,,8.0,10.0,,15.0,4.0,,2,9,,67.1,65.7,,40.2,23.6,53.0,0.446,3.19,10.0,0.318,16.6,24.0,0.694,10.0,33.6,14.7,5.9,1.32,13.2,20.0
82,Fairfield,32,17,15,0.531,-2.29,-0.44,,9.0,9.0,,9.0,4.0,,6,9,,65.4,67.3,,40.0,23.1,54.9,0.421,6.25,18.8,0.333,13.0,19.8,0.657,11.6,34.5,13.3,6.41,3.69,13.4,17.8
83,FDU,30,7,23,0.233,-17.59,-5.18,,6.0,12.0,,4.0,9.0,,3,14,,63.6,76.1,,,22.5,53.8,0.418,4.1,14.6,0.281,14.5,22.8,0.636,11.5,32.1,11.2,5.83,4.37,17.0,17.2
84,Florida,36,25,11,0.694,12.83,3.88,,9.0,7.0,,19.0,2.0,,2,7,,77.1,67.4,,40.0,28.3,59.3,0.477,8.17,22.3,0.367,12.3,17.8,0.693,11.1,34.3,16.8,8.17,2.69,12.1,16.0
85,Florida A&M,31,10,21,0.323,-17.22,-5.72,,6.0,10.0,,7.0,3.0,,1,16,,61.3,71.9,,,21.6,55.6,0.388,6.77,21.1,0.321,11.3,18.2,0.622,,31.0,10.7,6.94,2.13,13.9,19.1
86,Florida Atlantic,32,6,26,0.188,-9.68,-2.1,,2.0,16.0,,5.0,7.0,,0,18,,65.0,72.5,,40.0,23.0,55.5,0.414,5.41,16.6,0.325,13.6,18.3,0.739,11.2,33.4,12.2,4.47,3.25,12.3,18.6
87,Florida Gulf Coast,31,11,20,0.355,,,,7.0,13.0,,6.0,6.0,,0,11,,65.2,71.5,,,21.6,53.7,0.403,5.39,16.3,0.331,16.5,23.6,0.699,11.3,35.4,13.6,7.68,2.94,17.5,20.3
88,Florida International,33,13,20,0.394,-7.71,-1.52,,7.0,11.0,,10.0,7.0,,3,12,,62.8,67.9,,,21.8,52.5,0.417,5.85,16.8,0.349,13.2,20.7,0.638,11.4,34.4,12.0,5.36,2.88,15.1,19.0
89,Florida State NCAA,35,25,10,0.714,11.37,7.91,,10.0,6.0,,13.0,3.0,,8,5,,68.3,64.9,,40.3,23.4,53.9,0.435,6.17,18.0,0.342,15.3,21.1,0.725,11.4,35.8,12.1,8.11,5.77,15.7,18.8
90,Fordham,28,3,25,0.107,-14.14,1.08,,1.0,15.0,,2.0,13.0,,1,11,,61.4,76.6,,40.0,22.0,58.1,0.379,6.04,20.3,0.297,11.3,18.0,0.626,10.8,30.4,10.8,6.21,2.86,12.5,19.5
91,Fresno State,34,13,21,0.382,-4.11,0.96,,3.0,13.0,,9.0,8.0,,3,10,,67.6,69.8,,40.6,23.6,53.9,0.438,7.18,20.6,0.348,13.2,19.7,0.671,10.3,33.4,14.2,6.56,4.74,14.4,16.7
92,Furman,30,6,24,0.2,-16.07,-4.62,,4.0,16.0,,6.0,7.0,,0,16,,61.0,71.0,,40.3,21.3,52.7,0.404,5.4,17.5,0.309,13.1,18.8,0.694,10.5,30.9,11.3,5.37,2.93,14.3,20.0
93,Gardner-Webb,30,13,17,0.433,-8.32,-5.04,,9.0,9.0,,7.0,5.0,,6,12,,74.0,74.8,,40.5,26.3,61.0,0.431,7.93,22.5,0.352,13.5,19.6,0.687,13.1,38.1,16.4,7.4,2.6,14.8,19.9
94,George Mason,33,22,11,0.667,3.78,-1.98,,13.0,5.0,,14.0,0.0,,6,11,,66.3,60.6,,40.5,24.6,54.9,0.448,5.39,16.3,0.331,11.7,18.1,0.644,11.6,36.1,11.6,6.09,3.21,11.9,15.7
95,George Washington,28,10,18,0.357,-2.08,0.31,,4.0,12.0,,7.0,5.0,,3,10,,66.2,68.6,,40.7,23.3,53.0,0.439,5.82,16.1,0.362,13.9,20.4,0.68,11.4,35.3,12.6,5.93,4.57,14.7,19.4
96,Georgetown,31,16,15,0.516,14.39,8.97,,7.0,11.0,,11.0,5.0,,3,8,,69.3,63.9,,40.6,23.9,51.0,0.469,6.16,18.5,0.332,15.3,21.4,0.715,10.0,32.7,13.7,7.9,3.94,14.5,17.7
97,Georgia,32,12,20,0.375,-1.81,5.5,,3.0,13.0,,10.0,8.0,,1,9,,64.9,69.9,,40.3,23.7,57.6,0.412,6.38,18.7,0.342,11.1,17.4,0.638,12.7,37.6,13.0,7.28,3.81,17.4,16.7
98,Georgia Southern,30,8,22,0.267,-13.5,-3.7,,5.0,15.0,,6.0,7.0,,1,13,,70.5,78.8,,40.0,25.7,59.2,0.435,7.1,20.5,0.346,11.9,18.0,0.662,11.9,34.1,11.6,6.8,2.43,15.0,20.0
99,Georgia State,32,12,20,0.375,-6.13,-1.83,,8.0,10.0,,6.0,8.0,,4,11,,60.3,63.6,,40.6,22.3,53.7,0.416,5.56,17.7,0.315,10.0,16.3,0.616,11.1,32.8,11.5,6.88,2.41,12.5,17.6
100,Georgia Tech,31,12,19,0.387,5.56,7.32,,2.0,14.0,,10.0,9.0,,2,10,,71.2,71.5,,40.6,26.3,60.3,0.436,5.13,15.9,0.323,13.5,21.5,0.63,13.0,39.1,14.9,8.26,4.97,16.8,19.6
101,Gonzaga NCAA,34,28,6,0.824,17.95,3.55,,14.0,0.0,,11.0,2.0,,9,1,,78.9,63.0,,40.3,28.4,58.3,0.488,7.38,18.9,0.39,14.7,20.5,0.717,10.1,37.5,15.1,7.24,5.12,11.4,16.2
102,Grambling,29,6,23,0.207,-23.07,-10.1,,4.0,14.0,,4.0,8.0,,1,14,,60.9,71.9,,40.7,22.2,53.8,0.413,5.79,17.9,0.323,10.7,17.6,0.609,10.6,32.7,11.9,5.07,2.72,15.4,18.0
103,Green Bay,33,22,11,0.667,5.63,0.73,,13.0,5.0,,13.0,2.0,,7,7,,72.7,66.5,,40.3,24.1,54.2,0.445,8.12,19.8,0.41,16.3,20.8,0.787,11.0,32.4,14.0,7.0,2.52,12.6,19.0
104,Hampton,32,16,16,0.5,-10.79,-7.58,,8.0,8.0,,6.0,6.0,,7,8,,57.8,59.4,,40.6,19.8,52.6,0.376,5.13,18.8,0.272,13.2,20.0,0.662,13.2,35.2,10.9,8.41,3.88,16.6,17.3
105,Hartford,33,7,26,0.212,-13.24,-2.93,,2.0,14.0,,4.0,8.0,,1,16,,60.5,70.2,,40.5,21.1,53.2,0.396,7.82,25.2,0.31,10.6,15.0,0.709,8.27,30.3,12.9,6.55,1.64,13.9,20.7
106,Harvard,28,14,14,0.5,-7.57,-6.05,,6.0,8.0,,7.0,6.0,,7,8,,67.5,67.4,,40.5,23.0,49.5,0.465,6.18,16.9,0.367,15.3,20.9,0.729,8.11,29.5,12.6,7.36,3.36,14.1,17.4
107,Hawaii,30,13,17,0.433,-2.51,-1.34,,5.0,11.0,,11.0,9.0,,2,7,,64.0,65.2,,40.2,22.0,51.8,0.424,3.53,12.5,0.283,16.6,23.2,0.714,13.1,34.7,12.9,5.73,3.8,15.9,18.8
