Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
32,Bucknell,30,16,14,0.533,-1.3,-3.14,11.0,7.0,8,6,8,8,65.9,64.1,40.0,23.2,54.8,0.424,6.07,17.9,0.339,11.5,17.4,0.663,8.4,31.8,11.4,5.57,4.77,9.13,15.6
33,Buffalo,29,19,10,0.655,3.58,-2.13,13.0,5.0,13,1,6,6,73.5,67.3,40.2,23.9,56.6,0.423,5.62,18.1,0.31,13.9,20.4,0.682,11.3,34.0,12.2,6.83,2.72,13.3,20.1
34,Butler,31,14,17,0.452,7.04,6.98,4.0,14.0,8,7,4,7,68.5,66.6,41.1,24.7,55.3,0.447,5.26,17.1,0.308,11.8,17.1,0.691,9.35,34.1,12.3,5.45,3.58,11.8,18.7
35,Cal Poly NCAA,34,14,20,0.412,-1.34,1.69,6.0,10.0,6,6,3,12,63.0,63.6,40.0,21.7,50.1,0.434,5.38,15.9,0.338,14.8,20.4,0.723,10.0,33.8,12.3,4.5,3.53,11.3,15.9
36,Cal State Bakersfield,32,13,19,0.406,-4.86,-4.31,5.0,11.0,6,7,5,10,69.2,68.4,40.3,22.2,51.3,0.432,5.63,18.0,0.313,18.4,26.5,0.695,10.2,32.7,11.9,6.69,3.53,12.7,19.4
37,Cal State Fullerton,31,11,20,0.355,-5.08,-1.12,6.0,10.0,8,5,3,12,67.5,71.5,40.2,24.5,53.4,0.458,5.26,15.5,0.34,17.3,24.5,0.705,9.55,35.0,13.0,4.9,3.58,11.4,18.8
38,Cal State Northridge,35,17,18,0.486,-4.89,-3.29,7.0,9.0,11,3,2,14,76.8,77.5,41.2,26.4,58.1,0.455,7.66,22.0,0.349,17.0,24.2,0.704,11.0,33.0,14.7,6.0,3.4,12.3,20.7
39,California,35,21,14,0.6,10.7,7.44,10.0,8.0,15,4,5,7,72.4,69.1,40.5,24.3,58.4,0.416,6.17,17.5,0.353,14.4,19.7,0.731,10.9,34.9,12.3,4.51,3.29,10.1,17.8
40,Campbell,32,12,20,0.375,-14.04,-7.33,6.0,10.0,9,7,3,12,67.6,71.6,40.5,25.9,56.5,0.458,5.75,16.8,0.343,14.1,20.6,0.684,12.1,35.1,12.5,7.22,2.59,10.7,15.4
41,Canisius,34,21,13,0.618,1.24,-1.95,14.0,6.0,9,4,8,7,78.3,75.6,39.7,25.9,57.4,0.45,6.76,20.3,0.334,14.7,20.3,0.723,12.6,35.4,15.0,5.82,2.71,13.3,18.6
42,Central Arkansas,29,8,21,0.276,-16.25,-5.54,5.0,13.0,7,8,1,13,74.7,81.4,40.3,27.6,59.2,0.466,5.69,16.2,0.351,20.4,28.7,0.713,13.3,40.8,15.6,7.24,2.93,15.0,19.0
43,Central Connecticut State,30,11,19,0.367,-13.1,-6.06,7.0,9.0,5,8,6,10,70.6,77.3,40.3,27.7,61.6,0.449,7.57,20.8,0.364,14.3,20.8,0.686,13.7,39.6,12.6,6.7,4.7,13.1,16.6
44,Central Michigan,31,10,21,0.323,-8.82,-2.72,3.0,15.0,8,8,2,13,72.5,73.8,40.6,26.0,53.0,0.491,6.94,19.5,0.355,14.9,20.2,0.736,9.39,34.1,13.8,5.71,3.55,13.5,18.9
45,Charleston Southern,31,13,18,0.419,-5.27,-5.75,6.0,10.0,8,6,4,12,81.4,72.3,40.8,24.7,57.2,0.433,7.81,20.2,0.386,15.0,21.6,0.694,10.2,34.7,12.4,5.19,3.97,12.7,18.0
46,Charlotte,31,17,14,0.548,-0.69,-0.5,7.0,9.0,10,5,3,8,71.5,71.6,40.3,25.6,58.9,0.435,6.68,20.4,0.328,13.7,21.3,0.643,11.0,35.0,12.1,6.9,3.23,12.2,20.6
47,Chattanooga,33,18,15,0.545,-10.83,-7.9,12.0,4.0,11,2,5,11,75.4,73.9,40.3,27.0,58.4,0.462,5.24,15.4,0.341,14.7,21.6,0.678,11.3,35.6,12.8,6.15,3.97,13.8,20.4
48,Chicago State,32,13,19,0.406,-10.47,-2.44,8.0,8.0,9,5,4,13,69.8,76.2,40.8,24.6,54.1,0.455,6.97,19.8,0.351,20.0,28.6,0.699,12.3,40.2,13.5,5.41,4.06,16.0,18.6
49,Cincinnati NCAA,34,27,7,0.794,15.26,5.28,15.0,3.0,18,1,7,3,68.4,58.4,40.0,20.3,51.3,0.395,5.35,16.7,0.32,12.5,18.5,0.675,10.8,31.7,11.0,5.21,3.53,14.3,18.6
50,Clemson,36,23,13,0.639,11.08,5.97,10.0,8.0,16,3,4,7,63.5,58.4,40.9,21.6,54.7,0.395,4.78,16.8,0.285,10.4,15.7,0.665,11.6,33.3,10.4,5.42,2.89,10.6,16.5
51,Cleveland State,33,21,12,0.636,4.38,-0.52,12.0,4.0,12,3,9,8,73.0,66.2,40.6,22.1,52.9,0.418,6.09,18.5,0.328,15.9,22.4,0.711,10.8,32.0,13.3,5.39,3.73,12.8,17.2
52,Coastal Carolina NCAA,34,21,13,0.618,-5.21,-6.31,11.0,5.0,14,5,6,7,72.3,68.4,40.4,22.9,56.9,0.402,7.76,24.2,0.321,14.9,21.5,0.693,10.9,34.6,11.7,7.06,4.0,12.9,19.1
53,Colgate,31,13,18,0.419,-2.51,-4.08,6.0,12.0,7,8,6,10,69.6,67.2,40.6,24.1,54.0,0.447,6.13,18.3,0.335,12.9,18.7,0.688,9.29,31.9,11.5,5.68,2.19,10.4,15.2
54,College of Charleston,32,14,18,0.438,-2.02,-1.89,6.0,10.0,9,7,4,8,63.0,62.7,40.6,21.5,52.7,0.409,4.94,14.4,0.342,14.7,22.5,0.652,9.78,32.4,8.5,5.75,3.75,9.63,16.7
55,Colorado NCAA,35,23,12,0.657,10.8,8.8,10.0,8.0,16,2,5,6,70.2,68.2,40.4,24.5,56.7,0.431,7.17,20.2,0.356,12.1,17.2,0.703,9.11,31.4,13.3,6.57,3.37,12.1,20.3
56,Colorado State,32,16,16,0.5,3.29,2.16,7.0,11.0,14,6,2,9,73.3,69.7,40.0,24.0,54.4,0.442,7.19,19.3,0.373,14.4,20.3,0.713,9.19,32.8,12.4,4.84,3.44,11.0,21.8
57,Columbia,34,21,13,0.618,2.21,-1.92,8.0,6.0,14,4,5,8,68.0,63.3,40.7,22.0,51.5,0.428,4.85,13.8,0.351,14.4,20.8,0.691,8.68,29.9,9.79,5.38,3.44,10.6,18.1
58,Connecticut NCAA,40,32,8,0.8,17.23,8.63,12.0,6.0,14,3,6,4,71.8,63.2,40.3,21.9,56.0,0.392,6.03,18.3,0.33,13.3,20.0,0.664,12.3,34.5,11.3,5.7,3.17,12.9,18.3
59,Coppin State,32,12,20,0.375,-11.09,-4.99,7.0,9.0,5,7,5,10,69.7,75.1,40.2,26.8,57.9,0.463,7.75,21.8,0.356,13.7,20.7,0.663,12.7,39.2,16.1,5.53,4.41,13.5,20.3
60,Cornell,28,2,26,0.071,-15.6,0.03,1.0,13.0,2,11,0,15,64.1,78.4,40.4,26.4,53.3,0.496,7.43,18.1,0.409,18.1,25.0,0.723,9.96,36.1,14.7,5.93,3.54,10.4,16.4
61,Creighton NCAA,35,27,8,0.771,18.03,7.17,14.0,4.0,16,0,7,4,78.7,67.9,40.0,24.1,56.7,0.426,6.69,19.6,0.342,13.0,18.7,0.694,9.91,31.8,12.2,4.83,2.8,9.66,18.5
62,Dartmouth,28,12,16,0.429,-4.85,-3.24,5.0,9.0,8,7,4,9,68.0,66.6,40.2,21.5,48.4,0.444,6.0,16.5,0.364,17.6,23.5,0.748,8.21,31.0,10.4,5.54,3.82,13.1,19.2
63,Davidson,33,20,13,0.606,0.81,-3.73,15.0,1.0,8,4,10,4,78.5,72.8,40.6,25.3,54.0,0.468,5.06,14.3,0.353,17.2,24.4,0.705,9.15,32.9,10.8,5.7,3.33,12.5,20.5
64,Dayton NCAA,37,26,11,0.703,10.55,5.34,10.0,6.0,13,4,7,4,72.2,67.0,40.3,22.8,52.3,0.435,5.49,16.5,0.332,15.9,22.5,0.708,9.54,31.3,11.6,4.95,4.49,12.4,19.0
65,Delaware NCAA,35,25,10,0.714,2.73,-1.1,14.0,2.0,10,2,11,7,79.5,75.7,40.1,26.7,60.4,0.443,6.26,19.1,0.327,15.9,22.9,0.694,12.3,39.0,11.8,4.89,3.77,11.9,21.0
66,Delaware State,30,9,21,0.3,-12.64,-6.11,5.0,11.0,7,7,2,12,61.6,64.9,40.5,22.1,51.5,0.43,5.57,18.6,0.299,15.0,21.2,0.709,11.3,34.1,12.8,5.73,3.8,11.3,17.5
67,Denver,31,16,15,0.516,0.84,-0.42,8.0,6.0,9,4,5,8,65.9,64.5,40.6,22.2,46.4,0.479,4.68,13.4,0.349,15.4,22.4,0.688,9.29,31.4,11.2,5.13,2.84,12.5,16.1
68,DePaul,33,12,21,0.364,1.5,7.47,3.0,15.0,8,9,3,9,69.4,75.4,40.6,25.7,53.6,0.48,6.36,17.0,0.374,17.6,25.0,0.704,10.2,34.2,13.3,6.64,4.7,13.0,20.1
69,Detroit Mercy,32,13,19,0.406,-3.25,-0.25,6.0,10.0,8,7,5,12,71.1,70.8,40.8,23.1,53.9,0.428,6.75,18.7,0.361,18.0,26.0,0.691,10.6,34.6,14.0,5.78,3.72,13.7,19.4
70,Drake,31,15,16,0.484,-0.77,1.03,6.0,12.0,9,5,4,9,68.3,68.2,40.2,23.7,53.1,0.446,6.65,19.3,0.344,14.2,20.5,0.696,8.77,31.5,11.5,6.48,3.81,11.1,18.9
71,Drexel,30,16,14,0.533,1.23,-0.24,8.0,8.0,8,4,6,8,68.8,67.3,41.5,22.7,53.5,0.425,5.03,16.3,0.308,16.8,25.0,0.674,10.6,36.4,10.4,3.93,3.47,11.3,19.5
72,Duke NCAA,35,26,9,0.743,19.51,8.48,13.0,5.0,17,0,4,5,78.4,67.4,40.1,24.2,53.1,0.456,3.94,12.8,0.307,15.0,21.7,0.693,10.2,32.5,10.9,4.97,3.34,12.1,18.7
73,Duquesne,30,13,17,0.433,0.66,1.03,5.0,11.0,6,8,7,6,73.3,73.7,40.0,26.0,57.1,0.456,8.8,22.4,0.393,12.9,19.2,0.672,9.97,35.3,16.9,5.03,4.0,12.0,18.8
74,East Carolina,34,17,17,0.5,-4.08,-2.41,5.0,11.0,10,7,3,10,72.9,70.9,40.0,26.2,58.1,0.451,6.47,20.0,0.324,12.0,17.9,0.668,12.2,35.5,14.8,6.09,3.56,12.1,19.3
75,East Tennessee State,35,19,16,0.543,-5.93,-6.08,10.0,8.0,14,6,5,10,76.8,76.1,40.3,25.8,58.4,0.442,7.69,23.2,0.332,16.8,24.4,0.689,12.1,38.3,14.5,5.6,3.94,14.0,20.6
76,Eastern Illinois,30,11,19,0.367,-11.53,-4.21,7.0,9.0,7,7,4,11,67.7,73.5,40.0,24.8,53.0,0.468,6.83,17.5,0.391,17.0,24.0,0.709,10.2,32.9,13.2,7.3,3.57,12.0,19.2
77,Eastern Kentucky NCAA,34,24,10,0.706,0.6,-4.34,11.0,5.0,12,2,8,6,78.7,70.9,40.1,23.3,48.0,0.486,6.0,17.0,0.354,18.3,25.9,0.706,9.56,32.6,13.4,5.44,3.32,16.9,19.7
78,Eastern Michigan,37,22,15,0.595,1.79,0.67,10.0,8.0,16,3,4,11,65.5,61.4,40.4,20.0,54.1,0.369,6.73,21.5,0.313,14.7,21.2,0.693,13.8,38.6,12.5,6.05,4.19,15.2,20.4
79,Eastern Washington,31,15,16,0.484,-5.32,-4.15,10.0,10.0,10,4,3,11,76.2,75.1,40.2,26.1,58.5,0.446,6.45,18.7,0.345,16.5,23.4,0.704,10.6,35.1,14.0,6.71,4.16,10.7,19.3
80,Elon,32,18,14,0.563,-4.02,-4.5,11.0,5.0,11,4,7,6,74.8,71.3,40.3,25.2,57.4,0.439,5.44,16.3,0.335,15.5,22.8,0.68,11.2,34.8,10.4,6.41,2.44,11.4,18.8
81,Evansville,33,14,19,0.424,-3.12,1.2,6.0,12.0,10,7,3,11,69.4,72.2,40.3,25.2,56.4,0.446,7.21,20.2,0.356,14.6,20.7,0.706,11.3,34.1,13.3,6.36,4.45,12.5,20.2
82,Fairfield,32,7,25,0.219,-7.37,-0.81,4.0,16.0,4,9,2,13,63.4,70.0,40.2,21.8,51.5,0.424,4.81,13.9,0.346,21.5,30.2,0.711,10.0,35.4,10.6,7.59,3.75,11.2,18.9
83,FDU,31,10,21,0.323,-11.24,-4.07,6.0,10.0,6,6,4,14,69.6,76.1,40.3,24.8,55.3,0.449,6.97,18.8,0.37,19.5,26.6,0.731,13.2,38.0,13.4,5.81,4.1,12.7,17.6
84,Florida NCAA,39,36,3,0.923,20.69,8.54,18.0,0.0,17,0,10,2,69.9,57.8,40.0,20.7,51.4,0.402,5.31,16.1,0.33,11.1,16.1,0.693,9.49,30.5,9.9,5.62,3.08,13.5,18.9
85,Florida A&M,32,14,18,0.438,-12.31,-7.58,8.0,8.0,9,3,3,14,71.3,74.1,40.3,24.1,56.5,0.427,5.31,16.1,0.33,20.5,30.4,0.674,13.6,40.1,12.5,7.19,4.63,14.9,18.3
86,Florida Atlantic,32,10,22,0.313,-5.12,-0.42,5.0,11.0,7,8,3,11,66.3,68.5,40.0,23.5,55.8,0.421,5.16,15.8,0.327,16.3,23.2,0.704,12.0,35.4,10.8,6.13,3.09,10.9,17.8
87,Florida Gulf Coast,35,22,13,0.629,-1.97,-5.76,14.0,4.0,16,2,6,10,71.5,66.8,40.3,23.5,56.8,0.413,6.83,19.7,0.346,13.1,20.0,0.653,10.5,33.8,10.8,6.4,2.49,12.7,18.1
88,Florida International,31,15,16,0.484,-5.4,-1.58,7.0,9.0,9,6,5,8,68.6,70.0,40.3,24.7,57.4,0.43,6.1,18.7,0.326,14.5,21.1,0.688,11.9,34.5,13.7,6.1,3.74,12.5,18.4
89,Florida State,36,22,14,0.611,12.63,8.13,9.0,9.0,12,5,6,6,70.9,66.4,40.3,22.9,57.4,0.399,6.33,19.3,0.329,14.3,20.8,0.691,13.4,33.8,11.2,6.64,3.58,12.6,20.7
90,Fordham,31,10,21,0.323,-3.16,3.14,2.0,14.0,7,8,2,12,71.7,78.0,40.2,26.7,57.8,0.462,7.23,20.3,0.357,17.3,24.5,0.707,12.6,39.0,14.8,6.52,3.42,12.5,19.1
91,Fresno State,39,21,18,0.538,3.59,3.75,9.0,9.0,13,6,7,10,72.7,70.5,40.8,24.4,56.8,0.429,5.79,18.7,0.31,16.0,23.3,0.687,11.4,36.8,13.0,4.74,3.15,11.4,18.4
92,Furman,30,9,21,0.3,-17.44,-7.4,3.0,13.0,6,8,3,12,65.2,73.2,40.2,26.5,57.5,0.461,7.67,20.4,0.376,12.6,17.8,0.707,11.3,34.6,14.2,7.0,3.33,11.0,18.9
93,Gardner-Webb,33,18,15,0.545,-7.33,-6.9,10.0,6.0,8,5,7,9,73.5,70.0,41.2,25.2,55.9,0.451,5.15,15.9,0.324,14.4,20.6,0.698,10.3,34.3,11.8,5.91,4.3,14.1,19.7
94,George Mason,31,11,20,0.355,2.03,4.58,4.0,12.0,6,8,4,8,69.5,72.0,40.5,24.1,54.1,0.445,6.06,18.1,0.335,17.8,25.6,0.696,10.1,33.7,12.3,6.97,3.42,12.2,19.1
95,George Washington NCAA,33,24,9,0.727,10.6,4.42,11.0,5.0,14,1,6,5,73.2,67.0,40.1,23.9,57.4,0.416,6.48,20.8,0.312,12.8,19.2,0.666,11.6,33.7,12.5,6.79,3.55,13.4,21.7
96,Georgetown,33,18,15,0.545,10.96,8.27,8.0,10.0,13,3,2,9,71.0,68.3,40.3,21.7,51.6,0.42,6.15,18.5,0.333,18.8,27.1,0.697,10.9,32.7,11.9,5.73,2.73,12.0,21.1
97,Georgia,34,20,14,0.588,7.9,5.78,12.0,6.0,15,3,4,7,68.9,66.8,40.3,22.0,54.6,0.403,6.09,19.1,0.319,16.7,23.7,0.706,10.7,32.4,9.68,6.91,4.18,10.5,21.5
98,Georgia Southern,34,15,19,0.441,-11.44,-8.6,6.0,10.0,7,6,5,11,70.8,70.4,40.4,25.3,56.6,0.448,7.06,20.7,0.341,12.7,18.3,0.695,10.3,35.3,13.1,5.06,3.0,12.9,18.2
99,Georgia State,34,25,9,0.735,6.04,-2.56,17.0,1.0,13,0,10,7,77.7,68.5,40.6,23.6,56.1,0.421,7.85,23.1,0.341,13.4,19.7,0.679,12.1,36.3,12.4,4.24,2.68,13.3,18.8
100,Georgia Tech,33,16,17,0.485,5.12,5.24,6.0,12.0,10,7,5,7,66.7,66.8,40.5,23.1,55.0,0.419,5.97,18.0,0.332,14.7,20.8,0.705,9.94,33.2,12.1,6.21,3.67,10.1,17.5
101,Gonzaga NCAA,36,29,7,0.806,15.56,5.36,15.0,3.0,15,0,8,4,76.7,65.9,39.5,22.4,56.3,0.398,5.64,17.8,0.318,15.5,21.8,0.71,11.1,32.7,10.6,5.83,3.11,11.7,19.9
102,Grambling,29,5,24,0.172,-24.61,-9.05,3.0,15.0,3,8,1,15,65.6,79.9,40.0,28.7,56.1,0.512,7.0,18.7,0.375,15.4,23.3,0.66,11.1,35.7,16.0,7.41,3.31,13.1,18.0
103,Grand Canyon,30,15,15,0.5,-6.4,-3.51,10.0,6.0,8,4,5,9,72.1,71.7,40.2,25.0,57.5,0.434,5.93,17.0,0.349,15.9,22.9,0.693,10.4,34.2,11.8,6.53,3.27,10.1,22.0
104,Green Bay,31,24,7,0.774,7.18,0.11,14.0,2.0,13,4,9,2,74.3,64.5,40.3,22.6,57.4,0.394,6.06,19.0,0.319,13.2,18.5,0.711,11.8,33.6,11.4,6.26,3.23,13.8,19.5
105,Hampton,31,18,13,0.581,-5.17,-7.91,13.0,4.0,9,3,8,7,73.0,70.2,41.1,22.2,55.7,0.398,6.06,17.2,0.352,19.8,30.0,0.662,13.3,38.9,10.0,6.03,3.74,16.1,22.7
106,Hartford,33,17,16,0.515,-6.63,-6.18,10.0,6.0,9,3,7,9,65.5,66.0,40.2,23.1,50.5,0.458,5.52,16.1,0.343,14.2,20.8,0.683,9.67,31.8,10.8,6.48,2.39,13.0,19.3
107,Harvard NCAA,32,27,5,0.844,10.79,-0.47,13.0,1.0,11,1,11,3,73.2,61.0,40.6,21.3,52.0,0.409,5.13,15.9,0.322,13.4,18.8,0.71,9.94,31.4,10.7,5.78,3.56,14.3,20.8
108,Hawaii,31,20,11,0.645,3.43,-1.68,9.0,7.0,14,5,6,4,80.0,73.2,40.5,25.3,56.5,0.447,6.35,18.9,0.336,16.4,22.5,0.727,10.4,31.5,12.0,5.55,3.68,13.3,20.4
109,High Point,31,16,15,0.516,-8.23,-5.23,12.0,4.0,10,3,6,11,71.1,72.7,40.2,25.8,55.3,0.466,7.26,20.5,0.354,13.8,19.5,0.71,10.7,32.6,14.3,6.55,2.71,12.0,17.1
110,Hofstra,33,10,23,0.303,-6.56,-1.89,5.0,11.0,7,8,1,13,68.5,73.2,40.2,25.1,55.4,0.453,7.33,19.5,0.377,15.6,22.8,0.684,10.5,33.6,13.2,6.15,3.48,10.0,19.8
111,Holy Cross,34,20,14,0.588,-1.58,-3.28,12.0,6.0,8,5,10,7,67.0,65.3,40.3,23.5,53.4,0.44,6.26,16.7,0.374,11.9,16.1,0.736,8.94,31.6,12.7,5.35,3.32,12.1,18.7
112,Houston,33,17,16,0.515,2.68,4.62,8.0,10.0,12,4,3,9,71.1,73.0,40.2,26.2,58.8,0.447,6.33,18.2,0.349,14.2,20.3,0.699,12.2,35.8,13.8,6.61,3.73,11.1,18.2
113,Houston Christian,31,6,25,0.194,-17.39,-5.39,2.0,16.0,5,8,1,15,67.5,76.5,40.3,26.6,59.1,0.45,5.84,17.7,0.33,17.5,25.3,0.691,12.0,37.2,12.7,7.39,4.61,11.9,18.9
