Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
17,Baylor,28,14,14,0.5,3.19,4.9,,8.0,8.0,,9,4,,3,9,,1970.0,2018,,71.8,96.6,0.398,0.399,0.509,50.1,58.3,9.3,10.4,0.482,19.0,33.6,0.246
18,Bethune-Cookman,27,1,26,0.037,-27.28,-8.94,,1.0,17.0,,1,11,,0,14,,1644.0,2139,,77.2,77.5,0.408,0.27,0.442,45.2,40.7,11.9,6.7,0.412,25.3,34.1,0.232
19,Boise State,30,17,13,0.567,2.47,-0.53,,9.0,7.0,,13,0,,3,11,,2171.0,2072,,,103.0,0.418,0.352,0.569,45.5,59.1,13.7,8.0,0.532,20.4,31.8,0.3
20,Boston College,31,15,16,0.484,5.14,6.47,,6.0,12.0,,10,6,,4,7,,2167.0,2198,,69.4,99.9,0.364,0.292,0.526,49.2,51.3,11.0,8.1,0.5,19.4,35.5,0.235
21,Boston University,30,19,11,0.633,-0.03,-2.53,,12.0,6.0,,10,2,,6,8,,2101.0,2026,,69.7,100.0,0.453,0.3,0.526,52.0,64.1,10.0,7.1,0.491,19.2,34.9,0.297
22,Bowling Green State,26,10,16,0.385,-3.2,0.96,,7.0,11.0,,7,5,,2,11,,1776.0,1856,,,100.1,0.411,0.359,0.533,47.6,54.4,9.9,4.2,0.49,19.2,32.2,0.293
23,Bradley,29,15,14,0.517,4.23,2.12,,9.0,9.0,,9,4,,4,9,,1872.0,1772,,65.8,97.3,0.433,0.224,0.522,52.2,66.0,10.2,10.8,0.482,19.6,33.3,0.295
24,Brigham Young,30,9,21,0.3,-0.11,6.12,,4.0,10.0,,4,11,,4,8,,1906.0,2093,,67.2,93.4,0.477,0.406,0.495,49.8,60.3,9.5,7.1,0.437,20.1,34.3,0.34
25,Brown,26,6,20,0.231,-17.26,-5.95,,3.0,11.0,,4,8,,1,10,,1478.0,1772,,,87.1,0.414,0.308,0.47,48.1,54.2,7.4,4.1,0.43,19.5,28.4,0.267
26,Bucknell,28,13,15,0.464,-6.82,-6.82,,8.0,4.0,,8,3,,4,9,,1947.0,1922,,,101.1,0.396,0.348,0.548,51.1,51.6,9.1,9.0,0.515,21.0,34.6,0.272
27,Buffalo,28,15,13,0.536,-6.2,-6.39,,9.0,7.0,,8,4,,5,8,,2098.0,2033,,70.1,106.4,0.445,0.321,0.55,48.1,62.3,8.9,5.7,0.504,16.0,30.7,0.324
28,Butler NCAA,33,22,11,0.667,4.87,2.77,,8.0,6.0,,13,1,,5,8,,2228.0,2052,,66.1,100.9,0.566,0.291,0.535,53.3,54.8,8.0,7.9,0.491,19.1,35.1,0.375
29,Cal Poly,28,14,14,0.5,-7.96,-3.48,,7.0,9.0,,11,4,,3,10,,2367.0,2398,,78.1,107.3,0.45,0.372,0.554,46.1,52.0,9.6,5.1,0.515,16.4,31.3,0.316
30,Cal State Fullerton,28,12,16,0.429,-3.54,-0.98,,6.0,10.0,,7,6,,4,9,,2056.0,2085,,74.7,97.4,0.406,0.3,0.515,48.4,50.5,10.6,8.4,0.489,19.5,35.0,0.25
31,Cal State Northridge,28,12,16,0.429,-1.35,-3.27,,7.0,9.0,,7,4,,3,11,,2356.0,2242,,78.8,105.8,0.425,0.365,0.557,52.0,58.6,10.2,6.1,0.521,19.4,37.9,0.296
32,California,27,12,15,0.444,8.33,7.95,,8.0,10.0,,9,5,,3,10,,1899.0,1876,,72.3,96.9,0.392,0.208,0.507,49.8,46.5,11.6,10.0,0.47,18.4,34.0,0.264
33,Campbell,27,10,17,0.37,-18.24,-7.74,,4.0,12.0,,6,8,,4,9,,1726.0,1921,,67.9,93.3,0.376,0.369,0.501,47.3,61.5,9.4,10.9,0.469,21.6,31.6,0.244
34,Canisius,27,13,14,0.481,-3.12,-0.49,,9.0,9.0,,7,5,,5,7,,1844.0,1915,,65.7,103.1,0.405,0.303,0.521,49.8,60.3,8.1,6.5,0.485,17.7,38.0,0.273
35,Centenary (LA),30,10,20,0.333,-12.14,-7.41,,8.0,8.0,,6,5,,4,12,,2072.0,2214,,,,0.421,0.273,0.519,49.5,52.1,,6.5,0.489,,,0.267
36,Central Connecticut State,26,4,22,0.154,-17.57,-6.29,,3.0,13.0,,2,8,,1,12,,1705.0,1996,,,90.2,0.291,0.282,0.487,49.1,51.0,10.5,9.0,0.457,22.2,36.0,0.195
37,Central Michigan,26,5,21,0.192,-11.57,2.47,,3.0,15.0,,4,7,,1,13,,1788.0,2117,,75.3,90.1,0.419,0.329,0.527,46.5,52.3,7.7,6.7,0.489,24.1,28.7,0.285
38,Charleston Southern,27,5,22,0.185,-20.46,-8.34,,2.0,10.0,,5,6,,0,14,,1883.0,2127,,,94.8,0.374,0.236,0.53,49.5,46.0,8.5,6.6,0.504,23.0,34.2,0.239
39,Charlotte NCAA,31,20,11,0.645,12.21,6.72,,13.0,3.0,,10,1,,6,7,,2283.0,2113,,70.5,103.6,0.356,0.281,0.523,51.4,58.9,12.1,6.0,0.486,17.0,36.4,0.252
40,Chattanooga,28,13,15,0.464,-8.71,-4.84,,7.0,7.0,,10,4,,3,8,,1771.0,1809,,62.0,101.6,0.297,0.355,0.501,50.9,59.4,10.1,4.5,0.468,17.3,40.2,0.206
41,Chicago State,27,2,25,0.074,-25.23,-3.6,,2.0,14.0,,1,10,,1,15,,1837.0,2421,,76.3,87.9,0.273,0.277,0.438,45.2,45.3,11.5,7.2,0.411,17.3,35.4,0.168
42,Cincinnati NCAA,33,27,6,0.818,17.85,4.97,,14.0,2.0,,19,1,,6,4,,2510.0,2085,,69.9,108.0,0.476,0.272,0.543,55.8,48.1,11.1,11.4,0.504,18.5,44.6,0.323
43,Clemson NCAA,32,18,14,0.563,17.17,10.33,,7.0,9.0,,11,3,,4,6,,2309.0,2090,,66.0,108.0,0.421,0.272,0.54,51.2,57.5,12.0,8.8,0.518,15.9,36.5,0.259
44,Cleveland State,27,12,15,0.444,-2.62,3.27,,6.0,8.0,,9,4,,3,11,,1743.0,1904,,70.8,90.8,0.433,0.262,0.485,51.2,46.6,10.6,8.4,0.443,21.8,37.8,0.284
45,Coastal Carolina,27,8,19,0.296,-19.47,-9.3,,4.0,8.0,,7,5,,1,13,,1675.0,1868,,67.7,90.9,0.359,0.309,0.483,48.7,53.0,12.9,3.9,0.442,21.3,37.6,0.248
46,Colgate,28,10,18,0.357,-9.74,-6.77,,5.0,7.0,,5,5,,3,12,,2075.0,2158,,73.7,99.7,0.331,0.364,0.511,47.2,53.7,12.8,5.9,0.473,17.3,32.6,0.237
47,College of Charleston NCAA,30,24,6,0.8,4.44,-9.03,,14.0,2.0,,16,2,,8,3,,2102.0,1662,,66.4,105.1,0.363,0.179,0.527,51.2,55.4,16.4,11.1,0.492,16.7,37.7,0.252
48,Colorado,27,13,14,0.481,2.15,4.45,,7.0,9.0,,11,5,,2,7,,1928.0,1970,,70.8,99.5,0.402,0.269,0.494,51.3,63.1,9.1,9.0,0.45,16.5,37.5,0.277
49,Colorado State,29,20,9,0.69,6.28,1.68,,8.0,6.0,,12,3,,8,5,,1999.0,1802,,64.5,105.9,0.428,0.282,0.538,52.5,64.0,10.3,12.9,0.503,16.5,36.3,0.287
50,Columbia,26,11,15,0.423,-13.46,-8.14,,6.0,8.0,,5,6,,5,7,,1487.0,1616,,,89.7,0.4,0.379,0.512,48.7,59.3,11.1,6.2,0.483,21.8,27.0,0.251
51,Connecticut NCAA,37,32,5,0.865,20.67,7.89,,15.0,3.0,,18,0,,7,3,,2836.0,2363,,69.9,109.6,0.38,0.282,0.549,52.7,52.7,12.1,9.4,0.509,16.9,39.9,0.279
52,Coppin State,29,21,8,0.724,-2.39,-10.28,,17.0,1.0,,8,1,,10,4,,2251.0,2022,,75.5,101.4,0.415,0.324,0.532,48.8,38.7,13.5,5.2,0.486,18.5,34.3,0.303
53,Cornell,26,9,17,0.346,-11.65,-8.21,,6.0,8.0,,7,4,,2,9,,1629.0,1699,,,94.8,0.325,0.271,0.49,53.5,55.0,8.7,12.0,0.463,19.5,37.5,0.206
54,Creighton,28,18,10,0.643,6.28,1.21,,12.0,6.0,,12,2,,6,7,,2100.0,1958,,72.2,103.5,0.413,0.352,0.552,51.1,59.5,12.9,11.9,0.519,19.5,33.4,0.284
55,Dartmouth,26,7,19,0.269,-15.62,-7.12,,4.0,10.0,,4,7,,3,10,,1474.0,1695,,,89.6,0.331,0.334,0.486,49.6,53.4,7.5,8.3,0.46,21.0,32.0,0.206
56,Davidson NCAA,30,20,10,0.667,-0.71,-3.74,,13.0,2.0,,10,3,,6,5,,2138.0,1987,,70.4,100.8,0.374,0.345,0.526,52.2,63.2,10.5,5.4,0.493,19.8,38.0,0.252
57,Dayton,33,21,12,0.636,8.8,4.04,,11.0,5.0,,14,4,,4,6,,2511.0,2354,,69.3,108.6,0.44,0.254,0.542,53.3,51.5,7.9,4.6,0.498,17.0,41.5,0.316
58,Delaware NCAA,30,20,10,0.667,-1.92,-3.42,,12.0,6.0,,13,2,,5,7,,2191.0,2111,,73.2,99.0,0.408,0.286,0.538,49.3,55.4,10.8,7.2,0.496,19.8,30.0,0.292
59,Delaware State,27,9,18,0.333,-22.43,-10.03,,7.0,11.0,,7,5,,1,12,,1889.0,2165,,,89.3,0.423,0.213,0.493,48.0,44.3,9.7,7.7,0.456,23.3,37.5,0.273
60,DePaul,30,7,23,0.233,-2.43,7.5,,3.0,13.0,,3,10,,4,10,,1777.0,2063,,63.6,90.8,0.292,0.35,0.446,46.0,45.7,12.7,6.3,0.41,16.6,35.2,0.196
61,Detroit Mercy NCAA,31,25,6,0.806,9.86,0.49,,12.0,2.0,,12,1,,10,4,,2314.0,1957,,67.3,110.5,0.361,0.313,0.558,52.0,53.5,10.9,8.5,0.52,16.5,38.1,0.267
62,Drake,27,3,24,0.111,-14.06,1.6,,0.0,18.0,,3,9,,0,12,,1646.0,2033,,69.6,87.1,0.34,0.381,0.49,44.8,62.5,12.5,4.0,0.459,22.0,28.0,0.22
63,Drexel,28,13,15,0.464,-3.77,-2.92,,10.0,8.0,,7,4,,5,9,,1870.0,1894,,65.7,99.5,0.364,0.269,0.499,49.2,59.1,6.5,3.7,0.463,15.6,32.3,0.245
64,Duke NCAA,36,32,4,0.889,29.55,9.32,,15.0,1.0,,15,0,,10,2,,3082.0,2308,,73.4,116.6,0.421,0.324,0.564,52.0,47.5,12.8,11.9,0.534,14.1,39.7,0.284
65,Duquesne,30,11,19,0.367,-0.57,4.66,,5.0,11.0,,7,6,,3,10,,2173.0,2330,,,96.1,0.428,0.266,0.513,49.3,52.6,11.5,7.9,0.486,21.7,38.7,0.262
66,East Carolina,27,10,17,0.37,-3.35,-1.31,,5.0,11.0,,7,6,,3,11,,1821.0,1835,,65.6,102.4,0.369,0.313,0.519,51.4,50.2,7.4,7.0,0.485,17.6,36.5,0.251
67,East Tennessee State,27,11,16,0.407,-11.59,-8.39,,6.0,9.0,,9,3,,2,12,,1779.0,1807,,68.0,96.4,0.446,0.248,0.517,50.2,54.3,9.5,4.1,0.483,20.5,34.3,0.287
68,Eastern Illinois,27,16,11,0.593,-4.89,-5.89,,13.0,5.0,,9,4,,7,7,,2009.0,1933,,72.2,100.8,0.369,0.301,0.518,50.8,59.9,10.8,5.6,0.485,17.6,34.9,0.247
69,Eastern Kentucky,27,10,17,0.37,-11.11,-4.95,,8.0,10.0,,6,6,,4,11,,1897.0,2053,,73.7,94.0,0.391,0.307,0.495,53.6,50.2,11.9,5.9,0.457,21.7,39.7,0.259
70,Eastern Michigan NCAA,30,20,10,0.667,6.7,2.67,,13.0,5.0,,11,1,,6,8,,2394.0,2266,,72.6,109.0,0.286,0.296,0.545,50.7,52.0,10.7,8.7,0.525,16.3,36.9,0.189
71,Eastern Washington,27,16,11,0.593,-6.2,-3.16,,10.0,6.0,,11,1,,3,9,,2053.0,2130,,74.3,100.5,0.36,0.246,0.517,50.1,53.4,11.0,6.2,0.49,17.6,35.3,0.23
72,Evansville,30,15,15,0.5,1.71,-0.36,,9.0,9.0,,10,5,,4,8,,2099.0,2005,,66.9,104.1,0.393,0.326,0.58,47.5,62.4,8.0,5.5,0.539,19.1,25.4,0.298
73,Fairfield,27,12,15,0.444,-2.86,-1.83,,7.0,11.0,,8,4,,2,10,,1896.0,1924,,68.9,100.5,0.479,0.26,0.518,52.0,54.0,11.5,12.1,0.482,19.7,40.3,0.309
74,FDU NCAA,30,23,7,0.767,2.9,-5.38,,13.0,3.0,,10,2,,10,4,,2511.0,2253,,78.1,106.7,0.454,0.339,0.548,55.6,51.5,10.4,13.7,0.514,20.6,44.8,0.306
75,Florida,29,14,15,0.483,8.97,6.42,,6.0,10.0,,11,4,,2,8,,2208.0,2134,,75.4,100.6,0.347,0.413,0.55,48.0,56.2,12.3,10.5,0.526,21.1,33.3,0.229
76,Florida A&M,28,11,17,0.393,-16.14,-11.82,,8.0,10.0,,7,5,,3,11,,1998.0,2117,,77.8,91.3,0.437,0.209,0.48,50.4,42.0,9.7,13.8,0.453,21.8,38.6,0.253
77,Florida Atlantic,27,5,22,0.185,-19.25,-3.21,,5.0,11.0,,3,9,,2,13,,1671.0,2108,,,87.6,0.349,0.359,0.492,47.0,51.5,8.5,4.1,0.454,22.9,31.1,0.239
78,Florida International,29,21,8,0.724,2.54,-5.67,,13.0,3.0,,13,0,,6,8,,2533.0,2295,,,109.8,0.391,0.354,0.551,49.5,52.6,14.1,5.3,0.525,15.5,35.1,0.258
79,Florida State NCAA,32,18,14,0.563,12.93,10.78,,6.0,10.0,,8,5,,7,7,,2287.0,2218,,71.1,100.1,0.399,0.239,0.525,53.4,55.1,10.4,12.6,0.492,20.0,39.3,0.266
80,Fordham,27,6,21,0.222,-3.39,3.73,,2.0,14.0,,4,7,,1,13,,1762.0,1954,,68.3,94.3,0.354,0.321,0.492,46.9,56.4,8.6,7.2,0.449,18.6,32.8,0.25
81,Fresno State,34,21,13,0.618,9.32,5.63,,10.0,4.0,,13,4,,7,6,,2835.0,2629,,78.6,105.7,0.313,0.358,0.526,48.9,65.2,13.2,12.4,0.508,16.3,36.9,0.192
82,Furman,29,9,20,0.31,-15.16,-8.12,,5.0,9.0,,6,7,,3,10,,1790.0,1954,,66.5,90.8,0.394,0.22,0.496,52.2,53.3,9.1,5.0,0.459,22.2,36.0,0.26
83,George Mason,27,9,18,0.333,-6.24,-0.58,,6.0,10.0,,4,8,,4,10,,1697.0,1850,,67.0,92.6,0.354,0.301,0.491,46.3,50.0,11.8,8.1,0.466,19.5,32.0,0.216
84,George Washington NCAA,33,24,9,0.727,9.91,4.76,,11.0,5.0,,11,2,,8,4,,2414.0,2244,,71.1,102.6,0.464,0.236,0.52,53.0,58.3,9.9,6.5,0.484,18.1,38.9,0.301
85,Georgetown,31,16,15,0.516,8.75,5.99,,6.0,12.0,,12,4,,3,9,,2223.0,2052,,70.6,100.8,0.407,0.173,0.493,53.8,47.4,16.0,8.6,0.46,18.3,44.6,0.257
86,Georgia,35,20,15,0.571,13.11,9.03,,7.0,9.0,,11,4,,6,6,,2654.0,2511,,71.7,105.3,0.359,0.371,0.524,51.1,52.0,10.0,7.8,0.488,16.7,38.2,0.251
87,Georgia Southern,28,10,18,0.357,-14.22,-6.93,,4.0,10.0,,6,6,,3,11,,1824.0,1912,,67.9,93.8,0.315,0.38,0.515,49.6,54.5,13.5,6.1,0.49,23.6,37.7,0.204
88,Georgia State,28,16,12,0.571,-5.4,-8.9,,11.0,5.0,,11,3,,4,8,,2096.0,1960,,,106.1,0.314,0.278,0.55,48.4,49.6,10.0,8.4,0.517,17.6,35.3,0.23
89,Georgia Tech,33,19,14,0.576,12.82,8.7,,6.0,10.0,,11,6,,4,7,,2518.0,2382,,73.6,102.2,0.382,0.357,0.531,50.8,56.9,10.3,13.1,0.498,19.9,39.8,0.261
90,Gonzaga,34,24,10,0.706,10.5,1.72,,10.0,4.0,,11,1,,7,8,,2729.0,2357,,71.0,112.2,0.367,0.333,0.57,51.4,54.4,9.5,8.5,0.541,16.2,35.4,0.258
91,Grambling,28,16,12,0.571,-13.35,-9.79,,10.0,6.0,,10,1,,4,8,,2030.0,2058,,71.5,98.7,0.366,0.252,0.519,49.5,52.0,11.4,7.5,0.483,20.8,40.4,0.252
92,Green Bay,29,17,12,0.586,3.93,-0.57,,7.0,7.0,,14,5,,3,7,,1868.0,1737,,62.7,102.3,0.463,0.241,0.567,46.7,59.5,10.0,10.3,0.518,18.9,25.7,0.348
93,Hampton,26,14,12,0.538,-14.61,-11.46,,11.0,7.0,,8,3,,6,9,,1770.0,1852,,71.0,94.6,0.453,0.33,0.518,52.8,54.9,7.9,10.1,0.474,22.8,38.8,0.312
94,Hartford,27,15,12,0.556,-4.65,-4.73,,11.0,7.0,,9,3,,6,7,,2138.0,2116,,75.7,101.8,0.463,0.276,0.555,47.9,53.1,12.6,6.3,0.506,18.5,28.2,0.343
95,Harvard,26,13,13,0.5,-8.08,-8.28,,6.0,8.0,,7,6,,6,7,,1812.0,1791,,66.2,104.8,0.289,0.307,0.546,49.3,51.9,10.4,6.1,0.516,17.5,31.7,0.21
96,Hawaii,30,21,9,0.7,11.22,4.38,,8.0,6.0,,17,5,,4,4,,2329.0,2124,,,105.4,0.386,0.239,0.543,50.1,55.8,10.7,8.3,0.504,18.0,38.6,0.276
97,Hofstra,31,19,12,0.613,-1.79,-4.48,,11.0,7.0,,10,3,,6,8,,2286.0,2180,,73.2,100.4,0.409,0.268,0.52,51.7,57.2,10.6,9.8,0.484,18.1,35.1,0.274
98,Holy Cross,27,7,20,0.259,-16.58,-8.25,,3.0,9.0,,2,8,,4,9,,1851.0,2073,,69.4,96.2,0.344,0.316,0.506,49.0,52.4,8.4,6.3,0.465,18.6,31.6,0.246
99,Houston,29,9,20,0.31,-7.26,3.06,,2.0,14.0,,6,7,,3,10,,1843.0,2114,,,88.6,0.337,0.236,0.498,53.0,51.6,7.9,7.3,0.461,25.5,40.6,0.233
100,Howard,28,8,20,0.286,-20.21,-12.21,,5.0,13.0,,4,8,,2,10,,1937.0,2161,,73.1,93.4,0.421,0.258,0.489,49.3,50.9,8.5,7.9,0.45,20.9,38.5,0.273
101,Idaho,27,15,12,0.556,2.09,0.73,,9.0,7.0,,11,2,,3,9,,1910.0,1852,,69.0,102.0,0.394,0.223,0.538,52.6,48.3,10.0,5.3,0.5,19.8,37.8,0.277
102,Idaho State,26,6,20,0.231,-17.52,-4.04,,2.0,14.0,,3,8,,1,10,,1791.0,2129,,71.7,94.3,0.401,0.292,0.494,47.6,51.2,10.1,6.0,0.47,19.7,34.2,0.236
103,Illinois NCAA,33,23,10,0.697,15.21,8.97,,13.0,3.0,,13,1,,6,4,,2301.0,2095,,67.8,102.4,0.339,0.317,0.53,49.4,56.7,10.9,7.4,0.5,17.0,32.4,0.231
104,Illinois State NCAA,31,25,6,0.806,9.64,3.41,,16.0,2.0,,11,1,,9,4,,2363.0,2141,,71.5,106.2,0.34,0.325,0.564,50.2,66.4,11.6,6.8,0.54,18.4,32.4,0.229
105,Illinois-Chicago NCAA,28,22,6,0.786,9.21,0.67,,12.0,2.0,,13,1,,8,3,,2090.0,1851,,67.8,110.2,0.389,0.28,0.537,51.4,55.5,8.9,6.8,0.494,15.4,38.9,0.285
106,Indiana NCAA,32,20,12,0.625,14.18,10.71,,9.0,7.0,,10,2,,4,7,,2457.0,2346,,71.4,107.1,0.392,0.273,0.578,49.2,64.6,10.2,7.8,0.542,19.0,32.5,0.286
107,Indiana State,27,16,11,0.593,3.46,0.64,,10.0,8.0,,11,2,,5,8,,1875.0,1799,,68.0,101.1,0.411,0.291,0.541,49.4,56.6,12.2,9.1,0.505,19.1,31.6,0.284
108,Iona NCAA,33,27,6,0.818,8.55,-2.08,,15.0,3.0,,12,0,,13,3,,2652.0,2295,,73.2,108.9,0.416,0.298,0.551,50.3,54.7,13.4,14.7,0.517,17.3,39.2,0.286
109,Iowa,31,20,11,0.645,17.25,6.05,,9.0,7.0,,11,5,,7,5,,2486.0,2091,,72.3,110.4,0.394,0.297,0.573,54.0,64.5,14.0,9.5,0.54,19.1,39.4,0.28
110,Iowa State,30,12,18,0.4,0.76,6.01,,5.0,11.0,,10,6,,1,9,,1910.0,2031,,67.4,93.7,0.446,0.23,0.509,50.9,53.7,8.0,7.3,0.474,21.5,35.3,0.286
111,Jackson State,27,14,13,0.519,-8.58,-6.84,,11.0,5.0,,10,1,,4,11,,1885.0,1834,,71.9,95.7,0.411,0.276,0.494,49.4,45.8,11.7,10.4,0.456,19.3,37.3,0.269
112,Jacksonville,27,8,19,0.296,-7.84,-2.76,,6.0,12.0,,4,8,,4,10,,1776.0,1913,,71.9,91.1,0.464,0.302,0.504,49.6,44.2,11.8,7.5,0.471,22.6,35.2,0.288
113,Jacksonville State,26,12,14,0.462,-16.85,-11.26,,6.0,10.0,,9,4,,3,10,,1958.0,2065,,75.2,99.6,0.411,0.414,0.532,48.0,49.1,8.3,5.3,0.491,19.5,33.1,0.289
114,James Madison,27,11,16,0.407,-5.01,-1.3,,6.0,10.0,,6,7,,5,7,,1729.0,1829,,,97.6,0.387,0.31,0.503,50.4,44.4,8.4,8.9,0.466,19.4,38.5,0.26
115,Kansas NCAA,39,35,4,0.897,22.83,6.51,,15.0,1.0,,16,0,,8,2,,3300.0,2628,,74.7,112.9,0.332,0.241,0.562,55.8,59.7,10.8,12.3,0.538,17.5,42.6,0.226
116,Kansas City,27,9,18,0.333,-11.16,-5.32,,7.0,9.0,,7,6,,2,11,,1842.0,1964,,70.7,96.1,0.32,0.247,0.502,47.4,53.0,10.2,4.7,0.477,18.7,33.8,0.202
117,Kansas State,29,17,12,0.586,9.39,3.42,,7.0,9.0,,12,2,,3,9,,2161.0,1988,,71.3,104.1,0.33,0.28,0.538,52.6,61.7,10.4,10.3,0.508,18.1,36.7,0.23
118,Kent State,30,13,17,0.433,-3.76,0.68,,9.0,9.0,,10,3,,3,11,,2082.0,2170,,,96.3,0.362,0.316,0.516,51.0,61.8,11.1,7.0,0.496,21.2,36.8,0.217
119,Kentucky NCAA,39,35,4,0.897,22.95,9.85,,14.0,2.0,,9,3,,11,0,,3123.0,2612,,71.4,111.4,0.339,0.283,0.558,55.4,59.5,12.2,15.9,0.534,17.3,42.5,0.229
120,La Salle,27,9,18,0.333,-3.01,3.77,,5.0,11.0,,6,4,,2,11,,1928.0,2111,,69.2,102.7,0.376,0.412,0.51,48.2,58.7,9.9,7.0,0.473,16.9,38.0,0.256
121,Lafayette,28,19,9,0.679,-4.42,-8.19,,10.0,2.0,,9,1,,7,8,,2096.0,1904,,,103.5,0.397,0.378,0.545,53.2,56.7,12.6,8.9,0.509,19.4,36.3,0.277
122,Lamar,29,15,14,0.517,-3.47,-4.16,,7.0,11.0,,8,5,,5,9,,1936.0,1916,,68.3,95.7,0.46,0.228,0.499,52.7,42.0,10.3,5.0,0.459,20.3,38.6,0.3
123,Lehigh,27,10,17,0.37,-15.71,-7.47,,4.0,8.0,,6,5,,4,11,,1915.0,2089,,74.3,95.0,0.409,0.282,0.495,49.7,50.4,11.2,5.5,0.459,17.8,34.4,0.265
124,Liberty,28,11,17,0.393,-14.72,-8.26,,5.0,7.0,,6,8,,5,9,,1800.0,1930,,,97.4,0.383,0.346,0.534,47.2,58.6,11.4,5.7,0.498,21.8,33.8,0.268
125,Little Rock,28,15,13,0.536,-5.39,-2.8,,10.0,8.0,,8,6,,5,5,,1887.0,1931,,67.2,99.0,0.384,0.265,0.521,48.9,59.0,7.9,7.9,0.492,17.7,31.8,0.247
126,Long Beach State,29,10,19,0.345,-8.51,-2.72,,5.0,11.0,,7,7,,1,10,,1850.0,2018,,68.2,92.0,0.365,0.255,0.489,49.1,51.4,9.2,12.0,0.46,20.2,34.0,0.228
127,Long Island University,32,21,11,0.656,2.62,-2.04,,14.0,2.0,,11,0,,5,9,,3102.0,2776,,87.8,109.6,0.316,0.354,0.512,49.4,50.6,16.9,6.2,0.5,13.9,40.6,0.177
