Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
26,Bowling Green State,30,14,16,0.467,-4.7,-0.94,6.0,10.0,9,5,5,11,63.0,65.9,40.2,23.0,53.0,0.433,7.47,20.4,0.365,12.5,18.3,0.68,10.6,32.1,14.8,7.13,3.2,13.1,17.3
27,Bradley,31,16,15,0.516,3.74,4.11,9.0,9.0,10,5,4,8,67.5,67.4,40.3,23.4,56.9,0.411,7.19,23.4,0.308,13.4,17.4,0.773,11.8,34.9,13.3,5.77,2.06,12.2,18.0
28,Brigham Young NCAA,36,30,6,0.833,18.82,3.0,13.0,3.0,15,1,10,4,83.1,66.4,40.3,23.2,56.9,0.408,6.11,18.4,0.333,13.9,20.4,0.682,10.3,32.8,12.4,6.03,2.92,15.7,18.6
29,Brown,31,11,20,0.355,-10.68,-3.82,5.0,9.0,4,9,6,10,66.9,72.0,40.3,27.6,62.3,0.443,6.68,18.9,0.353,10.1,14.8,0.678,12.3,37.3,13.8,6.9,3.55,10.1,18.5
30,Bryant,30,1,29,0.033,,,1.0,17.0,0,11,1,16,50.1,67.8,38.8,23.1,52.0,0.445,6.5,17.7,0.367,15.0,22.7,0.661,11.9,37.7,13.3,7.97,3.37,12.0,14.3
31,Bucknell,31,14,17,0.452,-7.94,-6.84,9.0,5.0,8,5,5,11,67.0,68.0,40.6,23.3,54.0,0.431,6.71,17.3,0.389,14.7,20.4,0.719,10.3,34.6,12.3,5.48,3.03,12.9,18.1
32,Buffalo,30,18,12,0.6,-2.03,-2.27,9.0,7.0,9,4,8,6,72.3,71.2,40.3,24.8,54.9,0.453,6.57,17.2,0.382,14.9,21.3,0.702,10.6,34.1,11.9,6.93,3.1,15.2,18.7
33,Butler NCAA,38,33,5,0.868,14.37,5.08,18.0,0.0,15,0,12,1,68.7,59.4,40.1,21.2,50.9,0.416,5.11,16.1,0.317,11.9,17.6,0.679,8.82,30.1,10.7,5.26,3.16,13.9,20.5
34,Cal Poly,31,12,19,0.387,-7.99,-2.31,7.0,9.0,6,6,5,12,70.2,75.3,40.5,24.1,52.8,0.456,6.68,18.1,0.368,20.5,28.6,0.718,9.97,33.9,13.8,5.71,3.39,12.4,17.8
35,Cal State Bakersfield,29,7,22,0.241,,,,,5,6,2,15,65.8,74.6,40.3,26.8,58.5,0.458,5.69,17.2,0.331,15.3,21.4,0.715,12.9,37.8,14.3,6.28,3.52,13.1,18.7
36,Cal State Fullerton,31,16,15,0.516,-2.87,-1.55,8.0,8.0,8,5,7,6,74.3,73.0,41.5,25.5,59.7,0.428,6.29,17.9,0.351,15.7,23.0,0.681,11.9,36.6,12.5,5.87,2.65,13.1,18.9
37,Cal State Northridge,32,11,21,0.344,-5.81,-1.06,6.0,10.0,7,6,2,13,71.3,75.4,40.5,24.1,57.0,0.423,7.5,21.7,0.345,19.6,27.3,0.718,13.1,37.1,14.9,7.94,3.41,16.3,22.8
38,California NCAA,35,24,11,0.686,17.29,8.26,13.0,5.0,15,1,6,6,77.2,68.2,40.1,24.7,56.9,0.435,5.57,17.7,0.316,13.1,18.9,0.694,10.9,32.1,12.4,5.51,3.77,12.8,17.4
39,Campbell,30,19,11,0.633,-3.13,-4.96,14.0,6.0,12,3,7,7,68.6,63.3,40.0,21.5,49.1,0.437,6.4,19.3,0.332,14.0,20.3,0.689,10.4,31.8,14.2,6.53,5.2,18.4,19.9
40,Canisius,32,15,17,0.469,-5.19,-4.09,8.0,10.0,7,5,5,10,66.4,67.5,40.8,24.5,58.0,0.422,6.56,20.1,0.326,12.0,18.3,0.655,12.5,36.0,13.5,7.13,3.53,13.2,18.3
41,Centenary (LA),29,8,21,0.276,-17.16,-5.08,3.0,15.0,5,9,3,11,70.9,80.0,40.5,27.6,56.2,0.49,6.48,17.3,0.375,18.4,25.1,0.734,11.6,38.6,15.2,7.41,4.45,16.3,19.4
42,Central Arkansas,30,9,21,0.3,,,3.0,13.0,2,8,2,12,63.2,67.0,40.2,24.2,54.4,0.445,5.8,16.5,0.352,12.7,18.4,0.69,10.7,34.6,12.4,6.7,4.6,13.9,19.5
43,Central Connecticut State,30,12,18,0.4,-14.68,-9.68,9.0,9.0,8,4,3,13,61.1,64.5,40.5,24.4,53.8,0.454,5.4,15.5,0.348,10.3,15.4,0.67,10.9,34.1,11.7,6.83,3.8,14.4,17.5
44,Central Michigan,30,15,15,0.5,-3.58,-3.58,9.0,7.0,10,3,5,11,64.6,64.1,40.0,20.0,47.0,0.426,5.3,15.1,0.351,18.8,25.8,0.73,10.1,32.4,10.0,5.83,3.3,15.3,18.7
45,Charleston Southern,30,13,17,0.433,-13.25,-8.12,7.0,11.0,11,3,2,14,68.7,67.7,40.7,24.3,55.2,0.441,5.93,17.5,0.34,13.1,19.8,0.659,11.6,35.7,13.2,7.27,3.13,15.7,16.1
46,Charlotte,31,19,12,0.613,3.96,3.0,9.0,7.0,10,5,7,7,73.4,71.1,40.3,25.3,61.0,0.415,6.84,22.3,0.307,13.6,19.5,0.698,12.9,37.0,13.7,5.9,3.77,12.4,20.8
47,Chattanooga,33,15,18,0.455,-8.56,-3.68,6.0,12.0,11,5,2,11,69.8,72.1,40.0,24.8,58.7,0.422,10.0,28.6,0.35,12.5,18.7,0.669,11.5,36.4,14.5,8.12,3.42,14.7,18.8
48,Chicago State,32,9,23,0.281,-21.8,-7.61,4.0,8.0,7,5,0,17,62.8,71.5,40.2,23.8,51.8,0.46,7.63,20.2,0.377,16.2,24.2,0.671,10.4,35.4,14.3,7.31,3.53,15.9,19.4
49,Cincinnati,35,19,16,0.543,9.98,8.45,7.0,11.0,13,5,2,9,68.8,66.5,40.6,23.1,55.8,0.413,6.57,19.3,0.34,13.8,20.1,0.687,10.5,33.1,12.5,6.49,3.03,12.1,16.9
50,Clemson NCAA,32,21,11,0.656,15.71,7.9,9.0,7.0,14,2,5,6,73.4,64.5,40.0,23.3,55.3,0.422,4.63,15.7,0.294,13.3,19.6,0.679,11.9,34.8,12.0,8.22,3.13,17.2,18.3
51,Cleveland State,33,16,17,0.485,0.57,2.12,10.0,8.0,13,5,3,9,69.2,68.3,40.0,22.7,49.0,0.464,5.85,14.8,0.395,17.0,25.2,0.673,10.7,33.9,12.8,5.58,2.91,15.9,17.8
52,Coastal Carolina,35,28,7,0.8,-0.78,-10.14,15.0,3.0,17,2,9,4,73.8,60.1,40.0,21.9,57.4,0.382,5.26,19.1,0.275,11.0,16.5,0.668,12.3,33.7,9.23,6.29,2.54,14.5,18.9
53,Colgate,29,10,19,0.345,-11.34,-6.52,6.0,8.0,7,6,3,11,67.4,71.3,40.7,24.8,55.2,0.448,7.03,19.7,0.357,14.8,20.3,0.728,9.66,33.0,14.6,6.97,3.17,12.7,18.3
54,College of Charleston,34,22,12,0.647,-0.81,-2.46,14.0,4.0,12,1,8,9,75.0,73.3,40.1,27.6,61.6,0.448,5.65,16.6,0.339,12.4,19.3,0.645,14.9,40.6,13.0,6.0,2.56,13.2,14.3
55,Colorado,31,15,16,0.484,7.01,7.7,6.0,10.0,13,3,1,10,74.6,74.2,40.3,25.4,54.9,0.462,5.94,17.1,0.347,17.5,25.2,0.696,12.3,36.0,13.3,6.71,3.61,15.1,20.8
56,Colorado State,32,16,16,0.5,1.35,3.61,7.0,9.0,11,4,3,11,66.3,66.7,40.3,22.0,50.8,0.432,6.41,18.2,0.352,16.3,24.1,0.679,9.53,32.2,12.1,6.88,3.75,14.5,20.8
57,Columbia,28,11,17,0.393,-11.75,-6.04,5.0,9.0,7,6,4,11,60.2,65.3,40.0,22.1,49.4,0.447,6.39,18.0,0.355,14.8,21.3,0.694,9.11,32.7,11.8,6.68,3.39,14.5,17.8
58,Connecticut,34,18,16,0.529,12.5,9.15,7.0,11.0,15,4,2,9,70.0,66.6,40.0,24.5,62.3,0.394,5.94,18.8,0.317,11.6,16.6,0.703,14.1,35.5,12.5,7.79,4.12,12.4,20.2
59,Coppin State,30,8,22,0.267,-14.89,-6.81,3.0,13.0,7,6,1,15,61.1,67.6,40.3,23.1,54.6,0.424,6.17,21.4,0.288,15.2,22.8,0.667,13.5,38.8,13.1,6.87,3.83,14.7,16.2
60,Cornell NCAA,34,29,5,0.853,8.76,-0.91,13.0,1.0,11,1,13,3,76.4,64.5,40.3,21.9,52.3,0.419,5.79,17.0,0.34,13.7,19.4,0.71,9.85,30.6,11.5,6.38,2.85,13.6,16.5
61,Creighton,34,18,16,0.529,3.59,3.15,10.0,8.0,15,2,3,10,69.8,68.2,40.3,23.4,55.8,0.419,6.59,19.5,0.337,14.9,20.6,0.721,10.9,34.4,12.9,5.85,2.97,11.7,19.0
62,Dartmouth,28,5,23,0.179,-18.46,-5.46,1.0,13.0,5,10,0,13,54.0,65.5,40.0,23.1,51.9,0.446,5.11,15.5,0.33,14.1,19.8,0.716,10.9,36.4,12.0,6.29,3.64,13.5,15.1
63,Davidson,31,16,15,0.516,-2.26,-1.26,11.0,7.0,10,4,5,5,72.3,71.0,40.6,24.1,55.3,0.436,6.58,17.7,0.371,14.5,20.4,0.71,9.32,33.5,11.1,6.03,2.84,12.4,19.4
64,Dayton,37,25,12,0.676,13.25,5.61,8.0,8.0,16,2,6,7,70.2,62.3,40.4,21.0,53.5,0.393,5.86,19.2,0.306,14.4,21.9,0.657,10.1,32.9,11.1,6.14,3.16,14.1,19.0
65,Delaware,31,7,24,0.226,-7.86,1.37,3.0,15.0,5,10,2,13,63.4,72.6,41.0,24.4,54.2,0.45,6.68,18.2,0.366,17.2,24.3,0.706,11.2,35.6,13.1,6.42,3.32,11.7,18.6
66,Delaware State,29,17,12,0.586,-9.08,-7.6,11.0,5.0,12,3,4,8,58.5,58.3,40.3,21.4,44.8,0.478,5.14,13.4,0.382,10.3,16.0,0.645,10.1,31.4,11.3,4.86,2.97,17.1,16.9
67,Denver,32,19,13,0.594,-2.76,-4.89,10.0,8.0,15,1,2,11,65.0,62.9,40.0,20.2,43.8,0.46,4.13,10.9,0.379,18.4,26.2,0.704,8.72,29.8,8.03,5.22,2.63,12.8,19.1
68,DePaul,31,8,23,0.258,1.61,7.58,1.0,17.0,6,9,0,11,61.0,66.9,40.6,23.4,53.8,0.434,5.81,16.8,0.346,14.4,21.3,0.673,12.8,38.9,13.9,5.29,3.52,12.9,15.9
69,Detroit Mercy,34,20,14,0.588,1.35,-1.59,9.0,9.0,11,5,6,8,69.4,65.7,40.3,22.8,55.1,0.414,6.09,19.2,0.317,14.0,19.6,0.714,10.6,32.1,11.4,7.09,2.41,15.3,20.0
70,Drake,33,14,19,0.424,0.54,3.34,7.0,11.0,8,8,4,8,66.6,68.5,40.2,24.6,53.6,0.46,7.45,20.4,0.365,11.7,17.0,0.69,10.2,35.1,13.7,5.0,2.64,12.4,18.2
71,Drexel,32,16,16,0.5,-0.03,0.19,11.0,7.0,10,4,6,11,63.9,64.1,40.2,21.4,52.4,0.409,4.25,13.1,0.324,17.0,24.2,0.701,11.5,36.0,11.0,5.88,5.03,12.9,18.2
72,Duke NCAA,40,35,5,0.875,25.21,9.21,13.0,3.0,17,0,5,5,77.0,61.0,40.0,22.1,55.1,0.401,3.95,14.0,0.283,12.9,18.8,0.687,11.7,32.8,10.8,5.25,3.88,14.2,19.6
73,Duquesne,32,16,16,0.5,0.79,1.95,7.0,9.0,11,3,3,12,70.3,71.4,41.4,25.0,60.0,0.417,7.31,21.0,0.348,14.1,21.1,0.668,14.6,41.3,14.4,6.53,4.38,16.5,19.9
74,East Carolina,31,10,21,0.323,-5.91,4.42,4.0,12.0,5,9,4,8,67.2,74.9,40.2,26.3,59.8,0.44,7.48,20.1,0.373,14.8,21.0,0.704,12.3,34.1,15.6,9.06,3.9,11.6,18.9
75,East Tennessee State NCAA,35,20,15,0.571,-0.83,-1.47,13.0,7.0,9,5,9,9,69.3,67.5,40.1,22.9,54.8,0.418,7.43,22.3,0.332,14.3,21.6,0.661,12.1,35.7,13.2,7.34,3.74,16.6,19.2
76,Eastern Illinois,31,19,12,0.613,-5.0,-5.0,11.0,7.0,12,4,7,7,68.1,65.3,40.6,22.3,55.0,0.404,7.65,21.7,0.353,13.1,18.6,0.705,11.6,32.3,13.3,6.84,4.16,13.1,16.9
77,Eastern Kentucky,33,20,13,0.606,-2.07,-5.16,11.0,7.0,15,3,4,10,71.2,66.9,40.0,23.8,51.2,0.465,7.18,18.1,0.398,12.1,17.2,0.705,10.2,33.3,14.7,4.76,2.97,13.6,14.9
78,Eastern Michigan,32,17,15,0.531,-3.46,-3.59,8.0,8.0,11,4,5,9,66.4,65.5,40.3,23.2,53.3,0.435,5.81,16.8,0.346,13.3,20.0,0.661,10.1,33.8,12.8,6.44,3.41,14.2,21.1
79,Eastern Washington,30,9,21,0.3,-11.91,-1.91,5.0,11.0,7,6,2,13,68.8,76.3,40.3,25.9,55.1,0.469,6.5,16.4,0.396,18.0,25.3,0.713,9.27,36.1,12.8,7.6,4.57,14.1,18.6
80,Elon,32,9,23,0.281,-10.4,-3.04,5.0,13.0,4,7,4,12,66.9,73.0,40.3,26.4,57.6,0.459,6.59,18.6,0.354,13.5,20.3,0.666,11.8,38.5,13.8,6.03,4.06,14.2,19.2
81,Evansville,30,9,21,0.3,-4.61,1.82,3.0,15.0,7,9,2,11,64.8,68.9,40.5,22.9,52.2,0.438,6.57,19.0,0.345,16.6,23.0,0.72,9.47,32.5,12.6,6.73,4.43,13.2,20.1
82,Fairfield,34,23,11,0.676,0.4,-3.33,13.0,5.0,12,2,9,9,71.0,67.3,40.6,23.8,55.9,0.425,6.47,17.5,0.37,13.3,19.2,0.692,12.3,35.6,11.5,6.62,3.71,14.9,17.7
83,FDU,32,11,21,0.344,-15.56,-6.42,10.0,8.0,7,7,4,12,63.3,71.2,40.2,24.9,58.5,0.427,7.5,20.3,0.369,13.8,21.3,0.649,12.4,36.9,14.7,7.03,3.06,12.2,19.9
84,Florida NCAA,34,21,13,0.618,11.89,7.16,9.0,7.0,13,4,5,5,72.2,66.4,40.4,24.7,57.4,0.431,6.15,18.9,0.325,10.8,15.9,0.68,11.6,34.4,12.9,6.68,3.97,13.7,17.2
85,Florida A&M,31,9,22,0.29,-18.8,-6.41,5.0,11.0,6,6,3,13,63.4,73.2,40.2,26.0,57.8,0.451,6.16,18.4,0.335,15.0,21.7,0.691,13.5,38.2,13.7,7.55,2.61,13.8,18.2
86,Florida Atlantic,30,14,16,0.467,-4.48,-3.3,10.0,8.0,9,4,5,10,73.4,73.5,40.8,25.5,56.2,0.455,5.5,13.5,0.406,16.9,25.3,0.669,12.1,38.5,12.7,5.2,4.17,14.4,19.7
87,Florida Gulf Coast,29,8,21,0.276,,,5.0,15.0,5,7,1,13,64.7,71.8,40.2,23.8,53.5,0.445,7.97,22.1,0.36,16.2,25.6,0.634,13.0,35.4,15.5,7.93,3.17,16.2,19.2
88,Florida International,32,7,25,0.219,-12.81,-2.74,4.0,14.0,4,9,3,15,68.0,77.2,40.3,27.1,55.8,0.486,7.97,20.7,0.385,14.9,21.2,0.705,11.2,37.3,16.0,7.41,4.16,14.7,18.3
89,Florida State NCAA,32,22,10,0.688,14.64,6.79,10.0,6.0,13,3,6,5,68.2,60.4,40.2,20.6,54.7,0.377,6.34,19.3,0.328,12.8,19.0,0.672,12.0,32.6,9.75,7.94,2.44,16.0,18.6
90,Fordham,28,2,26,0.071,-13.18,2.08,0.0,16.0,2,10,0,15,64.0,79.3,40.0,28.1,61.8,0.455,6.25,18.4,0.34,16.9,24.4,0.693,12.9,40.9,15.5,8.46,3.89,12.3,17.9
91,Fresno State,33,15,18,0.455,0.14,1.31,7.0,9.0,12,6,3,11,66.3,66.9,40.0,23.4,54.8,0.426,7.48,20.1,0.372,12.7,18.7,0.676,11.2,35.0,13.7,6.64,3.33,14.2,18.1
92,Furman,30,13,17,0.433,-7.01,-4.83,7.0,11.0,8,6,4,9,68.4,68.6,40.2,24.0,56.6,0.424,5.17,15.4,0.335,15.5,23.7,0.653,11.9,35.6,12.6,6.67,3.17,12.5,20.2
93,Gardner-Webb,29,8,21,0.276,-20.32,-5.61,5.0,13.0,5,10,3,11,69.1,77.8,40.5,27.8,59.9,0.464,6.52,18.6,0.351,15.7,24.0,0.654,13.0,39.2,15.7,9.03,3.66,15.8,16.8
94,George Mason,32,17,15,0.531,-0.44,0.06,12.0,6.0,11,5,5,8,67.0,67.5,40.3,24.2,56.8,0.427,5.91,17.4,0.34,13.2,19.3,0.684,12.5,35.9,13.3,6.91,3.59,13.2,19.0
95,George Washington,31,16,15,0.516,3.12,0.96,6.0,10.0,8,7,7,8,70.3,68.2,40.3,22.6,54.5,0.414,7.55,21.5,0.35,15.5,23.3,0.663,11.0,34.4,13.8,6.29,4.29,15.2,19.7
96,Georgetown NCAA,34,23,11,0.676,17.03,9.56,10.0,8.0,12,4,6,5,73.5,66.1,40.0,23.2,55.6,0.417,6.35,19.0,0.334,13.4,18.6,0.718,11.2,31.0,13.1,7.24,3.88,13.1,18.4
97,Georgia,31,14,17,0.452,7.33,8.04,5.0,11.0,12,4,0,12,68.6,69.4,40.2,24.8,57.5,0.431,6.13,18.3,0.335,13.7,18.6,0.736,11.5,31.6,11.5,8.23,4.55,11.9,17.6
98,Georgia Southern,32,9,23,0.281,-12.57,-1.67,6.0,12.0,8,6,1,16,70.6,79.0,40.3,28.2,55.1,0.512,6.44,16.3,0.396,16.2,24.7,0.654,12.3,37.3,15.1,6.22,3.38,17.9,18.8
99,Georgia State,32,12,20,0.375,-3.74,-1.48,5.0,13.0,9,5,1,12,62.3,63.7,40.5,21.6,50.9,0.425,5.41,16.7,0.324,15.1,21.3,0.708,11.8,33.4,12.5,7.13,3.44,14.3,16.1
100,Georgia Tech NCAA,36,23,13,0.639,14.11,9.02,7.0,9.0,14,2,3,8,72.8,65.7,40.1,22.7,59.1,0.384,6.67,21.2,0.315,13.6,20.4,0.666,13.4,35.0,13.1,7.89,3.14,15.2,19.1
101,Gonzaga NCAA,34,27,7,0.794,12.11,3.83,12.0,2.0,14,1,6,3,76.9,67.4,40.4,24.1,59.0,0.408,6.35,19.3,0.33,12.9,19.9,0.648,11.1,33.4,12.2,6.59,2.88,13.0,21.3
102,Grambling,28,7,21,0.25,-23.05,-12.75,4.0,14.0,4,7,2,13,63.7,73.1,40.5,24.5,54.1,0.453,5.0,15.1,0.332,19.1,29.7,0.644,12.8,39.2,13.2,8.57,3.71,15.8,18.6
103,Green Bay,35,22,13,0.629,0.33,0.75,11.0,7.0,11,4,9,7,68.5,66.9,40.6,23.8,53.9,0.441,5.91,17.3,0.342,13.4,19.3,0.693,11.5,33.7,11.6,6.14,3.43,13.7,19.2
104,Hampton,32,14,18,0.438,-6.75,-8.36,8.0,8.0,6,6,6,9,65.7,64.1,40.0,22.6,54.8,0.412,5.31,17.3,0.307,13.6,21.5,0.63,13.3,36.1,11.3,5.97,2.53,16.1,18.6
105,Hartford,30,8,22,0.267,-13.77,-6.04,6.0,10.0,5,8,3,13,62.3,70.0,40.2,22.5,50.8,0.444,7.53,19.5,0.386,17.4,25.2,0.691,11.1,37.9,12.2,4.73,3.4,13.5,15.6
106,Harvard,29,21,8,0.724,1.59,-3.91,10.0,4.0,11,2,10,6,74.0,66.5,40.7,22.6,54.0,0.419,5.72,16.7,0.342,15.5,21.9,0.709,10.6,31.2,12.2,6.45,3.72,14.9,19.9
107,Hawaii,30,10,20,0.333,-4.91,0.33,3.0,13.0,10,11,0,9,68.1,72.9,40.0,25.8,57.1,0.452,6.53,19.0,0.343,14.8,21.2,0.698,11.2,32.4,13.1,6.33,2.8,11.0,20.5
108,High Point,30,15,15,0.5,-14.63,-9.3,10.0,8.0,12,1,3,14,72.3,73.4,40.2,24.8,54.8,0.453,5.4,14.5,0.373,18.4,26.4,0.697,11.9,36.3,12.5,7.43,4.5,15.7,18.4
109,Hofstra,34,19,15,0.559,1.65,-0.02,10.0,8.0,11,6,6,7,70.8,68.2,40.4,21.9,55.3,0.396,4.71,16.2,0.291,18.8,27.3,0.689,12.0,36.7,12.2,7.15,5.24,13.6,17.6
110,Holy Cross,31,9,22,0.29,-8.03,-5.57,5.0,9.0,5,7,3,14,69.3,71.7,40.3,25.7,58.6,0.438,7.03,19.9,0.353,13.3,19.2,0.695,11.4,32.5,15.5,7.16,3.81,11.0,19.1
111,Houston NCAA,35,19,16,0.543,6.74,3.48,7.0,9.0,10,5,4,9,78.6,75.0,40.3,26.5,57.6,0.461,5.63,17.0,0.332,16.3,22.8,0.714,13.4,42.3,13.4,4.51,3.4,16.7,18.4
112,Houston Christian,33,12,21,0.364,,,9.0,3.0,5,7,3,11,71.1,78.9,40.3,27.4,61.5,0.445,7.39,19.8,0.374,16.8,24.6,0.682,12.7,37.2,15.4,8.18,3.36,14.6,21.0
113,Howard,32,7,25,0.219,-19.49,-7.27,6.0,10.0,4,5,2,15,58.4,70.3,40.3,26.3,56.3,0.467,5.28,15.8,0.333,12.6,18.7,0.673,11.3,36.9,12.8,7.09,3.81,12.2,18.7
