Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
117,Kent State,27,9,18,0.333,-3.99,2.73,7.0,11.0,6,7,3,10,68.8,73.1,,24.9,55.2,0.45,6.44,17.4,0.37,12.6,18.4,0.686,9.85,31.5,16.0,6.44,2.26,16.2,21.1
118,Kentucky NCAA,40,35,5,0.875,29.29,9.26,13.0,3.0,12,1,7,2,83.1,62.8,,30.9,65.8,0.471,7.17,19.4,0.369,14.1,20.6,0.682,16.0,39.4,19.4,12.0,5.08,14.7,20.1
119,La Salle,27,10,17,0.37,2.09,4.75,5.0,11.0,7,7,1,9,65.8,68.5,,22.5,59.3,0.379,8.07,23.5,0.344,12.8,19.0,0.674,13.1,32.6,11.7,7.93,3.41,12.7,20.3
120,Lafayette,28,11,17,0.393,-15.78,-7.28,5.0,7.0,7,5,3,10,68.0,72.7,,22.8,56.9,0.401,6.57,19.9,0.331,15.8,23.4,0.672,11.7,36.2,12.7,7.96,4.14,17.3,21.5
121,Lamar,27,15,12,0.556,-4.47,-4.35,10.0,8.0,11,2,4,9,74.4,71.1,,26.2,57.9,0.453,4.37,13.9,0.315,17.6,27.7,0.634,14.6,41.2,11.0,7.0,3.19,18.3,22.1
122,Lehigh,27,1,26,0.037,-24.1,-6.66,1.0,11.0,1,12,0,14,64.7,82.1,,22.1,57.8,0.382,5.48,16.5,0.333,15.1,21.4,0.704,12.1,34.9,11.4,6.59,3.3,17.1,20.4
123,Liberty,32,23,9,0.719,-2.86,-6.96,11.0,3.0,12,4,9,4,68.2,62.3,40.3,24.1,53.9,0.447,6.41,17.9,0.358,13.5,20.0,0.677,11.8,36.3,15.5,6.94,5.09,14.2,17.9
124,Little Rock,29,18,11,0.621,-1.58,-4.1,11.0,7.0,13,3,5,8,74.3,69.4,,26.1,60.1,0.435,5.79,17.7,0.328,16.3,24.9,0.655,15.4,41.9,15.1,4.52,3.41,18.8,18.8
125,Long Beach State,27,13,14,0.481,-1.51,-1.14,9.0,7.0,9,3,3,10,72.5,72.9,,25.7,58.4,0.439,4.93,14.6,0.337,16.2,23.4,0.694,14.0,35.8,14.0,8.59,3.48,16.1,20.0
126,Long Island University NCAA,30,21,9,0.7,3.75,-4.22,15.0,3.0,12,1,8,7,91.5,83.6,,33.3,76.6,0.435,10.0,29.8,0.336,14.9,24.0,0.62,17.3,45.3,16.9,13.2,2.77,12.8,21.2
127,Louisiana,28,12,16,0.429,-6.05,-2.8,9.0,9.0,9,4,2,11,73.4,76.6,,25.4,61.3,0.414,8.86,28.3,0.314,13.8,20.4,0.675,13.0,34.6,13.9,7.39,3.64,14.3,17.3
128,Louisiana State,30,10,20,0.333,3.91,7.71,3.0,13.0,9,6,0,8,66.7,70.5,,24.3,58.8,0.414,3.57,12.5,0.285,14.4,20.8,0.694,13.9,39.1,13.8,7.37,3.2,18.3,19.5
129,Louisiana Tech,29,15,14,0.517,-0.75,-3.72,10.0,8.0,7,5,6,7,66.0,62.4,,23.1,51.3,0.451,6.21,16.3,0.381,13.5,20.4,0.663,11.2,32.0,11.9,6.86,2.24,14.6,19.2
130,Louisiana-Monroe,28,14,14,0.5,-7.56,-5.85,10.0,6.0,9,3,4,9,71.5,71.2,40.0,25.9,61.6,0.42,6.46,21.0,0.307,13.3,20.8,0.64,15.1,36.1,14.8,9.25,2.86,15.3,20.0
131,Louisville NCAA,35,26,9,0.743,11.98,7.72,9.0,5.0,11,3,6,4,75.2,70.9,41.0,25.9,57.9,0.448,6.69,20.2,0.331,16.6,24.2,0.686,14.3,35.8,15.3,8.77,2.66,16.1,20.2
132,Loyola (IL),27,12,15,0.444,-4.73,-3.46,7.0,9.0,8,5,4,9,65.6,66.1,,23.5,52.1,0.451,5.3,14.1,0.374,13.4,19.6,0.681,13.1,34.9,12.8,7.22,4.04,18.3,19.7
133,Loyola (MD),27,13,14,0.481,-3.25,-3.29,10.0,4.0,7,2,6,9,68.8,68.8,40.6,24.5,55.7,0.44,5.19,15.0,0.345,14.7,21.6,0.68,12.0,32.3,12.5,9.33,2.96,15.9,19.9
134,Loyola Marymount,28,7,21,0.25,-6.44,1.15,3.0,11.0,6,10,1,11,68.4,74.6,,23.7,54.9,0.432,5.96,17.2,0.347,15.1,21.0,0.719,11.6,33.8,14.0,6.39,2.89,17.3,21.2
135,Maine,31,11,20,0.355,-7.58,-3.33,6.0,12.0,4,8,6,7,63.5,66.3,40.2,22.6,56.0,0.404,6.94,20.5,0.339,11.3,16.5,0.682,11.6,35.1,12.4,7.97,2.35,14.8,16.1
136,Manhattan,27,9,18,0.333,-6.71,-3.19,5.0,9.0,5,7,2,9,60.5,64.0,,21.7,50.9,0.428,5.0,16.1,0.31,12.0,17.0,0.704,11.3,31.7,12.7,7.26,3.11,16.0,20.9
137,Marist,28,6,22,0.214,-16.27,-6.77,4.0,14.0,5,8,1,12,64.2,73.7,,22.5,57.1,0.393,5.29,17.6,0.3,14.0,20.0,0.698,13.3,37.8,11.3,5.36,2.75,14.6,20.4
138,Marquette NCAA,31,22,9,0.71,13.45,3.19,9.0,5.0,12,4,6,4,68.0,57.8,40.2,24.2,55.0,0.44,6.16,18.2,0.339,13.5,21.2,0.635,13.4,38.9,14.5,7.32,5.81,15.0,16.6
139,Marshall,29,20,9,0.69,-3.01,-6.72,10.0,4.0,12,0,6,7,79.8,74.9,,28.7,60.7,0.472,8.45,22.3,0.378,14.0,19.8,0.708,11.9,34.0,14.4,8.34,4.03,14.0,18.2
140,Maryland NCAA,32,21,11,0.656,17.52,9.08,9.0,7.0,14,3,5,5,75.2,66.8,40.2,26.1,56.3,0.464,3.69,11.8,0.312,19.3,28.3,0.681,12.4,38.3,16.2,8.56,3.5,16.9,18.8
141,Maryland-Baltimore County,27,5,22,0.185,-17.34,-6.3,2.0,12.0,4,8,1,13,58.6,68.4,,20.6,54.7,0.377,5.48,18.7,0.294,11.8,18.7,0.633,12.8,35.1,12.7,7.15,2.0,16.1,19.2
142,Maryland-Eastern Shore,28,11,17,0.393,-13.04,-9.16,6.0,12.0,9,5,1,11,75.0,74.4,,26.5,64.0,0.414,6.11,19.8,0.309,16.0,23.8,0.674,14.1,37.5,12.5,10.1,1.68,14.7,21.3
143,Massachusetts NCAA,33,19,14,0.576,10.54,9.04,11.0,5.0,7,4,9,4,66.4,64.6,,24.6,57.3,0.43,4.7,14.0,0.335,12.5,18.6,0.67,14.5,37.7,14.8,6.85,5.0,13.4,19.5
144,McNeese State,30,18,12,0.6,-5.35,-9.53,10.0,6.0,12,1,4,9,82.0,77.1,40.2,29.9,60.7,0.492,6.07,17.4,0.349,16.2,25.0,0.648,12.0,36.0,18.0,10.2,3.37,17.8,19.8
145,Memphis,31,16,15,0.516,7.57,6.48,10.0,4.0,11,4,4,8,63.0,61.9,40.2,23.6,55.5,0.426,4.16,14.4,0.289,11.5,18.4,0.627,13.5,34.6,13.5,9.61,3.74,17.0,19.5
146,Mercer,26,3,23,0.115,-27.86,-10.61,1.0,15.0,3,9,0,12,64.3,80.8,,22.6,58.0,0.39,6.23,20.2,0.308,12.9,19.7,0.654,11.0,32.9,12.0,6.42,1.81,14.8,17.7
147,Miami (FL),29,16,13,0.552,8.18,5.9,9.0,9.0,12,3,4,9,65.1,62.8,,24.0,57.6,0.416,3.69,12.4,0.297,13.4,20.8,0.647,14.3,38.1,14.0,8.1,5.97,16.8,19.3
148,Miami (OH) NCAA,30,21,9,0.7,9.0,0.63,13.0,5.0,12,0,6,7,73.4,65.0,40.0,26.8,56.7,0.473,5.57,15.2,0.367,14.1,20.4,0.694,12.6,37.1,14.7,7.07,2.87,14.0,17.4
149,Michigan,35,24,11,0.686,16.67,10.53,9.0,9.0,11,3,8,6,74.1,68.0,,26.6,57.6,0.462,5.8,15.1,0.384,15.1,23.1,0.655,14.5,37.2,12.4,6.54,3.57,15.6,18.7
150,Michigan State,29,17,12,0.586,12.07,7.93,9.0,9.0,13,4,4,8,69.8,65.7,40.5,26.0,57.4,0.452,4.83,15.1,0.32,13.1,19.9,0.657,14.1,37.7,13.7,5.79,2.41,16.0,20.3
151,Middle Tennessee,31,19,12,0.613,-4.7,-6.17,11.0,7.0,13,1,4,9,78.3,73.1,,27.4,60.6,0.452,8.42,22.0,0.383,15.1,21.2,0.715,13.1,35.5,16.7,7.48,1.29,13.5,16.9
152,Milwaukee,28,8,20,0.286,-11.05,-0.61,4.0,12.0,7,4,1,15,57.0,66.6,,19.9,53.6,0.371,5.32,16.0,0.333,12.0,19.4,0.618,12.6,32.7,10.0,7.07,2.39,0.0,19.4
153,Minnesota NCAA,35,31,4,0.886,23.34,9.2,16.0,2.0,15,0,10,3,78.3,63.4,40.4,28.8,60.1,0.479,4.69,13.5,0.346,16.1,23.7,0.679,13.7,39.2,16.0,9.11,3.17,14.6,20.9
154,Mississippi NCAA,29,20,9,0.69,11.4,5.76,11.0,5.0,14,1,4,6,69.0,63.5,40.0,25.0,57.4,0.436,4.86,15.9,0.305,14.1,21.3,0.66,14.5,36.4,13.5,7.55,3.55,14.0,19.0
155,Mississippi State,30,12,18,0.4,1.98,6.98,6.0,10.0,10,4,1,8,65.8,68.4,40.3,23.3,55.1,0.422,4.57,13.7,0.334,14.7,21.5,0.683,12.3,37.1,13.0,6.23,3.57,17.5,16.4
156,Mississippi Valley State,29,19,10,0.655,-10.54,-12.98,11.0,3.0,7,4,8,4,83.2,78.6,,29.2,74.7,0.391,10.7,34.0,0.314,14.1,22.7,0.619,20.9,43.5,14.8,10.6,3.41,15.1,21.0
157,Missouri,33,16,17,0.485,8.95,7.77,5.0,11.0,11,4,0,10,73.9,72.2,40.5,25.2,56.2,0.448,5.97,16.6,0.359,17.7,23.3,0.758,11.1,34.9,15.8,7.58,2.24,16.8,20.6
158,Missouri State,33,24,9,0.727,6.55,2.49,12.0,6.0,13,1,7,6,75.9,71.8,,26.2,55.2,0.475,5.18,14.3,0.362,18.4,25.3,0.725,10.7,37.2,17.4,6.42,2.97,14.6,18.2
159,Monmouth,29,18,11,0.621,-1.02,-6.43,12.0,6.0,10,3,7,8,71.2,65.8,,25.0,52.4,0.477,5.34,13.9,0.386,15.8,21.5,0.736,10.0,33.6,15.8,8.83,2.59,15.1,16.4
160,Montana NCAA,32,21,11,0.656,0.58,-3.14,11.0,5.0,11,4,8,4,73.1,68.5,,27.2,58.1,0.468,4.84,12.3,0.395,13.9,22.0,0.632,13.7,38.0,15.1,8.19,2.88,16.7,18.7
161,Montana State,30,16,14,0.533,-3.44,-3.24,10.0,6.0,11,3,5,7,76.4,75.3,,28.0,62.1,0.451,6.5,17.2,0.377,13.9,19.5,0.71,12.2,35.1,18.9,8.07,2.5,15.5,18.3
162,Morehead State,27,8,19,0.296,-16.12,-7.16,6.0,12.0,8,3,0,15,81.7,86.9,,29.0,72.3,0.401,9.52,29.2,0.326,14.2,20.9,0.679,18.2,42.0,15.5,8.81,3.67,15.0,23.0
163,Morgan State,27,9,18,0.333,-15.69,-7.62,8.0,10.0,7,2,2,15,68.0,75.8,,24.9,60.9,0.41,5.81,18.3,0.318,12.3,21.0,0.586,15.1,37.3,19.2,9.48,3.3,19.2,22.3
164,Mount St. Mary's,27,14,13,0.519,-6.13,-5.72,10.0,8.0,6,5,8,8,72.0,72.4,,26.2,62.9,0.416,8.11,22.7,0.357,11.5,17.7,0.649,14.7,37.8,14.3,6.74,3.56,14.3,20.0
165,Murray State NCAA,30,20,10,0.667,-4.26,-8.18,12.0,6.0,14,0,4,8,78.6,72.5,40.2,28.0,62.5,0.447,6.4,17.8,0.359,16.3,21.9,0.745,13.8,39.1,15.4,7.23,2.3,12.5,20.2
166,Navy NCAA,29,20,9,0.69,-3.57,-7.05,10.0,2.0,13,1,6,7,72.3,67.4,40.0,26.5,61.3,0.433,5.14,15.2,0.337,14.1,20.8,0.681,15.7,39.0,15.8,8.38,1.76,15.5,22.2
167,NC State,32,17,15,0.531,13.98,10.59,4.0,12.0,14,6,2,8,59.8,54.7,40.2,21.6,50.4,0.429,6.03,16.7,0.361,10.5,16.2,0.649,9.81,29.3,10.6,8.09,1.47,13.2,16.6
168,Nebraska,33,18,15,0.545,9.71,8.17,7.0,9.0,13,3,4,9,72.9,71.4,,27.1,58.4,0.464,3.42,10.6,0.324,15.3,22.8,0.67,14.8,39.2,13.6,9.03,6.12,17.7,21.1
169,Nevada,31,21,10,0.677,3.77,0.54,12.0,4.0,14,3,6,5,74.5,71.1,40.5,26.5,56.4,0.47,6.9,18.6,0.371,14.6,20.4,0.716,11.1,35.4,16.4,5.39,1.74,14.4,18.2
170,Nevada-Las Vegas,32,22,10,0.688,7.79,3.51,11.0,5.0,16,3,6,7,73.1,68.8,,25.4,58.8,0.433,4.81,16.0,0.301,17.4,26.5,0.657,14.4,41.1,14.1,7.25,5.78,16.2,18.2
171,New Hampshire,27,7,20,0.259,-13.55,-3.33,5.0,13.0,5,7,2,12,58.9,69.1,,21.9,53.6,0.409,5.41,16.9,0.321,9.63,15.9,0.607,9.63,32.0,12.3,4.37,2.15,16.8,21.8
172,New Mexico NCAA,33,25,8,0.758,14.69,3.69,11.0,5.0,18,0,4,6,75.8,63.5,40.2,25.9,54.0,0.48,7.42,19.9,0.373,16.6,23.0,0.72,11.2,35.8,16.0,7.03,3.97,13.0,16.2
173,New Mexico State,28,19,9,0.679,7.19,0.34,12.0,4.0,12,2,4,7,79.8,71.6,40.4,27.6,56.8,0.487,7.93,20.4,0.389,16.6,23.6,0.703,12.1,35.7,12.5,7.89,2.11,15.0,17.1
174,New Orleans,29,22,7,0.759,4.73,-3.96,14.0,4.0,13,0,7,5,71.6,62.9,,25.1,54.5,0.461,6.17,17.6,0.351,15.2,23.7,0.641,,35.9,14.4,7.59,3.55,14.0,19.5
175,Niagara,28,11,17,0.393,-7.87,-2.8,5.0,9.0,6,7,4,10,69.6,74.7,41.1,24.8,56.6,0.438,5.36,17.4,0.307,14.6,21.8,0.673,12.9,36.3,14.9,8.04,3.43,19.1,19.7
176,Nicholls State,26,10,16,0.385,-13.04,-6.63,7.0,9.0,9,3,1,13,78.3,81.4,,27.8,63.5,0.438,8.19,23.0,0.356,14.5,20.5,0.709,12.8,35.0,15.0,7.58,3.04,14.2,20.3
177,North Carolina NCAA,35,28,7,0.8,21.23,12.0,11.0,5.0,14,1,6,4,77.4,66.7,40.0,29.1,60.7,0.479,5.37,14.5,0.372,13.9,20.4,0.68,15.1,41.6,18.1,7.46,4.06,14.1,15.6
178,North Carolina A&T,28,15,13,0.536,-9.63,-10.83,11.0,7.0,8,3,5,8,72.0,70.2,,26.3,59.9,0.439,5.04,16.0,0.314,14.4,22.6,0.639,15.3,37.6,13.3,7.71,2.54,16.0,20.1
179,North Texas,26,10,16,0.385,-5.7,0.22,5.0,11.0,6,7,3,8,66.9,70.2,,24.8,56.6,0.438,6.42,18.1,0.355,10.9,16.3,0.666,10.2,34.3,13.4,7.23,1.88,16.8,16.5
180,Northeastern,27,7,20,0.259,-12.23,-3.38,6.0,12.0,2,9,4,9,63.7,72.6,,22.3,56.3,0.397,4.81,15.1,0.318,14.2,20.6,0.692,14.7,36.5,11.1,6.22,2.26,17.7,19.9
181,Northeastern Illinois,28,16,12,0.571,-4.56,-4.4,8.0,8.0,8,5,7,6,75.9,74.7,,26.3,63.9,0.411,8.46,23.2,0.365,14.9,22.3,0.67,,36.3,15.2,9.36,2.07,14.6,24.8
182,Northern Arizona,28,21,7,0.75,1.91,-5.13,14.0,2.0,13,2,8,5,77.7,69.4,40.4,27.3,52.8,0.516,7.89,18.8,0.419,15.3,21.2,0.723,8.36,33.3,17.5,6.5,2.75,18.5,17.4
183,Northern Illinois,27,12,15,0.444,-4.85,-2.16,6.0,10.0,9,4,2,10,68.1,69.7,,25.1,59.9,0.419,5.7,17.6,0.324,12.2,18.1,0.676,14.5,37.4,13.9,6.04,2.63,13.4,18.8
184,Northern Iowa,28,16,12,0.571,5.8,4.05,11.0,7.0,9,3,5,8,71.3,69.5,,24.7,56.2,0.44,5.11,14.8,0.345,16.8,22.8,0.734,12.5,34.8,13.0,8.14,3.21,14.8,19.4
185,Northwestern,29,7,22,0.241,0.46,8.01,2.0,16.0,6,10,1,10,59.2,66.8,40.2,21.6,51.4,0.419,4.66,16.0,0.29,11.4,18.9,0.606,11.9,34.0,13.3,6.48,2.1,17.7,18.8
186,Northwestern State,28,13,15,0.464,-10.81,-9.33,8.0,8.0,8,4,4,10,72.9,72.9,,26.3,62.2,0.423,6.75,17.6,0.383,13.5,19.8,0.684,16.7,39.6,16.1,8.14,1.71,17.9,22.8
187,Notre Dame,30,16,14,0.533,9.42,8.15,8.0,10.0,14,4,2,9,71.0,69.7,40.3,25.2,54.7,0.46,5.07,15.3,0.332,15.6,23.3,0.669,11.2,38.9,17.0,7.33,3.1,18.3,19.5
188,Ohio,27,17,10,0.63,4.13,1.59,12.0,6.0,12,2,5,8,73.5,70.5,40.2,27.5,57.4,0.479,4.33,11.4,0.381,14.2,21.8,0.651,14.4,37.6,13.5,7.56,2.7,16.3,19.4
189,Ohio State,27,10,17,0.37,8.45,8.71,5.0,13.0,9,5,1,11,69.9,70.1,,26.1,56.0,0.467,4.56,13.5,0.338,13.0,19.6,0.667,11.7,31.8,16.5,7.07,1.78,16.7,21.2
190,Oklahoma NCAA,30,19,11,0.633,13.97,5.03,9.0,7.0,13,2,3,6,74.3,65.3,40.3,25.0,58.0,0.431,6.47,18.4,0.351,17.7,24.5,0.724,14.3,35.1,13.3,8.73,3.23,14.2,21.2
191,Oklahoma State,32,17,15,0.531,6.96,6.99,7.0,9.0,14,2,1,12,69.4,69.5,40.5,25.8,54.3,0.476,5.56,15.4,0.362,12.2,17.6,0.691,12.0,35.0,15.5,6.03,2.25,15.5,17.8
192,Old Dominion NCAA,33,22,11,0.667,3.72,-0.46,10.0,6.0,11,1,5,7,71.0,66.8,40.6,25.5,57.4,0.445,5.3,16.6,0.32,14.7,22.2,0.662,13.7,39.0,14.9,8.03,7.06,15.2,17.7
193,Oral Roberts,28,21,7,0.75,7.48,-1.83,,,14,0,6,7,75.2,64.6,,27.7,57.0,0.486,6.14,15.8,0.39,13.7,22.2,0.617,12.4,33.3,16.8,9.36,4.14,17.0,19.6
194,Oregon,28,17,11,0.607,13.74,9.59,8.0,10.0,10,3,6,8,76.3,71.6,40.4,27.0,59.4,0.455,7.0,19.5,0.359,15.2,23.4,0.65,12.9,36.1,14.4,8.82,2.64,16.3,20.1
195,Oregon State,27,7,20,0.259,2.29,11.25,3.0,15.0,6,7,0,12,69.0,76.1,40.2,24.7,56.7,0.435,5.52,17.0,0.325,14.2,22.9,0.619,12.9,36.4,13.5,7.0,3.33,19.3,21.1
196,Pacific NCAA,30,24,6,0.8,8.72,-2.38,12.0,4.0,12,0,9,5,72.9,60.0,40.3,25.4,53.9,0.472,8.2,21.2,0.386,13.8,20.7,0.666,11.1,34.6,16.6,6.83,2.63,13.3,17.7
197,Penn State,27,10,17,0.37,3.75,9.16,3.0,15.0,8,7,2,9,60.5,65.9,40.2,21.4,51.3,0.418,4.63,13.7,0.337,13.0,19.2,0.678,12.4,34.3,11.7,5.63,4.85,17.1,17.0
198,Pennsylvania,26,12,14,0.462,-2.84,-1.45,8.0,6.0,5,6,5,8,66.9,68.3,40.4,22.8,53.4,0.427,7.38,20.4,0.362,14.0,20.4,0.685,8.58,31.7,12.2,6.27,2.77,13.2,19.2
199,Pepperdine,27,6,21,0.222,-5.75,0.25,4.0,10.0,5,7,1,11,60.4,65.6,,22.2,53.4,0.415,4.33,14.1,0.308,11.7,19.5,0.602,11.5,33.4,12.1,7.3,2.56,16.4,20.6
200,Pittsburgh,33,18,15,0.545,9.12,8.74,10.0,8.0,11,4,4,9,69.2,67.5,40.0,24.9,59.4,0.42,5.42,16.3,0.333,13.9,21.6,0.644,15.0,36.5,13.6,10.1,4.7,17.7,20.6
201,Portland,27,9,18,0.333,-6.56,-0.04,4.0,10.0,4,7,3,10,67.1,72.4,40.9,23.6,54.1,0.435,5.0,14.9,0.336,15.0,21.4,0.7,10.9,30.3,13.4,6.81,1.93,16.8,20.1
202,Portland State,26,9,17,0.346,,,6.0,10.0,5,4,1,13,65.2,69.2,,21.9,51.1,0.429,7.31,20.4,0.358,14.1,19.7,0.713,9.23,33.9,13.8,5.58,2.04,,19.2
203,Prairie View,27,10,17,0.37,-21.98,-7.98,7.0,7.0,8,3,2,12,72.1,81.0,,26.5,64.3,0.412,4.85,16.7,0.291,14.3,24.3,0.588,16.2,41.7,12.0,9.81,2.37,20.1,24.2
204,Princeton NCAA,28,24,4,0.857,7.11,-3.08,14.0,0.0,10,2,12,1,64.8,53.4,40.2,22.5,45.1,0.5,8.71,23.3,0.375,11.0,15.3,0.716,5.86,25.2,14.1,7.21,1.75,11.6,17.9
205,Providence NCAA,36,24,12,0.667,14.17,8.31,10.0,8.0,12,3,6,6,76.5,70.1,40.6,26.9,60.2,0.447,5.81,17.3,0.336,16.9,23.4,0.723,13.3,37.3,16.1,9.33,3.83,15.5,20.0
206,Purdue NCAA,30,18,12,0.6,12.24,10.91,12.0,6.0,11,3,6,6,72.1,70.7,40.3,24.2,57.2,0.423,5.73,16.9,0.339,17.9,24.7,0.723,14.1,35.7,14.7,8.33,3.87,16.5,16.8
207,Radford,28,15,13,0.536,-8.87,-6.16,8.0,6.0,8,4,6,9,73.1,74.0,40.0,26.2,56.7,0.462,7.64,18.9,0.405,13.1,18.4,0.711,11.4,32.5,16.0,7.14,3.71,15.2,20.0
208,Rhode Island NCAA,30,20,10,0.667,16.48,6.38,12.0,4.0,10,3,7,6,80.7,70.6,40.5,29.6,64.2,0.461,6.83,18.8,0.363,14.7,21.4,0.688,14.6,39.1,16.1,8.77,4.83,13.2,19.6
209,Rice,27,12,15,0.444,2.04,3.84,6.0,10.0,9,3,2,11,66.6,66.4,40.2,24.6,56.7,0.434,4.44,13.0,0.341,12.9,19.1,0.676,13.1,36.8,15.3,7.37,3.48,15.6,19.9
210,Richmond,28,13,15,0.464,-0.39,-1.5,7.0,9.0,8,4,3,10,68.8,67.7,,24.4,57.7,0.422,6.0,18.4,0.326,14.1,20.9,0.672,13.9,38.2,12.3,5.57,3.57,14.4,18.7
211,Rider,28,14,14,0.5,-6.27,-6.97,10.0,8.0,8,4,5,9,71.0,70.8,,24.3,52.9,0.459,5.18,15.6,0.333,17.3,24.8,0.697,12.5,35.9,15.3,6.54,3.21,17.6,19.6
212,Robert Morris,27,4,23,0.148,-15.36,-4.76,3.0,15.0,3,8,1,14,66.1,76.7,40.0,23.5,55.3,0.426,6.15,15.6,0.394,12.9,19.5,0.663,11.0,34.2,14.2,5.96,1.74,16.5,20.7
213,Rutgers,27,11,16,0.407,2.67,7.12,5.0,13.0,9,6,2,9,64.4,68.9,40.0,21.9,57.1,0.384,6.44,19.1,0.338,14.1,20.6,0.685,13.7,35.7,10.9,7.59,3.41,15.3,20.3
214,Sacramento State,26,3,23,0.115,-20.66,-0.92,2.0,14.0,2,9,1,13,59.7,78.0,,21.7,59.6,0.363,6.15,20.5,0.3,10.3,16.7,0.617,14.1,36.1,11.6,6.58,2.88,17.2,20.4
215,Saint Francis (PA),27,12,15,0.444,-8.12,-7.05,9.0,9.0,7,4,5,11,69.8,70.9,,23.5,56.5,0.415,5.74,16.7,0.343,17.1,23.7,0.721,14.4,39.8,13.6,4.78,3.63,18.2,18.3
216,Saint Joseph's NCAA,33,26,7,0.788,12.94,7.69,13.0,3.0,15,2,7,4,71.2,66.0,,23.7,57.5,0.412,8.36,22.5,0.371,15.5,22.1,0.702,12.9,36.1,14.0,7.24,2.39,12.4,18.6
217,Saint Louis,29,11,18,0.379,-0.53,3.26,4.0,10.0,9,10,2,8,57.8,61.6,40.0,19.8,54.0,0.366,5.07,17.4,0.292,13.2,20.6,0.644,12.6,33.2,11.6,7.21,1.28,12.3,19.6
218,Saint Mary's (CA) NCAA,31,23,8,0.742,3.24,-0.86,10.0,4.0,11,2,7,5,70.6,65.1,40.6,23.8,50.8,0.469,6.74,18.5,0.365,16.2,23.8,0.679,10.7,34.4,16.9,6.45,4.13,16.0,18.5
219,Saint Peter's,28,13,15,0.464,-7.37,-4.58,9.0,5.0,9,2,3,12,59.4,62.1,,21.4,51.2,0.418,2.46,9.11,0.271,14.1,21.3,0.664,11.4,33.3,12.1,9.14,3.04,17.8,21.3
220,Sam Houston,26,8,18,0.308,-15.5,-5.5,7.0,9.0,6,3,2,14,64.6,74.6,,21.5,48.7,0.442,6.5,19.5,0.334,15.0,21.8,0.689,9.38,30.9,14.2,5.58,1.73,17.8,21.5
221,Samford,28,19,9,0.679,-11.3,-12.88,11.0,5.0,9,2,8,4,68.9,66.5,,22.3,51.1,0.436,7.82,21.5,0.364,16.6,23.1,0.719,10.0,37.3,13.3,3.54,2.36,14.7,17.7
222,San Diego,28,17,11,0.607,2.86,-0.83,8.0,6.0,11,3,5,7,71.9,66.8,,24.5,51.9,0.472,5.89,15.6,0.378,17.1,24.0,0.71,11.0,33.8,14.8,7.07,2.68,15.2,19.6
223,San Diego State,27,12,15,0.444,-2.09,1.65,4.0,12.0,9,5,3,10,76.1,79.0,40.9,24.8,59.7,0.416,6.89,20.5,0.336,19.6,27.7,0.706,12.9,33.9,12.1,8.19,2.63,14.3,19.8
224,San Francisco,29,16,13,0.552,-0.17,-0.56,9.0,5.0,11,3,3,8,68.5,68.1,,24.1,52.0,0.464,5.34,14.4,0.372,14.9,21.4,0.695,12.7,34.1,13.0,5.48,1.97,15.3,17.8
225,San Jose State,27,13,14,0.481,-0.31,4.19,5.0,11.0,8,6,5,7,67.6,71.4,40.6,24.6,58.4,0.421,4.0,13.7,0.293,14.5,21.3,0.679,14.3,35.4,13.0,7.37,2.37,15.4,19.9
226,Santa Clara,27,16,11,0.593,3.3,0.93,10.0,4.0,8,1,4,9,70.9,68.6,,24.7,58.1,0.424,7.07,21.3,0.332,14.5,21.7,0.67,13.7,35.1,14.6,7.67,0.74,14.7,20.9
227,Seton Hall,28,10,18,0.357,3.85,9.22,5.0,13.0,8,9,2,8,68.1,73.2,40.2,23.2,61.2,0.379,7.54,22.3,0.339,14.3,22.1,0.646,13.9,37.5,12.6,9.04,4.82,16.7,20.7
228,Siena,27,9,18,0.333,-8.57,-3.9,4.0,10.0,5,7,3,11,65.5,70.1,40.0,22.3,57.5,0.388,7.22,21.2,0.341,13.7,19.7,0.692,13.3,37.9,13.1,6.44,2.78,16.5,19.9
229,South Alabama NCAA,30,23,7,0.767,4.03,-4.51,14.0,4.0,13,1,8,5,66.2,56.6,40.2,22.7,50.9,0.446,4.27,11.6,0.369,16.6,23.7,0.699,13.6,37.7,12.5,6.2,3.83,13.5,17.2
230,South Carolina NCAA,32,24,8,0.75,15.09,7.0,15.0,1.0,11,3,11,2,74.1,66.7,,24.8,54.9,0.451,7.16,19.3,0.371,17.4,25.0,0.695,12.6,36.8,13.3,7.03,3.13,14.1,16.5
231,South Carolina State,28,14,14,0.5,-11.6,-9.4,12.0,6.0,9,2,4,11,67.8,70.2,,23.0,56.1,0.409,5.5,16.0,0.344,16.4,24.4,0.672,14.8,38.0,9.14,7.32,2.11,15.6,19.9
232,South Florida,27,8,19,0.296,-3.95,2.24,2.0,12.0,7,8,1,10,59.7,66.0,,20.6,51.5,0.4,4.59,16.8,0.273,14.0,20.9,0.668,9.74,33.3,11.7,7.67,2.96,15.6,20.5
