Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
11,Arkansas NCAA,34,23,11,0.676,12.97,6.14,,9.0,7.0,,14,2,,4,6,,2675,2443,,73.5,106.7,0.286,0.366,0.534,48.0,57.4,13.2,10.9,0.511,16.5,36.2,0.19
12,Arkansas State NCAA,30,18,12,0.6,3.32,-0.72,,9.0,5.0,,9,3,,6,8,,2206,2061,,71.6,102.7,0.375,0.279,0.536,48.3,56.0,12.3,8.5,0.502,17.9,33.6,0.258
13,Arkansas-Pine Bluff,27,3,24,0.111,-27.13,-8.0,,1.0,15.0,,2,9,,1,14,,1793,2235,,78.5,84.2,0.292,0.255,0.447,45.2,48.3,11.5,7.2,0.423,19.4,32.2,0.173
14,Army,27,8,19,0.296,-22.46,-6.62,,4.0,8.0,,7,4,,1,15,,1615,1968,,,84.0,0.327,0.283,0.479,44.2,53.3,10.8,6.1,0.436,22.2,26.4,0.234
15,Auburn NCAA,33,29,4,0.879,24.6,5.0,,14.0,2.0,,15,0,,10,2,,2680,2033,,72.2,112.4,0.341,0.299,0.514,55.8,47.3,13.7,9.1,0.486,14.0,46.2,0.222
16,Austin Peay,27,11,16,0.407,-7.84,-4.92,,9.0,9.0,,8,4,,3,12,,1959,2037,,,102.9,0.36,0.317,0.541,51.0,52.0,9.8,8.9,0.514,19.8,37.0,0.239
17,Ball State,27,16,11,0.593,1.32,1.84,,10.0,8.0,,10,3,,5,7,,1798,1760,,67.7,97.1,0.377,0.28,0.493,49.8,50.6,11.3,7.6,0.457,17.1,33.8,0.246
18,Baylor,30,6,24,0.2,-5.53,3.58,,0.0,16.0,,5,10,,1,11,,1846,2099,,70.0,87.6,0.353,0.332,0.464,48.8,47.8,10.3,9.2,0.426,20.7,33.2,0.232
19,Bethune-Cookman,27,11,16,0.407,-12.36,-9.06,,10.0,9.0,,5,8,,6,7,,1791,1879,,68.9,94.5,0.417,0.254,0.519,47.8,57.6,11.3,6.5,0.477,21.0,31.6,0.289
20,Boise State,29,21,8,0.724,2.83,-3.28,,12.0,4.0,,9,3,,9,4,,1987,1790,,66.5,102.7,0.43,0.317,0.558,50.3,56.7,14.3,9.6,0.52,20.9,36.1,0.305
21,Boston College,27,6,21,0.222,-1.24,7.76,,3.0,15.0,,5,9,,0,10,,1689,1932,,,89.4,0.288,0.304,0.488,44.9,50.5,13.8,6.8,0.46,21.1,32.2,0.191
22,Boston University,27,9,18,0.333,-9.37,-6.11,,5.0,13.0,,4,8,,4,7,,1736,1822,,68.4,92.8,0.385,0.327,0.497,49.6,63.0,9.9,5.6,0.466,20.3,32.2,0.243
23,Bowling Green State,28,18,10,0.643,6.83,2.36,,12.0,6.0,,12,2,,5,7,,1980,1824,,69.0,101.6,0.426,0.27,0.547,51.0,55.0,12.9,8.4,0.503,19.0,31.0,0.309
24,Bradley,29,17,12,0.586,6.82,5.13,,11.0,7.0,,13,2,,3,8,,1824,1775,,65.1,95.8,0.422,0.326,0.529,50.4,54.7,13.1,11.2,0.489,22.1,34.0,0.292
25,Brigham Young,28,12,16,0.429,2.5,4.14,,6.0,8.0,,9,5,,2,10,,2009,2055,,71.6,99.3,0.455,0.319,0.555,51.1,53.5,9.3,8.0,0.51,21.1,31.1,0.33
26,Brown,26,4,22,0.154,-19.23,-7.5,,2.0,12.0,,3,9,,1,12,,1578,1883,,,92.4,0.331,0.33,0.505,45.9,53.1,8.7,4.8,0.46,19.4,27.7,0.248
27,Bucknell,29,16,13,0.552,-5.44,-7.96,,9.0,3.0,,9,3,,4,8,,1939,1779,,68.3,97.1,0.42,0.334,0.529,51.5,60.8,12.0,11.2,0.494,21.7,34.3,0.281
28,Buffalo,29,5,24,0.172,-15.1,0.47,,1.0,17.0,,2,9,,3,13,,1709,2141,,70.8,82.5,0.319,0.324,0.453,46.6,61.7,9.2,7.8,0.415,22.7,32.6,0.214
29,Butler,32,22,10,0.688,5.02,1.38,,11.0,3.0,,13,3,,7,6,,2032,1921,,63.6,97.5,0.489,0.242,0.526,51.5,63.8,11.1,5.6,0.479,19.5,31.8,0.337
30,Cal Poly,27,11,16,0.407,-7.09,-3.93,,6.0,10.0,,8,6,,3,8,,2293,2298,,79.0,106.5,0.355,0.402,0.545,47.1,52.4,10.3,4.7,0.507,16.6,34.0,0.26
31,Cal State Fullerton,27,13,14,0.481,-8.02,-2.75,,7.0,9.0,,10,3,,3,10,,1891,1998,,70.9,98.3,0.431,0.307,0.523,49.6,56.2,9.4,7.5,0.485,19.9,34.0,0.29
32,Cal State Northridge,29,17,12,0.586,0.73,-1.64,,9.0,7.0,,9,3,,6,8,,2378,2235,,77.9,103.9,0.384,0.312,0.55,50.4,60.2,13.5,6.8,0.524,19.7,36.6,0.254
33,California,33,22,11,0.667,12.05,7.84,,8.0,10.0,,14,3,,6,8,,2406,2267,,73.0,99.5,0.41,0.188,0.501,48.5,48.2,11.5,9.1,0.461,15.9,34.5,0.275
34,Campbell,27,9,18,0.333,-16.19,-7.55,,6.0,10.0,,7,5,,2,12,,1721,1934,,67.0,94.7,0.287,0.364,0.519,48.0,60.5,8.5,7.8,0.495,21.8,33.6,0.191
35,Canisius,27,15,12,0.556,-7.05,-4.79,,11.0,7.0,,10,3,,5,8,,1918,1979,,68.1,102.9,0.421,0.26,0.54,48.5,63.3,8.8,7.3,0.5,19.4,37.3,0.295
36,Centenary (LA),28,14,14,0.5,-10.58,-6.99,,9.0,7.0,,8,2,,4,10,,1765,1853,,,,0.437,0.282,0.521,48.5,48.4,,6.8,0.479,19.7,,0.3
37,Central Connecticut State,32,19,13,0.594,-7.44,-10.47,,11.0,9.0,,8,5,,7,5,,2263,2182,,,101.1,0.406,0.208,0.517,52.2,52.8,12.5,10.7,0.48,19.2,40.2,0.273
38,Central Michigan,26,10,16,0.385,-3.17,0.55,,7.0,11.0,,7,5,,3,11,,1824,1879,,71.6,96.6,0.456,0.283,0.528,48.0,56.0,10.1,7.8,0.482,20.1,30.3,0.321
39,Charleston Southern,28,12,16,0.429,-14.36,-7.89,,4.0,6.0,,9,5,,2,10,,2022,2149,,72.9,96.5,0.467,0.227,0.541,48.9,50.2,12.9,9.5,0.498,22.2,33.6,0.325
40,Charlotte NCAA,34,23,11,0.676,11.29,7.6,,10.0,6.0,,11,2,,6,7,,2336,2221,,65.7,103.4,0.39,0.353,0.518,50.8,54.5,10.7,7.8,0.483,17.0,37.7,0.262
41,Chattanooga,28,16,12,0.571,-4.28,-5.78,,9.0,7.0,,10,4,,5,7,,1898,1820,,65.2,102.2,0.369,0.301,0.523,51.7,55.4,10.1,9.4,0.488,18.9,38.5,0.253
42,Chicago State,27,3,24,0.111,-21.54,-0.42,,3.0,11.0,,2,6,,1,16,,1475,2026,,68.3,79.6,0.221,0.334,0.419,44.8,54.2,11.2,7.3,0.395,20.1,32.0,0.136
43,Cincinnati NCAA,33,27,6,0.818,20.13,7.88,,12.0,4.0,,14,0,,7,4,,2440,2020,,67.8,107.8,0.379,0.265,0.539,54.5,52.2,11.3,11.7,0.507,17.4,42.7,0.257
44,Clemson,35,20,15,0.571,13.41,6.56,,5.0,11.0,,14,3,,3,8,,2508,2263,,66.6,106.9,0.44,0.348,0.543,56.0,60.1,9.7,10.1,0.52,18.8,41.0,0.273
45,Cleveland State,28,14,14,0.5,-1.74,0.26,,6.0,8.0,,10,5,,3,8,,1978,1996,,70.3,100.0,0.449,0.264,0.525,52.9,51.6,11.1,7.3,0.492,20.9,45.7,0.289
46,Coastal Carolina,27,7,20,0.259,-20.39,-8.34,,4.0,6.0,,5,7,,2,12,,1935,2169,,73.7,95.9,0.322,0.325,0.518,47.1,49.6,11.4,4.3,0.486,21.6,36.2,0.222
47,Colgate,28,14,14,0.5,-8.19,-7.33,,7.0,5.0,,6,5,,6,8,,1826,1799,,69.0,94.1,0.434,0.218,0.511,50.9,52.1,12.2,5.4,0.478,21.3,34.6,0.277
48,College of Charleston NCAA,31,28,3,0.903,5.98,-6.63,,16.0,0.0,,14,0,,10,1,,2258,1834,,66.8,109.1,0.381,0.224,0.562,54.8,52.4,13.7,17.0,0.529,18.2,40.1,0.269
49,Colorado,33,18,15,0.545,7.25,4.96,,7.0,9.0,,13,3,,3,8,,2411,2257,,,98.8,0.383,0.312,0.504,49.2,57.4,11.5,9.7,0.468,16.9,32.0,0.254
50,Colorado State,30,19,11,0.633,8.68,3.06,,7.0,7.0,,13,2,,5,8,,2168,1991,,68.7,104.3,0.429,0.327,0.541,48.6,53.1,11.5,10.3,0.509,17.1,31.5,0.286
51,Columbia,26,10,16,0.385,-14.77,-6.89,,5.0,9.0,,7,4,,3,10,,1520,1692,,64.3,90.4,0.39,0.354,0.501,45.0,57.6,14.0,5.2,0.472,19.7,25.5,0.245
52,Connecticut NCAA,36,34,2,0.944,24.73,8.79,,16.0,2.0,,13,2,,12,0,,2781,2207,,70.4,109.4,0.411,0.24,0.551,54.9,55.9,11.3,9.6,0.508,17.2,41.1,0.301
53,Coppin State,29,15,14,0.517,-6.87,-6.97,,14.0,4.0,,7,2,,7,10,,1992,1989,,69.0,97.1,0.428,0.359,0.503,49.8,52.3,11.3,7.6,0.454,19.4,36.4,0.302
54,Cornell,26,11,15,0.423,-9.95,-7.83,,6.0,8.0,,5,7,,5,7,,1667,1710,,66.1,96.5,0.332,0.306,0.504,53.1,50.5,9.9,11.5,0.479,19.8,36.0,0.209
55,Creighton NCAA,31,22,9,0.71,12.26,4.87,,11.0,7.0,,12,2,,6,6,,2357,2128,,69.6,109.2,0.415,0.352,0.56,54.3,56.4,13.3,8.7,0.522,18.5,39.7,0.297
56,Dartmouth,26,14,12,0.538,-10.06,-7.22,,10.0,4.0,,8,5,,6,7,,1673,1727,,,96.4,0.345,0.364,0.519,49.9,58.3,8.6,8.9,0.483,20.0,30.7,0.243
57,Davidson,27,16,11,0.593,-1.47,-5.63,,11.0,5.0,,9,3,,6,5,,2058,1844,,71.6,106.0,0.368,0.337,0.55,53.2,61.2,12.6,7.2,0.524,19.4,38.6,0.244
58,Dayton,28,11,17,0.393,5.26,5.47,,5.0,11.0,,9,6,,1,9,,1900,1906,,69.0,97.0,0.386,0.331,0.498,49.4,55.7,10.4,6.7,0.449,18.8,36.1,0.281
59,Delaware NCAA,31,25,6,0.806,1.6,-7.92,,15.0,3.0,,13,1,,11,4,,2394,2099,,72.3,106.0,0.409,0.313,0.565,49.5,54.3,10.4,10.2,0.526,17.7,30.0,0.297
60,Delaware State,27,8,19,0.296,-20.11,-11.88,,5.0,13.0,,4,5,,3,12,,2007,2203,,,97.8,0.412,0.343,0.527,47.3,47.2,10.3,8.0,0.483,21.6,36.9,0.284
61,Denver,27,10,17,0.37,-10.09,-4.12,,,,,7,5,,3,12,,1988,2149,,75.2,97.4,0.305,0.336,0.514,48.0,57.4,6.3,7.9,0.477,17.6,28.4,0.222
62,DePaul,31,18,13,0.581,9.21,8.02,,10.0,6.0,,11,3,,6,8,,2253,2216,,69.0,104.4,0.353,0.293,0.508,53.4,49.4,11.5,4.0,0.475,17.5,43.7,0.238
63,Detroit Mercy NCAA,31,25,6,0.806,8.1,-0.17,,12.0,2.0,,11,0,,9,5,,1966,1713,,60.6,104.7,0.357,0.349,0.542,51.1,57.9,10.1,8.1,0.5,17.6,34.2,0.268
64,Drake,27,10,17,0.37,-1.89,5.23,,5.0,13.0,,9,5,,0,10,,1758,1915,,,93.3,0.383,0.415,0.507,49.3,63.1,12.0,3.3,0.468,21.2,31.7,0.263
65,Drexel,29,20,9,0.69,-1.64,-6.78,,15.0,3.0,,10,1,,7,6,,2036,1887,,67.7,103.2,0.363,0.305,0.521,51.3,57.8,8.1,5.2,0.492,16.6,33.0,0.239
66,Duke NCAA,39,37,2,0.949,34.79,10.12,,16.0,0.0,,14,0,,9,0,,3581,2619,,75.4,121.3,0.469,0.305,0.605,55.8,50.9,11.8,13.2,0.574,16.2,44.3,0.33
67,Duquesne,28,5,23,0.179,-7.3,4.58,,1.0,15.0,,4,9,,1,11,,1733,2018,,69.4,88.4,0.43,0.303,0.455,50.0,45.9,9.6,10.4,0.41,19.0,35.6,0.276
68,East Carolina,27,13,14,0.481,-3.47,-2.59,,7.0,9.0,,8,4,,5,9,,1707,1720,,64.0,97.5,0.368,0.315,0.513,50.4,60.0,7.9,9.9,0.482,19.5,34.3,0.241
69,East Tennessee State,28,17,11,0.607,-6.66,-6.42,,9.0,7.0,,10,4,,6,6,,2027,1937,,69.1,104.2,0.436,0.242,0.542,54.0,58.3,10.2,4.0,0.512,19.3,39.7,0.285
70,Eastern Illinois,29,13,16,0.448,-6.9,-3.83,,8.0,10.0,,9,4,,4,11,,2073,2133,,69.0,102.3,0.303,0.334,0.523,49.1,59.5,11.0,6.4,0.495,17.4,35.3,0.208
71,Eastern Kentucky,26,3,23,0.115,-19.17,-3.01,,2.0,16.0,,2,9,,1,13,,1702,2104,,72.6,89.3,0.305,0.306,0.478,46.3,50.2,8.8,5.7,0.449,20.0,31.1,0.198
72,Eastern Michigan,25,5,20,0.2,-5.79,4.17,,5.0,13.0,,2,9,,3,9,,1490,1739,,68.4,86.3,0.339,0.281,0.462,50.9,49.4,11.8,11.4,0.434,22.9,37.7,0.205
73,Eastern Washington,27,10,17,0.37,-5.3,-0.62,,7.0,9.0,,7,7,,2,8,,1991,2071,,72.9,98.9,0.301,0.386,0.518,47.7,56.2,11.2,7.4,0.496,17.5,30.0,0.191
74,Evansville NCAA,33,23,10,0.697,5.9,3.74,,13.0,5.0,,10,3,,10,4,,2502,2369,,69.8,108.1,0.384,0.324,0.609,49.9,64.6,9.0,4.7,0.571,20.2,28.2,0.296
75,Fairfield,27,12,15,0.444,-4.7,-1.77,,7.0,11.0,,6,6,,6,7,,2111,2190,,,96.8,0.481,0.331,0.501,49.4,50.8,12.9,7.5,0.473,20.0,38.3,0.286
76,FDU,28,12,16,0.429,-8.53,-6.75,,9.0,11.0,,7,6,,5,9,,1843,1870,,,95.7,0.463,0.353,0.519,55.3,56.4,11.0,11.7,0.487,23.8,42.6,0.293
77,Florida NCAA,31,22,9,0.71,15.76,5.7,,10.0,6.0,,14,1,,4,6,,2488,2176,,74.4,107.0,0.433,0.433,0.587,50.7,59.5,13.4,9.6,0.555,20.8,34.5,0.304
78,Florida A&M NCAA,31,12,19,0.387,-14.6,-9.76,,8.0,11.0,,5,8,,3,10,,2252,2402,,78.0,93.1,0.456,0.267,0.466,51.6,41.1,12.6,7.2,0.425,19.3,40.5,0.285
79,Florida Atlantic,26,6,20,0.231,-15.89,-4.85,,3.0,13.0,,5,6,,1,14,,1875,2143,,74.2,95.9,0.405,0.385,0.511,44.3,52.6,13.9,4.2,0.471,19.0,31.1,0.277
80,Florida International,29,13,16,0.448,0.84,0.91,,7.0,7.0,,8,4,,3,11,,2011,2013,,67.9,100.9,0.365,0.374,0.55,49.4,58.3,10.9,5.7,0.523,20.6,33.0,0.246
81,Florida State,30,13,17,0.433,8.52,11.97,,5.0,11.0,,7,7,,3,8,,2118,2200,,69.9,99.3,0.361,0.305,0.525,47.4,58.4,12.4,7.8,0.496,19.0,34.2,0.238
82,Fordham,27,12,15,0.444,-1.58,1.94,,5.0,11.0,,7,4,,2,8,,1784,1879,,67.1,97.6,0.404,0.327,0.506,49.4,55.3,11.9,5.3,0.462,19.0,36.7,0.281
83,Fresno State,33,21,12,0.636,7.48,3.54,,9.0,5.0,,15,2,,4,7,,2635,2505,,75.9,104.8,0.305,0.352,0.541,46.9,61.2,12.9,11.2,0.519,16.7,33.3,0.199
84,Furman,28,12,16,0.429,-9.96,-6.46,,5.0,11.0,,8,5,,2,10,,1878,1942,,69.5,95.2,0.497,0.309,0.522,51.6,57.7,9.1,5.8,0.479,22.2,34.3,0.332
85,George Mason NCAA,30,19,11,0.633,4.57,-0.88,,13.0,3.0,,10,2,,5,8,,2214,2031,,70.1,103.6,0.33,0.3,0.528,49.4,48.2,14.2,11.6,0.509,17.5,36.8,0.202
86,George Washington NCAA,29,20,9,0.69,11.06,5.54,,13.0,3.0,,12,2,,7,5,,2305,2145,,76.0,104.6,0.372,0.3,0.505,50.2,55.2,13.9,7.4,0.459,15.5,39.8,0.269
87,Georgetown,31,15,16,0.484,8.15,6.35,,6.0,12.0,,9,6,,5,7,,2137,2057,,72.9,93.8,0.37,0.255,0.465,53.3,49.8,15.0,14.7,0.427,19.6,42.9,0.239
88,Georgia,30,15,15,0.5,8.26,7.26,,6.0,10.0,,10,4,,5,9,,2148,2118,,67.1,104.6,0.329,0.376,0.534,49.3,54.2,9.2,6.2,0.504,16.9,35.2,0.226
89,Georgia Southern,28,11,17,0.393,-11.58,-6.71,,6.0,10.0,,8,5,,2,9,,1793,1862,,67.3,94.8,0.344,0.382,0.507,52.7,54.7,8.4,7.4,0.472,22.3,39.5,0.235
90,Georgia State,30,17,13,0.567,-4.37,-7.54,,11.0,5.0,,10,4,,7,7,,2199,2089,,69.9,104.5,0.398,0.287,0.541,53.1,49.0,11.5,10.4,0.502,19.6,41.3,0.282
91,Georgia Tech,31,15,16,0.484,4.5,9.37,,6.0,10.0,,10,4,,2,8,,2087,2238,,70.9,92.7,0.374,0.374,0.5,48.4,58.1,8.4,11.7,0.473,20.4,32.7,0.233
92,Gonzaga NCAA,35,28,7,0.8,15.03,2.21,,12.0,2.0,,12,0,,10,5,,2743,2280,,69.9,112.2,0.38,0.364,0.58,52.5,60.2,11.8,9.2,0.547,17.5,36.5,0.275
93,Grambling,27,6,21,0.222,-20.28,-9.92,,5.0,11.0,,4,7,,2,10,,1860,2119,,74.8,91.7,0.412,0.217,0.499,47.5,48.5,11.0,7.4,0.456,22.0,36.0,0.28
94,Green Bay,31,20,11,0.645,3.97,-1.06,,9.0,5.0,,12,2,,7,6,,1922,1736,,58.2,104.8,0.36,0.362,0.571,47.4,66.2,10.1,6.1,0.543,18.7,28.1,0.251
95,Hampton,27,8,19,0.296,-14.36,-9.62,,8.0,10.0,,3,7,,5,9,,1872,2002,,71.9,96.0,0.406,0.275,0.52,52.1,55.2,8.1,13.1,0.479,21.5,37.4,0.285
96,Hartford,27,11,16,0.407,-13.22,-5.81,,9.0,9.0,,5,6,,4,9,,1853,2053,,74.0,92.3,0.454,0.261,0.521,47.5,50.1,11.8,5.0,0.472,22.4,30.2,0.321
97,Harvard,26,13,13,0.5,-8.2,-8.4,,7.0,7.0,,6,5,,6,7,,1828,1808,,67.8,102.6,0.291,0.318,0.528,47.1,54.4,11.0,8.5,0.494,16.6,31.2,0.214
98,Hawaii,26,6,20,0.231,-4.28,3.77,,3.0,11.0,,6,13,,0,7,,1659,1853,,67.6,93.9,0.316,0.205,0.521,47.1,58.0,9.7,10.7,0.494,22.8,35.9,0.209
99,Hofstra,32,22,10,0.688,1.11,-4.06,,14.0,4.0,,11,0,,7,7,,2132,1933,,,101.3,0.365,0.301,0.528,53.2,55.0,10.5,10.9,0.494,18.7,34.5,0.251
100,Holy Cross,27,7,20,0.259,-17.49,-7.34,,3.0,9.0,,6,5,,1,12,,1543,1809,,,86.2,0.361,0.307,0.483,47.8,57.0,11.2,7.6,0.449,22.2,29.6,0.235
101,Houston,27,10,17,0.37,-2.39,5.53,,5.0,11.0,,6,6,,3,10,,1914,2128,,,94.6,0.385,0.27,0.495,48.4,43.2,8.6,8.1,0.458,20.1,36.7,0.254
102,Howard,27,2,25,0.074,-25.66,-9.15,,2.0,16.0,,2,10,,0,14,,1643,2091,,72.5,83.5,0.403,0.299,0.469,44.6,56.6,9.7,2.0,0.426,24.1,32.4,0.265
103,Idaho,27,16,11,0.593,0.1,-1.91,,11.0,5.0,,10,2,,4,8,,1979,1895,,,102.7,0.394,0.339,0.526,50.0,53.3,12.2,5.2,0.487,18.1,36.4,0.274
104,Idaho State,26,6,20,0.231,-11.37,-1.01,,4.0,12.0,,5,7,,1,13,,1669,1903,,68.9,92.7,0.359,0.225,0.489,49.7,56.6,8.2,6.0,0.462,19.5,33.8,0.22
105,Illinois,32,14,18,0.438,10.6,11.88,,3.0,13.0,,5,8,,3,6,,1967,2008,,67.4,90.1,0.334,0.266,0.474,52.2,53.3,12.3,9.7,0.44,21.4,39.4,0.219
106,Illinois State,31,16,15,0.516,5.8,4.73,,7.0,11.0,,10,6,,2,8,,2141,2110,,68.2,100.8,0.403,0.273,0.552,49.2,60.6,10.6,9.9,0.509,20.3,31.0,0.296
107,Illinois-Chicago,28,7,21,0.25,-6.88,1.55,,2.0,12.0,,4,8,,2,12,,1633,1869,,66.2,87.3,0.39,0.262,0.457,49.4,56.5,10.5,3.8,0.407,20.0,34.4,0.27
108,Indiana NCAA,34,23,11,0.676,17.21,11.35,,9.0,7.0,,11,3,,5,4,,2565,2366,,70.4,104.2,0.385,0.272,0.552,48.9,61.1,10.5,7.9,0.518,17.9,31.7,0.269
109,Indiana State,27,15,12,0.556,7.92,3.96,,10.0,8.0,,10,3,,5,8,,1867,1760,,68.0,101.3,0.365,0.307,0.522,50.2,56.8,12.3,9.7,0.49,17.0,31.8,0.245
110,Iona,30,16,14,0.533,-1.96,-3.24,,12.0,6.0,,6,6,,9,4,,2287,2230,,76.5,99.2,0.404,0.26,0.517,51.2,62.0,10.5,15.5,0.484,19.2,37.1,0.264
111,Iowa NCAA,30,20,10,0.667,15.37,11.44,,9.0,7.0,,12,3,,5,5,,2217,2099,,70.2,105.3,0.487,0.315,0.562,52.9,61.4,12.7,7.4,0.521,21.2,40.5,0.341
112,Iowa State,30,15,15,0.5,5.46,5.74,,6.0,10.0,,12,3,,1,9,,1886,1825,,63.2,98.3,0.378,0.255,0.506,52.5,53.3,9.1,6.9,0.464,17.2,33.3,0.265
113,IU Indy,27,11,16,0.407,-9.72,-4.95,,6.0,8.0,,7,6,,4,10,,1834,1888,,68.3,98.6,0.397,0.273,0.517,47.2,49.4,11.4,5.0,0.479,18.4,32.7,0.271
114,Jackson State,28,16,12,0.571,-12.28,-9.28,,11.0,5.0,,9,2,,7,10,,1926,1939,,,92.3,0.435,0.264,0.482,51.1,57.0,9.7,10.6,0.454,20.7,38.4,0.257
115,Jacksonville,27,12,15,0.444,-11.67,-8.17,,7.0,9.0,,6,6,,4,9,,1771,1820,,71.1,91.9,0.366,0.294,0.505,47.2,53.3,13.1,7.9,0.467,21.5,32.3,0.252
116,Jacksonville State,26,8,18,0.308,-17.35,-8.14,,3.0,13.0,,5,6,,3,12,,1647,1837,,69.7,90.5,0.34,0.307,0.49,48.8,53.0,9.6,6.1,0.461,20.8,32.7,0.217
117,James Madison,27,16,11,0.593,0.99,-4.56,,9.0,7.0,,10,4,,6,6,,1937,1785,,67.7,104.1,0.403,0.339,0.522,51.0,49.3,8.1,7.8,0.488,16.2,35.7,0.268
118,Kansas NCAA,33,23,10,0.697,16.3,9.17,,11.0,5.0,,10,3,,6,5,,2380,2128,,70.4,101.6,0.363,0.248,0.52,52.5,59.6,11.3,10.6,0.49,18.4,37.6,0.239
119,Kansas City,30,8,22,0.267,-8.47,-2.77,,3.0,11.0,,4,9,,2,11,,2129,2264,,71.1,98.9,0.405,0.248,0.521,50.2,57.1,9.1,4.5,0.48,18.6,33.0,0.284
120,Kansas State,33,20,13,0.606,10.31,5.47,,7.0,9.0,,13,3,,4,7,,2284,2113,,69.5,98.5,0.411,0.266,0.512,55.2,59.4,9.1,11.0,0.476,19.5,38.2,0.271
121,Kent State NCAA,30,23,7,0.767,7.22,2.72,,13.0,5.0,,12,1,,9,5,,2156,1905,,68.8,104.1,0.353,0.277,0.526,50.8,59.0,13.3,8.1,0.494,16.9,36.2,0.242
122,Kentucky NCAA,37,28,9,0.757,22.71,10.01,,11.0,5.0,,12,1,,4,5,,2790,2320,,68.4,109.1,0.359,0.313,0.551,54.1,58.5,11.2,14.2,0.53,17.8,41.3,0.229
123,La Salle,28,13,15,0.464,-0.41,1.92,,8.0,8.0,,9,4,,1,9,,2023,2088,,69.9,101.6,0.351,0.379,0.523,47.2,53.4,7.0,8.5,0.49,17.9,34.2,0.239
124,Lafayette NCAA,30,22,8,0.733,-2.78,-7.32,,10.0,2.0,,10,2,,10,4,,2167,1987,,70.7,102.2,0.445,0.427,0.545,49.0,65.5,12.1,11.0,0.504,18.3,30.3,0.313
125,Lamar,28,17,11,0.607,-5.85,-9.73,,11.0,7.0,,10,2,,6,8,,2144,1979,,74.0,102.5,0.435,0.292,0.535,54.8,54.1,9.1,4.8,0.484,20.1,40.2,0.321
126,Lehigh,28,6,22,0.214,-20.1,-7.71,,0.0,12.0,,3,12,,2,9,,1765,2025,,,89.5,0.414,0.226,0.482,49.3,59.6,9.2,4.6,0.437,20.9,33.0,0.281
127,Liberty,27,4,23,0.148,-24.5,-7.1,,0.0,10.0,,4,9,,0,14,,1960,2259,,74.5,95.7,0.344,0.273,0.522,47.1,53.9,13.1,4.2,0.491,21.3,33.9,0.232
128,Little Rock,27,12,15,0.444,-7.74,-2.94,,5.0,9.0,,8,3,,3,10,,1790,1904,,64.4,102.4,0.333,0.329,0.556,48.8,52.9,7.3,6.0,0.528,19.5,30.9,0.23
129,Long Beach State,28,13,15,0.464,-4.99,-0.88,,9.0,7.0,,7,6,,5,8,,1865,1973,,69.5,95.0,0.343,0.277,0.511,48.7,48.0,10.3,8.8,0.484,20.0,32.1,0.219
