Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
20,Belmont NCAA,33,23,10,0.697,-0.39,-4.71,,14.0,4.0,,9.0,2.0,,10,6,,72.4,64.5,,40.3,25.7,55.6,0.462,8.73,24.6,0.355,12.3,17.8,0.692,11.3,37.2,15.5,6.09,3.18,16.0,18.3
21,Bethune-Cookman,30,9,21,0.3,-20.71,-9.53,,6.0,12.0,,6.0,7.0,,3,13,,54.4,64.2,,40.5,19.3,49.5,0.389,4.53,14.9,0.304,11.3,18.4,0.613,10.7,31.7,10.7,6.6,3.07,16.2,19.1
22,Binghamton,29,13,16,0.448,-8.06,-6.96,,6.0,10.0,,7.0,6.0,,5,9,,65.7,66.1,,40.0,23.2,54.9,0.423,7.38,21.1,0.35,11.9,17.4,0.683,10.7,33.3,10.4,7.45,2.03,14.3,20.2
23,Boise State,31,17,14,0.548,3.0,0.0,,8.0,8.0,,13.0,2.0,,3,11,,76.1,72.1,,40.3,27.0,59.0,0.458,7.1,20.9,0.339,15.0,22.7,0.661,11.6,38.4,14.7,6.71,3.48,15.3,17.4
24,Boston College NCAA,33,21,12,0.636,13.76,9.21,,10.0,6.0,,14.0,4.0,,5,6,,74.3,69.8,,40.3,25.5,53.4,0.478,5.94,17.0,0.349,17.4,24.0,0.724,11.9,34.6,14.6,5.7,5.79,13.8,15.3
25,Boston University,30,12,18,0.4,-4.62,-4.65,,8.0,8.0,,7.0,7.0,,5,10,,60.1,60.0,,40.8,20.7,49.3,0.42,6.93,19.2,0.36,11.7,17.2,0.677,10.7,32.0,11.4,5.4,3.43,14.2,19.1
26,Bowling Green State,31,13,18,0.419,-5.48,-1.08,,3.0,13.0,,8.0,7.0,,3,10,,66.5,68.9,,40.2,23.5,53.6,0.439,6.74,19.3,0.35,12.7,18.7,0.676,8.71,32.2,14.6,7.42,3.68,14.2,23.1
27,Bradley,35,22,13,0.629,10.89,7.22,,10.0,8.0,,14.0,3.0,,5,8,,74.7,70.7,,40.1,26.4,57.5,0.459,9.97,23.7,0.42,12.0,17.7,0.678,8.91,29.9,15.5,8.31,2.34,11.4,18.5
28,Brigham Young NCAA,34,25,9,0.735,11.38,3.95,,13.0,3.0,,17.0,0.0,,6,7,,78.1,69.0,,40.4,28.6,58.3,0.491,7.53,18.1,0.415,13.4,20.2,0.66,12.2,37.4,15.9,6.03,3.47,13.4,19.5
29,Brown,29,11,18,0.379,-7.03,-4.21,,6.0,8.0,,6.0,4.0,,4,12,,60.7,63.4,,40.2,18.6,43.1,0.431,7.03,19.0,0.37,16.4,22.2,0.742,6.21,26.2,12.3,7.21,2.59,15.4,18.4
30,Bucknell,31,22,9,0.71,2.84,-3.03,,13.0,1.0,,10.0,2.0,,11,6,,63.4,57.8,,40.3,21.4,45.6,0.468,6.06,16.4,0.37,14.6,20.2,0.722,8.52,30.7,13.8,6.32,1.52,14.7,17.2
31,Buffalo,31,12,19,0.387,-3.92,-0.15,,4.0,12.0,,8.0,7.0,,2,11,,68.0,71.8,,40.3,23.0,55.9,0.411,5.32,16.9,0.315,16.8,24.3,0.691,14.7,38.3,13.8,7.65,2.55,19.1,21.3
32,Butler NCAA,36,29,7,0.806,14.34,3.94,,13.0,3.0,,14.0,2.0,,8,4,,67.6,57.1,,40.7,21.7,49.8,0.435,8.92,24.2,0.369,15.4,20.2,0.76,9.06,29.7,12.1,5.42,1.78,9.47,19.1
33,Cal Poly,30,19,11,0.633,-2.33,-3.83,,9.0,5.0,,12.0,2.0,,5,7,,75.5,72.0,,40.0,26.9,57.8,0.465,9.33,23.8,0.393,12.4,19.4,0.64,10.6,35.2,14.3,6.7,3.3,12.9,17.2
34,Cal State Bakersfield,29,15,14,0.517,,,,,,,,,,1,6,,68.2,64.7,,,24.5,55.4,0.442,5.48,17.5,0.314,13.7,20.4,0.669,3.28,35.4,11.9,7.0,3.1,3.83,18.8
35,Cal State Fullerton,30,20,10,0.667,-1.91,-5.3,,9.0,5.0,,12.0,2.0,,7,7,,82.1,76.4,,40.5,30.2,65.8,0.459,8.23,22.4,0.367,13.5,21.0,0.644,14.2,39.3,17.3,6.8,2.17,15.4,19.5
36,Cal State Northridge,31,14,17,0.452,-6.12,-1.88,,5.0,9.0,,10.0,5.0,,2,11,,75.5,75.9,,40.3,26.8,59.7,0.449,5.42,16.4,0.33,16.5,23.1,0.712,14.4,38.8,14.6,8.97,2.48,19.1,24.9
37,California,33,16,17,0.485,8.64,8.67,,6.0,12.0,,8.0,7.0,,3,8,,69.5,69.1,,,24.9,56.1,0.444,7.55,21.0,0.359,12.1,15.8,0.769,9.33,30.8,13.5,4.58,1.91,11.7,16.9
38,Campbell,31,14,17,0.452,-10.88,-5.42,,7.0,11.0,,12.0,3.0,,1,13,,78.5,78.9,,40.5,26.1,58.3,0.449,7.61,22.3,0.341,18.6,25.8,0.722,11.1,35.8,16.4,9.68,3.0,17.8,19.4
39,Canisius,31,12,19,0.387,-8.22,-5.16,,6.0,12.0,,4.0,9.0,,7,9,,69.5,72.5,,40.8,25.0,59.3,0.422,6.9,20.6,0.335,12.5,19.2,0.651,14.7,37.1,13.2,7.0,2.45,16.5,20.5
40,Centenary (LA),31,10,21,0.323,-9.17,-2.62,,3.0,11.0,,8.0,5.0,,1,13,,68.5,75.1,,40.2,24.3,55.3,0.44,5.65,16.3,0.347,14.3,19.9,0.716,,30.1,13.4,7.97,2.0,15.4,21.5
41,Central Arkansas,30,10,20,0.333,,,,4.0,12.0,,3.0,6.0,,2,12,,65.3,67.3,,,23.0,55.7,0.413,5.5,18.0,0.306,13.7,18.8,0.729,12.4,36.8,11.3,5.13,5.53,14.6,20.0
42,Central Connecticut State NCAA,34,22,12,0.647,-3.63,-6.48,,16.0,2.0,,13.0,4.0,,9,5,,68.9,66.1,,40.1,23.2,53.6,0.434,7.71,20.2,0.381,14.8,20.2,0.73,11.8,34.7,12.5,6.0,3.38,14.1,16.0
43,Central Michigan,31,13,18,0.419,-5.34,-0.6,,7.0,9.0,,6.0,7.0,,5,9,,65.6,70.4,,,21.1,50.3,0.419,6.74,18.5,0.365,16.8,23.1,0.725,11.0,31.5,9.84,7.52,2.55,17.5,23.9
44,Charleston Southern,30,8,22,0.267,-15.08,-3.04,,2.0,12.0,,8.0,5.0,,0,15,,68.1,73.3,,40.3,25.2,57.4,0.439,6.87,20.2,0.339,10.8,17.0,0.639,11.8,35.6,14.1,6.97,1.87,15.7,17.1
45,Charlotte,30,14,16,0.467,-0.29,1.38,,7.0,9.0,,10.0,4.0,,2,10,,70.0,71.7,,40.0,23.3,57.9,0.403,8.7,26.2,0.332,14.7,20.9,0.701,13.2,35.8,12.3,5.47,2.1,12.7,19.6
46,Chattanooga,33,15,18,0.455,-5.94,-2.18,,6.0,12.0,,9.0,7.0,,4,8,,68.5,68.4,,40.2,23.5,54.7,0.43,7.48,22.0,0.34,14.1,22.2,0.633,12.2,36.8,13.3,5.42,1.79,16.1,17.6
47,Chicago State,29,9,20,0.31,-6.59,1.3,,,,,3.0,3.0,,4,16,,72.8,77.7,,40.2,26.3,59.4,0.443,6.59,18.2,0.362,13.5,18.9,0.712,12.6,32.4,13.2,8.38,3.52,14.1,19.9
48,Cincinnati,30,11,19,0.367,3.8,6.97,,2.0,14.0,,10.0,8.0,,0,9,,64.6,67.7,,40.3,23.5,58.0,0.405,6.2,20.1,0.308,11.4,17.2,0.661,13.0,33.5,12.5,7.67,1.93,12.6,18.8
49,Clemson,36,25,11,0.694,15.35,7.82,,7.0,9.0,,16.0,4.0,,6,6,,73.2,65.7,,40.1,28.3,60.3,0.469,6.89,20.1,0.342,9.83,17.0,0.578,13.6,35.1,15.6,9.5,5.31,14.2,16.8
50,Cleveland State,31,10,21,0.323,-6.59,1.31,,3.0,13.0,,6.0,8.0,,3,12,,63.7,68.7,,,22.2,56.5,0.393,6.39,20.9,0.306,12.8,18.0,0.713,12.6,33.1,11.6,7.45,4.03,13.5,19.5
51,Coastal Carolina,30,15,15,0.5,-7.2,-5.66,,7.0,7.0,,12.0,5.0,,3,10,,74.4,71.4,,40.5,27.7,60.7,0.456,7.23,21.4,0.337,11.8,17.6,0.67,13.2,34.9,16.6,9.23,2.53,15.0,18.9
52,Colgate,29,10,19,0.345,-10.27,-4.3,,5.0,9.0,,5.0,9.0,,5,9,,57.0,61.1,,40.7,19.7,49.4,0.398,5.07,16.0,0.317,12.6,18.3,0.687,10.6,31.6,9.45,6.14,2.59,15.2,17.3
53,College of Charleston,33,22,11,0.667,0.7,-3.06,,13.0,5.0,,11.0,2.0,,8,6,,69.4,65.6,,,25.2,55.9,0.451,7.52,21.7,0.346,11.5,16.9,0.679,10.7,36.0,14.0,6.36,3.85,15.0,15.6
54,Colorado,27,7,20,0.259,-4.14,7.33,,3.0,13.0,,6.0,9.0,,1,10,,69.1,80.1,,,24.5,58.4,0.42,5.7,18.5,0.308,14.4,22.1,0.651,13.1,37.0,13.3,6.85,4.33,17.5,21.2
55,Colorado State,30,17,13,0.567,4.09,3.71,,6.0,10.0,,10.0,4.0,,5,7,,72.6,71.0,,40.3,25.6,52.4,0.488,5.43,14.6,0.372,16.0,22.4,0.712,11.1,35.2,13.8,7.17,4.57,17.5,20.5
56,Columbia,28,16,12,0.571,-6.36,-5.27,,7.0,7.0,,10.0,4.0,,5,8,,65.8,63.9,,40.0,23.0,50.2,0.459,7.14,17.8,0.402,12.6,17.1,0.736,10.0,32.6,13.5,5.46,1.5,14.6,19.7
57,Connecticut,31,17,14,0.548,13.22,6.09,,6.0,10.0,,15.0,5.0,,2,8,,70.4,62.5,,40.2,24.5,58.0,0.423,4.74,14.8,0.321,16.6,26.4,0.628,16.2,42.3,12.9,7.74,8.52,15.0,17.5
58,Coppin State,32,12,20,0.375,-15.2,-5.17,,9.0,9.0,,7.0,3.0,,3,16,,61.6,70.5,,40.2,21.8,54.8,0.397,5.16,17.8,0.29,13.0,20.0,0.649,11.3,31.1,9.5,6.47,2.09,13.8,19.1
59,Cornell,28,16,12,0.571,-4.63,-5.4,,9.0,5.0,,8.0,5.0,,7,7,,66.3,64.0,,40.2,22.9,49.0,0.468,7.07,17.9,0.396,13.4,17.9,0.75,8.71,31.5,13.1,5.75,3.18,14.8,17.3
60,Creighton NCAA,33,22,11,0.667,12.57,6.24,,13.0,5.0,,12.0,2.0,,5,8,,67.3,60.9,,40.2,22.4,50.4,0.445,6.21,18.4,0.338,16.2,21.5,0.754,10.3,32.7,13.4,6.36,2.52,12.6,16.7
61,Dartmouth,27,9,18,0.333,-13.09,-4.75,,4.0,10.0,,6.0,7.0,,3,11,,58.9,67.3,,40.2,22.2,53.1,0.418,4.33,14.7,0.294,10.2,14.6,0.702,9.26,29.2,11.3,6.52,3.41,13.1,20.3
62,Davidson NCAA,34,29,5,0.853,8.31,-2.26,,17.0,1.0,,13.0,1.0,,10,3,,81.3,68.7,,40.0,28.5,63.4,0.449,9.65,26.1,0.369,14.7,19.5,0.753,13.7,40.5,16.4,8.0,2.68,14.6,17.7
63,Dayton,31,19,12,0.613,2.75,1.97,,8.0,8.0,,15.0,2.0,,2,9,,66.9,66.2,,40.3,23.8,53.4,0.446,6.32,16.6,0.381,13.1,18.8,0.695,11.3,33.0,12.4,4.71,2.9,14.1,19.5
64,Delaware,31,5,26,0.161,-11.41,-2.06,,3.0,15.0,,3.0,11.0,,1,13,,60.5,69.8,,40.0,20.6,51.0,0.404,6.26,19.0,0.329,13.0,18.1,0.718,8.81,28.7,10.8,5.45,2.42,12.9,18.5
65,Delaware State,34,21,13,0.618,-6.7,-6.58,,16.0,2.0,,8.0,1.0,,10,10,,59.7,58.8,,,20.9,47.8,0.438,6.38,19.0,0.336,11.5,15.5,0.74,10.8,27.7,11.7,6.03,2.79,12.1,15.9
66,Denver,29,4,25,0.138,-18.16,-5.89,,3.0,15.0,,4.0,10.0,,0,15,,64.0,75.7,,40.0,21.6,54.2,0.399,7.28,20.7,0.352,13.4,18.6,0.722,9.52,32.4,12.0,4.83,1.41,15.0,17.1
67,DePaul,34,20,14,0.588,12.44,8.53,,9.0,7.0,,14.0,2.0,,5,9,,67.6,63.3,,,25.4,55.4,0.458,6.41,18.6,0.345,10.5,15.8,0.664,10.7,35.4,14.2,5.88,4.53,11.7,16.3
68,Detroit Mercy,30,11,19,0.367,-1.96,1.01,,6.0,10.0,,6.0,6.0,,4,13,,63.8,66.7,,40.5,23.4,53.3,0.44,6.03,18.5,0.327,10.9,16.7,0.652,11.3,33.2,12.7,5.7,2.3,12.7,17.8
69,Drake,32,17,15,0.531,3.64,4.58,,6.0,12.0,,11.0,4.0,,2,8,,74.9,74.2,,40.3,25.6,56.9,0.45,6.06,18.4,0.329,17.6,24.8,0.71,13.9,36.4,15.3,7.94,2.84,13.8,17.7
70,Drexel,32,23,9,0.719,5.43,0.52,,13.0,5.0,,9.0,4.0,,13,5,,66.5,60.6,,,22.7,51.4,0.441,5.63,17.0,0.331,15.5,22.6,0.686,10.8,33.8,12.4,8.34,4.97,13.8,18.2
71,Duke NCAA,33,22,11,0.667,18.85,10.49,,8.0,8.0,,15.0,4.0,,5,4,,70.4,62.0,,40.5,24.9,53.2,0.469,6.0,15.8,0.381,14.6,21.2,0.689,11.5,35.3,13.1,7.3,4.76,15.4,17.5
72,Duquesne,29,10,19,0.345,-5.67,0.5,,6.0,10.0,,5.0,9.0,,5,9,,78.3,84.5,,40.3,27.8,63.2,0.439,8.24,24.9,0.331,14.6,19.6,0.743,13.5,32.4,16.0,7.48,3.52,14.9,19.5
73,East Carolina,30,6,24,0.2,-10.37,1.15,,1.0,15.0,,5.0,9.0,,1,14,,59.3,67.5,,40.2,21.2,53.3,0.397,6.4,20.1,0.319,10.6,18.3,0.578,11.0,34.2,12.3,6.13,2.73,14.0,18.5
74,East Tennessee State,34,24,10,0.706,-2.37,-5.44,,16.0,2.0,,15.0,2.0,,8,7,,73.1,67.3,,40.7,26.6,58.4,0.456,6.15,17.7,0.347,13.7,19.1,0.721,11.3,36.5,15.9,9.94,4.65,16.8,20.0
75,Eastern Illinois,30,10,20,0.333,-13.01,-7.12,,6.0,14.0,,7.0,7.0,,3,11,,61.1,66.3,,40.2,21.6,52.9,0.408,4.63,14.4,0.322,13.2,18.2,0.726,11.2,34.3,11.9,5.57,1.93,13.9,18.9
76,Eastern Kentucky NCAA,33,21,12,0.636,-4.19,-5.28,,13.0,7.0,,11.0,3.0,,8,8,,65.2,63.3,,40.5,23.7,51.2,0.462,8.0,23.0,0.348,9.79,14.4,0.68,8.48,28.2,14.5,7.97,2.55,13.5,13.6
77,Eastern Michigan,32,13,19,0.406,-6.83,-0.63,,6.0,10.0,,9.0,6.0,,3,9,,63.7,69.0,,40.2,21.8,52.0,0.42,7.53,21.0,0.359,12.5,18.2,0.686,11.1,32.8,11.7,6.88,1.84,17.8,19.8
78,Eastern Washington,29,15,14,0.517,-4.15,-2.94,,8.0,8.0,,10.0,3.0,,5,11,,84.2,82.6,,40.0,29.2,58.9,0.495,6.55,19.4,0.337,19.3,26.3,0.736,11.2,34.8,17.7,7.14,3.1,15.4,19.3
79,Elon,30,7,23,0.233,-11.23,-1.48,,5.0,13.0,,3.0,9.0,,3,12,,62.5,70.4,,40.2,22.8,54.7,0.417,5.97,18.0,0.331,10.9,16.1,0.677,10.7,33.4,11.1,6.27,2.7,14.5,19.2
80,Evansville,31,14,17,0.452,5.13,4.55,,6.0,12.0,,10.0,5.0,,4,11,,68.7,68.2,,40.2,22.7,49.6,0.457,7.35,18.5,0.398,16.0,21.9,0.733,8.55,30.9,13.8,4.77,2.55,12.9,19.3
81,Fairfield,32,13,19,0.406,-4.49,-2.0,,10.0,8.0,,7.0,8.0,,5,10,,62.4,64.7,,40.9,21.2,51.6,0.41,5.72,17.6,0.326,14.3,20.3,0.708,13.5,32.0,12.8,6.97,3.09,14.8,19.2
82,FDU,30,14,16,0.467,-9.71,-6.67,,9.0,9.0,,6.0,7.0,,7,9,,73.1,75.1,,40.5,26.1,60.9,0.429,6.5,20.1,0.323,14.3,20.6,0.695,13.0,35.8,13.0,6.33,3.4,13.3,17.7
83,Florida NCAA,40,35,5,0.875,23.82,7.34,,13.0,3.0,,18.0,0.0,,5,4,,79.8,62.6,,,28.1,53.5,0.526,7.42,18.2,0.409,16.1,23.4,0.69,11.2,37.6,15.3,6.65,4.85,14.1,15.7
84,Florida A&M NCAA,35,21,14,0.6,-9.73,-7.49,,12.0,6.0,,11.0,2.0,,6,9,,70.5,70.5,,,24.2,53.7,0.45,5.97,16.6,0.36,16.2,24.4,0.662,,36.9,13.6,7.0,1.8,17.8,18.5
85,Florida Atlantic,31,16,15,0.516,-10.24,-4.34,,10.0,8.0,,11.0,2.0,,5,12,,74.9,78.0,,40.3,26.9,55.0,0.489,6.16,16.7,0.368,14.9,21.5,0.694,9.32,33.0,15.3,6.71,1.94,15.4,20.3
86,Florida International,29,12,17,0.414,-13.0,-5.77,,7.0,11.0,,9.0,4.0,,3,13,,66.2,71.6,,40.2,23.5,55.9,0.42,6.28,19.1,0.329,13.0,19.8,0.655,11.6,34.1,11.7,6.79,2.55,15.3,18.7
87,Florida State,35,22,13,0.629,14.14,8.63,,7.0,9.0,,17.0,4.0,,4,9,,74.5,69.0,,40.1,26.7,55.6,0.481,6.77,17.8,0.38,14.2,18.8,0.758,10.7,31.5,12.4,7.89,3.31,14.7,17.9
88,Fordham,30,18,12,0.6,1.21,-0.1,,10.0,6.0,,11.0,3.0,,6,6,,65.5,64.2,,40.2,22.6,51.9,0.436,6.27,17.5,0.357,13.9,20.8,0.67,10.7,31.6,13.6,7.33,4.1,14.2,19.3
89,Fresno State,32,22,10,0.688,4.47,-0.14,,10.0,6.0,,15.0,3.0,,7,6,,71.3,66.2,,40.3,23.9,57.4,0.417,9.47,27.5,0.344,14.0,21.6,0.648,10.0,38.4,14.4,5.75,6.44,13.5,16.2
90,Furman,31,15,16,0.484,-4.82,-2.68,,8.0,10.0,,9.0,5.0,,5,10,,67.8,68.6,,,24.0,54.1,0.443,7.71,20.6,0.374,12.2,16.6,0.731,10.2,32.4,14.3,6.61,2.1,14.8,18.7
91,Gardner-Webb,30,9,21,0.3,-13.11,-0.95,,7.0,11.0,,7.0,5.0,,2,14,,63.4,72.1,,40.2,22.8,55.1,0.414,8.07,23.3,0.346,9.73,15.4,0.633,10.8,32.0,13.5,7.23,3.0,16.1,19.2
92,George Mason,33,18,15,0.545,4.16,-0.05,,9.0,9.0,,7.0,7.0,,8,8,,63.3,59.1,,40.2,23.9,51.8,0.463,5.79,16.9,0.342,9.67,15.0,0.643,9.91,32.6,14.0,5.91,2.58,12.3,14.9
93,George Washington NCAA,32,23,9,0.719,5.61,0.64,,11.0,5.0,,13.0,1.0,,6,5,,70.2,64.6,,40.0,25.8,56.2,0.458,5.34,14.5,0.368,13.4,19.1,0.7,12.2,34.1,14.4,9.13,4.44,13.9,18.8
94,Georgetown NCAA,37,30,7,0.811,19.62,9.48,,13.0,3.0,,14.0,3.0,,9,3,,69.1,58.0,,40.1,24.9,49.4,0.505,6.35,17.2,0.37,12.8,18.0,0.711,11.1,33.8,14.7,5.19,5.11,13.4,16.5
95,Georgia,33,19,14,0.576,13.47,8.38,,8.0,8.0,,15.0,4.0,,3,9,,75.1,69.1,,40.2,27.8,60.3,0.462,7.97,20.9,0.381,11.5,17.2,0.667,14.0,37.9,14.7,8.88,4.52,15.7,17.4
96,Georgia Southern,31,15,16,0.484,-6.9,-2.71,,7.0,11.0,,7.0,5.0,,5,10,,69.2,68.3,,40.2,26.3,58.1,0.453,4.9,13.9,0.353,11.6,19.1,0.607,12.8,37.4,14.0,6.87,3.32,16.5,19.8
97,Georgia State,31,11,20,0.355,-8.14,-0.14,,5.0,13.0,,7.0,8.0,,3,12,,64.3,71.8,,40.5,22.1,51.5,0.429,5.81,16.0,0.364,14.3,21.8,0.656,10.8,33.8,10.9,5.71,3.16,15.8,16.6
98,Georgia Tech NCAA,32,20,12,0.625,17.17,9.36,,8.0,8.0,,17.0,1.0,,1,8,,78.6,69.4,,40.3,29.2,59.7,0.49,6.28,16.9,0.372,13.9,20.4,0.681,13.9,36.4,15.3,9.88,3.56,15.7,20.8
99,Gonzaga NCAA,34,23,11,0.676,12.15,3.77,,11.0,3.0,,12.0,2.0,,6,5,,78.5,70.1,,40.6,27.4,56.8,0.483,6.76,17.1,0.395,16.8,22.4,0.751,10.4,37.4,14.5,6.24,3.62,13.9,19.2
100,Grambling,26,12,14,0.462,-19.99,-13.28,,10.0,8.0,,9.0,2.0,,3,11,,64.2,70.2,,40.2,22.9,57.3,0.4,4.92,16.1,0.305,13.5,20.3,0.666,12.8,36.8,10.5,6.0,3.0,16.8,19.6
101,Green Bay,33,18,15,0.545,-0.52,-0.86,,7.0,9.0,,11.0,5.0,,6,10,,67.6,65.8,,40.0,22.6,52.4,0.431,6.36,16.6,0.383,16.1,21.1,0.76,10.0,33.0,11.2,5.21,2.61,11.7,16.6
102,Hampton,31,15,16,0.484,-10.1,-8.9,,10.0,8.0,,6.0,6.0,,7,8,,68.2,68.6,,40.8,23.0,54.3,0.423,6.48,21.4,0.303,15.7,23.8,0.662,13.8,36.0,11.8,9.19,3.26,20.5,23.2
103,Hartford,31,13,18,0.419,-8.79,-5.44,,6.0,10.0,,7.0,5.0,,5,12,,62.1,65.5,,40.5,21.3,52.0,0.409,6.65,22.7,0.292,12.9,19.1,0.675,9.71,29.8,11.2,8.48,1.23,12.5,19.3
104,Harvard,28,12,16,0.429,-9.67,-4.56,,5.0,9.0,,6.0,7.0,,6,9,,72.3,77.4,,40.9,24.9,56.1,0.443,4.79,15.0,0.318,17.8,23.4,0.759,11.7,32.6,11.3,6.86,2.89,16.1,16.8
105,Hawaii,31,18,13,0.581,6.99,1.09,,8.0,8.0,,13.0,3.0,,3,8,,72.4,66.5,,,26.2,57.2,0.459,5.35,15.6,0.343,14.6,20.0,0.729,12.9,38.1,17.4,6.48,4.97,17.4,18.7
106,High Point,32,22,10,0.688,-1.37,-4.99,,11.0,3.0,,15.0,1.0,,6,7,,75.2,68.8,,40.2,27.8,59.7,0.465,6.56,19.0,0.345,13.1,19.3,0.679,12.8,36.8,16.6,6.88,3.44,15.5,19.4
107,Hofstra,32,22,10,0.688,2.53,-0.6,,14.0,4.0,,11.0,1.0,,10,7,,73.1,69.8,,,25.0,55.0,0.454,8.0,19.4,0.412,15.2,21.8,0.696,11.3,33.1,11.8,5.81,2.31,11.5,19.1
