Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
293,Weber State,27,14,13,0.519,-0.19,-1.1,12.0,4.0,9,2,4,9,72.5,71.3,40.2,26.0,58.5,0.444,6.3,18.0,0.35,14.3,20.0,0.712,13.3,36.0,14.3,8.04,1.26,15.2,20.8
294,West Virginia NCAA,33,24,9,0.727,16.24,6.95,11.0,7.0,13,1,4,6,80.2,69.2,40.2,31.1,67.5,0.461,5.18,15.6,0.332,12.8,20.8,0.613,16.8,40.2,15.8,12.3,3.52,13.5,18.6
295,Western Carolina,27,12,15,0.444,-10.7,-6.36,6.0,9.0,8,4,3,9,72.1,73.3,,26.7,62.8,0.426,5.56,17.3,0.321,13.0,18.2,0.715,12.6,35.6,15.7,8.0,1.67,14.0,17.4
296,Western Illinois,27,16,11,0.593,-8.13,-6.69,11.0,5.0,11,1,4,8,71.0,70.2,,25.1,57.9,0.434,6.44,16.7,0.385,14.3,21.3,0.672,14.2,37.1,15.9,7.56,1.78,14.6,19.8
297,Western Kentucky,29,10,19,0.345,-5.28,-1.31,6.0,12.0,6,8,3,10,65.7,69.7,40.5,24.0,56.1,0.428,5.24,15.8,0.333,12.4,19.5,0.638,12.7,34.4,12.4,8.24,3.93,19.4,21.6
298,Western Michigan NCAA,29,21,8,0.724,10.28,1.9,14.0,4.0,11,2,8,4,78.8,70.4,40.2,27.6,58.7,0.47,7.21,17.6,0.409,16.4,22.0,0.746,10.6,32.0,15.3,9.48,2.45,14.7,19.1
299,Wichita State,31,16,15,0.516,0.95,1.89,11.0,7.0,10,5,5,6,63.5,64.5,40.6,21.4,56.2,0.381,6.16,21.1,0.292,14.6,23.4,0.626,12.9,35.8,12.4,8.23,1.94,14.4,23.1
300,William & Mary,27,20,7,0.741,3.31,-4.0,13.0,3.0,12,1,7,5,69.9,61.8,,24.2,55.3,0.438,6.93,19.5,0.356,14.6,22.3,0.653,11.4,36.2,14.6,7.96,4.52,13.9,17.4
301,Winthrop,27,7,20,0.259,-20.09,-8.59,4.0,8.0,4,9,3,10,63.4,70.8,,23.0,59.0,0.39,5.74,20.4,0.282,11.6,18.8,0.618,13.7,35.3,13.2,8.07,2.96,15.3,19.0
302,Wisconsin,31,12,19,0.387,7.19,9.22,3.0,13.0,7,8,2,9,60.5,62.6,,20.8,50.9,0.408,4.19,14.1,0.297,14.8,21.0,0.704,10.2,32.1,11.2,6.1,3.06,13.9,20.7
303,Wofford,27,9,18,0.333,-16.06,-4.85,6.0,8.0,8,3,1,15,64.7,70.1,,23.6,60.0,0.394,6.19,20.9,0.297,11.2,17.7,0.634,13.6,35.7,12.6,6.78,2.89,17.7,19.7
304,Wright State,28,10,18,0.357,-4.35,1.51,3.0,11.0,6,7,3,10,67.2,71.8,,24.2,56.0,0.432,3.82,12.4,0.309,14.9,22.6,0.661,12.6,35.9,11.9,7.39,2.54,18.9,19.7
305,Wyoming,28,19,9,0.679,5.53,1.57,9.0,5.0,13,2,4,6,63.8,59.1,40.5,19.9,47.7,0.418,5.61,16.3,0.345,18.3,25.5,0.719,10.0,33.9,11.0,5.61,2.43,13.2,19.8
306,Xavier NCAA,30,22,8,0.733,19.46,4.76,11.0,5.0,14,1,5,5,83.5,68.8,40.2,28.3,58.4,0.484,5.67,16.2,0.349,21.3,28.9,0.738,14.6,36.8,16.5,11.8,2.67,17.0,21.8
307,Yale,26,12,14,0.462,-9.71,-6.79,7.0,7.0,7,5,3,8,65.1,67.0,41.2,21.3,49.2,0.433,5.77,17.7,0.327,16.7,22.8,0.735,8.96,32.5,12.0,8.27,1.81,17.7,18.7
308,Youngstown State,29,20,9,0.69,-1.92,-7.66,11.0,5.0,10,3,7,5,72.3,64.6,,26.0,59.1,0.44,6.86,19.2,0.357,13.5,20.2,0.667,15.1,39.3,14.6,6.07,3.59,14.6,17.1
