Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
27,Butler,29,16,13,0.552,1.53,-0.01,,6.0,4.0,,11,3,,5,8,,2167,2104,,,,0.499,0.217,0.544,53.4,52.6,,3.5,0.497,19.8,,0.352
28,Cal State Fullerton,27,8,19,0.296,-5.45,0.15,,6.0,12.0,,4,9,,4,9,,1943,2055,,,,0.452,0.268,0.518,50.2,51.9,,6.4,0.482,19.6,,0.293
29,Cal State Northridge,26,8,18,0.308,-10.71,-1.19,,,,,4,5,,3,10,,1897,2124,,,,0.386,0.219,0.526,45.5,56.0,,4.0,0.483,20.1,,0.278
30,California NCAA,30,22,8,0.733,14.29,7.19,,13.0,5.0,,13,2,,7,5,,2358,2145,,,,0.424,0.293,0.548,49.9,63.2,,9.4,0.516,16.9,,0.284
31,Campbell,29,20,9,0.69,-4.98,-8.69,,13.0,5.0,,12,0,,6,7,,2101,1928,,,,0.356,0.316,0.528,50.4,64.6,,6.3,0.502,17.9,,0.23
32,Canisius,29,22,7,0.759,2.71,-3.67,,12.0,2.0,,13,0,,6,6,,2305,2120,,,,0.376,0.325,0.567,49.9,65.7,,6.4,0.537,19.0,,0.264
33,Centenary (LA),28,16,12,0.571,-5.43,-7.78,,8.0,8.0,,11,2,,3,10,,2283,2155,,,,0.365,0.343,0.525,48.0,53.8,,8.4,0.499,16.3,,0.234
34,Central Connecticut State,26,4,22,0.154,-29.34,-8.26,,0.0,5.0,,4,7,,0,14,,1929,2350,,,,0.326,0.367,0.483,46.7,57.4,,5.6,0.453,23.0,,0.209
35,Central Michigan,26,5,21,0.192,-12.82,-0.46,,4.0,14.0,,3,10,,2,9,,1494,1807,,,,0.341,0.209,0.468,48.2,56.3,,7.9,0.441,21.3,,0.206
36,Charleston Southern,27,9,18,0.333,-11.41,-6.99,,7.0,11.0,,5,10,,4,8,,2250,2297,,,,0.299,0.263,0.512,49.4,45.3,,4.2,0.484,17.8,,0.203
37,Charlotte,29,16,13,0.552,8.18,5.9,,7.0,5.0,,10,2,,4,10,,2018,1956,,,,0.381,0.278,0.5,50.6,59.9,,12.4,0.461,16.9,,0.26
38,Chattanooga NCAA,30,23,7,0.767,2.02,-1.73,,14.0,4.0,,14,0,,6,6,,2451,2309,,,,0.459,0.342,0.577,49.2,55.4,,5.8,0.538,16.8,,0.328
39,Chicago State,27,4,23,0.148,-21.85,-3.27,,2.0,3.0,,3,8,,1,14,,2116,2587,,,,0.322,0.307,0.512,41.5,42.2,,3.7,0.482,17.6,,0.217
40,Cincinnati NCAA,32,22,10,0.688,15.31,6.18,,7.0,5.0,,18,2,,4,6,,2485,2193,,,,0.37,0.344,0.525,54.4,50.1,,6.7,0.491,16.8,,0.253
41,Clemson,34,18,16,0.529,9.21,6.86,,6.0,10.0,,11,4,,4,9,,2557,2477,,,,0.387,0.352,0.544,52.8,60.8,,10.4,0.519,19.5,,0.251
42,Cleveland State,29,14,15,0.483,-4.82,-1.82,,9.0,9.0,,8,6,,5,7,,2089,2166,,,,0.387,0.197,0.493,50.9,53.1,,5.7,0.459,19.8,,0.248
43,Coastal Carolina,26,15,11,0.577,-8.51,-7.34,,10.0,8.0,,7,3,,7,7,,1984,1967,,,,0.346,0.362,0.542,48.7,49.8,,7.0,0.511,12.9,,0.242
44,Colgate,29,17,12,0.586,-6.31,-9.66,,9.0,5.0,,7,2,,7,9,,2360,2263,,,,0.365,0.326,0.551,48.3,49.8,,8.8,0.507,15.3,,0.28
45,College of Charleston NCAA,28,24,4,0.857,4.61,-5.69,,14.0,2.0,,16,0,,8,3,,2147,1833,,,,0.426,0.245,0.567,50.4,55.8,,8.0,0.544,16.5,,0.276
46,Colorado,27,10,17,0.37,0.06,5.32,,2.0,12.0,,10,6,,0,10,,1991,2134,,,,0.439,0.182,0.495,49.8,57.9,,12.3,0.453,18.6,,0.289
47,Colorado State,28,15,13,0.536,4.54,2.04,,8.0,10.0,,12,3,,3,9,,2153,2007,,,,0.378,0.333,0.541,48.0,61.4,,8.4,0.502,15.2,,0.272
48,Columbia,26,6,20,0.231,-19.13,-7.29,,4.0,10.0,,4,5,,1,12,,1555,1836,,,,0.394,0.154,0.475,48.3,59.4,,10.3,0.432,23.4,,0.264
49,Connecticut NCAA,34,29,5,0.853,22.58,6.26,,16.0,2.0,,15,0,,9,2,,2888,2333,,,,0.398,0.246,0.575,54.1,60.1,,14.0,0.541,17.3,,0.287
50,Coppin State,30,22,8,0.733,2.92,-7.04,,16.0,0.0,,11,0,,10,7,,2275,1924,,,,0.362,0.357,0.542,49.7,53.4,,12.8,0.503,16.8,,0.262
51,Cornell,26,8,18,0.308,-15.18,-4.77,,3.0,11.0,,5,6,,2,12,,1716,1890,,,,0.304,0.281,0.492,50.2,56.4,,4.6,0.463,20.1,,0.2
52,Creighton,29,7,22,0.241,-9.79,-0.05,,3.0,15.0,,6,8,,0,13,,1898,2151,,,,0.394,0.272,0.479,49.1,65.6,,5.9,0.439,20.9,,0.259
53,Dartmouth,26,10,16,0.385,-13.31,-7.11,,6.0,8.0,,7,5,,3,10,,1730,1853,,,,0.351,0.233,0.516,48.9,61.0,,7.4,0.483,20.6,,0.238
54,Davidson,30,22,8,0.733,1.48,-2.88,,13.0,5.0,,12,1,,7,6,,2294,2113,,,,0.426,0.286,0.577,53.6,52.3,,5.8,0.534,19.4,,0.32
55,Dayton,27,6,21,0.222,-3.35,4.46,,1.0,11.0,,6,10,,0,10,,1947,2129,,,,0.311,0.419,0.51,46.4,57.2,,3.1,0.486,19.2,,0.197
56,Delaware,27,14,13,0.519,-5.64,-6.2,,7.0,7.0,,10,3,,2,10,,1967,1906,,,,0.302,0.264,0.529,52.2,52.8,,4.7,0.503,19.0,,0.203
57,Delaware State,27,8,19,0.296,-19.99,-8.67,,5.0,11.0,,4,6,,4,9,,1929,2190,,,,0.422,0.303,0.47,49.0,49.6,,6.1,0.443,21.5,,0.244
58,DePaul,28,16,12,0.571,11.11,5.86,,4.0,8.0,,10,5,,6,7,,2194,2047,,,,0.434,0.242,0.543,54.8,56.9,,7.4,0.501,19.1,,0.308
59,Detroit Mercy,29,16,13,0.552,-0.05,1.79,,5.0,5.0,,9,3,,2,8,,2070,2109,,,,0.458,0.272,0.515,53.8,50.8,,9.8,0.485,19.8,,0.284
60,Drake,27,11,16,0.407,-2.17,0.52,,6.0,12.0,,6,6,,3,9,,2081,2125,,,,0.38,0.306,0.522,48.4,50.2,,6.9,0.489,18.2,,0.256
61,Drexel NCAA,30,25,5,0.833,3.27,-6.21,,12.0,2.0,,12,1,,10,3,,2295,1968,,,,0.442,0.306,0.534,52.7,63.0,,4.8,0.506,14.6,,0.279
62,Duke NCAA,34,28,6,0.824,19.29,9.0,,12.0,4.0,,14,2,,8,2,,2639,2289,,,,0.408,0.241,0.566,50.6,55.7,,12.5,0.53,17.1,,0.29
63,Duquesne,30,17,13,0.567,5.7,5.7,,8.0,8.0,,12,3,,4,8,,2159,2159,,,,0.481,0.253,0.519,47.1,54.5,,11.4,0.489,17.3,,0.298
64,East Carolina,27,15,12,0.556,0.08,-3.7,,7.0,7.0,,9,2,,3,10,,1992,1890,,,,0.33,0.288,0.515,51.8,56.6,,7.0,0.485,16.0,,0.222
65,East Tennessee State,30,16,14,0.533,-0.74,-1.49,,13.0,5.0,,10,3,,5,6,,2512,2430,,,,0.375,0.298,0.507,49.7,39.6,,6.0,0.485,16.8,,0.224
66,Eastern Illinois,27,12,15,0.444,-9.69,-4.23,,7.0,11.0,,6,7,,6,7,,1852,1971,,,,0.399,0.242,0.499,50.9,53.7,,5.7,0.463,19.2,,0.26
67,Eastern Kentucky,27,13,14,0.481,-3.79,-3.75,,9.0,7.0,,9,2,,4,9,,2223,2153,,,,0.337,0.282,0.541,45.8,47.7,,5.4,0.504,15.7,,0.247
68,Eastern Michigan,27,15,12,0.556,-1.69,-0.61,,10.0,8.0,,9,2,,5,9,,2065,2022,,,,0.363,0.258,0.527,51.1,54.2,,4.0,0.502,16.8,,0.231
69,Eastern Washington,26,5,21,0.192,-15.6,0.4,,0.0,14.0,,5,8,,0,10,,1749,2024,,,,0.371,0.229,0.494,49.3,50.7,,6.0,0.465,20.4,,0.231
70,Evansville,32,21,11,0.656,5.89,-1.55,,6.0,4.0,,14,4,,6,5,,2451,2158,,,,0.429,0.324,0.58,51.4,67.6,,5.4,0.549,18.7,,0.297
71,Fairfield,27,8,19,0.296,-8.33,-2.29,,4.0,10.0,,6,7,,2,11,,1929,2092,,,,0.348,0.268,0.53,48.2,50.8,,8.4,0.505,16.7,,0.225
72,FDU,27,14,13,0.519,-7.45,-5.87,,10.0,8.0,,8,5,,6,7,,1938,1973,,,,0.476,0.275,0.503,52.1,42.8,,6.7,0.474,18.9,,0.286
73,Florida NCAA,37,29,8,0.784,16.19,9.08,,12.0,4.0,,12,1,,8,3,,2777,2514,,,,0.4,0.251,0.538,54.3,53.7,,10.1,0.499,18.6,,0.282
74,Florida A&M,27,4,23,0.148,-21.83,-8.02,,2.0,14.0,,2,7,,1,14,,1718,2064,,,,0.402,0.263,0.439,45.3,38.2,,5.2,0.406,22.3,,0.234
75,Florida Atlantic,27,3,24,0.111,-18.6,-0.48,,,,,2,8,,1,16,,1863,2341,,,,0.329,0.223,0.484,46.6,41.2,,6.0,0.449,19.5,,0.222
76,Florida International,27,11,16,0.407,-7.32,-5.32,,7.0,9.0,,6,8,,5,7,,1855,1909,,,,0.451,0.268,0.502,52.8,58.5,,5.2,0.474,20.1,,0.272
77,Florida State,27,13,14,0.481,9.44,7.29,,6.0,10.0,,10,4,,2,9,,2078,2020,,,,0.349,0.304,0.52,51.5,49.6,,9.4,0.492,17.8,,0.229
78,Fordham,27,12,15,0.444,-10.61,-7.15,,9.0,5.0,,9,3,,3,9,,1922,1990,,,,0.409,0.165,0.529,49.5,52.7,,7.9,0.484,18.4,,0.297
79,Fresno State,32,21,11,0.656,5.34,2.95,,13.0,5.0,,15,2,,5,8,,2412,2308,,,,0.399,0.331,0.58,50.5,69.4,,6.9,0.548,17.7,,0.283
80,Furman,28,10,18,0.357,-8.66,-2.92,,6.0,12.0,,6,7,,3,10,,2014,2174,,,,0.334,0.294,0.529,50.5,58.7,,6.3,0.512,22.2,,0.203
81,George Mason,27,10,17,0.37,-9.91,-4.21,,5.0,9.0,,5,7,,3,9,,2385,2539,,,,0.326,0.294,0.494,50.0,46.1,,6.0,0.468,17.6,,0.205
82,George Washington NCAA,30,18,12,0.6,9.17,6.27,,8.0,8.0,,11,1,,3,9,,2078,1991,,,,0.389,0.309,0.494,49.5,54.1,,9.8,0.459,17.3,,0.252
83,Georgetown NCAA,31,19,12,0.613,17.39,12.05,,10.0,8.0,,12,2,,4,7,,2264,2036,,,,0.476,0.237,0.518,53.2,55.6,,10.3,0.467,19.5,,0.337
84,Georgia,30,14,16,0.467,10.53,7.53,,7.0,9.0,,8,6,,4,5,,2396,2306,,,,0.388,0.244,0.537,52.6,53.9,,9.4,0.519,19.9,,0.234
85,Georgia Southern,28,14,14,0.5,-4.73,-3.27,,9.0,9.0,,10,3,,3,8,,2111,2101,,,,0.265,0.277,0.496,48.4,43.4,,4.4,0.473,16.1,,0.17
86,Georgia State,27,13,14,0.481,-7.18,-7.72,,9.0,7.0,,8,4,,4,8,,1990,1949,,,,0.455,0.141,0.503,50.3,54.2,,8.3,0.471,19.8,,0.28
87,Georgia Tech,29,16,13,0.552,11.52,9.1,,7.0,9.0,,10,3,,3,8,,2200,2130,,,,0.319,0.293,0.533,48.9,62.1,,6.9,0.502,16.9,,0.223
88,Gonzaga,30,22,8,0.733,7.8,0.05,,12.0,2.0,,14,0,,6,5,,2449,2141,,,,0.425,0.262,0.581,52.1,49.3,,4.7,0.544,15.6,,0.307
89,Grambling,27,9,18,0.333,-20.65,-10.34,,4.0,10.0,,7,5,,1,10,,2186,2341,,,,0.342,0.152,0.503,48.6,55.0,,3.8,0.474,18.1,,0.22
90,Green Bay NCAA,34,27,7,0.794,9.47,-1.89,,15.0,3.0,,11,1,,9,3,,2258,1872,,,,0.361,0.236,0.573,51.2,70.8,,6.8,0.534,18.2,,0.275
91,Hartford,28,16,12,0.571,-2.57,-4.82,,9.0,5.0,,8,2,,7,9,,2139,2076,,,,0.421,0.196,0.504,51.8,47.4,,8.0,0.457,17.9,,0.295
92,Harvard,26,9,17,0.346,-12.48,-8.8,,5.0,9.0,,6,6,,3,10,,1769,1857,,,,0.343,0.265,0.494,52.8,58.3,,5.6,0.464,20.8,,0.221
93,Hawaii NCAA,33,18,15,0.545,1.58,4.1,,11.0,7.0,,11,5,,4,6,,2377,2460,,,,0.324,0.277,0.514,48.6,60.0,,8.9,0.488,17.3,,0.212
94,Hofstra,29,9,20,0.31,-17.66,-8.69,,1.0,4.0,,5,7,,0,7,,1968,2228,,,,0.484,0.138,0.514,44.4,55.3,,6.2,0.469,20.9,,0.327
95,Holy Cross,28,14,14,0.5,-10.46,-6.39,,9.0,5.0,,8,4,,4,10,,2343,2457,,,,0.488,0.268,0.513,47.3,49.7,,10.2,0.471,15.9,,0.323
96,Houston,27,8,19,0.296,-4.18,1.34,,5.0,9.0,,6,7,,1,9,,2074,2223,,,,0.384,0.264,0.506,48.8,57.9,,5.6,0.464,19.2,,0.269
97,Howard,27,10,17,0.37,-13.44,-9.32,,7.0,9.0,,4,7,,4,8,,1926,2014,,,,0.512,0.23,0.483,51.5,45.5,,14.0,0.45,22.0,,0.302
98,Idaho,28,18,10,0.643,1.43,-1.3,,9.0,5.0,,9,3,,7,5,,2036,1894,,,,0.385,0.254,0.52,55.6,53.0,,10.1,0.493,19.4,,0.244
99,Idaho State,27,18,9,0.667,1.15,-1.31,,10.0,4.0,,10,2,,7,5,,2228,2071,,,,0.524,0.274,0.545,50.4,53.7,,6.0,0.503,17.9,,0.355
100,Illinois NCAA,28,17,11,0.607,19.11,9.9,,10.0,8.0,,15,1,,2,8,,2353,2095,,,,0.421,0.251,0.564,54.7,58.0,,6.7,0.526,15.2,,0.302
101,Illinois State,27,16,11,0.593,4.14,0.69,,12.0,6.0,,11,1,,4,9,,1993,1900,,,,0.44,0.28,0.532,49.3,68.4,,5.0,0.498,18.1,,0.29
102,Illinois-Chicago,29,20,9,0.69,3.42,-3.4,,14.0,4.0,,10,2,,7,6,,2466,2237,,,,0.33,0.31,0.551,47.8,46.4,,7.8,0.518,15.7,,0.239
103,Indiana NCAA,30,21,9,0.7,16.04,12.18,,12.0,6.0,,13,0,,3,8,,2428,2312,,,,0.451,0.233,0.581,51.4,62.9,,9.0,0.537,18.6,,0.338
104,Indiana State,26,4,22,0.154,-11.0,0.35,,3.0,15.0,,4,7,,0,13,,1639,1934,,,,0.445,0.193,0.483,47.9,58.2,,8.3,0.437,20.1,,0.296
105,Iona,27,7,20,0.259,-12.2,-4.5,,3.0,11.0,,5,9,,2,10,,2025,2233,,,,0.409,0.161,0.53,49.7,56.6,,8.6,0.485,19.2,,0.295
106,Iowa,27,11,16,0.407,11.53,9.79,,5.0,13.0,,9,6,,2,10,,2254,2207,,,,0.46,0.291,0.527,53.0,61.1,,6.2,0.492,18.8,,0.301
107,Iowa State,27,14,13,0.519,13.99,6.15,,4.0,10.0,,10,5,,3,6,,2298,2055,,,,0.418,0.256,0.583,52.1,61.3,,8.1,0.54,17.5,,0.317
108,Jackson State,29,19,10,0.655,-3.05,-8.87,,11.0,3.0,,9,1,,5,8,,2352,2128,,,,0.361,0.207,0.526,52.2,55.6,,9.1,0.497,17.2,,0.238
109,Jacksonville,28,17,11,0.607,0.23,-2.52,,11.0,7.0,,10,6,,6,5,,2174,2097,,,,0.422,0.251,0.522,50.5,50.3,,8.6,0.489,16.9,,0.276
110,James Madison NCAA,30,20,10,0.667,2.19,-1.41,,10.0,4.0,,12,1,,4,8,,2498,2390,,,,0.405,0.283,0.588,48.5,50.2,,7.8,0.555,17.8,,0.291
111,Kansas NCAA,35,27,8,0.771,20.7,8.61,,9.0,5.0,,13,3,,6,3,,2817,2392,,,,0.409,0.243,0.541,53.9,61.2,,12.8,0.517,17.8,,0.259
112,Kansas City,29,12,17,0.414,-5.51,-1.23,,,,,9,5,,2,11,,2075,2189,,,,0.438,0.239,0.525,49.0,50.5,,7.5,0.479,18.3,,0.31
113,Kansas State,34,20,14,0.588,8.57,6.51,,4.0,10.0,,13,5,,6,6,,2406,2336,,,,0.345,0.341,0.497,51.9,52.3,,3.1,0.464,19.9,,0.229
114,Kent State,27,13,14,0.481,-2.74,-1.19,,8.0,10.0,,9,3,,4,11,,1792,1834,,,,0.432,0.261,0.525,50.9,59.8,,6.7,0.48,20.3,,0.307
115,Kentucky NCAA,34,27,7,0.794,21.73,9.47,,12.0,4.0,,13,1,,5,4,,2952,2537,,,,0.399,0.39,0.565,49.6,63.1,,13.2,0.536,17.0,,0.272
116,La Salle,27,11,16,0.407,-0.89,2.88,,4.0,6.0,,5,7,,3,6,,1945,2041,,,,0.331,0.382,0.496,46.3,51.8,,5.0,0.464,14.9,,0.22
117,Lafayette,28,9,19,0.321,-14.1,-8.02,,4.0,10.0,,6,5,,2,12,,2127,2265,,,,0.377,0.254,0.511,49.1,48.6,,5.1,0.475,15.2,,0.255
118,Lamar,27,10,17,0.37,-5.03,-0.43,,6.0,12.0,,7,5,,3,11,,2015,2061,,,,0.388,0.308,0.519,49.0,54.0,,2.6,0.48,17.6,,0.271
119,Lehigh,27,10,17,0.37,-15.7,-8.32,,6.0,8.0,,4,7,,6,8,,2094,2274,,,,0.406,0.187,0.537,46.7,53.9,,7.4,0.5,18.2,,0.282
120,Liberty NCAA,30,18,12,0.6,-6.66,-6.95,,12.0,6.0,,10,3,,6,8,,2152,2091,,,,0.383,0.347,0.548,49.5,64.5,,9.1,0.511,19.3,,0.274
121,Little Rock,28,13,15,0.464,-2.26,-3.0,,6.0,12.0,,7,5,,5,10,,2057,2030,,,,0.423,0.257,0.506,52.7,49.4,,6.7,0.462,17.5,,0.293
122,Long Beach State,27,17,10,0.63,0.44,-0.2,,11.0,7.0,,11,2,,5,7,,2167,2094,,,,0.464,0.305,0.564,48.9,56.0,,8.1,0.531,21.3,,0.315
123,Long Island University,27,3,24,0.111,-22.03,-5.62,,2.0,16.0,,1,10,,2,13,,1962,2405,,,,0.424,0.252,0.457,43.2,46.0,,5.9,0.41,17.2,,0.278
124,Louisiana NCAA,30,22,8,0.733,5.34,-1.04,,13.0,5.0,,11,2,,8,5,,2365,2157,,,,0.344,0.309,0.54,44.1,49.9,,7.8,0.505,14.3,,0.246
125,Louisiana State,27,11,16,0.407,7.3,8.56,,5.0,11.0,,8,7,,2,7,,2161,2195,,,,0.36,0.312,0.51,48.9,47.8,,5.8,0.48,17.0,,0.235
126,Louisiana Tech,27,2,25,0.074,-19.29,-0.03,,0.0,18.0,,2,10,,0,13,,1637,2113,,,,0.319,0.169,0.437,49.6,43.7,,3.8,0.406,22.4,,0.194
127,Louisiana-Monroe,28,19,9,0.679,-3.13,-6.75,,15.0,3.0,,10,4,,8,3,,2295,2192,,,,0.304,0.352,0.559,49.3,55.0,,5.6,0.537,16.9,,0.205
128,Louisville NCAA,34,28,6,0.824,18.77,7.41,,10.0,2.0,,13,1,,9,3,,2727,2339,,,,0.388,0.298,0.562,51.1,56.5,,11.2,0.543,17.4,,0.247
129,Loyola (IL),27,8,19,0.296,-8.09,0.41,,1.0,9.0,,4,8,,4,11,,1848,2038,,,,0.336,0.24,0.501,46.0,56.5,,6.8,0.483,19.4,,0.197
130,Loyola (MD) NCAA,30,17,13,0.567,-3.14,-3.07,,6.0,8.0,,8,5,,6,7,,2359,2361,,,,0.443,0.284,0.529,50.2,57.6,,3.7,0.488,19.5,,0.305
131,Loyola Marymount,27,6,21,0.222,-9.09,1.91,,4.0,10.0,,4,10,,2,10,,2132,2429,,,,0.416,0.304,0.539,46.1,53.5,,7.6,0.5,22.8,,0.29
132,Maine,29,20,9,0.69,-1.44,-6.82,,11.0,3.0,,9,4,,8,4,,2414,2258,,,,0.362,0.182,0.509,52.4,52.1,,7.8,0.481,17.6,,0.232
133,Manhattan,30,19,11,0.633,5.44,-3.23,,10.0,4.0,,9,2,,8,6,,2262,2002,,,,0.366,0.261,0.539,54.3,52.6,,8.5,0.507,19.5,,0.252
134,Marist,27,14,13,0.519,-7.37,-8.18,,10.0,8.0,,8,4,,5,7,,2112,2090,,,,0.45,0.28,0.532,52.2,49.4,,7.7,0.482,17.5,,0.328
135,Marquette NCAA,33,24,9,0.727,15.63,8.01,,10.0,2.0,,13,3,,8,4,,2298,2040,,,,0.371,0.289,0.537,51.9,70.8,,13.8,0.507,16.8,,0.251
136,Marshall,27,9,18,0.333,-12.12,-2.04,,7.0,11.0,,8,4,,1,12,,1990,2219,,,,0.333,0.287,0.517,49.2,39.3,,6.3,0.487,22.9,,0.223
137,Maryland NCAA,30,18,12,0.6,14.13,7.4,,8.0,8.0,,10,3,,3,5,,2399,2197,,,,0.403,0.211,0.53,51.0,57.8,,13.3,0.494,19.1,,0.275
138,Maryland-Baltimore County,27,6,21,0.222,-13.33,-5.6,,5.0,13.0,,5,8,,1,11,,1969,2151,,,,0.384,0.264,0.499,49.5,50.6,,9.8,0.466,19.1,,0.249
139,Maryland-Eastern Shore,28,16,12,0.571,-12.67,-11.31,,10.0,6.0,,10,3,,5,8,,2050,2018,,,,0.376,0.22,0.517,48.2,45.9,,7.2,0.488,17.8,,0.242
140,Massachusetts NCAA,35,28,7,0.8,16.69,6.21,,14.0,2.0,,14,0,,8,4,,2674,2307,,,,0.443,0.228,0.513,52.6,56.8,,13.2,0.481,16.8,,0.28
141,McNeese State,27,11,16,0.407,-8.62,-5.5,,9.0,9.0,,8,4,,3,11,,1903,1922,,,,0.317,0.315,0.499,53.8,52.3,,8.9,0.476,18.4,,0.197
142,Memphis,29,13,16,0.448,5.49,5.93,,4.0,8.0,,10,6,,1,10,,2092,2105,,,,0.315,0.248,0.507,51.4,59.2,,15.7,0.475,20.2,,0.216
143,Mercer,29,5,24,0.172,-15.6,-1.53,,3.0,13.0,,4,8,,1,15,,1893,2256,,,,0.411,0.265,0.494,48.4,49.0,,7.7,0.451,20.6,,0.279
144,Miami (FL),27,7,20,0.259,-1.83,6.29,,0.0,18.0,,5,10,,2,9,,1690,1909,,,,0.31,0.281,0.484,50.9,64.7,,12.2,0.464,23.3,,0.181
