Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
16,Auburn,31,15,16,0.484,2.52,3.84,5.0,11.0,14,3,1,10,62.6,64.0,40.5,21.8,53.3,0.409,6.55,18.8,0.348,13.9,20.2,0.686,11.5,35.3,12.3,7.13,3.87,14.2,17.7
17,Austin Peay,32,12,20,0.375,-4.86,-0.66,8.0,8.0,8,5,4,12,69.3,72.6,40.3,26.2,56.4,0.465,6.69,17.9,0.374,13.5,19.7,0.687,12.2,35.3,13.7,7.0,3.16,14.9,20.2
18,Ball State,30,15,15,0.5,-2.93,-4.45,6.0,10.0,10,5,5,9,63.4,60.7,40.0,21.2,51.8,0.408,6.6,18.6,0.355,11.8,17.0,0.695,11.2,32.6,12.2,5.8,3.07,13.7,18.6
19,Baylor NCAA,38,30,8,0.789,16.54,8.03,12.0,6.0,14,3,8,3,74.7,65.3,40.1,23.2,55.6,0.418,6.11,18.2,0.335,12.8,18.6,0.687,11.3,31.1,13.0,6.92,3.29,14.1,18.3
20,Belmont NCAA,35,27,8,0.771,11.81,-1.22,16.0,2.0,13,1,10,6,80.9,67.5,40.3,24.3,56.6,0.429,5.91,17.4,0.339,13.0,19.8,0.657,11.5,33.2,12.9,6.46,4.23,14.5,19.0
21,Bethune-Cookman,35,18,17,0.514,-9.11,-7.05,11.0,5.0,9,3,5,12,65.0,66.3,40.1,23.2,50.1,0.463,4.97,14.5,0.343,14.9,21.5,0.695,11.1,33.4,11.1,5.09,4.23,15.9,18.2
22,Binghamton,31,2,29,0.065,-20.14,-6.24,1.0,15.0,1,13,0,15,56.8,70.7,40.2,25.0,53.1,0.472,6.74,18.3,0.368,13.9,20.0,0.697,9.61,34.1,12.7,7.48,2.45,12.7,16.0
23,Boise State,30,13,17,0.433,3.52,3.14,3.0,11.0,11,5,1,11,68.3,66.3,40.2,22.9,50.4,0.455,7.17,19.0,0.378,13.3,19.7,0.674,7.7,30.7,12.6,5.17,3.07,13.3,18.7
24,Boston College,31,9,22,0.29,-4.54,4.89,4.0,12.0,8,9,0,10,59.1,68.5,40.5,25.0,57.3,0.436,6.81,19.5,0.349,11.7,16.3,0.721,11.0,35.8,13.2,7.45,3.48,11.8,16.2
25,Boston University,32,16,16,0.5,-3.74,-4.09,12.0,4.0,7,5,8,9,63.9,63.6,40.2,22.6,54.5,0.415,6.34,19.3,0.329,12.0,17.2,0.698,11.2,34.7,12.5,5.81,3.22,13.0,17.3
26,Bowling Green State,32,16,16,0.5,1.23,0.07,9.0,7.0,12,4,4,12,66.4,63.9,40.2,23.0,51.8,0.444,5.59,16.1,0.348,12.4,18.7,0.665,10.6,32.4,13.3,6.75,2.72,15.0,15.7
27,Bradley,32,7,25,0.219,-5.79,3.62,2.0,16.0,6,10,1,12,61.1,70.5,40.0,25.7,56.6,0.454,6.84,19.0,0.361,12.3,18.3,0.675,10.8,37.2,16.0,6.56,2.72,12.9,18.0
28,Brigham Young NCAA,35,26,9,0.743,11.25,1.55,12.0,4.0,13,3,8,3,77.9,67.4,40.0,24.0,58.0,0.414,6.54,21.0,0.312,12.8,19.2,0.666,9.94,34.7,13.8,6.34,2.69,15.8,19.1
29,Brown,31,8,23,0.258,-12.52,-3.62,2.0,12.0,6,9,1,12,61.5,69.5,40.0,25.6,56.5,0.454,7.23,18.5,0.392,11.0,15.6,0.704,10.2,37.5,14.1,5.68,3.06,11.7,16.1
30,Bryant,30,2,28,0.067,-17.9,-4.27,1.0,17.0,1,10,0,17,61.7,75.4,40.2,27.2,57.2,0.476,7.63,20.4,0.374,13.3,19.2,0.696,11.4,37.0,16.5,7.47,2.37,11.7,16.7
31,Bucknell,35,25,10,0.714,3.57,-3.08,12.0,2.0,14,3,11,7,68.9,61.3,40.0,20.9,52.6,0.397,6.46,18.9,0.342,13.2,18.5,0.711,7.91,28.9,10.9,5.63,2.43,10.5,18.0
32,Buffalo,31,20,11,0.645,4.15,0.15,12.0,4.0,12,2,8,8,73.0,67.4,40.2,23.5,59.7,0.393,7.06,21.1,0.334,13.4,19.2,0.699,11.5,33.3,13.6,7.52,2.52,11.5,19.1
33,Butler,37,22,15,0.595,2.86,1.14,11.0,7.0,13,6,7,9,63.6,60.7,40.4,20.4,49.6,0.411,5.11,16.7,0.306,14.8,21.9,0.676,8.97,31.8,10.6,5.84,2.97,14.1,19.6
34,Cal Poly,33,18,15,0.545,-0.58,-3.78,8.0,8.0,10,4,5,10,64.7,60.5,40.0,20.6,47.2,0.437,5.09,15.2,0.335,14.2,20.4,0.694,7.73,29.0,11.2,4.39,3.85,11.3,14.7
35,Cal State Bakersfield,31,16,15,0.516,-7.15,-3.65,,,10,3,6,12,68.4,69.5,40.2,22.9,49.3,0.466,6.13,18.0,0.341,17.5,24.1,0.726,9.74,30.9,13.6,6.9,2.61,15.5,17.5
36,Cal State Fullerton,31,21,10,0.677,-1.18,-5.32,12.0,4.0,13,1,7,7,78.0,71.1,40.0,24.8,56.8,0.437,6.81,18.5,0.369,14.6,21.3,0.687,10.7,31.9,12.5,4.81,3.26,13.8,19.1
37,Cal State Northridge,28,7,21,0.25,-12.65,-2.61,3.0,13.0,4,8,3,13,68.1,75.0,40.2,24.4,52.8,0.462,7.61,20.8,0.367,18.6,26.7,0.698,11.5,36.5,14.9,6.39,3.86,15.2,18.6
38,California NCAA,34,24,10,0.706,13.79,4.53,13.0,5.0,17,1,5,6,71.1,61.9,40.0,23.1,55.7,0.415,5.47,16.7,0.327,10.2,14.9,0.685,9.26,30.5,11.4,4.97,2.47,12.9,17.6
39,Campbell,32,17,15,0.531,-6.06,-4.8,11.0,7.0,11,2,6,12,74.1,73.8,40.2,24.9,57.7,0.431,6.78,20.9,0.324,17.3,24.5,0.704,11.8,34.1,14.5,6.91,2.94,12.3,20.7
40,Canisius,30,5,25,0.167,-14.73,-4.53,1.0,17.0,3,10,2,14,65.5,75.7,40.3,26.7,58.8,0.454,7.47,21.6,0.345,14.8,20.6,0.721,12.9,37.0,17.6,7.23,3.73,12.5,16.1
41,Central Arkansas,29,8,21,0.276,-17.26,-4.83,3.0,13.0,6,7,2,14,71.0,81.8,40.7,29.8,60.3,0.494,5.83,16.7,0.348,16.3,25.6,0.638,13.0,41.5,17.9,8.34,4.1,15.9,17.7
42,Central Connecticut State,29,13,16,0.448,-5.36,-5.05,10.0,8.0,10,3,3,12,70.0,70.3,40.5,25.5,56.2,0.453,6.31,17.9,0.353,13.0,19.0,0.685,12.5,36.3,14.2,6.24,3.66,17.0,18.0
43,Central Michigan,32,11,21,0.344,-6.74,-1.62,5.0,11.0,6,6,3,13,61.9,66.7,40.3,21.9,51.0,0.43,6.88,18.6,0.37,15.9,23.3,0.684,11.5,36.6,13.2,5.47,3.22,14.5,18.0
44,Charleston Southern,31,19,12,0.613,-2.19,-4.33,11.0,7.0,12,2,5,10,76.9,72.3,40.2,26.1,56.0,0.466,6.9,19.1,0.361,13.2,19.4,0.683,9.97,34.3,11.6,5.45,3.71,16.2,18.3
45,Charlotte,30,13,17,0.433,0.99,2.86,5.0,11.0,7,7,6,10,67.0,68.9,40.3,24.1,56.5,0.427,7.03,21.0,0.335,13.6,19.3,0.706,10.8,36.8,13.6,6.63,4.13,14.5,18.4
46,Chattanooga,32,11,21,0.344,-6.99,-3.54,5.0,13.0,11,6,0,14,70.6,68.9,40.5,24.1,59.2,0.407,9.38,28.9,0.324,11.3,17.4,0.651,10.7,36.3,14.5,7.41,3.56,13.3,19.4
47,Chicago State,30,4,26,0.133,-19.3,-3.13,2.0,8.0,3,9,1,17,62.8,77.1,40.1,26.0,57.7,0.451,8.03,22.3,0.36,17.0,23.8,0.715,11.5,38.2,16.9,8.13,3.17,14.3,16.9
48,Cincinnati NCAA,37,26,11,0.703,12.93,6.28,12.0,6.0,14,4,7,5,68.2,61.5,40.5,22.9,55.8,0.412,5.59,17.3,0.323,10.0,14.6,0.685,12.0,35.8,12.6,5.41,3.24,14.0,15.5
49,Clemson,31,16,15,0.516,7.31,3.41,8.0,8.0,11,5,4,7,64.5,60.6,40.3,22.0,51.1,0.431,5.74,16.0,0.36,10.8,15.4,0.703,9.45,32.1,11.4,5.94,2.71,14.5,16.3
50,Cleveland State,33,22,11,0.667,5.27,0.12,12.0,6.0,10,4,11,5,66.0,60.1,40.0,19.6,47.4,0.414,4.79,15.1,0.317,16.0,24.2,0.661,11.1,31.9,10.5,6.97,3.85,16.4,14.2
51,Coastal Carolina,31,19,12,0.613,-2.64,-4.56,12.0,6.0,12,4,7,7,72.5,65.9,40.3,22.8,56.6,0.403,6.87,19.5,0.353,13.4,19.5,0.688,11.3,32.1,10.9,6.77,2.68,12.3,17.3
52,Colgate,30,8,22,0.267,-14.91,-4.38,2.0,12.0,5,8,3,14,63.1,73.6,40.3,25.7,56.6,0.454,7.4,19.5,0.379,14.8,20.7,0.712,10.1,33.8,12.8,7.67,2.73,10.0,17.7
53,College of Charleston,31,19,12,0.613,-0.16,-2.54,10.0,8.0,10,4,7,6,70.7,68.3,40.6,25.6,61.0,0.42,6.39,19.9,0.32,10.7,15.7,0.685,13.6,39.7,12.5,6.29,2.74,14.4,18.7
54,Colorado NCAA,36,24,12,0.667,7.91,5.73,11.0,7.0,14,2,4,7,67.5,63.0,40.1,22.6,55.8,0.404,6.36,19.5,0.326,11.6,17.8,0.648,10.2,32.8,10.9,6.31,3.81,12.3,17.8
55,Colorado State NCAA,32,20,12,0.625,6.58,5.23,8.0,6.0,14,1,3,9,70.1,68.0,40.5,23.1,53.0,0.435,7.19,20.3,0.355,14.7,20.9,0.704,9.66,30.3,12.4,5.25,3.31,12.0,18.8
56,Columbia,30,15,15,0.5,-2.9,-3.18,4.0,10.0,8,6,5,9,65.2,62.1,40.3,21.7,52.1,0.416,5.37,14.9,0.36,13.3,18.8,0.709,8.77,32.0,10.8,5.47,3.1,12.1,16.2
57,Connecticut NCAA,34,20,14,0.588,12.27,8.07,8.0,10.0,13,4,3,7,68.7,64.5,40.4,23.1,59.8,0.386,7.21,21.0,0.344,11.1,15.1,0.735,13.4,34.9,12.0,6.47,2.65,10.9,17.2
58,Coppin State,30,14,16,0.467,-9.07,-5.96,9.0,7.0,7,5,6,9,73.8,75.2,40.2,27.9,61.5,0.454,8.53,24.7,0.345,10.8,17.3,0.625,13.2,38.4,16.2,5.93,3.4,13.2,18.0
59,Cornell,28,12,16,0.429,-4.05,-0.98,7.0,7.0,10,3,2,13,65.5,67.8,40.7,22.6,54.1,0.418,6.14,20.0,0.307,16.4,22.3,0.737,11.0,38.2,13.0,6.32,3.39,15.5,16.9
60,Creighton NCAA,35,29,6,0.829,12.92,3.41,14.0,4.0,14,2,10,3,79.2,69.7,40.3,25.8,58.5,0.441,6.51,18.0,0.361,11.6,17.1,0.675,9.37,30.5,13.2,6.4,3.14,10.3,18.6
61,Dartmouth,30,5,25,0.167,-10.07,-3.56,1.0,13.0,4,9,1,14,57.6,63.5,40.2,21.6,51.1,0.423,6.1,16.6,0.367,14.1,19.4,0.728,8.83,32.7,12.2,6.57,3.67,12.1,18.1
62,Davidson NCAA,33,25,8,0.758,7.26,-1.68,16.0,2.0,13,2,8,5,77.9,67.8,40.3,23.7,55.5,0.427,5.15,15.1,0.341,15.3,23.0,0.668,9.55,32.5,10.4,6.03,3.52,12.4,19.9
63,Dayton,33,20,13,0.606,8.48,4.3,9.0,7.0,14,4,3,8,71.8,67.6,40.6,24.3,54.1,0.448,5.64,16.8,0.335,13.4,20.2,0.665,10.5,32.1,13.1,5.33,3.48,12.8,17.8
64,Delaware,32,18,14,0.563,-1.61,-2.18,12.0,6.0,11,3,6,10,68.9,68.4,40.8,24.3,61.8,0.393,5.69,17.6,0.324,14.1,19.9,0.708,13.6,38.7,10.4,6.75,3.47,10.7,20.3
65,Delaware State,29,15,14,0.517,-8.07,-6.78,12.0,4.0,8,5,7,8,66.1,64.4,40.9,23.3,54.1,0.43,5.0,15.3,0.327,12.9,19.0,0.676,13.4,37.0,12.8,4.55,3.34,14.0,16.1
66,Denver,31,22,9,0.71,6.14,-1.47,11.0,5.0,14,2,7,6,68.1,60.5,40.5,20.9,47.9,0.437,4.48,12.4,0.363,14.2,19.5,0.727,9.74,30.5,8.52,4.97,3.06,14.6,16.3
67,DePaul,31,12,19,0.387,1.99,4.57,3.0,15.0,7,9,3,8,74.1,76.7,40.2,28.0,58.1,0.482,5.0,14.1,0.354,15.7,23.8,0.661,13.3,39.6,13.7,7.48,4.1,15.6,16.4
68,Detroit Mercy NCAA,36,22,14,0.611,2.4,-0.01,11.0,7.0,13,4,6,8,72.1,67.6,40.1,23.4,53.2,0.44,6.78,18.5,0.366,14.0,20.0,0.701,10.6,32.2,13.1,5.81,2.67,15.1,19.8
69,Drake,34,18,16,0.529,2.44,2.96,9.0,9.0,13,3,3,10,67.0,66.8,40.6,22.7,52.8,0.43,4.94,16.2,0.305,16.5,23.4,0.705,9.41,34.7,11.4,6.18,3.06,13.7,19.1
70,Drexel,36,29,7,0.806,7.37,-1.8,16.0,2.0,15,1,11,3,65.3,56.1,40.0,19.6,49.8,0.392,4.44,15.3,0.29,12.6,18.6,0.674,8.94,29.4,8.56,5.42,3.89,11.2,18.1
71,Duke NCAA,34,27,7,0.794,17.05,8.4,13.0,3.0,13,3,8,1,77.3,68.6,40.3,25.4,58.7,0.433,4.5,14.2,0.317,13.3,19.3,0.689,11.6,34.1,11.2,5.71,2.62,12.8,20.8
72,Duquesne,31,16,15,0.516,4.09,3.96,7.0,9.0,9,5,4,9,72.6,72.0,40.2,26.1,57.0,0.458,6.65,18.3,0.364,13.1,18.5,0.71,13.4,38.3,15.1,5.13,4.48,17.2,19.2
73,East Carolina,31,15,16,0.484,2.42,2.53,5.0,11.0,10,7,3,8,68.9,65.1,40.3,23.6,54.5,0.434,5.16,16.3,0.317,12.7,19.1,0.665,10.9,34.5,13.5,6.97,3.65,14.7,18.4
74,East Tennessee State,31,17,14,0.548,-0.41,-1.78,10.0,8.0,10,3,6,10,67.7,65.1,40.0,22.7,51.9,0.437,8.16,23.1,0.354,11.5,17.7,0.651,11.3,33.8,13.4,5.87,3.74,17.2,18.2
75,Eastern Illinois,29,12,17,0.414,-11.48,-6.48,5.0,11.0,7,7,5,10,65.4,68.4,40.5,24.6,54.2,0.454,6.48,17.4,0.372,12.7,18.3,0.692,11.5,33.8,14.2,6.14,3.0,13.5,16.3
76,Eastern Kentucky,32,16,16,0.5,-8.47,-5.93,7.0,9.0,11,3,4,11,66.3,66.2,40.6,23.2,50.6,0.458,5.25,16.6,0.317,14.6,21.3,0.684,10.2,33.5,13.2,5.34,3.31,13.5,15.5
77,Eastern Michigan,32,14,18,0.438,-7.9,-1.68,9.0,7.0,9,4,5,13,53.3,58.7,40.3,20.1,48.6,0.413,6.09,19.5,0.313,12.5,18.8,0.662,11.7,33.9,13.6,6.25,3.06,14.2,15.4
78,Eastern Washington,32,15,17,0.469,-3.87,-3.23,8.0,8.0,9,4,6,13,72.7,71.4,40.2,22.5,50.5,0.446,6.34,17.3,0.367,20.0,28.9,0.691,10.4,36.6,13.3,6.06,4.25,15.6,19.0
79,Elon,31,15,16,0.484,-7.41,-3.03,9.0,9.0,10,4,4,11,70.2,71.8,40.5,25.9,60.9,0.426,6.52,19.7,0.331,13.4,20.4,0.659,12.3,39.1,12.4,7.52,3.1,13.0,18.4
80,Evansville,32,16,16,0.5,3.46,3.56,9.0,9.0,11,7,4,8,73.5,72.7,41.1,25.2,51.9,0.486,6.84,17.9,0.383,15.4,22.5,0.683,10.5,34.2,15.5,5.78,3.91,17.2,20.9
81,Fairfield,37,22,15,0.595,2.94,-1.34,12.0,6.0,12,4,5,8,65.3,61.1,40.0,21.2,51.6,0.41,4.95,14.4,0.344,13.7,19.5,0.705,11.2,32.8,10.1,6.78,3.24,15.8,16.8
82,FDU,29,3,26,0.103,-16.99,-5.06,2.0,16.0,2,11,1,15,60.8,72.7,40.0,24.8,57.0,0.434,7.14,19.3,0.37,16.0,21.9,0.731,11.8,36.7,13.9,7.62,2.41,12.8,17.1
83,Florida NCAA,37,26,11,0.703,18.25,7.33,10.0,6.0,14,2,4,7,75.9,65.0,40.4,23.6,55.9,0.423,6.11,17.9,0.342,11.6,16.7,0.693,10.6,32.9,12.2,5.11,2.97,12.5,18.0
84,Florida A&M,33,10,23,0.303,-15.58,-6.29,6.0,10.0,5,8,3,12,65.9,73.2,40.3,25.6,57.6,0.445,6.0,17.3,0.346,15.9,24.1,0.662,13.9,39.4,13.2,7.36,4.67,15.2,16.9
85,Florida Atlantic,30,11,19,0.367,-2.58,0.77,7.0,9.0,6,5,4,11,65.9,68.2,41.0,23.5,53.1,0.443,4.6,12.6,0.366,16.5,22.8,0.724,11.1,35.5,10.5,5.0,4.67,13.8,16.3
86,Florida Gulf Coast,32,15,17,0.469,-2.41,-1.96,8.0,10.0,9,5,5,11,72.1,72.1,40.3,24.8,57.5,0.432,8.06,22.3,0.361,14.4,22.0,0.654,13.1,35.3,15.5,7.0,3.28,14.3,17.6
87,Florida International,29,8,21,0.276,-5.07,-1.1,5.0,11.0,2,9,5,9,63.3,67.3,40.5,22.6,51.6,0.437,6.34,19.3,0.329,15.8,24.4,0.647,12.1,34.5,13.0,6.59,4.45,14.0,18.5
88,Florida State NCAA,35,25,10,0.714,14.53,7.62,12.0,4.0,15,2,5,5,69.8,62.9,40.6,21.4,56.1,0.381,6.31,20.4,0.309,13.8,19.3,0.715,12.3,33.4,10.6,7.69,3.26,15.2,18.4
89,Fordham,29,10,19,0.345,-7.63,1.92,3.0,13.0,9,6,1,13,62.0,71.5,40.2,24.8,58.1,0.426,7.62,21.2,0.359,14.4,20.5,0.702,12.8,38.6,15.6,7.41,4.21,12.9,17.1
90,Fresno State,33,13,20,0.394,-0.91,0.77,3.0,11.0,9,5,3,12,65.8,66.1,41.1,22.6,50.5,0.448,5.64,16.9,0.334,15.2,22.3,0.682,10.6,35.7,12.2,4.18,3.21,14.3,18.3
91,Furman,31,15,16,0.484,-6.04,-3.9,8.0,10.0,9,5,5,10,64.7,65.2,40.0,22.9,52.9,0.434,5.03,16.4,0.306,14.3,20.1,0.714,10.1,32.1,11.9,6.48,2.52,12.3,19.4
92,Gardner-Webb,32,12,20,0.375,-7.99,-4.82,6.0,12.0,9,4,3,15,65.7,66.8,40.5,23.5,53.6,0.438,5.53,17.3,0.32,14.3,21.8,0.658,10.5,34.3,13.3,6.41,3.38,13.4,17.4
93,George Mason,33,24,9,0.727,3.81,-1.67,14.0,4.0,15,1,7,6,70.4,64.9,40.6,22.2,56.5,0.393,5.88,18.2,0.322,14.7,21.2,0.691,12.4,34.1,11.3,7.52,3.18,14.3,19.7
94,George Washington,31,10,21,0.323,-0.63,4.15,5.0,11.0,6,8,2,12,62.0,66.7,40.0,23.6,52.6,0.449,5.97,15.8,0.378,13.5,19.1,0.706,11.3,33.6,12.8,6.19,3.74,13.7,16.0
95,Georgetown NCAA,33,24,9,0.727,16.81,7.69,12.0,6.0,15,1,6,5,69.0,59.4,40.6,20.7,53.5,0.387,4.97,17.8,0.279,13.0,19.1,0.68,10.9,30.8,11.5,6.58,2.7,12.8,18.6
96,Georgia,32,15,17,0.469,5.92,7.95,5.0,11.0,11,6,2,9,60.9,63.0,40.5,21.3,50.8,0.419,5.97,18.1,0.33,14.4,20.8,0.693,10.1,34.8,10.3,4.56,3.5,11.6,15.9
97,Georgia Southern,30,15,15,0.5,-6.7,-3.78,12.0,6.0,10,2,4,12,66.7,67.8,40.5,24.1,52.9,0.455,5.8,18.6,0.312,13.8,20.1,0.688,10.2,32.8,13.0,6.27,2.07,15.3,17.5
98,Georgia State,34,22,12,0.647,5.69,-2.99,11.0,7.0,13,3,8,6,67.6,58.9,40.6,20.6,54.3,0.38,6.41,20.3,0.315,11.2,16.4,0.682,11.4,35.2,11.9,5.59,4.06,15.1,17.0
99,Georgia Tech,31,11,20,0.355,1.74,4.13,4.0,12.0,7,8,3,9,60.2,62.6,40.2,21.6,53.5,0.403,6.42,18.5,0.347,13.0,18.1,0.72,9.87,31.6,12.1,6.81,3.32,11.2,15.8
100,Gonzaga NCAA,33,26,7,0.788,13.86,3.25,13.0,3.0,15,1,6,4,73.8,63.2,40.2,23.4,56.6,0.413,6.0,19.3,0.311,10.5,15.6,0.673,10.1,30.6,11.3,7.0,2.52,13.0,20.5
101,Grambling,28,4,24,0.143,-26.82,-9.39,4.0,14.0,1,9,3,15,54.0,71.5,40.2,26.6,59.0,0.451,5.61,17.4,0.323,12.6,18.4,0.682,12.9,38.6,14.4,8.46,3.82,11.6,17.4
102,Green Bay,30,15,15,0.5,-2.32,1.04,10.0,8.0,12,2,3,13,64.5,66.1,40.2,23.6,55.2,0.427,6.0,16.1,0.373,12.9,18.4,0.701,11.0,34.1,12.5,7.67,3.57,13.1,17.3
103,Hampton,33,12,21,0.364,-10.08,-7.93,6.0,10.0,6,5,1,13,64.7,66.8,40.3,22.4,56.6,0.395,6.76,19.0,0.355,15.3,21.2,0.721,13.3,38.5,11.1,5.58,2.58,15.1,19.3
104,Hartford,31,9,22,0.29,-13.41,-6.19,7.0,9.0,4,8,4,12,60.0,67.2,40.6,22.9,51.0,0.45,6.35,17.4,0.365,15.0,21.9,0.686,10.1,36.0,12.5,6.74,2.94,15.4,18.6
105,Harvard NCAA,31,26,5,0.839,7.84,-1.56,12.0,2.0,11,1,12,3,65.6,55.6,40.2,20.5,50.2,0.41,4.61,13.6,0.339,9.9,15.1,0.657,8.81,28.3,9.84,5.45,3.1,12.5,18.4
106,Hawaii,32,16,16,0.5,-2.79,-0.52,6.0,8.0,8,7,3,7,73.6,74.6,40.5,26.2,61.1,0.429,6.78,19.8,0.343,15.4,21.8,0.71,12.7,35.0,14.5,6.81,3.5,12.8,21.3
107,High Point,31,13,18,0.419,-5.92,-4.13,8.0,10.0,10,6,3,12,71.1,70.2,40.6,24.1,55.4,0.435,7.06,21.2,0.334,14.9,22.1,0.676,11.9,35.3,13.5,6.48,2.97,12.0,18.2
108,Hofstra,32,10,22,0.313,-2.98,-1.1,3.0,15.0,8,9,1,11,65.3,67.2,40.0,23.6,51.6,0.457,5.84,16.7,0.35,14.2,20.4,0.694,9.97,33.7,14.9,6.88,4.38,15.4,21.0
109,Holy Cross,29,15,14,0.517,-6.02,-4.23,9.0,5.0,11,3,4,11,65.0,66.8,40.0,24.0,57.1,0.421,6.1,20.0,0.305,12.7,17.6,0.718,11.1,34.3,13.5,6.17,3.34,11.7,16.9
110,Houston,30,15,15,0.5,0.04,0.21,7.0,9.0,13,5,1,8,71.7,71.6,40.5,26.4,60.3,0.438,6.57,18.2,0.361,12.1,17.9,0.678,12.4,34.1,13.2,7.57,3.43,11.9,17.0
111,Houston Christian,30,10,20,0.333,-16.07,-6.1,3.0,7.0,9,5,0,13,73.6,78.1,40.3,27.1,57.6,0.47,6.4,17.6,0.364,17.5,25.7,0.681,12.2,38.9,14.6,7.77,4.03,17.2,19.7
112,Howard,31,10,21,0.323,-14.59,-4.16,6.0,10.0,6,5,3,14,60.7,70.1,40.2,22.7,52.0,0.436,5.65,17.2,0.329,19.1,27.5,0.695,11.2,34.5,12.9,6.65,4.26,14.3,18.6
113,Idaho,33,19,14,0.576,0.77,-0.43,9.0,5.0,11,4,8,8,69.6,67.9,40.3,24.5,56.9,0.429,6.76,19.3,0.35,12.2,18.0,0.678,11.5,32.1,12.6,5.7,2.88,10.8,18.2
