Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,Air Force NCAA,29,22,7,0.759,9.12,0.08,,12.0,2.0,,13,0,,8,5,,59.9,50.9,,40.0,20.2,41.9,0.481,8.45,22.3,0.379,11.1,15.6,0.711,6.0,21.5,13.3,7.76,2.34,11.0,16.6
2,Akron,28,13,15,0.464,-0.38,0.01,,7.0,11.0,,9,4,,4,11,,71.8,72.1,,,24.9,53.3,0.466,6.18,17.0,0.363,15.9,24.6,0.645,11.2,33.6,15.1,7.39,2.54,14.6,19.4
3,Alabama NCAA,33,20,13,0.606,14.29,10.2,,8.0,8.0,,11,4,,4,6,,72.1,68.0,,40.6,24.6,54.6,0.451,7.06,18.7,0.378,15.8,22.3,0.709,11.1,34.8,12.0,6.45,3.36,12.8,18.1
4,Alabama A&M,30,13,17,0.433,-15.88,-12.3,,9.0,9.0,,8,4,,3,12,,70.4,74.0,,,24.0,58.7,0.409,6.2,19.5,0.317,16.2,23.5,0.688,12.9,37.1,12.6,7.33,2.6,16.2,21.7
5,Alabama State NCAA,31,16,15,0.516,-11.1,-10.78,,11.0,7.0,,7,4,,5,9,,61.4,61.7,,40.3,20.6,49.1,0.42,5.58,16.7,0.335,14.6,22.3,0.656,11.6,34.4,10.2,7.06,3.06,17.3,18.7
6,Albany (NY),28,5,23,0.179,-15.33,-7.47,,3.0,15.0,,3,10,,2,12,,57.9,65.8,,40.7,21.4,53.3,0.401,4.82,16.3,0.297,10.4,14.0,0.738,10.2,32.7,11.2,6.71,2.25,15.8,16.9
7,Alcorn State,29,11,18,0.379,-20.17,-11.79,,9.0,9.0,,6,6,,4,11,,64.0,72.3,,40.0,22.3,52.4,0.425,5.59,15.9,0.351,13.8,20.4,0.677,11.3,33.2,11.3,6.17,2.14,19.3,19.5
8,American,31,18,13,0.581,-4.59,-7.04,,10.0,4.0,,7,4,,7,8,,67.5,65.0,,,23.4,53.0,0.442,6.65,18.1,0.368,14.0,20.7,0.676,10.7,34.4,13.3,7.74,2.32,14.2,18.2
9,Appalachian State,30,9,21,0.3,-5.83,-1.18,,4.0,12.0,,4,8,,4,11,,69.7,72.3,,40.2,25.5,62.5,0.409,6.8,20.9,0.326,11.8,18.5,0.641,13.6,34.9,14.6,10.8,4.6,16.5,20.3
10,Arizona NCAA,30,20,10,0.667,15.29,6.63,,11.0,7.0,,13,2,,5,5,,87.1,78.5,,40.0,31.4,64.6,0.486,7.3,18.9,0.386,17.0,21.7,0.786,14.0,39.2,18.7,6.87,4.5,14.9,16.1
