Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
11,Arizona State,32,19,13,0.594,12.11,8.75,,10.0,8.0,,14,3,,5,8,,2539,2395,,74.9,103.8,0.341,0.226,0.514,52.0,55.8,11.2,7.0,0.472,16.4,39.1,0.249
12,Arkansas NCAA,34,19,15,0.559,12.37,7.76,,7.0,9.0,,11,6,,2,7,,2529,2372,,73.4,101.0,0.287,0.384,0.513,45.8,49.2,15.1,9.2,0.497,16.7,33.8,0.173
13,Arkansas State,28,10,18,0.357,-4.73,-0.48,,7.0,9.0,,6,6,,3,10,,2004,2123,,71.5,99.3,0.334,0.348,0.528,46.7,59.2,10.7,5.6,0.495,18.3,30.2,0.235
14,Arkansas-Pine Bluff,27,6,21,0.222,-24.28,-10.04,,5.0,13.0,,4,7,,2,14,,1828,2164,,78.7,85.7,0.425,0.229,0.485,48.2,49.0,13.0,7.2,0.456,23.9,32.9,0.254
15,Army,28,5,23,0.179,-19.89,-6.43,,2.0,10.0,,4,9,,1,13,,1482,1796,,67.3,78.3,0.304,0.291,0.439,45.5,49.6,11.7,5.6,0.408,23.4,29.4,0.188
16,Auburn NCAA,34,24,10,0.706,13.59,8.2,,9.0,7.0,,14,1,,3,6,,2423,2188,,68.8,102.9,0.323,0.328,0.496,52.6,50.1,10.5,8.8,0.466,15.6,40.0,0.212
17,Austin Peay,28,18,10,0.643,0.94,-3.29,,11.0,7.0,,10,4,,7,6,,2110,1949,,66.8,109.8,0.304,0.271,0.57,52.7,53.5,9.1,10.0,0.542,17.6,36.6,0.22
18,Ball State NCAA,31,22,9,0.71,7.84,3.17,,11.0,7.0,,14,1,,4,7,,2300,2138,,68.1,105.1,0.37,0.292,0.532,48.9,51.3,11.8,10.4,0.512,16.3,34.6,0.227
19,Baylor,29,14,15,0.483,2.2,4.59,,4.0,12.0,,12,7,,1,7,,1933,1966,,69.9,94.6,0.339,0.394,0.513,49.4,62.5,12.6,11.2,0.487,20.8,31.8,0.218
20,Belmont,28,7,21,0.25,-10.98,-1.39,,,,,6,9,,1,12,,1923,2107,,68.0,100.2,0.354,0.51,0.541,47.8,65.1,8.0,4.2,0.506,19.4,29.8,0.252
21,Bethune-Cookman,29,14,15,0.483,-8.85,-9.63,,12.0,6.0,,7,2,,5,12,,2186,2178,,75.9,98.4,0.386,0.285,0.52,48.3,51.4,10.9,5.0,0.487,19.1,33.7,0.258
22,Boise State,27,12,15,0.444,0.54,0.5,,6.0,10.0,,7,7,,5,8,,1680,1679,,65.6,94.4,0.407,0.273,0.522,49.5,48.7,11.9,6.0,0.491,22.8,34.9,0.265
23,Boston College,30,11,19,0.367,4.21,5.07,,3.0,13.0,,7,8,,1,9,,2049,2075,,,96.0,0.345,0.309,0.497,49.0,48.0,13.1,8.6,0.456,19.3,36.4,0.245
24,Boston University,29,7,22,0.241,-14.27,-6.51,,5.0,13.0,,3,7,,3,11,,1758,1987,,64.4,92.2,0.317,0.326,0.501,48.6,57.1,9.7,6.7,0.468,20.4,30.2,0.218
25,Bowling Green State,30,22,8,0.733,3.34,0.79,,14.0,4.0,,12,0,,9,7,,2251,2115,,69.5,107.0,0.469,0.255,0.583,49.8,60.0,9.5,4.8,0.539,18.4,27.9,0.349
26,Bradley,30,14,16,0.467,5.25,3.88,,10.0,8.0,,12,2,,2,10,,1968,1927,,66.5,97.0,0.381,0.216,0.499,51.3,55.5,12.8,8.2,0.464,18.7,36.1,0.25
27,Brigham Young,33,22,11,0.667,9.54,3.54,,7.0,7.0,,14,2,,6,9,,2328,2107,,68.1,103.2,0.454,0.299,0.555,49.0,60.1,10.5,5.7,0.517,17.8,28.5,0.317
28,Brown,27,8,19,0.296,-15.14,-8.95,,4.0,10.0,,6,7,,2,12,,1837,2004,,70.1,95.2,0.4,0.316,0.502,48.2,60.9,10.1,5.5,0.46,18.9,31.9,0.275
29,Bucknell,28,17,11,0.607,-5.5,-6.76,,8.0,4.0,,8,5,,7,5,,1790,1719,,67.0,95.0,0.409,0.244,0.528,51.3,60.7,10.1,12.8,0.486,22.4,33.4,0.29
30,Buffalo,28,5,23,0.179,-14.0,1.46,,3.0,15.0,,4,9,,1,13,,1878,2311,,75.0,88.6,0.41,0.337,0.487,45.6,56.0,9.3,9.2,0.447,21.3,29.9,0.27
31,Butler NCAA,31,23,8,0.742,12.23,0.01,,12.0,2.0,,13,0,,6,7,,2107,1728,,63.7,105.8,0.425,0.254,0.548,52.7,57.1,11.9,8.4,0.519,16.9,33.6,0.28
32,Cal Poly,28,10,18,0.357,-5.59,-0.11,,5.0,11.0,,7,9,,3,9,,2189,2280,,73.5,105.9,0.405,0.372,0.555,48.5,51.8,7.3,6.3,0.515,17.0,30.7,0.292
33,Cal State Fullerton,27,8,19,0.296,-9.37,-1.21,,3.0,13.0,,6,7,,2,12,,1940,2104,,,101.2,0.344,0.304,0.536,45.7,49.9,8.6,6.4,0.503,18.1,29.8,0.243
34,Cal State Northridge,30,20,10,0.667,4.07,0.41,,10.0,6.0,,12,1,,7,8,,2329,2208,,73.2,104.8,0.359,0.311,0.549,51.2,64.1,12.5,9.1,0.529,18.1,35.0,0.227
35,California,33,18,15,0.545,9.65,8.62,,7.0,11.0,,11,6,,4,8,,2375,2341,,70.1,101.5,0.377,0.274,0.523,50.7,55.2,10.0,7.5,0.488,17.8,34.9,0.257
36,Campbell,28,12,16,0.429,-13.19,-6.08,,10.0,8.0,,6,7,,6,7,,1760,1959,,,97.5,0.287,0.407,0.534,47.9,64.2,9.3,8.2,0.507,20.4,30.2,0.2
37,Canisius,30,10,20,0.333,-8.87,-3.81,,8.0,10.0,,8,4,,1,12,,2189,2341,,71.8,99.2,0.357,0.279,0.515,48.9,60.9,9.6,8.0,0.479,19.2,36.4,0.248
38,Centenary (LA),28,10,18,0.357,-9.88,-1.61,,,,,7,2,,3,14,,1780,1924,,,,0.384,0.289,0.498,50.4,45.3,,4.9,0.46,19.8,,0.259
39,Central Connecticut State NCAA,31,25,6,0.806,0.42,-9.55,,15.0,3.0,,13,1,,7,4,,2282,1973,,70.4,103.7,0.36,0.225,0.528,53.8,54.2,12.5,12.7,0.491,18.1,39.6,0.255
40,Central Michigan,29,6,23,0.207,-4.64,2.79,,2.0,16.0,,4,9,,2,13,,1985,2175,,69.7,97.8,0.322,0.322,0.527,45.4,58.4,8.8,4.7,0.497,17.8,27.4,0.22
41,Charleston Southern,29,8,21,0.276,-18.67,-7.1,,3.0,11.0,,6,8,,1,12,,1883,2153,,74.3,86.6,0.49,0.204,0.487,50.8,45.9,12.0,10.5,0.446,25.1,38.0,0.309
42,Charlotte,33,17,16,0.515,10.98,8.59,,7.0,9.0,,9,3,,5,9,,2246,2167,,,,0.275,0.408,0.5,51.9,54.0,,6.3,0.468,,36.4,0.194
43,Chattanooga,29,10,19,0.345,-8.02,-4.64,,6.0,10.0,,7,7,,2,8,,2018,2102,,67.8,101.8,0.379,0.336,0.531,50.0,56.6,9.6,7.8,0.509,19.5,36.5,0.237
44,Chicago State,28,10,18,0.357,-10.64,-3.04,,7.0,9.0,,7,5,,3,12,,1832,2029,,68.4,95.2,0.323,0.271,0.486,48.9,57.8,9.7,9.0,0.458,18.8,36.2,0.206
45,Cincinnati NCAA,33,29,4,0.879,24.62,8.5,,16.0,0.0,,13,1,,10,1,,2560,2028,,70.1,110.7,0.456,0.245,0.562,53.4,57.1,10.2,16.5,0.524,16.4,37.0,0.32
46,Clemson,30,10,20,0.333,1.83,7.39,,4.0,12.0,,7,9,,2,8,,1933,2100,,,95.8,0.34,0.339,0.495,53.0,57.2,7.2,9.7,0.46,19.1,35.8,0.228
47,Cleveland State,30,16,14,0.533,3.19,-0.16,,9.0,5.0,,9,5,,7,7,,2265,2165,,72.6,102.7,0.4,0.271,0.521,51.4,45.1,12.0,7.4,0.481,18.3,38.9,0.278
48,Coastal Carolina,28,10,18,0.357,-11.71,-6.64,,7.0,7.0,,6,5,,4,12,,1924,2109,,,96.1,0.38,0.361,0.533,45.9,47.5,10.7,3.7,0.497,21.4,32.9,0.264
49,Colgate,29,13,16,0.448,-11.22,-7.85,,4.0,8.0,,6,6,,5,8,,1848,1900,,68.4,92.4,0.367,0.235,0.488,50.8,52.5,11.2,7.6,0.453,20.2,34.9,0.242
50,College of Charleston,30,24,6,0.8,1.0,-7.04,,13.0,3.0,,15,1,,7,2,,2035,1759,,65.4,103.2,0.414,0.21,0.536,52.2,57.4,11.1,15.9,0.505,18.0,35.8,0.272
51,Colorado,32,18,14,0.563,8.58,6.32,,7.0,9.0,,13,3,,2,10,,2407,2299,,73.0,102.3,0.416,0.229,0.508,52.2,56.4,11.7,9.1,0.465,16.1,37.3,0.285
52,Colorado State,30,18,12,0.6,8.24,3.48,,8.0,6.0,,9,4,,6,6,,2105,1924,,,108.0,0.386,0.384,0.589,49.0,59.7,9.9,11.7,0.562,19.3,30.1,0.272
53,Columbia,27,13,14,0.481,-11.79,-8.25,,7.0,7.0,,6,5,,5,7,,1598,1654,,,,0.363,0.419,0.543,50.7,66.2,,10.4,0.511,,24.4,0.252
54,Connecticut NCAA,35,25,10,0.714,16.93,7.58,,10.0,6.0,,13,3,,6,5,,2611,2284,,68.2,109.3,0.341,0.23,0.542,53.6,55.3,9.6,11.9,0.506,17.1,41.9,0.249
55,Coppin State,30,15,15,0.5,-10.66,-9.36,,13.0,5.0,,6,5,,7,9,,2017,2056,,68.3,96.4,0.385,0.304,0.504,47.3,46.3,10.8,10.0,0.46,18.3,32.7,0.271
56,Cornell,27,10,17,0.37,-13.94,-9.13,,3.0,11.0,,5,7,,4,9,,1763,1852,,67.1,94.6,0.375,0.313,0.492,52.0,52.0,10.7,5.4,0.455,18.9,34.7,0.249
57,Creighton NCAA,33,23,10,0.697,8.28,1.64,,11.0,7.0,,11,3,,7,6,,2410,2191,,66.4,108.8,0.391,0.404,0.592,51.7,62.3,11.8,6.7,0.561,19.2,31.6,0.281
58,Dartmouth,27,9,18,0.333,-14.72,-8.49,,5.0,9.0,,6,5,,2,13,,1792,1939,,68.1,96.6,0.319,0.425,0.504,47.4,63.1,10.0,6.9,0.474,16.9,27.8,0.213
59,Davidson,28,15,13,0.536,-2.73,-2.69,,10.0,6.0,,10,3,,4,9,,2068,1973,,72.7,101.1,0.354,0.359,0.536,51.2,61.4,10.9,6.7,0.501,19.1,32.8,0.251
60,Dayton NCAA,31,22,9,0.71,9.95,3.46,,11.0,5.0,,13,2,,7,5,,2214,2013,,65.8,108.1,0.398,0.34,0.537,53.2,54.8,10.5,5.9,0.496,17.2,41.1,0.284
61,Delaware,32,24,8,0.75,-0.12,-7.75,,14.0,4.0,,14,2,,7,6,,2447,2203,,72.1,105.7,0.38,0.367,0.568,47.7,56.4,11.4,11.9,0.528,17.8,28.1,0.286
62,Delaware State,28,6,22,0.214,-17.72,-11.25,,5.0,13.0,,4,8,,2,12,,1758,1939,,66.4,92.1,0.29,0.305,0.516,50.5,55.6,9.2,5.3,0.488,23.4,34.4,0.198
63,Denver,28,6,22,0.214,-12.18,-1.14,,3.0,13.0,,5,9,,1,12,,1850,2159,,,91.2,0.326,0.375,0.462,46.3,58.1,7.3,6.3,0.428,16.6,31.3,0.211
64,DePaul NCAA,33,21,12,0.636,14.67,7.82,,9.0,7.0,,12,4,,7,5,,2387,2123,,67.7,105.6,0.339,0.291,0.531,55.6,56.3,11.8,9.8,0.504,19.3,44.5,0.226
65,Detroit Mercy,32,20,12,0.625,3.64,0.14,,8.0,6.0,,14,0,,5,9,,2229,2064,,65.1,106.5,0.355,0.343,0.551,50.4,56.7,9.4,8.0,0.516,17.1,33.7,0.256
66,Drake,29,11,18,0.379,-0.68,0.7,,4.0,14.0,,9,5,,1,12,,1803,1843,,63.8,95.7,0.37,0.346,0.502,48.3,63.8,11.3,5.0,0.46,17.2,28.7,0.258
67,Drexel,30,13,17,0.433,-10.02,-7.12,,9.0,9.0,,6,4,,5,11,,1889,1976,,64.3,96.7,0.315,0.322,0.5,53.6,50.1,8.2,3.5,0.465,18.5,35.6,0.219
68,Duke NCAA,34,29,5,0.853,25.55,8.88,,15.0,1.0,,13,2,,9,0,,2992,2425,,74.4,115.8,0.384,0.342,0.583,50.6,55.9,12.9,11.3,0.547,15.7,37.4,0.285
69,Duquesne,29,9,20,0.31,-4.57,2.5,,4.0,12.0,,7,6,,2,11,,2009,2214,,,95.0,0.395,0.326,0.486,47.6,49.0,8.4,5.7,0.443,17.7,33.3,0.269
70,East Carolina,28,10,18,0.357,-5.82,-2.6,,5.0,11.0,,7,6,,3,11,,1798,1851,,66.8,95.8,0.291,0.37,0.498,54.6,53.8,5.2,8.6,0.476,19.2,34.5,0.183
71,East Tennessee State,29,14,15,0.483,-8.71,-4.97,,8.0,8.0,,8,5,,5,9,,2003,2057,,69.7,98.3,0.47,0.26,0.512,52.9,49.0,12.0,4.7,0.473,20.2,38.7,0.307
72,Eastern Illinois,29,17,12,0.586,1.79,-1.99,,11.0,7.0,,11,2,,6,9,,2336,2157,,71.4,108.6,0.312,0.281,0.558,52.3,59.3,11.2,7.5,0.528,17.5,37.2,0.225
73,Eastern Kentucky,27,6,21,0.222,-14.43,-1.71,,2.0,16.0,,5,8,,1,13,,1888,2130,,,95.9,0.342,0.314,0.507,51.3,54.7,9.1,9.0,0.47,21.7,40.2,0.24
74,Eastern Michigan,28,15,13,0.536,1.45,1.87,,9.0,9.0,,10,4,,4,9,,2014,1977,,70.6,98.8,0.309,0.26,0.505,52.3,50.1,11.1,12.3,0.48,18.5,37.5,0.198
75,Eastern Washington,27,15,12,0.556,2.26,1.48,,12.0,4.0,,10,2,,5,9,,2002,1934,,70.4,105.3,0.323,0.359,0.533,49.9,60.6,8.2,7.3,0.505,16.3,34.1,0.22
76,Elon,28,13,15,0.464,-11.97,-6.37,,7.0,7.0,,11,2,,2,13,,2083,2120,,72.9,101.1,0.337,0.279,0.545,50.7,49.8,12.5,6.7,0.515,21.2,37.1,0.233
77,Evansville,30,18,12,0.6,2.68,0.98,,9.0,9.0,,12,3,,4,7,,2069,2018,,68.3,100.5,0.398,0.275,0.546,49.0,63.5,9.8,4.9,0.501,18.7,27.7,0.296
78,Fairfield,29,14,15,0.483,-3.2,-2.44,,11.0,7.0,,8,2,,5,10,,2222,2244,,74.2,102.0,0.441,0.279,0.516,53.2,51.2,11.3,5.5,0.466,19.1,42.6,0.315
79,FDU,28,17,11,0.607,-7.75,-7.97,,13.0,5.0,,10,3,,7,7,,1807,1781,,66.0,96.1,0.441,0.34,0.519,52.9,52.0,11.2,8.1,0.488,22.4,38.2,0.279
80,Florida NCAA,37,29,8,0.784,23.48,8.51,,12.0,4.0,,14,1,,6,4,,3102,2548,,74.2,111.4,0.385,0.318,0.57,53.6,55.3,13.1,9.9,0.538,18.2,40.5,0.273
81,Florida A&M,31,9,22,0.29,-20.43,-9.43,,7.0,11.0,,5,7,,3,10,,1999,2340,,,87.6,0.391,0.289,0.462,48.6,48.3,12.0,5.6,0.434,21.6,36.2,0.227
82,Florida Atlantic,30,2,28,0.067,-23.33,-3.26,,0.0,18.0,,1,10,,0,15,,1833,2411,,,85.3,0.329,0.37,0.484,43.9,55.2,11.2,5.5,0.443,23.9,30.8,0.234
83,Florida International,30,16,14,0.533,-0.45,-2.07,,9.0,7.0,,10,8,,6,3,,2167,2079,,71.5,99.8,0.346,0.291,0.519,48.8,52.0,13.2,11.8,0.487,18.0,32.8,0.233
84,Florida State,29,12,17,0.414,4.42,10.0,,6.0,10.0,,8,5,,3,9,,1874,2036,,,96.1,0.356,0.308,0.504,50.8,53.7,7.8,9.8,0.467,19.4,36.1,0.243
85,Fordham,29,14,15,0.483,1.71,2.82,,7.0,9.0,,6,5,,6,8,,2189,2221,,73.7,102.0,0.32,0.363,0.54,48.8,59.0,12.0,7.8,0.503,19.1,34.3,0.239
86,Fresno State NCAA,34,24,10,0.706,9.17,3.58,,11.0,3.0,,15,4,,7,4,,2799,2609,,73.5,109.9,0.314,0.366,0.562,48.8,64.1,11.1,10.3,0.536,17.0,34.2,0.221
87,Furman,32,14,18,0.438,-6.39,-5.15,,5.0,10.0,,13,7,,1,11,,2252,2190,,,,0.415,0.285,0.532,50.4,56.3,,5.0,0.495,,32.5,0.282
88,George Mason,30,19,11,0.633,1.0,-2.37,,12.0,4.0,,12,1,,6,8,,2134,2033,,67.9,103.0,0.39,0.303,0.535,49.8,56.9,11.3,9.8,0.506,17.4,32.9,0.255
89,George Washington,30,15,15,0.5,4.55,5.41,,9.0,7.0,,8,4,,4,8,,2417,2443,,76.5,104.9,0.441,0.318,0.5,47.4,47.4,11.4,6.8,0.454,14.2,38.4,0.301
90,Georgetown,34,19,15,0.559,6.63,5.78,,6.0,10.0,,13,3,,3,9,,2369,2318,,73.0,94.1,0.386,0.244,0.47,52.7,53.4,12.6,15.7,0.429,19.6,40.8,0.252
91,Georgia,30,10,20,0.333,5.21,8.71,,3.0,13.0,,7,7,,1,10,,2147,2252,,71.8,98.9,0.374,0.247,0.531,52.1,57.2,7.6,7.6,0.504,21.5,38.9,0.244
92,Georgia Southern,28,16,12,0.571,-7.93,-5.45,,10.0,6.0,,10,2,,6,9,,2158,2209,,73.0,105.1,0.315,0.301,0.532,48.9,56.7,12.0,6.7,0.504,17.6,37.8,0.217
93,Georgia State,29,17,12,0.586,-2.76,-6.1,,13.0,5.0,,9,5,,7,6,,2082,1985,,,105.8,0.35,0.306,0.539,50.5,46.6,12.9,11.7,0.513,17.1,35.2,0.232
94,Georgia Tech,30,13,17,0.433,6.23,7.0,,5.0,11.0,,11,5,,0,9,,2119,2142,,71.7,97.7,0.352,0.397,0.511,51.5,62.9,9.0,10.8,0.476,19.7,36.2,0.24
95,Gonzaga NCAA,35,26,9,0.743,16.38,4.64,,11.0,3.0,,11,1,,8,2,,2719,2310,,68.8,112.1,0.395,0.355,0.568,51.7,60.8,8.3,11.2,0.544,16.4,34.2,0.263
96,Grambling,31,1,30,0.032,-27.91,-9.16,,0.0,18.0,,1,10,,0,17,,2251,2820,,,90.4,0.334,0.301,0.484,45.4,49.6,10.8,4.5,0.452,20.4,34.6,0.218
97,Green Bay,30,14,16,0.467,0.64,1.84,,6.0,8.0,,11,3,,1,11,,1699,1735,,59.2,95.2,0.332,0.298,0.51,49.4,58.5,9.2,6.1,0.475,19.2,30.6,0.232
98,Hampton,29,17,12,0.586,-8.51,-11.61,,13.0,5.0,,7,5,,9,6,,2165,2075,,73.3,100.5,0.393,0.33,0.534,49.5,53.9,10.7,11.5,0.507,19.4,35.0,0.254
99,Hartford,29,10,19,0.345,-14.53,-7.42,,6.0,12.0,,6,6,,3,11,,2073,2279,,76.3,92.5,0.408,0.261,0.491,49.1,50.1,11.8,8.3,0.45,20.5,35.1,0.272
100,Harvard,27,12,15,0.444,-12.75,-9.75,,7.0,7.0,,6,7,,6,8,,1780,1829,,,95.1,0.277,0.307,0.497,49.3,65.0,12.5,4.9,0.473,19.2,34.0,0.178
101,Hawaii,29,17,12,0.586,5.09,2.23,,5.0,9.0,,15,4,,1,8,,2210,2127,,73.4,102.5,0.37,0.215,0.554,52.1,63.1,9.3,8.3,0.521,20.9,39.0,0.261
102,High Point,28,11,17,0.393,-15.35,-6.07,,5.0,9.0,,8,3,,2,13,,1900,2049,,73.6,91.8,0.437,0.261,0.528,48.5,53.8,13.1,5.2,0.493,23.5,30.4,0.291
103,Hofstra NCAA,31,24,7,0.774,5.23,-6.03,,16.0,2.0,,12,0,,8,6,,2307,1958,,68.6,108.4,0.344,0.346,0.547,53.2,52.6,12.7,11.2,0.518,16.4,36.2,0.236
104,Holy Cross,28,10,18,0.357,-11.35,-7.96,,3.0,9.0,,4,8,,5,7,,1677,1772,,,88.7,0.568,0.306,0.496,54.1,58.8,9.7,10.7,0.458,24.8,37.4,0.345
105,Houston,31,9,22,0.29,1.94,6.44,,2.0,14.0,,4,9,,2,10,,2363,2476,,76.5,99.2,0.406,0.247,0.519,47.3,48.8,10.7,6.0,0.478,18.1,32.9,0.282
106,Howard,28,1,27,0.036,-26.19,-6.65,,1.0,17.0,,1,9,,0,16,,1825,2372,,75.1,86.4,0.253,0.305,0.467,42.7,47.7,9.8,3.7,0.442,19.8,29.5,0.162
107,Idaho,29,12,17,0.414,-2.92,1.53,,6.0,10.0,,6,3,,3,12,,1999,2065,,,,0.375,0.32,0.535,50.8,58.8,,7.5,0.504,,30.6,0.253
108,Idaho State,27,8,19,0.296,-5.42,1.18,,3.0,13.0,,5,7,,2,10,,1893,2026,,70.1,99.5,0.374,0.298,0.513,51.7,51.3,7.4,8.9,0.476,18.4,36.0,0.255
109,Illinois NCAA,32,22,10,0.688,19.73,9.6,,11.0,5.0,,12,1,,5,5,,2424,2100,,72.7,103.8,0.396,0.339,0.53,50.0,59.8,12.7,10.0,0.493,16.7,33.1,0.273
110,Illinois State,30,10,20,0.333,-2.32,2.72,,5.0,13.0,,7,6,,2,12,,2031,2150,,67.8,98.6,0.379,0.276,0.543,51.4,48.3,8.5,7.6,0.501,21.5,33.0,0.28
111,Illinois-Chicago,31,11,20,0.355,-3.84,0.53,,5.0,9.0,,10,6,,1,12,,2048,2153,,,,0.348,0.23,0.493,52.6,53.6,,6.2,0.454,,34.2,0.241
112,Indiana NCAA,29,20,9,0.69,19.43,10.22,,10.0,6.0,,10,2,,5,5,,2253,1985,,72.7,105.5,0.419,0.198,0.554,51.3,57.5,10.2,11.3,0.515,17.2,33.0,0.297
113,Indiana State NCAA,32,22,10,0.688,6.54,3.23,,14.0,4.0,,12,0,,6,7,,2136,2030,,67.1,98.7,0.378,0.26,0.521,49.0,53.7,13.5,8.5,0.481,17.0,28.5,0.266
114,Iona NCAA,31,20,11,0.645,-1.22,-4.13,,13.0,5.0,,10,2,,8,8,,2443,2353,,76.2,102.2,0.444,0.227,0.537,51.9,62.5,9.7,14.6,0.49,19.7,38.3,0.322
115,Iowa,30,14,16,0.467,9.0,11.83,,6.0,10.0,,9,4,,3,10,,2064,2149,,70.6,96.7,0.413,0.316,0.504,48.4,55.4,9.6,4.9,0.464,17.2,29.9,0.279
116,Iowa State NCAA,37,32,5,0.865,19.09,7.14,,14.0,2.0,,18,0,,7,3,,2898,2409,,70.4,110.1,0.42,0.242,0.564,54.5,54.4,10.5,7.8,0.529,16.8,36.0,0.295
117,IU Indy,28,7,21,0.25,-9.99,-3.13,,4.0,12.0,,3,9,,3,12,,1719,1905,,66.6,91.0,0.409,0.245,0.479,48.3,49.5,12.6,8.5,0.434,18.8,31.9,0.271
118,Jackson State NCAA,33,17,16,0.515,-12.19,-10.38,,10.0,8.0,,8,3,,6,10,,2205,2251,,72.7,91.2,0.486,0.193,0.478,51.8,54.0,10.4,12.5,0.433,21.4,40.6,0.31
119,Jacksonville,27,8,19,0.296,-10.95,-7.95,,5.0,13.0,,6,7,,2,12,,1914,1965,,69.6,100.5,0.314,0.318,0.538,49.6,59.2,10.3,7.1,0.518,20.4,35.8,0.199
120,Jacksonville State,28,17,11,0.607,-7.01,-8.45,,12.0,6.0,,10,6,,7,5,,1949,1901,,69.3,99.1,0.382,0.337,0.521,52.4,64.4,8.6,7.6,0.489,19.7,36.1,0.253
121,James Madison,29,20,9,0.69,-2.55,-4.55,,12.0,4.0,,13,0,,6,8,,2009,1951,,68.5,100.3,0.377,0.339,0.508,51.3,52.2,9.5,9.6,0.468,17.4,35.7,0.262
122,Kansas NCAA,34,24,10,0.706,17.94,9.79,,11.0,5.0,,14,1,,4,5,,2676,2382,,76.3,102.7,0.291,0.204,0.518,55.1,60.3,12.0,13.2,0.495,18.6,42.0,0.189
123,Kansas City,29,16,13,0.552,-4.22,-5.08,,10.0,6.0,,10,3,,5,9,,2126,2005,,70.7,101.6,0.41,0.228,0.568,50.5,60.3,10.7,8.6,0.529,21.9,33.4,0.3
124,Kansas State,28,9,19,0.321,1.0,8.32,,2.0,14.0,,8,7,,1,11,,1907,2112,,,94.5,0.306,0.312,0.511,51.1,54.3,9.6,10.7,0.484,22.1,36.4,0.204
125,Kent State,31,23,8,0.742,10.87,2.21,,13.0,5.0,,13,1,,8,6,,2346,2044,,69.3,108.0,0.357,0.229,0.547,51.5,58.1,12.2,8.6,0.507,16.8,37.0,0.264
126,Kentucky NCAA,33,23,10,0.697,18.52,12.71,,12.0,4.0,,14,0,,5,5,,2280,2074,,67.2,101.6,0.392,0.343,0.513,53.4,53.8,9.0,14.8,0.474,18.4,40.3,0.27
127,La Salle,28,11,17,0.393,0.28,3.1,,5.0,11.0,,6,5,,3,9,,1845,1924,,66.5,98.6,0.299,0.401,0.496,47.2,53.3,7.5,9.2,0.464,16.5,33.6,0.204
128,Lafayette NCAA,31,24,7,0.774,0.41,-8.07,,11.0,1.0,,14,1,,9,4,,2280,1986,,69.8,104.1,0.394,0.375,0.563,51.0,61.1,14.3,9.3,0.527,19.8,33.4,0.283
129,Lamar NCAA,31,15,16,0.484,-6.15,-3.83,,8.0,10.0,,10,2,,3,13,,1949,2021,,63.9,96.5,0.329,0.373,0.489,51.2,60.7,11.1,7.5,0.452,19.6,34.9,0.226
