Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
19,Boston College NCAA,30,19,11,0.633,16.93,9.23,,10.0,8.0,,11,4,,6,4,,2346,2115,,,,0.445,0.316,0.556,53.4,53.3,,7.4,0.517,18.5,,0.314
20,Boston University,29,18,11,0.621,-1.05,-4.32,,13.0,5.0,,10,2,,5,9,,2037,1942,,,,0.403,0.252,0.51,51.5,55.0,,7.8,0.478,17.0,,0.26
21,Bowling Green State,27,14,13,0.519,3.01,2.93,,9.0,9.0,,9,4,,4,9,,1842,1778,,,,0.416,0.25,0.534,50.8,50.6,,5.5,0.497,16.0,,0.285
22,Bradley NCAA,30,22,8,0.733,9.71,3.55,,15.0,3.0,,12,1,,7,4,,2136,1951,,,,0.434,0.246,0.535,49.7,60.5,,7.8,0.493,15.8,,0.303
23,Brigham Young,28,15,13,0.536,7.89,4.0,,9.0,9.0,,11,4,,4,8,,2303,2194,,,,0.454,0.198,0.561,52.1,59.7,,5.9,0.508,15.8,,0.347
24,Brown,26,10,16,0.385,-10.94,-5.9,,5.0,9.0,,4,6,,4,8,,1632,1763,,,,0.372,0.365,0.529,50.1,61.3,,8.1,0.494,21.5,,0.255
25,Bucknell,28,17,11,0.607,-5.7,-7.31,,8.0,4.0,,8,2,,7,8,,1981,1864,,,,0.477,0.322,0.545,51.4,57.0,,8.1,0.496,19.8,,0.343
26,Buffalo,27,13,14,0.481,-11.68,-9.75,,10.0,8.0,,8,4,,4,8,,1817,1869,,,,0.404,0.32,0.483,48.9,56.6,,5.7,0.448,18.2,,0.256
27,Butler,27,19,8,0.704,1.56,-2.67,,12.0,4.0,,10,2,,9,4,,1923,1810,,,,0.548,0.241,0.55,53.9,53.7,,7.9,0.508,19.5,,0.372
28,Cal Poly,29,16,13,0.552,-7.45,-6.69,,5.0,1.0,,11,3,,4,8,,2328,2206,,,,0.373,0.358,0.509,50.0,58.5,,4.9,0.483,17.9,,0.231
29,Cal State Fullerton,26,6,20,0.231,-8.67,1.1,,5.0,13.0,,4,8,,2,12,,1742,1996,,,,0.403,0.273,0.488,47.9,51.7,,6.0,0.447,19.3,,0.268
30,Cal State Northridge,27,7,20,0.259,-14.48,-3.35,,2.0,4.0,,6,7,,0,11,,1827,2090,,,,0.35,0.365,0.503,46.7,55.2,,6.5,0.471,19.7,,0.23
31,California NCAA,28,17,11,0.607,11.9,6.44,,11.0,7.0,,10,3,,6,6,,2117,1964,,,,0.475,0.271,0.54,51.4,51.4,,9.6,0.496,17.9,,0.333
32,Campbell,28,17,11,0.607,-7.05,-6.63,,11.0,5.0,,9,4,,8,6,,1840,1802,,,,0.299,0.328,0.516,46.2,63.7,,6.2,0.486,16.6,,0.206
33,Canisius NCAA,30,19,11,0.633,1.14,-1.6,,7.0,7.0,,8,3,,7,6,,1973,1891,,,,0.366,0.305,0.508,48.4,62.3,,6.7,0.469,17.8,,0.255
34,Centenary (LA),27,11,16,0.407,-10.49,-6.21,,8.0,8.0,,7,4,,4,10,,2067,2133,,,,0.336,0.379,0.504,47.4,55.3,,5.6,0.475,16.3,,0.219
35,Central Connecticut State,28,13,15,0.464,-12.95,-10.8,,9.0,9.0,,9,3,,3,11,,2206,2227,,,,0.416,0.21,0.511,50.3,52.4,,15.8,0.464,21.3,,0.295
36,Central Michigan,26,6,20,0.231,-3.57,3.14,,3.0,15.0,,3,10,,3,9,,1787,1914,,,,0.33,0.27,0.544,47.3,58.8,,10.7,0.514,18.8,,0.23
37,Charleston Southern,28,15,13,0.536,-7.77,-6.96,,9.0,5.0,,7,5,,7,7,,2044,1974,,,,0.416,0.288,0.546,50.4,64.1,,9.5,0.515,19.0,,0.277
38,Charlotte,29,14,15,0.483,7.44,6.78,,6.0,8.0,,9,3,,5,8,,1990,1963,,,,0.367,0.305,0.502,50.7,54.2,,5.1,0.466,17.1,,0.248
39,Chattanooga,27,15,12,0.556,-1.98,-6.02,,9.0,5.0,,11,4,,4,7,,1977,1817,,,,0.328,0.318,0.523,52.2,50.0,,5.3,0.494,16.0,,0.221
40,Chicago State,27,2,25,0.074,-29.06,-7.24,,2.0,16.0,,2,9,,0,15,,2013,2602,,,,0.283,0.299,0.477,43.6,49.5,,7.4,0.454,19.3,,0.174
41,Cincinnati NCAA,33,28,5,0.848,22.11,7.69,,11.0,3.0,,13,1,,8,2,,2627,2151,,,,0.417,0.252,0.544,55.3,58.1,,8.3,0.511,16.0,,0.282
42,Clemson NCAA,29,18,11,0.621,13.18,8.18,,7.0,9.0,,14,2,,3,7,,1971,1826,,,,0.431,0.284,0.527,52.7,54.1,,10.4,0.494,15.3,,0.284
43,Cleveland State,26,5,21,0.192,-14.77,-2.08,,3.0,13.0,,5,9,,0,12,,1587,1917,,,,0.364,0.277,0.486,47.3,50.7,,4.6,0.449,21.5,,0.24
44,Coastal Carolina,26,5,21,0.192,-19.52,-7.11,,1.0,13.0,,4,7,,1,13,,1740,1992,,,,0.342,0.329,0.474,49.5,47.0,,6.9,0.444,18.3,,0.213
45,Colgate NCAA,30,15,15,0.5,-4.67,-3.63,,9.0,3.0,,7,3,,6,10,,2164,2195,,,,0.401,0.302,0.532,48.1,52.4,,15.2,0.502,19.3,,0.262
46,College of Charleston,29,25,4,0.862,3.85,-7.34,,15.0,1.0,,14,1,,11,3,,2164,1806,,,,0.38,0.2,0.545,53.5,59.2,,10.5,0.518,16.6,,0.252
47,Colorado,27,9,18,0.333,1.3,6.6,,3.0,11.0,,8,8,,1,9,,2048,2191,,,,0.348,0.257,0.526,49.9,63.6,,10.1,0.491,20.7,,0.242
48,Colorado State,30,18,12,0.6,7.52,5.12,,11.0,7.0,,11,5,,6,6,,2355,2224,,,,0.392,0.274,0.59,51.0,57.7,,11.3,0.56,18.8,,0.28
49,Columbia,26,7,19,0.269,-15.7,-5.5,,3.0,11.0,,3,6,,4,11,,1519,1732,,,,0.404,0.411,0.515,47.5,60.8,,5.4,0.486,23.5,,0.255
50,Connecticut NCAA,35,32,3,0.914,26.05,8.19,,17.0,1.0,,15,0,,10,1,,2890,2265,,,,0.312,0.283,0.563,55.8,62.1,,12.1,0.532,17.4,,0.228
51,Coppin State,29,19,10,0.655,-7.05,-11.65,,14.0,2.0,,11,0,,6,8,,2280,2075,,,,0.384,0.339,0.584,51.8,56.2,,4.9,0.563,17.7,,0.256
52,Cornell,26,10,16,0.385,-12.01,-6.81,,5.0,9.0,,6,5,,3,11,,1674,1766,,,,0.319,0.376,0.512,50.5,51.1,,8.7,0.481,20.0,,0.218
53,Creighton,29,14,15,0.483,0.95,1.2,,9.0,9.0,,8,6,,6,7,,1931,1935,,,,0.307,0.308,0.475,48.7,54.0,,8.7,0.447,16.1,,0.194
54,Dartmouth,26,16,10,0.615,-8.79,-6.95,,9.0,5.0,,11,2,,5,7,,1662,1676,,,,0.25,0.323,0.522,47.2,61.3,,8.8,0.496,19.4,,0.176
55,Davidson,30,25,5,0.833,9.47,-4.9,,14.0,0.0,,13,1,,9,2,,2528,2047,,,,0.435,0.261,0.563,51.9,56.4,,7.9,0.524,18.0,,0.313
56,Dayton,29,15,14,0.517,-0.16,-0.64,,6.0,10.0,,12,4,,2,9,,2045,2031,,,,0.451,0.296,0.533,55.3,56.0,,7.0,0.504,22.3,,0.287
57,Delaware,27,15,12,0.556,0.27,-3.37,,11.0,7.0,,10,4,,4,7,,2003,1827,,,,0.365,0.245,0.564,50.9,57.9,,8.9,0.527,19.8,,0.27
58,Delaware State,28,11,17,0.393,-23.95,-12.13,,8.0,8.0,,7,5,,3,10,,1979,2297,,,,0.339,0.263,0.468,46.3,47.5,,5.3,0.437,18.3,,0.213
59,DePaul,29,11,18,0.379,6.2,7.93,,2.0,12.0,,6,8,,4,8,,2036,2086,,,,0.217,0.286,0.505,48.2,61.5,,7.9,0.485,16.3,,0.145
60,Detroit Mercy,29,18,11,0.621,2.68,-0.04,,8.0,8.0,,10,4,,6,6,,1955,1862,,,,0.418,0.218,0.51,52.8,51.1,,9.3,0.47,17.6,,0.281
61,Drake,27,12,15,0.444,-0.75,2.74,,8.0,10.0,,7,6,,5,8,,1876,1970,,,,0.446,0.29,0.514,45.5,49.8,,8.6,0.488,17.7,,0.27
62,Drexel NCAA,31,27,4,0.871,10.99,-5.05,,17.0,1.0,,9,1,,12,1,,2560,2056,,,,0.446,0.335,0.578,53.9,59.6,,5.4,0.541,16.1,,0.319
63,Duke NCAA,31,18,13,0.581,16.06,10.48,,8.0,8.0,,11,4,,4,7,,2336,2163,,,,0.339,0.33,0.539,49.5,52.9,,8.7,0.507,16.1,,0.238
64,Duquesne,27,9,18,0.333,-0.06,3.87,,3.0,13.0,,7,5,,2,12,,2017,2123,,,,0.325,0.27,0.518,45.3,58.4,,7.4,0.489,17.8,,0.216
65,East Carolina,28,17,11,0.607,-2.83,-3.09,,8.0,8.0,,11,3,,5,8,,1933,1911,,,,0.426,0.284,0.525,53.4,54.5,,8.5,0.487,19.4,,0.287
66,East Tennessee State,27,7,20,0.259,-12.64,-2.36,,3.0,11.0,,5,8,,2,10,,1992,2212,,,,0.337,0.276,0.518,47.5,48.0,,7.1,0.489,19.3,,0.224
67,Eastern Illinois,28,13,15,0.464,-13.67,-8.97,,9.0,9.0,,7,5,,5,9,,1933,2053,,,,0.405,0.311,0.507,47.2,62.7,,7.6,0.485,19.6,,0.238
68,Eastern Kentucky,27,13,14,0.481,-8.03,-4.63,,7.0,9.0,,9,4,,3,8,,2013,2059,,,,0.453,0.296,0.538,49.6,58.3,,3.5,0.5,19.4,,0.306
69,Eastern Michigan NCAA,31,25,6,0.806,11.55,3.72,,14.0,4.0,,12,1,,9,4,,2594,2304,,,,0.382,0.254,0.558,49.7,50.4,,8.5,0.524,13.8,,0.27
70,Eastern Washington,26,3,23,0.115,-15.51,-1.43,,0.0,14.0,,2,10,,1,12,,1697,1993,,,,0.301,0.225,0.504,51.6,52.7,,5.6,0.466,20.4,,0.219
71,Evansville,27,13,14,0.481,3.62,1.91,,9.0,9.0,,9,5,,4,8,,1943,1897,,,,0.409,0.305,0.558,49.9,63.6,,5.6,0.525,19.6,,0.283
72,Fairfield,30,20,10,0.667,-1.62,-2.89,,10.0,4.0,,10,2,,7,5,,2127,2089,,,,0.425,0.339,0.555,50.1,64.3,,8.0,0.514,19.9,,0.305
73,FDU,27,7,20,0.259,-14.26,-6.82,,6.0,12.0,,3,10,,4,10,,1811,2012,,,,0.387,0.285,0.528,52.1,50.6,,8.0,0.505,23.5,,0.239
74,Florida,28,12,16,0.429,7.64,11.39,,6.0,10.0,,6,6,,2,7,,1869,1974,,,,0.285,0.276,0.5,47.7,55.3,,8.8,0.473,17.9,,0.189
75,Florida A&M,27,8,19,0.296,-24.47,-10.68,,3.0,13.0,,8,7,,0,11,,1671,1915,,,,0.346,0.257,0.444,49.4,49.3,,17.1,0.42,20.4,,0.196
76,Florida Atlantic,27,9,18,0.333,-7.28,-5.93,,5.0,11.0,,8,6,,1,12,,1865,1867,,,,0.425,0.252,0.523,50.9,47.1,,9.8,0.482,19.5,,0.294
77,Florida International,28,13,15,0.464,-14.34,-6.84,,6.0,10.0,,10,4,,2,10,,2054,2204,,,,0.376,0.437,0.527,46.3,54.1,,5.4,0.496,18.0,,0.252
78,Florida State,27,13,14,0.481,10.94,8.72,,5.0,11.0,,9,6,,2,8,,2033,1973,,,,0.376,0.307,0.523,50.2,54.5,,11.9,0.494,15.7,,0.245
79,Fordham,27,4,23,0.148,-9.65,1.72,,2.0,14.0,,3,10,,1,12,,1628,1935,,,,0.446,0.22,0.483,50.0,58.8,,4.5,0.443,21.8,,0.284
80,Fresno State,33,22,11,0.667,7.58,4.86,,13.0,5.0,,17,3,,4,8,,2652,2544,,,,0.37,0.377,0.556,49.7,55.2,,10.0,0.534,17.3,,0.238
81,Furman,27,10,17,0.37,-11.34,-4.34,,6.0,8.0,,8,4,,2,12,,1984,2105,,,,0.337,0.331,0.523,51.6,51.8,,7.2,0.486,17.7,,0.242
82,George Mason,27,11,16,0.407,-5.07,-3.68,,6.0,10.0,,8,5,,3,11,,2443,2476,,,,0.371,0.277,0.525,51.3,43.7,,5.8,0.493,15.8,,0.249
83,George Washington NCAA,29,21,8,0.724,8.99,3.61,,13.0,3.0,,11,0,,8,4,,2263,2107,,,,0.459,0.223,0.536,49.5,59.9,,8.3,0.492,17.1,,0.321
84,Georgetown NCAA,37,29,8,0.784,22.63,9.83,,13.0,5.0,,17,0,,5,5,,3082,2545,,,,0.436,0.241,0.542,54.7,46.5,,11.3,0.516,18.1,,0.277
85,Georgia NCAA,31,21,10,0.677,19.29,8.13,,9.0,7.0,,12,1,,4,7,,2456,2110,,,,0.335,0.293,0.544,53.2,62.4,,10.7,0.519,16.7,,0.223
86,Georgia Southern,26,3,23,0.115,-20.67,-5.07,,2.0,12.0,,2,8,,1,11,,1470,1825,,,,0.363,0.356,0.479,50.2,55.6,,6.5,0.452,26.0,,0.218
87,Georgia State,26,10,16,0.385,-10.83,-7.11,,6.0,10.0,,7,6,,3,10,,1877,1972,,,,0.366,0.217,0.492,50.8,49.0,,6.8,0.45,16.8,,0.255
88,Georgia Tech NCAA,36,24,12,0.667,16.95,12.7,,13.0,3.0,,13,1,,7,7,,2888,2735,,,,0.349,0.359,0.573,49.9,60.3,,8.2,0.546,17.5,,0.245
89,Gonzaga,30,21,9,0.7,5.81,-1.23,,10.0,4.0,,12,2,,6,6,,2179,1937,,,,0.465,0.275,0.559,52.7,57.2,,7.0,0.531,17.4,,0.302
90,Grambling,28,12,16,0.429,-12.54,-11.77,,6.0,8.0,,5,7,,5,7,,2103,2089,,,,0.342,0.311,0.513,46.6,50.3,,3.7,0.502,15.7,,0.19
91,Green Bay NCAA,29,25,4,0.862,8.05,-0.88,,16.0,0.0,,13,0,,10,2,,1878,1620,,,,0.411,0.224,0.562,49.9,73.1,,5.3,0.519,15.3,,0.306
92,Hampton,26,9,17,0.346,-11.19,-4.52,,,,,4,5,,4,10,,1936,2069,,,,0.321,0.343,0.476,48.2,39.0,,5.4,0.439,14.9,,0.219
93,Hartford,28,6,22,0.214,-12.44,-3.05,,5.0,13.0,,4,8,,1,12,,2042,2305,,,,0.367,0.204,0.497,47.6,54.2,,6.9,0.452,20.0,,0.262
94,Harvard,26,15,11,0.577,-2.97,-8.53,,7.0,7.0,,8,4,,7,7,,1768,1581,,,,0.352,0.272,0.515,54.2,54.9,,5.8,0.47,18.2,,0.26
95,Hawaii,28,10,18,0.357,4.66,6.3,,7.0,11.0,,8,8,,2,8,,2149,2195,,,,0.478,0.21,0.572,46.4,51.8,,5.1,0.523,17.5,,0.359
96,Hofstra,27,9,18,0.333,-13.73,-5.46,,5.0,13.0,,6,7,,2,9,,1843,2039,,,,0.378,0.238,0.498,47.9,48.6,,6.1,0.462,20.4,,0.249
97,Holy Cross,29,16,13,0.552,-9.25,-9.18,,8.0,4.0,,11,3,,5,9,,2240,2246,,,,0.434,0.271,0.507,50.9,59.3,,10.0,0.473,18.0,,0.277
98,Houston,27,17,10,0.63,3.57,3.05,,11.0,3.0,,10,3,,7,6,,2082,2015,,,,0.413,0.253,0.544,53.7,52.5,,9.4,0.513,20.8,,0.274
99,Howard,27,7,20,0.259,-18.27,-11.0,,6.0,10.0,,7,4,,0,15,,1823,2015,,,,0.432,0.26,0.493,46.0,39.8,,4.4,0.444,19.5,,0.301
100,Idaho,28,12,16,0.429,-4.28,-1.97,,5.0,9.0,,8,4,,1,10,,2030,2035,,,,0.378,0.25,0.532,50.8,43.3,,4.5,0.493,19.3,,0.269
101,Idaho State,26,11,15,0.423,-9.42,-3.62,,7.0,7.0,,7,4,,3,8,,1810,1891,,,,0.416,0.227,0.504,47.3,54.8,,6.7,0.472,20.3,,0.264
102,Illinois,31,18,13,0.581,13.96,7.86,,7.0,11.0,,10,6,,5,6,,2352,2163,,,,0.32,0.337,0.519,49.9,59.2,,7.0,0.488,13.4,,0.22
103,Illinois State,34,22,12,0.647,5.53,2.89,,13.0,5.0,,10,4,,10,6,,2441,2352,,,,0.408,0.326,0.543,51.1,61.5,,6.9,0.512,20.6,,0.272
104,Illinois-Chicago,28,10,18,0.357,-6.83,-0.6,,5.0,11.0,,8,4,,1,12,,2152,2299,,,,0.335,0.357,0.509,47.3,51.5,,7.5,0.475,17.6,,0.23
105,Indiana NCAA,31,19,12,0.613,17.61,10.88,,12.0,6.0,,11,2,,5,5,,2349,2142,,,,0.459,0.275,0.564,51.5,62.7,,9.0,0.526,18.3,,0.322
106,Indiana State,26,10,16,0.385,-5.79,-0.79,,6.0,12.0,,8,5,,2,11,,1799,1929,,,,0.446,0.285,0.498,51.5,51.4,,4.0,0.454,18.5,,0.299
107,Iona,29,21,8,0.724,2.28,-2.14,,10.0,4.0,,12,2,,9,4,,2103,1975,,,,0.413,0.239,0.511,49.9,47.6,,14.1,0.471,16.7,,0.282
108,Iowa NCAA,32,23,9,0.719,18.65,6.9,,11.0,7.0,,14,1,,6,6,,2548,2172,,,,0.415,0.313,0.569,56.3,64.1,,6.9,0.532,19.0,,0.298
109,Iowa State NCAA,33,24,9,0.727,10.9,7.24,,9.0,5.0,,13,3,,6,4,,2223,2091,,,,0.504,0.242,0.52,49.1,58.3,,7.4,0.473,17.7,,0.343
110,Jackson State,29,16,13,0.552,-8.69,-6.54,,11.0,3.0,,7,2,,8,8,,2199,2227,,,,0.306,0.25,0.498,49.0,51.8,,7.8,0.474,17.8,,0.192
111,Jacksonville,28,15,13,0.536,-0.35,0.11,,10.0,8.0,,10,3,,4,10,,2122,2135,,,,0.46,0.267,0.535,50.1,44.8,,8.7,0.505,20.0,,0.293
112,Jacksonville State,27,10,17,0.37,-10.78,-8.22,,4.0,12.0,,8,4,,1,13,,2203,2220,,,,0.427,0.284,0.541,52.5,41.6,,6.3,0.497,19.3,,0.308
113,James Madison,30,10,20,0.333,-5.6,-0.14,,6.0,10.0,,5,8,,2,8,,2053,2217,,,,0.331,0.294,0.518,46.7,42.1,,7.4,0.483,17.5,,0.232
114,Kansas NCAA,34,29,5,0.853,21.39,7.24,,12.0,2.0,,13,0,,8,2,,2741,2219,,,,0.434,0.319,0.538,53.7,62.5,,13.5,0.506,17.2,,0.284
115,Kansas City,27,12,15,0.444,-9.6,-9.0,,10.0,8.0,,7,6,,5,8,,1888,1904,,,,0.438,0.254,0.505,51.2,54.3,,7.5,0.468,20.0,,0.283
116,Kansas State NCAA,29,17,12,0.586,7.75,7.71,,7.0,7.0,,10,4,,5,6,,1970,1963,,,,0.452,0.235,0.499,51.2,54.6,,10.3,0.459,19.2,,0.293
117,Kent State,27,14,13,0.519,0.68,0.72,,8.0,10.0,,10,4,,3,8,,2051,2022,,,,0.373,0.26,0.539,50.4,59.3,,6.3,0.496,17.5,,0.277
118,Kentucky NCAA,36,34,2,0.944,32.14,10.05,,16.0,0.0,,13,0,,8,0,,3292,2497,,,,0.359,0.272,0.571,53.8,65.4,,11.2,0.541,16.1,,0.256
119,La Salle,30,6,24,0.2,-1.74,5.53,,3.0,13.0,,4,7,,1,11,,1903,2121,,,,0.281,0.418,0.465,46.3,54.1,,5.5,0.438,15.3,,0.178
120,Lafayette,27,7,20,0.259,-12.36,-7.16,,4.0,8.0,,7,4,,0,14,,1832,1970,,,,0.371,0.405,0.509,47.6,50.4,,8.3,0.471,18.8,,0.254
121,Lamar,27,12,15,0.444,-2.79,-0.27,,7.0,11.0,,11,4,,1,10,,1971,1961,,,,0.433,0.23,0.51,52.1,46.9,,3.9,0.473,19.7,,0.285
122,Lehigh,27,4,23,0.148,-18.81,-7.23,,2.0,10.0,,4,8,,0,14,,1837,2120,,,,0.442,0.275,0.5,45.1,44.6,,6.0,0.46,18.9,,0.291
123,Liberty,29,17,12,0.586,-5.7,-7.59,,9.0,5.0,,11,4,,5,7,,1981,1889,,,,0.39,0.331,0.549,49.5,60.0,,13.5,0.511,18.7,,0.279
124,Little Rock,30,23,7,0.767,6.28,-1.04,,14.0,4.0,,15,2,,8,5,,2295,2033,,,,0.419,0.233,0.545,52.7,49.6,,9.5,0.51,15.7,,0.288
125,Long Beach State,28,17,11,0.607,4.16,0.42,,12.0,6.0,,10,3,,7,6,,2094,1944,,,,0.433,0.288,0.538,51.5,53.9,,6.6,0.512,,,0.275
126,Long Island University,28,9,19,0.321,-17.63,-6.4,,5.0,13.0,,5,7,,3,12,,2159,2440,,,,0.292,0.313,0.448,47.1,48.1,,8.0,0.423,,,0.175
127,Louisiana,28,16,12,0.571,1.28,0.09,,9.0,9.0,,12,2,,3,9,,2115,1996,,,,0.382,0.382,0.514,47.7,50.8,,9.8,0.48,17.5,,0.252
128,Louisiana State,29,12,17,0.414,2.49,5.13,,4.0,12.0,,11,7,,1,7,,2265,2300,,,,0.352,0.321,0.508,51.2,54.1,,8.7,0.474,17.7,,0.237
129,Louisiana Tech,28,11,17,0.393,-4.05,-1.2,,6.0,12.0,,7,5,,2,9,,1738,1807,,,,0.408,0.245,0.49,51.7,52.0,,6.3,0.454,20.1,,0.264
130,Louisiana-Monroe NCAA,30,16,14,0.533,-2.53,-3.63,,13.0,5.0,,8,3,,6,9,,2318,2256,,,,0.296,0.316,0.541,47.5,49.8,,10.6,0.515,17.6,,0.204
131,Louisville NCAA,34,22,12,0.647,15.18,9.85,,10.0,4.0,,10,4,,8,5,,2602,2422,,,,0.412,0.325,0.571,48.2,55.7,,9.9,0.543,19.3,,0.279
132,Loyola (IL),27,8,19,0.296,-6.61,-1.61,,5.0,11.0,,6,6,,2,12,,1854,1963,,,,0.363,0.303,0.514,48.6,56.3,,7.9,0.488,19.9,,0.229
133,Loyola (MD),27,12,15,0.444,-4.28,-2.2,,8.0,6.0,,6,6,,5,7,,1807,1815,,,,0.399,0.238,0.512,48.7,49.5,,11.6,0.483,21.0,,0.252
134,Loyola Marymount,29,18,11,0.621,-1.0,-0.89,,8.0,6.0,,11,3,,6,7,,2022,1991,,,,0.493,0.269,0.549,53.6,51.3,,6.4,0.508,22.9,,0.339
135,Maine,28,15,13,0.536,-4.2,-5.48,,11.0,7.0,,7,5,,6,6,,1921,1885,,,,0.383,0.277,0.488,53.2,57.8,,5.6,0.465,19.5,,0.223
136,Manhattan,29,17,12,0.586,4.03,-1.38,,9.0,5.0,,10,2,,7,9,,1959,1802,,,,0.448,0.261,0.528,54.5,55.5,,8.0,0.485,20.1,,0.31
137,Marist,29,22,7,0.759,-1.02,-8.61,,14.0,4.0,,13,2,,8,5,,2094,1874,,,,0.473,0.344,0.545,53.0,60.8,,11.5,0.499,18.9,,0.335
138,Marquette NCAA,31,23,8,0.742,14.45,4.93,,10.0,4.0,,16,0,,5,5,,2259,1964,,,,0.354,0.329,0.531,53.4,58.2,,13.2,0.494,16.5,,0.253
139,Marshall,28,17,11,0.607,1.96,-3.82,,8.0,6.0,,11,2,,4,7,,2560,2367,,,,0.326,0.38,0.592,49.4,48.2,,7.6,0.57,18.0,,0.225
140,Maryland NCAA,30,17,13,0.567,15.0,9.93,,8.0,8.0,,12,4,,3,5,,2440,2288,,,,0.408,0.284,0.533,51.0,61.5,,7.4,0.497,18.1,,0.279
141,Maryland-Baltimore County,27,5,22,0.185,-17.13,-6.17,,3.0,11.0,,3,8,,2,14,,1595,1891,,,,0.383,0.321,0.485,50.0,58.3,,5.8,0.438,20.8,,0.271
142,Maryland-Eastern Shore,27,11,16,0.407,-20.25,-13.21,,6.0,10.0,,8,2,,1,13,,1758,1872,,,,0.407,0.239,0.483,48.2,40.2,,5.2,0.448,17.4,,0.257
143,Massachusetts NCAA,37,35,2,0.946,21.38,8.92,,15.0,1.0,,10,1,,12,0,,2768,2307,,,,0.42,0.209,0.528,53.8,56.3,,15.0,0.49,15.7,,0.285
144,McNeese State,27,15,12,0.556,-2.81,-6.7,,11.0,7.0,,11,3,,4,8,,2119,2014,,,,0.446,0.253,0.537,46.4,58.0,,7.5,0.503,17.6,,0.294
