Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
38,Cal State Northridge,34,13,21,0.382,-6.54,-3.39,7,9,7,9,4,11,76.5,79.4,40.4,28.0,62.6,0.447,8.59,22.4,0.383,14.9,20.1,0.74,11.9,38.9,14.6,5.97,3.12,12.5,18.5
39,California,31,8,23,0.258,-3.16,5.42,3,15,7,9,1,10,68.4,77.0,40.2,27.0,55.1,0.489,8.77,23.0,0.381,14.3,19.9,0.718,9.65,36.0,14.9,4.97,3.23,14.0,17.7
40,California Baptist,31,16,15,0.516,-3.89,-4.12,7,9,8,7,8,6,77.5,72.3,40.6,25.0,59.0,0.423,6.77,19.9,0.34,15.6,21.8,0.713,9.58,34.7,11.2,5.65,2.39,11.4,18.0
41,Campbell,33,20,13,0.606,-3.62,-4.39,12,4,12,4,5,8,75.6,70.5,40.2,24.5,54.5,0.448,8.0,22.6,0.354,13.6,18.6,0.733,8.82,34.8,12.5,5.64,2.09,13.6,17.3
42,Canisius,32,15,17,0.469,-8.79,-4.85,11,7,5,8,9,5,70.3,74.3,40.5,26.1,55.7,0.469,7.47,20.8,0.36,14.6,20.5,0.711,10.4,35.7,12.7,5.38,3.03,14.3,17.5
43,Central Arkansas,33,14,19,0.424,-11.37,-4.81,8,10,8,5,5,13,72.2,75.7,40.3,26.5,60.4,0.438,8.45,24.3,0.347,14.3,20.5,0.701,10.9,37.9,15.0,6.21,2.55,13.2,18.4
44,Central Connecticut State,31,11,20,0.355,-14.02,-6.71,5,13,5,7,5,12,71.1,76.4,40.6,25.8,58.6,0.44,9.52,26.1,0.365,15.2,21.5,0.709,10.5,35.6,15.1,6.81,3.9,13.2,19.1
45,Central Michigan,35,23,12,0.657,2.79,-0.34,10,8,13,4,7,6,82.7,76.9,40.7,28.9,64.3,0.449,6.74,23.0,0.294,12.4,18.1,0.687,12.3,38.4,12.1,5.2,4.8,14.5,20.5
46,Charleston Southern,34,18,16,0.529,-2.43,-4.19,9,7,12,4,4,11,75.7,69.7,40.3,24.4,56.8,0.429,8.5,24.0,0.355,12.5,17.6,0.709,9.24,36.1,13.4,6.82,3.15,16.4,16.9
47,Charlotte,29,8,21,0.276,-8.34,-0.89,5,13,5,9,3,9,61.2,68.7,40.0,23.7,54.1,0.438,8.14,22.9,0.355,13.1,17.7,0.742,8.45,33.0,12.5,6.93,3.66,11.7,17.0
48,Chattanooga,32,12,20,0.375,-7.87,-0.76,7,11,8,6,4,11,70.9,74.3,40.2,27.0,59.3,0.455,7.5,21.0,0.357,12.8,18.2,0.701,9.34,36.3,12.5,6.59,2.88,11.2,16.4
49,Chicago State,32,3,29,0.094,-24.83,0.67,0,16,3,8,0,19,61.6,84.7,40.0,30.1,62.1,0.485,10.3,27.2,0.381,14.1,20.3,0.694,11.5,39.0,17.1,7.56,3.16,12.3,18.4
50,Cincinnati NCAA,35,28,7,0.8,14.53,5.5,14,4,16,2,7,4,71.7,62.7,40.3,21.9,53.4,0.41,8.11,22.9,0.355,10.8,16.3,0.663,9.49,31.1,11.1,3.8,3.6,13.6,18.8
51,Clemson,34,20,14,0.588,13.85,8.99,9,9,14,5,4,6,68.8,63.9,40.0,22.2,54.6,0.407,7.56,21.6,0.35,12.0,16.4,0.731,8.56,32.0,9.88,5.59,2.91,13.3,17.1
52,Cleveland State,31,10,21,0.323,-7.96,-1.52,5,13,8,9,2,12,74.2,78.6,40.3,27.9,62.5,0.446,8.1,24.9,0.325,14.8,20.3,0.727,12.2,39.0,15.3,6.87,3.32,12.3,19.0
53,Coastal Carolina,34,17,17,0.5,-0.5,-1.94,9,9,10,4,6,11,77.7,74.1,40.3,24.7,56.8,0.434,8.26,25.6,0.323,16.5,23.2,0.712,9.68,33.1,13.2,6.47,3.29,13.2,19.1
54,Colgate NCAA,35,24,11,0.686,1.23,-3.83,13,5,15,1,9,9,75.7,70.2,40.4,25.3,58.1,0.435,7.91,23.5,0.336,11.8,16.6,0.712,9.34,31.8,13.0,7.14,3.2,12.1,16.6
55,College of Charleston,33,24,9,0.727,2.36,-2.95,12,6,13,2,8,5,74.3,68.6,40.3,24.9,55.7,0.447,7.97,24.0,0.332,10.8,14.8,0.735,8.42,31.6,12.8,5.18,2.85,12.8,16.6
56,Colorado,36,23,13,0.639,9.68,3.6,10,8,15,2,5,9,73.6,67.5,40.1,24.4,57.5,0.424,6.86,21.6,0.318,11.8,17.9,0.663,8.5,31.3,10.5,7.03,3.33,12.1,19.8
57,Colorado State,32,12,20,0.375,-0.11,1.41,7,11,8,9,3,8,74.8,75.2,40.2,27.0,59.3,0.455,8.69,24.5,0.355,12.5,17.4,0.718,9.31,34.0,14.3,5.81,2.25,11.1,17.5
58,Columbia,28,10,18,0.357,-5.18,-2.14,5,9,5,7,4,9,73.5,73.3,41.4,24.9,56.7,0.439,8.25,23.2,0.356,15.3,21.6,0.708,9.14,35.6,12.0,6.25,3.18,14.1,15.5
59,Connecticut,33,16,17,0.485,6.81,4.32,6,12,13,5,1,8,73.8,71.3,40.2,24.5,55.8,0.439,6.3,18.8,0.335,16.0,21.8,0.732,10.3,34.5,13.0,6.21,3.24,14.1,18.4
60,Coppin State,33,8,25,0.242,-18.9,-7.11,7,9,3,7,4,16,64.2,76.0,40.3,26.3,61.3,0.429,9.0,24.6,0.366,14.4,20.6,0.697,10.8,38.7,14.5,7.45,2.55,12.1,18.5
61,Cornell,31,15,16,0.484,-6.12,-2.02,7,7,9,4,6,12,69.3,71.3,40.6,26.6,60.6,0.439,6.74,20.6,0.328,11.4,16.2,0.701,10.0,37.4,11.5,6.26,3.58,12.5,17.2
62,Creighton,35,20,15,0.571,12.0,8.59,9,9,13,6,4,8,77.9,73.2,40.6,26.9,58.9,0.457,8.31,23.5,0.354,11.0,16.1,0.682,9.09,33.9,14.0,6.37,3.34,13.7,17.5
63,Dartmouth,30,11,19,0.367,-5.75,-3.0,2,12,8,6,2,12,72.0,70.5,40.3,26.7,58.0,0.46,6.47,19.6,0.329,10.7,15.2,0.706,7.93,33.5,12.1,6.27,3.1,11.4,15.2
64,Davidson,34,24,10,0.706,6.38,1.96,14,4,14,2,7,5,70.9,65.6,40.1,22.9,56.0,0.408,8.09,24.6,0.329,11.7,16.5,0.709,8.74,33.6,12.5,5.12,2.21,11.1,16.6
65,Dayton,33,21,12,0.636,9.67,2.91,13,5,13,4,7,4,72.9,66.2,40.5,24.3,58.8,0.414,7.64,23.8,0.321,9.85,14.0,0.705,9.94,32.0,12.6,5.33,2.88,11.2,16.3
66,Delaware,33,17,16,0.515,-7.91,-4.82,8,10,9,7,7,8,71.3,72.1,41.2,26.0,58.7,0.443,8.21,22.3,0.369,11.8,16.3,0.728,9.73,34.5,13.2,5.39,2.85,10.0,16.8
67,Delaware State,31,6,25,0.194,-26.82,-10.13,2,14,3,9,2,15,63.1,76.5,40.0,26.4,58.6,0.45,7.87,23.0,0.342,15.8,22.1,0.717,10.9,42.1,15.4,6.87,4.13,14.4,16.2
68,Denver,30,8,22,0.267,-11.84,-2.97,3,13,6,7,1,14,69.5,77.3,40.2,27.4,58.3,0.47,10.6,25.3,0.418,11.9,16.4,0.724,7.6,32.7,14.3,5.9,2.63,11.1,16.2
69,DePaul,36,19,17,0.528,6.0,4.05,7,11,16,7,3,9,78.4,76.4,40.3,26.8,59.2,0.452,9.56,25.6,0.373,13.4,18.3,0.73,8.61,32.2,14.0,6.78,3.06,12.8,19.2
70,Detroit Mercy,31,11,20,0.355,-6.33,-0.36,8,10,6,6,4,14,73.5,79.5,40.0,28.4,59.9,0.473,8.48,24.5,0.346,14.3,19.6,0.729,12.3,39.1,19.2,5.65,3.42,13.9,17.6
71,Drake,34,24,10,0.706,2.52,-0.66,12,6,13,2,7,6,75.4,70.2,40.7,25.6,60.1,0.427,6.62,21.9,0.303,12.3,17.6,0.697,9.41,34.1,10.9,7.21,3.09,12.0,17.2
72,Drexel,32,13,19,0.406,-7.02,-2.93,7,11,9,7,3,11,75.8,77.3,40.0,28.8,59.7,0.482,7.63,20.4,0.374,12.2,18.0,0.675,8.75,32.6,13.6,6.09,3.63,10.4,16.6
73,Duke NCAA,38,32,6,0.842,26.9,11.98,14,4,15,2,7,2,82.7,67.8,40.1,25.3,63.6,0.398,6.66,22.2,0.3,10.6,15.2,0.696,11.6,35.5,12.6,6.39,3.18,14.2,17.3
74,Duquesne,32,19,13,0.594,0.53,-0.63,10,8,14,4,4,6,73.5,72.3,40.5,26.2,59.5,0.441,6.97,20.6,0.338,12.9,19.0,0.68,12.5,38.1,14.5,6.84,3.69,15.3,18.3
75,East Carolina,31,10,21,0.323,-5.49,1.31,3,15,8,9,1,11,67.4,74.2,40.5,25.4,56.5,0.449,6.9,21.0,0.329,16.5,23.6,0.698,10.7,37.2,13.8,6.68,3.9,13.8,17.7
76,East Tennessee State,34,24,10,0.706,5.21,-1.79,13,5,13,3,8,6,79.6,69.7,40.4,24.6,56.5,0.435,8.71,23.0,0.379,11.9,17.2,0.69,8.12,29.6,12.7,6.74,3.41,14.5,17.4
77,Eastern Illinois,32,14,18,0.438,-11.81,-5.01,7,11,7,6,5,10,71.8,76.8,40.9,26.8,59.3,0.453,9.25,24.1,0.384,13.9,19.7,0.705,10.9,37.1,15.2,6.91,3.28,13.2,16.8
78,Eastern Kentucky,31,13,18,0.419,-7.4,-2.47,6,12,9,5,3,11,82.6,83.1,40.8,29.0,62.3,0.465,7.42,21.6,0.344,17.8,24.7,0.718,11.0,41.5,15.0,6.77,3.74,18.3,19.4
79,Eastern Michigan,32,15,17,0.469,0.4,4.43,9,9,11,7,4,10,68.8,69.2,40.5,24.6,57.3,0.43,8.28,24.3,0.341,11.7,17.2,0.681,12.0,34.6,16.7,6.75,3.06,13.9,17.8
80,Eastern Washington,34,16,18,0.471,-6.77,-4.17,12,8,9,4,4,13,72.4,74.3,40.6,25.8,57.1,0.452,8.56,22.5,0.38,14.2,19.8,0.717,8.0,35.3,13.3,5.97,3.0,12.0,16.8
81,Elon,32,11,21,0.344,-11.53,-3.56,7,11,5,11,6,7,70.8,76.4,40.3,27.4,60.4,0.453,8.94,24.1,0.371,12.7,17.4,0.731,9.72,36.6,14.2,6.84,2.0,10.7,15.9
82,Evansville,32,11,21,0.344,-3.84,0.13,5,13,9,7,2,13,69.8,72.4,40.5,25.8,58.4,0.441,6.59,19.0,0.347,14.3,21.0,0.681,9.25,38.1,11.7,5.59,2.91,12.5,18.9
83,Fairfield,31,9,22,0.29,-10.2,-7.14,6,12,5,7,3,13,66.8,69.9,40.0,24.1,52.4,0.46,6.84,18.7,0.366,14.8,21.0,0.704,9.0,34.4,12.4,6.48,3.52,14.5,15.9
84,FDU NCAA,35,21,14,0.6,-6.09,-7.24,12,6,13,4,7,9,74.9,71.9,40.6,25.9,58.3,0.445,7.91,22.5,0.351,12.1,17.4,0.694,11.1,33.9,13.5,6.23,3.31,14.5,18.1
85,Florida NCAA,36,20,16,0.556,15.42,11.22,9,9,9,6,5,6,67.8,63.6,40.4,22.4,53.2,0.421,6.42,20.3,0.316,12.4,17.9,0.693,10.8,34.5,10.8,6.14,2.89,14.6,17.1
86,Florida A&M,31,12,19,0.387,-13.57,-8.09,9,7,6,3,6,14,62.2,66.4,40.2,22.7,53.1,0.428,5.97,19.7,0.302,15.0,21.3,0.702,10.7,34.8,11.4,6.84,2.84,14.8,16.9
87,Florida Atlantic,33,17,16,0.515,-1.42,-1.76,8,10,9,5,6,9,70.4,68.0,40.5,24.1,58.6,0.411,7.58,24.1,0.315,12.2,17.8,0.688,9.52,35.7,12.0,7.52,2.33,13.4,16.8
88,Florida Gulf Coast,32,14,18,0.438,-5.11,-1.48,9,7,10,4,4,10,71.3,73.8,40.0,26.6,60.3,0.442,9.0,24.5,0.367,11.5,16.4,0.701,10.8,35.6,15.2,7.03,3.22,13.9,16.9
89,Florida International,34,20,14,0.588,-4.55,-1.45,10,8,12,4,6,9,82.3,80.4,40.0,28.8,63.1,0.456,7.82,23.1,0.339,14.9,21.4,0.7,12.4,43.1,14.8,7.03,4.32,19.6,20.6
90,Florida State NCAA,37,29,8,0.784,17.99,10.26,13,5,15,1,6,4,74.9,67.2,40.5,22.8,55.9,0.407,7.27,21.7,0.335,14.4,19.9,0.722,9.41,33.1,9.97,5.49,3.05,14.3,18.4
91,Fordham,32,12,20,0.375,-5.02,-2.4,3,15,9,10,3,8,65.9,66.9,40.5,23.3,53.9,0.432,6.47,19.8,0.327,13.8,19.8,0.697,9.22,37.3,14.4,5.59,2.84,13.1,15.0
92,Fresno State,32,23,9,0.719,8.99,0.67,13,5,13,4,7,3,76.5,67.6,40.2,23.4,55.9,0.419,7.03,23.0,0.306,13.7,19.3,0.708,8.97,34.1,12.2,5.66,3.22,13.7,18.0
93,Furman,33,25,8,0.758,7.46,-1.5,13,5,13,3,11,4,77.6,66.1,40.6,24.8,59.1,0.419,7.18,22.7,0.316,9.36,13.8,0.679,10.7,34.3,11.5,7.12,3.33,14.4,16.0
94,Gardner-Webb NCAA,35,23,12,0.657,-2.61,-4.43,11,6,13,0,8,9,77.7,70.5,40.9,24.9,60.0,0.415,8.86,27.2,0.326,11.9,16.5,0.718,11.2,35.1,13.4,5.89,2.91,13.4,17.1
95,George Mason,33,18,15,0.545,0.84,0.08,11,7,11,6,6,6,70.1,69.4,40.3,25.2,57.4,0.439,7.18,22.4,0.32,11.8,17.6,0.669,9.48,33.5,12.5,6.82,3.97,12.5,17.4
96,George Washington,33,9,24,0.273,-6.65,1.2,4,14,6,11,2,10,63.5,71.4,40.6,25.7,58.3,0.441,8.33,23.4,0.356,11.6,17.6,0.658,10.1,37.5,14.1,6.76,3.33,11.7,17.2
97,Georgetown,33,19,14,0.576,6.8,5.31,9,9,13,6,5,6,79.5,78.1,41.1,27.7,64.0,0.432,8.82,26.0,0.339,13.9,19.4,0.717,10.1,36.3,15.0,7.64,3.48,12.2,19.4
98,Georgia,32,11,21,0.344,5.31,8.12,2,16,8,9,2,9,71.1,73.9,40.0,26.7,62.6,0.426,7.44,22.4,0.332,13.1,18.8,0.7,12.0,35.0,12.1,7.5,3.13,10.9,18.8
99,Georgia Southern,33,21,12,0.636,3.75,0.13,12,6,10,4,7,7,82.6,75.4,40.3,27.2,61.6,0.442,7.76,23.7,0.327,13.2,18.6,0.707,10.5,34.9,13.2,5.67,3.18,15.8,19.6
100,Georgia State NCAA,34,24,10,0.706,2.44,0.65,13,5,13,1,7,7,76.4,73.3,40.0,25.6,60.3,0.425,8.94,27.2,0.328,13.0,18.6,0.702,12.6,39.3,15.1,4.97,3.18,15.1,17.5
101,Georgia Tech,32,14,18,0.438,6.93,8.15,6,12,11,7,3,9,65.3,66.6,40.2,23.1,57.8,0.4,6.47,21.8,0.297,13.8,20.1,0.689,11.8,36.1,14.1,7.03,3.38,12.8,17.3
102,Gonzaga NCAA,37,33,4,0.892,27.79,5.01,16,0,17,0,9,1,87.6,64.9,40.0,23.7,61.0,0.389,6.46,21.3,0.304,11.0,15.8,0.697,10.3,32.3,9.81,5.43,2.27,13.5,18.5
103,Grambling,34,17,17,0.5,-9.73,-9.34,10,8,11,3,6,12,71.4,68.7,40.3,23.0,58.9,0.39,6.35,21.3,0.299,16.4,24.1,0.678,11.3,36.6,11.9,6.94,3.26,13.0,19.2
104,Grand Canyon,34,20,14,0.588,3.85,-1.49,10,6,12,2,5,8,75.3,69.2,40.3,24.9,57.2,0.436,7.06,20.3,0.348,12.3,17.2,0.714,8.85,33.9,10.8,5.44,2.97,13.7,19.4
105,Green Bay,38,21,17,0.553,-2.24,-0.36,10,8,15,3,5,13,81.3,79.9,40.4,28.5,64.0,0.445,8.55,25.5,0.335,14.4,20.3,0.708,11.4,39.8,13.9,7.05,2.95,15.1,19.1
106,Hampton,35,18,17,0.514,-3.34,-5.06,9,7,12,3,6,12,81.3,76.3,40.9,26.5,62.3,0.425,8.17,24.7,0.331,15.1,21.2,0.714,10.2,38.1,13.9,4.83,3.57,12.5,19.1
107,Hartford,33,18,15,0.545,-3.95,-4.89,10,6,10,4,8,9,75.1,72.9,40.8,26.2,57.9,0.453,7.82,23.1,0.338,12.7,17.5,0.726,10.4,35.2,13.2,5.91,3.48,13.6,17.9
108,Harvard,31,19,12,0.613,1.86,0.66,10,4,9,2,8,9,71.7,70.1,40.8,24.6,56.6,0.435,7.35,21.6,0.341,13.5,19.1,0.708,8.26,31.6,12.1,7.52,2.71,12.3,17.4
109,Hawaii,31,18,13,0.581,-1.3,-3.61,9,7,12,5,4,5,72.3,68.7,40.3,25.0,55.7,0.448,6.55,19.3,0.34,12.3,18.1,0.676,8.06,32.5,11.4,5.71,2.29,12.0,18.7
110,High Point,31,16,15,0.516,-5.63,-4.39,9,7,9,4,5,8,68.2,67.9,40.5,23.9,56.5,0.422,8.74,26.6,0.329,11.4,16.3,0.7,8.77,31.3,12.5,5.65,3.87,10.9,16.8
111,Hofstra,35,27,8,0.771,4.68,-4.53,15,3,15,1,10,6,83.4,72.9,41.1,27.3,60.4,0.452,7.74,22.3,0.347,10.6,15.2,0.699,10.2,33.0,14.6,4.63,2.6,12.9,19.2
112,Holy Cross,33,16,17,0.485,-6.43,-4.01,6,12,8,6,6,11,67.2,69.6,40.5,25.0,54.7,0.457,8.85,23.7,0.373,10.7,14.7,0.731,10.2,36.1,14.1,5.7,2.79,14.5,14.3
113,Houston NCAA,37,33,4,0.892,18.91,4.61,16,2,19,1,10,1,75.3,61.0,40.0,20.2,55.0,0.368,6.3,22.6,0.279,14.2,20.5,0.694,9.73,33.4,10.1,5.27,2.19,12.2,17.3
114,Houston Christian,30,12,18,0.4,-9.36,-5.53,8,10,9,4,3,13,82.2,82.8,40.8,29.6,60.2,0.491,8.27,20.6,0.401,15.4,20.8,0.739,9.57,34.9,15.8,7.43,4.0,15.8,22.2
115,Howard,34,17,17,0.5,-12.3,-9.52,10,6,6,8,9,8,78.9,78.3,40.3,26.8,61.6,0.435,8.18,23.5,0.348,16.5,22.9,0.722,12.1,39.7,14.4,5.71,2.71,15.0,20.1
116,Idaho,32,5,27,0.156,-18.74,-6.19,2,18,4,11,1,13,67.9,76.9,40.2,27.3,60.6,0.451,8.75,26.3,0.333,13.4,19.2,0.701,11.0,36.3,15.8,6.38,2.78,9.5,16.3
117,Idaho State,30,11,19,0.367,-13.17,-4.81,7,13,6,7,5,11,73.3,79.0,40.0,28.5,59.6,0.478,8.8,22.4,0.392,13.2,17.9,0.741,9.37,34.4,15.1,5.17,2.6,10.4,16.1
