Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
12,Arizona State,33,15,18,0.455,4.02,7.11,7,11,9,7,4,6,78.6,81.7,40.2,29.6,61.8,0.479,9.21,25.3,0.364,13.2,18.5,0.712,11.1,39.7,18.8,5.18,3.94,13.3,18.3
13,Arkansas NCAA,36,26,10,0.722,14.04,8.6,12,6,15,3,6,5,79.3,73.9,40.0,25.0,60.0,0.417,7.31,22.0,0.332,16.5,23.4,0.705,12.8,36.7,12.6,5.19,3.28,13.3,18.6
14,Arkansas State,32,20,12,0.625,0.87,-2.1,11,7,12,1,7,9,73.3,69.1,40.2,23.8,54.8,0.433,6.09,19.3,0.316,15.5,22.6,0.685,9.56,33.6,12.8,5.66,3.91,13.2,20.5
15,Arkansas-Pine Bluff,32,7,25,0.219,-22.81,-10.28,6,12,6,6,1,19,61.8,72.5,40.8,22.8,51.0,0.448,6.47,20.3,0.318,20.3,28.8,0.708,11.4,36.0,13.5,9.53,2.91,16.7,16.5
16,Army,32,13,19,0.406,-5.84,-4.1,6,12,9,8,4,10,72.6,73.1,40.5,26.2,59.6,0.44,6.88,20.8,0.33,13.8,20.0,0.69,8.59,35.3,13.6,7.47,3.84,12.6,17.1
17,Auburn,32,18,14,0.563,8.17,7.33,7,11,10,5,6,6,80.4,79.6,40.3,26.9,61.6,0.437,8.53,23.9,0.357,17.2,23.9,0.72,12.4,39.0,13.6,6.16,2.91,15.1,22.7
18,Austin Peay,30,11,19,0.367,-11.0,-2.32,7,9,5,8,4,11,77.7,83.8,40.5,30.7,62.6,0.491,8.8,23.8,0.37,13.6,18.6,0.729,12.1,37.4,15.8,5.57,2.83,13.6,20.5
19,Ball State,34,21,13,0.618,-1.45,-3.57,11,7,11,5,7,7,78.7,75.5,40.6,26.0,61.7,0.422,7.85,22.1,0.356,15.6,21.7,0.718,10.9,35.9,12.2,7.26,3.29,12.8,19.4
20,Baylor NCAA,35,27,8,0.771,19.75,11.87,12,6,15,2,6,4,72.9,63.7,40.0,22.7,56.0,0.405,6.34,19.6,0.323,11.9,16.7,0.713,10.0,29.2,13.2,5.4,3.6,11.3,18.4
21,Belmont,30,23,7,0.767,4.28,-1.69,15,1,12,1,11,4,76.7,69.3,40.2,24.7,58.0,0.427,5.93,18.6,0.318,13.9,18.6,0.746,8.77,32.4,11.3,5.7,2.9,11.3,17.8
22,Bethune-Cookman,32,10,22,0.313,-19.44,-11.21,6,10,7,7,2,13,71.1,77.8,41.1,27.7,59.0,0.469,7.03,21.0,0.335,15.4,22.9,0.673,12.4,40.0,16.5,5.81,3.84,14.6,16.3
23,Binghamton,32,12,20,0.375,-11.99,-5.79,3,13,7,7,4,13,68.0,70.9,40.2,25.5,56.7,0.45,7.75,21.5,0.361,12.3,17.9,0.683,9.19,34.9,14.0,5.81,3.03,11.7,16.9
24,Boise State,32,20,12,0.625,5.52,2.72,12,6,11,3,8,7,75.1,71.2,40.0,24.2,56.7,0.427,5.72,17.0,0.336,17.0,23.4,0.729,9.25,33.8,11.8,6.0,4.59,11.8,20.3
25,Boston College,32,9,23,0.281,2.2,8.08,2,16,8,10,0,9,72.5,78.4,40.0,27.0,57.5,0.47,7.16,20.2,0.354,17.2,22.8,0.756,8.22,34.7,15.7,7.69,3.75,12.4,16.5
26,Boston University,32,18,14,0.563,-2.43,-3.66,12,6,11,5,6,9,73.1,70.8,40.6,24.0,56.5,0.425,8.56,23.6,0.363,14.1,20.7,0.684,10.0,35.6,13.8,7.03,3.25,14.8,17.4
27,Bowling Green State,32,13,19,0.406,-6.0,-2.0,7,11,10,7,3,12,73.6,76.7,40.5,27.5,59.2,0.464,7.22,21.1,0.342,14.5,19.9,0.727,9.72,37.8,13.1,6.28,3.94,14.8,20.7
28,Bradley,33,13,20,0.394,-2.84,2.94,7,11,8,7,3,10,65.5,70.7,40.2,23.5,56.2,0.418,7.52,22.0,0.342,16.2,22.7,0.715,10.9,36.2,13.7,7.82,3.12,13.1,19.8
29,Brigham Young,34,22,12,0.647,8.22,1.87,12,6,14,4,5,4,80.6,74.3,40.0,26.6,64.0,0.417,8.06,24.9,0.324,12.9,19.9,0.645,10.3,36.2,14.2,6.97,2.97,12.2,21.4
30,Brown,30,13,17,0.433,-8.55,-4.08,4,10,9,7,4,8,75.8,77.9,40.0,27.7,55.6,0.499,7.63,20.5,0.372,14.8,20.8,0.714,9.23,33.9,14.8,6.97,4.23,15.8,22.0
31,Bryant,32,12,20,0.375,-9.69,-5.43,9,9,9,5,2,15,74.2,77.4,41.1,26.9,59.5,0.452,7.31,22.0,0.332,16.4,22.3,0.735,11.0,36.7,13.5,6.16,3.69,12.7,18.7
32,Bucknell NCAA,35,26,9,0.743,5.89,-2.48,15,3,14,2,9,6,76.3,67.9,40.0,24.6,57.6,0.426,6.17,18.0,0.342,12.6,19.1,0.66,9.91,33.6,12.1,7.03,3.0,13.9,19.2
33,Buffalo,32,17,15,0.531,0.92,-1.01,11,7,8,4,8,7,77.7,74.2,40.2,24.8,59.8,0.415,7.28,21.0,0.347,17.3,25.4,0.682,11.3,35.8,12.7,6.38,3.31,12.8,19.7
34,Butler NCAA,34,25,9,0.735,17.7,10.23,12,6,13,3,7,4,76.3,68.9,40.3,24.1,54.0,0.445,6.79,20.4,0.333,13.9,20.0,0.697,8.62,31.3,10.8,5.03,2.56,13.3,19.2
35,Cal Poly,31,11,20,0.355,-10.71,-4.22,6,10,6,6,5,11,67.2,72.3,40.3,25.5,54.7,0.466,5.94,15.2,0.391,15.4,21.4,0.717,9.68,37.3,12.8,4.74,3.03,12.0,17.8
36,Cal State Bakersfield,35,25,10,0.714,3.21,-1.94,12,2,12,1,11,6,71.5,63.9,40.7,19.9,53.5,0.371,6.91,21.8,0.318,17.2,24.9,0.691,11.1,35.2,11.0,6.09,3.37,16.7,19.6
37,Cal State Fullerton,32,17,15,0.531,-7.55,-6.85,10,6,12,4,4,8,73.5,71.3,41.1,24.1,57.0,0.423,6.63,20.0,0.332,16.4,22.8,0.722,9.28,34.2,12.0,6.13,3.28,14.3,20.1
38,Cal State Northridge,30,11,19,0.367,-8.34,-4.13,7,9,7,7,4,8,78.0,81.3,40.0,28.1,61.1,0.46,6.97,18.0,0.386,18.2,25.3,0.72,11.3,36.6,13.8,6.07,3.5,13.0,21.5
39,California,34,21,13,0.618,11.11,6.34,10,8,15,4,3,6,68.1,63.4,40.6,22.3,55.7,0.4,5.94,18.1,0.328,12.9,19.0,0.677,8.59,32.2,11.5,4.76,3.62,11.1,18.7
40,Campbell,37,19,18,0.514,-9.68,-7.59,7,11,11,8,6,9,71.7,70.4,40.3,24.2,55.6,0.436,6.62,19.6,0.337,15.4,21.4,0.716,9.38,33.8,12.5,6.86,2.49,11.9,17.1
41,Canisius,34,18,16,0.529,-2.82,-3.5,10,10,7,7,9,8,78.4,77.7,40.3,28.3,58.1,0.487,6.74,19.6,0.343,14.4,19.6,0.733,10.6,35.3,13.8,5.62,3.29,14.9,18.8
42,Central Arkansas,32,8,24,0.25,-13.04,-3.76,7,11,5,6,3,16,74.8,84.1,40.5,29.5,63.5,0.465,10.9,27.9,0.392,14.1,20.3,0.695,11.8,37.8,18.7,6.44,3.0,11.4,18.2
43,Central Connecticut State,29,6,23,0.207,-17.51,-7.68,4,14,3,9,3,14,63.0,72.8,40.3,25.8,55.2,0.468,8.03,21.1,0.38,13.1,19.1,0.686,10.5,35.4,14.3,6.31,3.9,13.5,18.6
44,Central Michigan,32,16,16,0.5,-5.76,-2.63,6,12,10,5,5,9,88.3,87.7,40.5,31.9,69.4,0.46,8.81,25.5,0.346,15.0,21.5,0.699,13.2,42.7,14.6,5.88,3.41,12.4,20.4
45,Charleston Southern,31,12,19,0.387,-12.28,-6.21,7,11,9,6,3,12,74.3,75.6,40.5,25.6,55.6,0.461,7.68,21.4,0.359,16.6,22.5,0.737,8.61,35.1,13.8,5.0,3.65,12.6,17.8
46,Charlotte,30,13,17,0.433,-5.24,-0.93,7,11,10,5,3,9,76.5,80.2,40.2,29.0,62.0,0.468,6.9,18.9,0.366,15.3,21.9,0.701,11.3,40.1,13.6,6.33,3.33,13.8,18.8
47,Chattanooga,31,19,12,0.613,1.1,-2.08,10,8,11,3,7,7,74.6,68.8,40.2,24.1,54.3,0.445,5.65,16.5,0.342,14.9,19.7,0.756,10.5,33.5,11.8,6.32,3.42,14.9,19.4
48,Chicago State,32,6,26,0.188,-16.67,-0.19,1,13,3,7,2,17,65.3,78.5,40.6,27.2,58.4,0.465,9.44,26.1,0.362,14.7,20.8,0.706,10.5,39.9,17.7,6.06,3.88,13.6,18.1
49,Cincinnati NCAA,36,30,6,0.833,18.43,5.49,16,2,18,0,8,3,74.3,61.3,40.3,21.3,54.8,0.389,6.97,20.3,0.343,11.8,16.0,0.736,10.2,32.3,11.3,3.61,3.14,13.2,16.8
50,Clemson,33,17,16,0.515,13.22,9.98,6,12,11,6,3,7,74.8,71.5,40.2,26.5,58.5,0.453,7.7,21.6,0.356,10.8,14.2,0.764,10.9,35.1,12.8,5.09,3.39,13.7,19.0
51,Cleveland State,31,9,22,0.29,-6.73,-1.53,5,13,5,6,2,14,67.2,71.7,40.6,24.9,54.4,0.458,6.84,19.5,0.35,15.1,22.1,0.684,10.5,37.2,14.9,5.06,3.39,15.6,18.0
52,Coastal Carolina,39,20,19,0.513,-3.94,-1.48,10,8,15,6,3,12,72.6,73.3,40.3,25.1,60.1,0.417,9.46,28.2,0.336,13.6,19.3,0.707,9.87,37.2,13.1,5.95,3.36,12.1,17.9
53,Colgate,32,10,22,0.313,-8.47,-3.6,8,10,4,8,6,12,67.0,71.0,40.8,24.4,54.1,0.452,7.88,21.0,0.375,14.3,20.6,0.692,8.22,32.8,13.1,7.47,3.13,11.9,17.5
54,College of Charleston,35,25,10,0.714,3.99,-0.19,14,4,12,2,10,5,69.0,64.6,40.1,23.2,55.5,0.419,6.54,21.3,0.308,11.6,17.5,0.662,10.3,35.3,11.2,3.86,3.31,12.3,19.3
55,Colorado,34,19,15,0.559,9.12,6.0,8,10,13,4,4,9,75.5,72.2,40.3,25.1,58.2,0.432,8.15,22.2,0.367,13.8,19.5,0.707,10.0,34.4,12.4,5.65,3.85,12.0,21.1
56,Colorado State,36,24,12,0.667,6.03,2.17,13,5,15,5,7,5,72.5,68.0,40.0,23.9,58.8,0.407,7.56,23.8,0.317,12.6,18.4,0.686,10.8,35.4,11.6,5.5,3.03,11.6,19.9
57,Columbia,27,11,16,0.407,-5.67,-3.13,5,9,7,6,4,10,71.9,72.7,40.4,24.9,57.5,0.434,9.3,25.7,0.361,13.6,19.9,0.685,11.2,37.1,15.4,5.85,3.67,14.3,18.0
58,Connecticut,33,16,17,0.485,7.23,6.61,9,9,8,6,4,8,67.3,66.3,40.3,22.8,58.2,0.393,7.73,23.1,0.334,12.9,18.4,0.703,11.4,35.3,12.2,6.06,2.82,10.6,16.7
59,Coppin State,32,8,24,0.25,-21.51,-8.01,7,9,5,6,3,16,66.2,78.8,40.3,27.3,58.0,0.47,8.0,22.9,0.35,16.3,23.3,0.697,11.5,40.3,14.4,5.81,3.41,13.5,20.5
60,Cornell,29,8,21,0.276,-8.4,-1.55,4,10,3,8,4,12,71.5,77.2,40.2,27.8,61.0,0.456,7.38,20.9,0.354,14.1,19.2,0.737,9.55,35.5,14.0,7.59,3.48,11.1,16.7
61,Creighton NCAA,35,25,10,0.714,17.27,8.95,10,8,13,4,7,4,81.8,72.8,40.0,26.7,61.0,0.437,7.4,22.5,0.33,12.1,17.6,0.689,10.8,35.9,12.8,6.69,2.94,14.0,17.4
62,Dartmouth,27,7,20,0.259,-11.15,-3.45,4,10,3,9,4,11,67.1,74.8,40.2,27.4,58.3,0.47,7.3,20.8,0.351,12.7,17.9,0.709,9.11,33.3,12.0,6.81,4.7,10.9,18.9
63,Davidson,32,17,15,0.531,6.45,4.26,8,10,8,5,5,7,73.8,71.6,40.3,25.3,58.6,0.432,7.53,19.8,0.381,13.5,19.5,0.69,9.94,36.5,13.0,6.72,3.41,11.9,18.1
64,Dayton NCAA,32,24,8,0.75,12.98,4.27,15,3,15,1,7,3,75.9,66.4,40.2,22.8,55.4,0.413,7.09,21.8,0.325,13.7,19.3,0.707,9.75,34.7,12.6,4.34,3.63,15.0,19.8
65,Delaware,33,13,20,0.394,-9.97,-1.42,5,13,9,5,3,12,65.4,72.2,40.2,24.6,55.2,0.446,8.48,23.4,0.363,14.4,21.5,0.668,9.27,35.0,14.6,5.7,3.58,10.0,17.0
66,Delaware State,32,10,22,0.313,-18.81,-9.37,7,9,4,7,6,14,68.3,75.0,40.5,25.4,57.1,0.446,8.53,24.3,0.35,15.6,21.5,0.723,12.3,38.5,15.2,6.47,3.28,14.3,16.9
67,Denver,30,16,14,0.533,-2.99,-4.19,8,8,8,5,7,8,75.8,74.6,40.3,25.2,56.7,0.445,7.87,22.0,0.358,16.4,22.1,0.739,8.57,31.1,11.6,6.87,3.37,10.8,19.5
68,DePaul,32,9,23,0.281,2.09,7.78,2,16,8,10,1,9,68.9,74.6,40.2,25.4,54.5,0.466,7.91,21.9,0.361,16.0,21.9,0.73,9.63,34.4,15.4,6.38,3.31,13.9,19.4
69,Detroit Mercy,31,8,23,0.258,-10.72,-1.62,6,12,5,9,3,13,77.0,84.8,40.5,28.8,57.7,0.5,8.13,21.4,0.38,19.0,27.5,0.692,10.4,37.5,14.7,6.48,3.9,14.7,20.4
70,Drake,31,7,24,0.226,-4.71,1.91,5,13,6,9,1,11,71.2,77.1,40.5,27.9,60.6,0.461,8.35,22.6,0.369,12.9,18.5,0.695,10.9,38.2,13.9,6.81,4.16,12.4,17.0
71,Drexel,32,9,23,0.281,-7.43,-2.56,3,15,5,8,4,14,74.9,78.4,40.6,27.4,59.3,0.462,7.63,21.4,0.357,15.9,23.1,0.69,10.6,37.1,14.0,6.47,3.5,12.7,18.9
72,Duke NCAA,37,28,9,0.757,21.56,10.91,11,7,15,1,4,6,80.8,70.2,40.0,25.9,59.9,0.432,5.05,17.3,0.293,13.3,18.7,0.71,10.8,33.6,12.1,4.76,2.38,12.1,19.9
73,Duquesne,32,10,22,0.313,-3.06,0.69,3,15,8,10,1,10,70.5,74.3,40.0,26.3,60.2,0.438,7.41,20.7,0.359,14.2,20.0,0.707,11.2,37.3,15.9,5.91,4.75,12.5,19.2
74,East Carolina,33,15,18,0.455,-0.49,1.33,6,12,12,5,1,11,63.3,65.1,40.0,23.4,59.7,0.392,6.61,20.3,0.325,11.8,16.2,0.725,12.0,37.3,12.4,6.52,3.3,11.3,18.3
75,East Tennessee State NCAA,35,27,8,0.771,7.31,-2.11,14,4,13,2,8,5,79.5,69.7,40.4,23.4,56.1,0.417,7.83,22.1,0.354,15.0,20.8,0.722,9.71,32.1,11.1,6.91,3.6,15.7,20.8
76,Eastern Illinois,29,14,15,0.483,-5.35,-5.05,6,10,8,6,6,9,74.8,71.8,41.2,24.8,57.5,0.431,6.79,19.2,0.354,15.5,22.1,0.701,11.4,38.9,12.9,5.9,3.17,15.8,18.3
77,Eastern Kentucky,31,12,19,0.387,-8.65,-2.44,5,11,8,6,3,12,70.9,75.2,40.8,25.3,57.1,0.444,7.23,20.7,0.349,17.3,23.7,0.73,11.2,37.3,14.1,7.35,3.06,13.8,19.5
78,Eastern Michigan,33,16,17,0.485,-0.18,0.16,7,11,10,6,5,10,77.8,73.0,40.3,23.4,55.4,0.422,7.33,22.1,0.332,18.9,26.3,0.717,12.2,36.6,15.1,6.52,2.61,16.2,19.1
79,Eastern Washington,34,22,12,0.647,-2.77,-4.43,13,5,15,1,6,10,79.3,76.2,41.5,26.4,59.7,0.442,7.97,21.5,0.371,15.5,21.6,0.719,10.1,33.9,13.6,6.41,2.68,10.6,19.4
80,Elon,32,18,14,0.563,0.24,-1.39,10,8,10,4,6,8,75.1,71.6,40.9,26.1,62.2,0.42,7.84,24.6,0.319,11.5,16.4,0.704,10.3,37.5,11.0,5.97,3.13,11.0,18.2
81,Evansville,33,16,17,0.485,1.45,2.42,6,12,13,4,2,9,69.3,68.5,40.5,23.0,54.5,0.421,7.33,21.6,0.339,15.2,21.6,0.706,9.48,33.7,12.7,5.48,4.7,12.7,20.7
82,Fairfield,31,16,15,0.516,-4.75,-3.85,11,9,7,6,8,8,72.6,73.5,40.3,26.8,61.0,0.439,6.77,20.5,0.331,13.2,19.5,0.677,10.6,38.1,12.6,6.45,2.45,12.6,17.0
83,FDU,30,11,19,0.367,-9.28,-5.31,9,9,7,4,3,14,72.8,75.0,40.2,25.6,56.8,0.451,6.73,19.7,0.342,17.0,24.5,0.695,11.7,36.8,14.6,6.17,2.53,13.7,18.8
84,Florida NCAA,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,77.9,66.5,40.4,23.6,57.5,0.41,5.5,18.0,0.305,13.8,19.6,0.706,10.4,35.2,9.64,5.56,2.81,14.8,20.7
85,Florida A&M,30,7,23,0.233,-20.88,-11.85,5,11,4,10,3,11,71.8,78.8,40.7,27.9,61.1,0.456,9.0,24.9,0.362,14.1,20.9,0.676,12.4,41.5,14.4,6.77,2.77,14.2,20.0
86,Florida Atlantic,30,10,20,0.333,-7.95,-1.98,6,12,5,9,5,8,70.3,74.0,40.5,26.6,59.1,0.451,6.3,17.3,0.365,14.5,20.8,0.696,11.0,39.5,11.3,5.93,3.07,13.0,17.2
87,Florida Gulf Coast NCAA,34,26,8,0.765,2.26,-3.42,12,2,16,3,10,3,79.4,69.3,40.3,24.4,57.4,0.425,6.82,22.3,0.306,13.6,20.1,0.68,10.2,31.9,12.1,6.15,2.88,13.0,17.8
88,Florida International,31,7,24,0.226,-8.1,-3.27,3,15,6,9,1,13,70.3,73.6,41.0,26.1,56.1,0.465,6.9,19.5,0.354,14.5,20.0,0.726,9.13,32.3,13.7,6.61,3.87,11.6,15.9
89,Florida State NCAA,35,26,9,0.743,18.87,8.87,12,6,18,0,3,6,82.1,72.1,40.0,24.5,58.9,0.416,7.4,21.2,0.349,15.7,22.0,0.715,10.9,34.0,12.1,5.03,2.97,14.1,19.7
90,Fordham,32,13,19,0.406,-1.97,1.36,7,11,8,9,5,8,65.3,67.7,40.6,22.9,49.5,0.462,6.81,19.0,0.359,15.2,21.2,0.715,9.16,35.8,15.0,6.53,3.53,17.5,16.3
91,Fresno State,33,20,13,0.606,4.37,2.31,11,7,13,2,6,10,73.5,70.2,40.9,22.9,55.1,0.416,6.97,21.0,0.332,17.4,24.5,0.71,9.64,34.7,12.3,5.97,3.09,14.7,20.5
92,Furman,35,23,12,0.657,1.46,-3.75,14,4,11,3,12,8,74.0,66.3,40.3,23.2,54.7,0.424,7.0,22.4,0.312,12.9,18.4,0.7,8.97,32.3,11.9,5.97,2.29,13.5,17.6
93,Gardner-Webb,33,19,14,0.576,-3.08,-5.71,11,7,9,5,8,8,77.2,70.3,40.8,23.8,57.1,0.418,6.97,20.3,0.343,15.6,22.7,0.689,10.1,34.2,13.6,6.55,3.64,15.0,20.5
94,George Mason,34,20,14,0.588,3.01,1.28,9,9,10,7,7,5,74.1,71.7,40.7,26.1,61.5,0.425,7.41,22.5,0.33,12.0,17.3,0.697,9.18,33.0,13.6,6.06,4.06,10.1,18.9
95,George Washington,35,20,15,0.571,2.37,2.11,10,8,14,3,5,8,69.9,69.7,40.0,25.8,58.0,0.445,6.66,18.8,0.354,11.3,15.6,0.727,8.91,32.3,14.5,6.94,3.23,10.8,18.2
96,Georgetown,32,14,18,0.438,11.18,9.31,5,13,9,8,3,7,74.0,72.2,40.3,24.9,59.2,0.422,6.22,19.2,0.324,16.1,23.0,0.699,11.4,34.9,12.5,6.91,3.44,12.3,20.8
97,Georgia,34,19,15,0.559,11.13,10.28,9,9,12,6,5,7,71.6,70.4,40.3,24.5,59.5,0.411,7.24,21.6,0.335,14.2,20.4,0.698,10.7,34.8,11.6,6.38,3.5,11.8,20.3
98,Georgia Southern,33,18,15,0.545,-3.63,-2.83,11,7,10,4,6,11,75.5,73.3,40.2,25.8,59.5,0.434,8.27,24.4,0.339,13.5,20.2,0.667,12.0,39.6,13.3,4.79,3.24,13.7,19.3
99,Georgia State,33,20,13,0.606,-0.33,-2.17,12,6,11,3,6,9,74.0,70.1,40.2,23.0,55.9,0.411,8.3,25.6,0.324,15.8,22.2,0.711,10.2,33.3,13.3,6.15,2.73,14.4,18.4
100,Georgia Tech,37,21,16,0.568,7.82,8.21,8,10,16,4,3,10,67.5,66.8,40.1,24.0,60.3,0.398,7.35,22.3,0.33,11.5,16.4,0.701,11.6,36.3,13.2,6.81,3.92,13.1,17.9
101,Gonzaga NCAA,39,37,2,0.949,25.26,4.13,17,1,15,1,9,0,82.6,61.5,40.0,22.4,61.5,0.365,5.72,19.8,0.289,10.9,16.6,0.658,10.8,33.6,9.69,5.36,3.08,12.2,19.7
102,Grambling,33,16,17,0.485,-17.29,-11.89,10,8,11,2,4,12,71.5,73.1,40.6,25.3,53.4,0.474,7.42,20.0,0.371,15.1,22.3,0.678,10.9,37.0,14.0,6.0,3.48,17.3,19.9
103,Grand Canyon,31,22,9,0.71,-0.16,-4.22,11,3,15,3,5,6,73.6,67.8,40.3,24.5,58.2,0.42,6.65,20.4,0.326,12.2,17.5,0.697,9.94,36.3,12.1,6.61,3.19,15.0,21.4
104,Green Bay,32,18,14,0.563,-2.77,-2.83,12,6,10,3,7,9,80.2,77.5,40.5,27.5,63.7,0.432,8.78,24.4,0.36,13.7,20.6,0.666,11.2,39.1,14.0,6.16,3.09,15.2,20.3
105,Hampton,31,14,17,0.452,-13.23,-9.92,11,5,9,4,5,11,69.3,71.6,40.3,24.2,55.8,0.434,7.06,19.6,0.36,16.1,23.6,0.679,10.0,35.8,10.7,5.65,3.19,14.6,18.7
106,Hartford,32,9,23,0.281,-15.85,-5.56,4,12,6,8,3,15,66.8,77.0,40.5,27.3,60.1,0.454,7.81,20.1,0.389,14.6,21.0,0.696,12.3,39.9,16.0,6.47,3.59,13.1,17.7
107,Harvard,28,18,10,0.643,2.3,-2.24,10,4,11,3,7,5,71.9,65.8,40.0,22.6,55.0,0.412,6.0,19.2,0.313,14.5,21.3,0.681,10.4,34.3,12.2,6.64,2.54,12.7,17.6
108,Hawaii,30,14,16,0.467,-6.19,-4.92,8,8,11,8,3,5,68.1,68.3,40.3,24.2,53.9,0.449,6.03,17.8,0.339,13.8,20.7,0.667,9.1,33.3,10.7,6.87,3.0,14.2,20.4
109,High Point,31,15,16,0.484,-9.06,-6.28,9,9,8,8,7,7,68.8,68.9,40.6,24.3,55.3,0.44,8.19,22.5,0.363,12.1,17.8,0.678,9.16,33.5,12.9,6.74,3.77,13.5,19.3
110,Hofstra,32,15,17,0.469,-2.35,-1.9,7,11,7,7,6,7,77.3,76.7,40.3,28.3,61.1,0.462,7.56,20.7,0.366,12.6,17.4,0.724,10.2,35.9,14.7,5.09,2.91,10.6,20.1
111,Holy Cross,32,15,17,0.469,-5.26,-3.51,9,9,9,5,6,12,60.4,62.1,40.2,21.9,48.5,0.453,7.75,22.6,0.343,10.5,14.7,0.713,9.28,33.9,14.3,4.78,2.91,15.9,17.3
112,Houston,32,21,11,0.656,12.2,3.42,12,6,12,4,6,5,73.7,64.9,40.2,21.9,53.7,0.408,6.81,20.7,0.329,14.3,19.8,0.722,10.7,34.8,11.3,4.78,3.06,13.7,18.1
113,Houston Christian,31,17,14,0.548,-7.3,-4.44,12,6,13,1,4,12,78.7,77.4,40.0,27.0,58.9,0.459,7.61,21.3,0.357,15.7,21.4,0.737,9.29,32.8,14.2,6.94,3.45,13.5,20.1
114,Howard,34,10,24,0.294,-16.97,-7.97,5,11,6,6,2,16,63.6,71.6,40.0,24.7,58.0,0.426,7.59,21.4,0.355,14.6,20.9,0.696,12.3,37.9,14.3,6.88,3.12,12.5,20.9
115,Idaho,33,19,14,0.576,-5.34,-5.89,12,6,12,3,6,10,73.1,71.1,40.9,22.8,54.8,0.415,8.36,23.9,0.35,17.2,23.2,0.741,8.58,33.2,12.0,5.39,3.15,12.4,20.2
116,Idaho State,31,5,26,0.161,-15.1,-3.37,3,15,4,7,1,16,69.8,80.2,40.3,28.4,58.9,0.481,9.32,23.5,0.396,14.2,19.7,0.72,10.4,37.2,14.6,6.65,3.29,13.0,19.1
117,Illinois,35,20,15,0.571,10.54,9.25,8,10,14,5,3,7,71.7,69.1,40.1,24.8,57.2,0.434,7.0,21.0,0.334,12.4,17.1,0.727,8.89,33.2,11.3,5.31,2.77,12.8,18.6
