region,round,team1,seed1,score1,team2,seed2,score2,winner
East,First Round,Oklahoma,1,71,South Carolina State,16,54,Oklahoma
East,First Round,California,8,76,NC State,9,74,California
East,First Round,Mississippi State,5,46,Butler,12,47,Butler
East,First Round,Louisville,4,86,Austin Peay,13,64,Louisville
East,First Round,Oklahoma State,6,77,Penn,11,63,Oklahoma State
East,First Round,Syracuse,3,76,Manhattan,14,65,Syracuse
East,First Round,St. Joseph's,7,63,Auburn,10,65,Auburn
East,First Round,Wake Forest,2,76,ETSU,15,73,Wake Forest
East,Second Round,Oklahoma,1,74,California,8,65,Oklahoma
East,Second Round,Butler,12,79,Louisville,4,71,Butler
East,Second Round,Oklahoma State,6,56,Syracuse,3,68,Syracuse
East,Second Round,Auburn,10,68,Wake Forest,2,62,Auburn
East,Sweet Sixteen,Oklahoma,1,65,Butler,12,54,Oklahoma
East,Sweet Sixteen,Syracuse,3,79,Auburn,10,78,Syracuse
East,Elite Eight,Oklahoma,1,47,Syracuse,3,63,Syracuse
Midwest,First Round,Kentucky,1,95,IU Indianapolis,16,64,Kentucky
Midwest,First Round,Oregon,8,58,Utah,9,60,Utah
Midwest,First Round,Wisconsin,5,81,Weber State,12,74,Wisconsin
Midwest,First Round,Dayton,4,71,Tulsa,13,84,Tulsa
Midwest,First Round,Missouri,6,72,Southern Illinois,11,71,Missouri
Midwest,First Round,Marquette,3,72,Holy Cross,14,68,Marquette
Midwest,First Round,Indiana,7,67,Alabama,10,62,Indiana
Midwest,First Round,Pitt,2,87,Wagner,15,61,Pitt
Midwest,Second Round,Kentucky,1,74,Utah,9,54,Kentucky
Midwest,Second Round,Wisconsin,5,61,Tulsa,13,60,Wisconsin
Midwest,Second Round,Missouri,6,92,Marquette,3,101,Marquette
Midwest,Second Round,Indiana,7,52,Pitt,2,74,Pitt
Midwest,Sweet Sixteen,Kentucky,1,63,Wisconsin,5,57,Kentucky
Midwest,Sweet Sixteen,Marquette,3,77,Pitt,2,74,Marquette
Midwest,Elite Eight,Kentucky,1,69,Marquette,3,83,Marquette
South,First Round,Texas,1,82,UNC Asheville,16,61,Texas
South,First Round,LSU,8,56,Purdue,9,80,Purdue
South,First Round,UConn,5,58,BYU,12,53,UConn
South,First Round,Stanford,4,77,San Diego,13,69,Stanford
South,First Round,Maryland,6,75,UNC Wilmington,11,73,Maryland
South,First Round,Xavier,3,71,Troy,14,59,Xavier
South,First Round,Michigan State,7,79,Colorado,10,64,Michigan State
South,First Round,Florida,2,85,Sam Houston,15,55,Florida
South,Second Round,Texas,1,77,Purdue,9,67,Texas
South,Second Round,UConn,5,85,Stanford,4,74,UConn
South,Second Round,Maryland,6,77,Xavier,3,64,Maryland
South,Second Round,Michigan State,7,68,Florida,2,46,Michigan State
South,Sweet Sixteen,Texas,1,82,UConn,5,78,Texas
South,Sweet Sixteen,Maryland,6,58,Michigan State,7,60,Michigan State
South,Elite Eight,Texas,1,85,Michigan State,7,76,Texas
West,First Round,Arizona,1,80,Vermont,16,51,Arizona
West,First Round,Cincinnati,8,69,Gonzaga,9,74,Gonzaga
West,First Round,Notre Dame,5,70,Milwaukee,12,69,Notre Dame
West,First Round,Illinois,4,65,Western Kentucky,13,60,Illinois
West,First Round,Creighton,6,73,Central Michigan,11,79,Central Michigan
West,First Round,Duke,3,67,Colorado State,14,57,Duke
West,First Round,Memphis,7,71,Arizona State,10,84,Arizona State
West,First Round,Kansas,2,64,Utah State,15,61,Kansas
West,Second Round,Arizona,1,96,Gonzaga,9,95,Arizona
West,Second Round,Notre Dame,5,68,Illinois,4,60,Notre Dame
West,Second Round,Central Michigan,11,60,Duke,3,86,Duke
West,Second Round,Arizona State,10,76,Kansas,2,108,Kansas
West,Sweet Sixteen,Arizona,1,88,Notre Dame,5,71,Arizona
West,Sweet Sixteen,Duke,3,65,Kansas,2,69,Kansas
West,Elite Eight,Arizona,1,75,Kansas,2,78,Kansas
National,Final Four,Syracuse,3,95,Texas,1,84,Syracuse
National,Final Four,Marquette,3,61,Kansas,2,94,Kansas
National,Championship,Syracuse,3,81,Kansas,2,78,Syracuse
