region,round,team1,seed1,score1,team2,seed2,score2,winner
East,First Round,Purdue,1,58,FDU,16,63,FDU
East,First Round,Memphis,8,65,Florida Atlantic,9,66,Florida Atlantic
East,First Round,Duke,5,74,Oral Roberts,12,51,Duke
East,First Round,Tennessee,4,58,Louisiana,13,55,Tennessee
East,First Round,Kentucky,6,61,Providence,11,53,Kentucky
East,First Round,Kansas State,3,77,Montana State,14,65,Kansas State
East,First Round,Michigan State,7,72,USC,10,62,Michigan State
East,First Round,Marquette,2,78,Vermont,15,61,Marquette
East,Second Round,FDU,16,70,Florida Atlantic,9,78,Florida Atlantic
East,Second Round,Duke,5,52,Tennessee,4,65,Tennessee
East,Second Round,Kentucky,6,69,Kansas State,3,75,Kansas State
East,Second Round,Michigan State,7,69,Marquette,2,60,Michigan State
East,Sweet Sixteen,Florida Atlantic,9,62,Tennessee,4,55,Florida Atlantic
East,Sweet Sixteen,Kansas State,3,98,Michigan State,7,93,Kansas State
East,Elite Eight,Florida Atlantic,9,79,Kansas State,3,76,Florida Atlantic
Midwest,First Round,Houston,1,63,Northern Kentucky,16,52,Houston
Midwest,First Round,Iowa,8,75,Auburn,9,83,Auburn
Midwest,First Round,Miami (FL),5,63,Drake,12,56,Miami (FL)
Midwest,First Round,Indiana,4,71,Kent State,13,60,Indiana
Midwest,First Round,Iowa State,6,41,Pitt,11,59,Pitt
Midwest,First Round,Xavier,3,72,Kennesaw State,14,67,Xavier
Midwest,First Round,Texas A&M,7,59,Penn State,10,76,Penn State
Midwest,First Round,Texas,2,81,Colgate,15,61,Texas
Midwest,Second Round,Houston,1,81,Auburn,9,64,Houston
Midwest,Second Round,Miami (FL),5,85,Indiana,4,69,Miami (FL)
Midwest,Second Round,Pitt,11,73,Xavier,3,84,Xavier
Midwest,Second Round,Penn State,10,66,Texas,2,71,Texas
Midwest,Sweet Sixteen,Houston,1,75,Miami (FL),5,89,Miami (FL)
Midwest,Sweet Sixteen,Xavier,3,71,Texas,2,83,Texas
Midwest,Elite Eight,Miami (FL),5,88,Texas,2,81,Miami (FL)
South,First Round,Alabama,1,96,Texas A&M-Corpus Christi,16,75,Alabama
South,First Round,Maryland,8,67,West Virginia,9,65,Maryland
South,First Round,San Diego State,5,63,College of Charleston,12,57,San Diego State
South,First Round,Virginia,4,67,Furman,13,68,Furman
South,First Round,Creighton,6,72,NC State,11,63,Creighton
South,First Round,Baylor,3,74,UCSB,14,56,Baylor
South,First Round,Missouri,7,76,Utah State,10,65,Missouri
South,First Round,Arizona,2,55,Princeton,15,59,Princeton
South,Second Round,Alabama,1,73,Maryland,8,51,Alabama
South,Second Round,San Diego State,5,75,Furman,13,52,San Diego State
South,Second Round,Creighton,6,85,Baylor,3,76,Creighton
South,Second Round,Missouri,7,63,Princeton,15,78,Princeton
South,Sweet Sixteen,Alabama,1,64,San Diego State,5,71,San Diego State
South,Sweet Sixteen,Creighton,6,86,Princeton,15,75,Creighton
South,Elite Eight,San Diego State,5,57,Creighton,6,56,San Diego State
West,First Round,Kansas,1,96,Howard,16,68,Kansas
West,First Round,Arkansas,8,73,Illinois,9,63,Arkansas
West,First Round,Saint Mary's,5,63,VCU,12,51,Saint Mary's
West,First Round,UConn,4,87,Iona,13,63,UConn
West,First Round,TCU,6,72,Arizona State,11,70,TCU
West,First Round,Gonzaga,3,82,Grand Canyon,14,70,Gonzaga
West,First Round,Northwestern,7,75,Boise State,10,67,Northwestern
West,First Round,UCLA,2,86,UNC Asheville,15,53,UCLA
West,Second Round,Kansas,1,71,Arkansas,8,72,Arkansas
West,Second Round,Saint Mary's,5,55,UConn,4,70,UConn
West,Second Round,TCU,6,81,Gonzaga,3,84,Gonzaga
West,Second Round,Northwestern,7,63,UCLA,2,68,UCLA
West,Sweet Sixteen,Arkansas,8,65,UConn,4,88,UConn
West,Sweet Sixteen,Gonzaga,3,79,UCLA,2,76,Gonzaga
West,Elite Eight,UConn,4,82,Gonzaga,3,54,UConn
National,Final Four,Florida Atlantic,9,71,San Diego State,5,72,San Diego State
National,Final Four,Miami (FL),5,59,UConn,4,72,UConn
National,Championship,San Diego State,5,59,UConn,4,76,UConn
