Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
258,UCF,Ind,,10,18,61.6,69.8,-8.25,,-3.67,,-10.99,-2.11,-13.09,,,
259,South Carolina State,MEAC,,11,16,68.9,71.4,-2.44,,-9.54,,-7.00,-6.12,-13.13,,,
260,Wagner,ECACM,,11,17,74.3,75.8,-1.50,,-8.73,,-0.71,-12.69,-13.40,,,
261,New Hampshire,ECACN,,7,22,58.7,65.9,-7.21,,-6.27,,-12.87,-0.65,-13.52,,,
262,Florida A&M,Ind,,10,18,71.9,77.2,-5.32,,-8.69,,-0.10,-13.68,-13.77,,,
263,Valparaiso,Mid-Cont,,8,20,63.1,71.1,-8.00,,-3.65,,-7.87,-6.73,-14.61,,,
264,North Texas,Southland,,5,23,63.9,76.6,-12.68,,-0.48,,-6.87,-7.77,-14.63,,,
265,Towson,ECC,,7,21,67.1,73.5,-6.32,,-6.32,,-8.31,-6.77,-15.08,,,
266,Prairie View,SWAC,,5,22,68.4,78.5,-10.11,,-5.67,,-5.98,-9.73,-15.71,,,
267,Centenary (LA),TAAC,,7,21,66.4,75.1,-8.68,,-4.30,,-9.11,-6.74,-15.85,,,
268,Delaware State,MEAC,,12,17,69.4,72.3,-2.90,,-12.44,,-7.30,-8.85,-16.16,,,
269,Texas State,GSC,,6,20,62.3,73.5,-11.12,,-5.81,,-9.86,-6.63,-16.49,,,
270,Vermont,ECACN,,9,19,59.4,68.4,-9.00,,-5.13,,-12.56,-4.01,-16.57,,,
271,St. Francis (NY),ECACM,,7,21,58.3,65.5,-7.14,,-7.26,,-16.43,-0.59,-17.01,,,
272,Northwestern State,GSC,,3,25,66.3,79.3,-12.93,,-2.53,,-5.29,-11.95,-17.24,,,
273,Dartmouth,Ivy,,5,21,62.6,73.2,-10.54,,-6.92,,-7.21,-10.07,-17.28,,,
274,Campbell,Ind,,5,22,60.6,71.3,-10.70,,-4.10,,-11.17,-6.20,-17.36,,,
275,Colgate,ECACN,,5,21,49.3,55.8,-6.54,,-7.02,,-25.17,6.74,-18.43,,,
276,Grambling,SWAC,,8,19,62.6,71.9,-9.22,,-7.49,,-14.50,-4.32,-18.82,,,
277,Augusta,Ind,,8,20,64.5,75.8,-11.29,,-7.05,,-9.34,-9.71,-19.05,,,
278,Georgia State,TAAC,,2,26,66.4,83.8,-17.32,,-3.84,,-5.42,-16.93,-22.34,,,
279,Bethune-Cookman,MEAC,,8,19,67.7,78.6,-10.93,,-11.05,,-8.45,-15.37,-23.81,,,
280,Maryland-Eastern Shore,MEAC,,3,25,60.5,76.6,-16.07,,-9.55,,-14.69,-12.98,-27.67,,,
281,Morgan State,MEAC,,3,25,67.7,91.4,-23.68,,-6.78,,-3.51,-26.50,-30.01,,,
282,U.S. International,Ind,,1,27,54.9,82.8,-27.93,,-2.60,,-17.32,-14.41,-31.72,,,
