Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
190,Northwestern State,26,11,15,0.423,-12.8,-7.76,8.0,10.0,8,4,3,10,68.1,69.6,40.2,24.7,61.1,0.404,5.27,15.5,0.34,13.4,19.8,0.678,14.8,36.5,14.7,10.2,1.62,18.5,23.8
191,Notre Dame,30,14,16,0.467,5.18,6.97,8.0,10.0,10,6,3,8,72.3,74.2,40.3,26.1,55.2,0.472,4.23,12.7,0.332,15.9,22.9,0.695,11.4,36.3,17.2,7.37,3.0,18.9,18.0
192,Ohio,28,18,10,0.643,9.11,2.45,12.0,6.0,11,2,6,7,76.0,67.8,40.0,26.1,55.9,0.468,5.68,16.9,0.335,18.0,26.1,0.689,13.4,39.1,16.0,7.68,3.68,16.9,20.3
193,Ohio State NCAA,36,27,9,0.75,19.03,9.51,12.0,4.0,15,0,4,6,74.9,64.8,40.4,27.4,58.6,0.468,6.06,17.0,0.357,14.0,22.9,0.611,13.3,36.2,13.8,8.25,4.11,14.1,18.1
194,Oklahoma NCAA,33,22,11,0.667,13.28,4.97,11.0,5.0,11,4,7,3,68.1,60.0,,23.5,55.9,0.421,8.3,21.4,0.388,12.7,19.5,0.651,13.0,37.0,13.6,6.94,3.76,14.0,18.5
195,Oklahoma State NCAA,34,23,11,0.676,12.61,5.95,10.0,6.0,12,3,6,5,71.5,63.1,40.3,25.0,56.5,0.443,6.82,18.9,0.361,14.6,20.9,0.701,12.1,35.3,17.0,7.71,2.91,13.2,17.0
196,Old Dominion,34,25,9,0.735,4.54,-1.62,11.0,5.0,13,2,8,5,71.5,64.7,40.4,25.2,56.3,0.448,6.47,17.9,0.361,14.6,20.9,0.696,12.4,40.5,15.6,7.35,7.29,15.9,18.1
197,Oral Roberts,28,17,11,0.607,0.45,-2.86,10.0,4.0,11,2,4,7,77.4,73.7,40.4,27.9,58.0,0.481,7.14,18.8,0.38,14.4,21.0,0.684,11.5,35.5,16.3,7.82,2.43,15.5,19.0
198,Oregon,32,19,13,0.594,11.35,8.86,8.0,10.0,11,5,7,6,75.5,72.4,40.8,26.2,59.5,0.44,7.59,20.9,0.363,15.4,22.5,0.687,13.0,39.9,16.4,6.06,3.47,17.0,21.3
199,Oregon State,27,13,14,0.481,5.8,7.16,7.0,11.0,12,3,1,8,64.7,64.6,40.2,22.9,53.1,0.431,5.96,17.0,0.35,13.0,21.0,0.617,11.3,37.0,12.6,6.41,3.59,15.8,18.3
200,Pacific,27,14,13,0.519,-3.47,-3.47,9.0,7.0,11,3,3,9,68.5,65.3,40.2,23.2,52.7,0.44,8.37,22.0,0.38,13.8,18.9,0.731,11.5,36.3,15.4,4.52,2.22,14.4,16.8
201,Penn State,27,13,14,0.481,11.15,8.59,5.0,11.0,8,6,4,7,69.3,66.7,40.7,24.0,53.8,0.447,7.3,20.7,0.352,13.8,18.5,0.746,10.0,32.8,15.4,6.48,4.85,14.4,17.7
202,Pennsylvania NCAA,27,21,6,0.778,6.28,-4.13,13.0,1.0,11,2,9,2,71.1,60.7,40.2,25.5,54.4,0.469,7.7,19.6,0.393,12.4,19.1,0.65,11.0,36.9,15.3,5.52,3.0,13.0,16.0
203,Pepperdine,32,19,13,0.594,3.16,1.86,9.0,5.0,12,2,6,8,65.7,63.2,,24.1,53.1,0.454,4.13,13.3,0.309,13.3,20.4,0.654,11.1,34.3,13.8,6.72,3.66,17.0,19.7
204,Pittsburgh,30,14,16,0.467,4.06,7.23,5.0,13.0,9,5,2,9,67.2,70.4,40.0,25.3,60.7,0.416,5.3,17.3,0.307,11.4,16.3,0.701,13.5,35.7,13.5,11.3,4.07,16.4,18.6
205,Portland,27,9,18,0.333,-5.61,0.31,3.0,11.0,7,6,1,10,67.4,69.6,,24.4,56.4,0.432,5.0,15.0,0.333,13.7,20.8,0.658,12.0,31.7,13.8,9.85,3.19,16.4,18.2
206,Portland State,28,17,11,0.607,-0.93,-2.85,9.0,7.0,13,1,2,8,79.1,74.1,40.9,26.7,59.5,0.448,8.93,24.4,0.367,16.9,23.5,0.718,11.7,37.0,17.2,6.0,1.71,13.3,18.7
207,Prairie View,27,6,21,0.222,-25.39,-9.16,4.0,12.0,3,7,3,14,73.1,85.0,,26.3,69.3,0.379,6.59,22.0,0.3,14.0,24.7,0.567,20.0,46.0,11.1,10.0,4.0,20.7,22.7
208,Princeton,30,22,8,0.733,4.3,-4.24,11.0,3.0,9,2,9,5,61.9,52.7,,21.6,47.1,0.458,7.63,22.6,0.338,11.2,15.1,0.74,9.03,29.8,15.0,8.4,3.47,12.1,14.5
209,Providence,30,16,14,0.533,8.28,8.31,9.0,9.0,10,7,6,6,76.1,76.2,40.3,26.8,64.3,0.418,5.67,18.3,0.31,16.8,23.6,0.713,14.8,35.5,16.0,11.2,2.17,15.8,21.4
210,Purdue NCAA,34,21,13,0.618,13.23,10.44,7.0,9.0,12,4,6,6,68.5,65.7,40.3,23.9,54.5,0.439,5.38,16.9,0.318,15.3,22.8,0.671,12.9,33.6,14.2,8.06,3.21,15.0,16.1
211,Quinnipiac,27,9,18,0.333,-17.4,-7.44,6.0,14.0,5,7,4,11,68.0,76.6,40.4,23.7,54.4,0.436,5.04,15.1,0.333,15.5,22.8,0.681,10.8,35.5,14.1,6.78,2.11,19.8,19.8
212,Radford,28,20,8,0.714,-6.37,-9.24,8.0,2.0,11,2,8,4,78.4,71.9,,27.1,59.4,0.456,7.21,22.2,0.325,17.0,24.9,0.683,12.6,34.1,15.6,12.1,3.14,15.9,19.2
213,Rhode Island NCAA,33,20,13,0.606,9.56,5.62,10.0,6.0,9,5,7,7,72.0,68.0,40.2,26.7,57.9,0.461,3.94,11.5,0.342,14.7,22.2,0.663,14.4,40.1,14.2,5.88,4.52,14.9,16.8
214,Rice,28,18,10,0.643,6.81,1.73,8.0,6.0,13,2,2,6,68.3,62.0,40.7,22.9,52.7,0.435,6.39,17.9,0.357,16.1,24.5,0.656,11.0,37.2,13.3,6.79,2.82,14.6,18.1
215,Richmond,27,15,12,0.556,-2.29,-3.43,10.0,6.0,11,1,3,11,67.3,66.1,40.4,24.0,53.6,0.447,6.26,17.4,0.36,13.1,18.2,0.719,10.2,33.1,12.9,5.67,4.07,13.5,15.9
216,Rider,28,12,16,0.429,-3.93,-4.93,7.0,11.0,8,3,2,12,73.3,72.3,40.4,25.1,55.1,0.456,6.46,16.9,0.383,16.6,23.9,0.696,12.5,35.8,15.6,7.68,2.86,17.0,20.3
217,Robert Morris,27,15,12,0.556,-6.63,-8.24,12.0,8.0,10,3,5,8,72.3,69.3,40.2,25.0,56.6,0.441,5.52,15.7,0.352,16.7,22.0,0.761,11.0,36.0,14.1,7.96,1.48,18.0,20.1
218,Rutgers,32,19,13,0.594,12.22,7.22,9.0,9.0,12,5,5,7,70.3,65.3,40.0,23.1,52.0,0.445,6.19,17.1,0.361,17.8,25.3,0.705,11.4,35.9,14.6,8.13,2.66,,17.9
219,Sacramento State,26,3,23,0.115,-18.42,-0.69,3.0,13.0,3,10,0,13,60.3,78.0,40.0,23.0,60.4,0.381,6.88,21.1,0.327,7.42,13.4,0.555,11.9,33.8,12.8,7.62,4.0,17.0,16.8
220,Saint Francis (PA),26,9,17,0.346,-12.8,-8.3,7.0,13.0,8,4,1,13,67.3,71.8,,24.4,56.8,0.43,5.81,17.7,0.328,12.8,20.4,0.626,12.1,32.7,13.8,8.42,2.73,16.9,19.5
221,Saint Joseph's,30,12,18,0.4,2.19,5.05,5.0,11.0,7,4,2,10,66.0,67.6,,23.3,58.6,0.398,5.37,15.8,0.34,14.0,22.2,0.631,16.0,39.1,13.2,6.0,3.87,,19.3
222,Saint Louis,31,15,16,0.484,8.9,7.32,8.0,8.0,12,3,1,10,65.3,63.7,,23.0,54.3,0.423,6.0,17.4,0.346,13.4,19.6,0.682,12.3,33.3,13.9,8.39,2.55,15.8,18.6
223,Saint Mary's (CA),31,13,18,0.419,-2.5,0.2,5.0,9.0,6,6,4,8,68.0,70.4,41.0,22.9,56.1,0.408,8.61,23.8,0.362,13.5,19.4,0.699,13.0,37.9,14.2,5.52,1.45,,19.8
224,Saint Peter's,29,14,15,0.483,-6.38,-5.04,10.0,8.0,4,8,9,6,69.7,71.0,40.5,26.2,58.8,0.447,3.28,9.52,0.344,13.9,20.9,0.666,13.7,35.6,15.5,8.86,3.34,16.3,20.8
225,Sam Houston,26,10,16,0.385,-12.87,-5.95,7.0,11.0,6,6,4,10,70.5,76.5,41.0,25.1,59.0,0.426,5.81,18.8,0.309,14.4,20.4,0.706,11.2,36.7,14.9,7.27,2.08,17.5,21.0
226,Samford NCAA,30,24,6,0.8,0.26,-9.07,15.0,1.0,9,3,11,2,72.9,62.7,40.3,24.3,49.6,0.49,9.27,25.4,0.365,15.1,21.9,0.688,8.27,29.7,16.1,7.83,3.13,14.4,18.0
227,San Diego,27,18,9,0.667,3.45,-0.87,9.0,5.0,11,2,6,5,67.5,62.1,40.6,22.9,49.0,0.468,5.63,15.7,0.358,16.0,22.0,0.73,9.85,34.5,14.3,5.3,1.96,15.1,16.8
228,San Diego State,26,4,22,0.154,-11.91,2.01,2.0,12.0,4,11,0,11,67.1,78.4,40.2,23.7,57.6,0.411,5.04,16.8,0.3,14.8,24.1,0.612,12.3,32.5,12.8,7.92,2.23,17.4,18.0
229,San Francisco,30,12,18,0.4,-2.94,2.37,4.0,10.0,7,5,3,10,63.5,68.1,40.2,21.6,54.3,0.398,5.53,17.5,0.316,14.7,22.0,0.669,14.0,36.6,12.2,7.43,3.43,17.1,20.6
230,San Jose State,28,12,16,0.429,-0.1,0.61,5.0,9.0,10,4,2,11,65.3,64.5,41.1,23.6,53.8,0.44,4.71,13.0,0.362,13.3,21.0,0.631,12.0,32.9,14.2,7.04,1.89,15.0,22.3
231,Santa Clara,29,14,15,0.483,-1.72,1.6,8.0,6.0,10,3,3,9,65.0,68.3,40.5,22.0,52.2,0.422,4.93,14.2,0.347,16.0,22.5,0.713,11.0,34.2,12.2,4.66,2.17,14.3,19.0
232,Seton Hall,30,15,15,0.5,9.41,8.03,8.0,10.0,12,3,2,9,67.6,64.2,40.2,23.9,57.1,0.419,5.4,16.9,0.32,14.4,19.7,0.73,13.3,36.6,14.3,7.5,4.23,14.8,18.5
233,Siena NCAA,31,25,6,0.806,2.04,-4.9,13.0,5.0,12,1,9,4,86.6,79.8,,28.5,63.4,0.45,7.94,21.4,0.372,21.7,27.5,0.787,14.3,39.5,16.0,10.4,3.71,18.8,24.4
234,South Alabama,27,11,16,0.407,-4.23,0.85,6.0,8.0,9,3,2,10,59.7,64.0,,22.0,49.9,0.442,3.33,10.9,0.307,12.3,19.4,0.632,11.2,32.9,15.2,7.0,1.11,17.4,18.3
235,South Carolina,29,8,21,0.276,0.66,8.21,3.0,13.0,7,7,0,9,60.2,67.7,40.2,21.4,53.9,0.398,5.79,17.3,0.334,11.5,17.1,0.67,12.9,34.8,11.5,6.59,3.07,16.2,15.7
236,South Carolina State,29,17,12,0.586,-11.73,-9.32,14.0,4.0,9,1,5,9,65.7,68.0,,22.6,57.7,0.392,6.21,17.6,0.352,14.3,21.9,0.654,17.4,39.9,11.3,6.07,4.52,16.0,19.2
237,South Florida,28,14,14,0.5,8.08,4.15,6.0,10.0,7,7,6,6,71.6,67.7,40.7,26.6,61.3,0.435,4.64,15.6,0.298,13.8,23.3,0.59,15.0,42.3,15.1,10.5,3.79,,19.7
238,Southeast Missouri State,29,20,9,0.69,0.99,-4.49,15.0,3.0,10,3,9,4,70.5,63.2,,24.8,55.0,0.45,5.76,16.9,0.34,15.2,21.1,0.722,12.1,37.6,13.7,6.31,4.03,15.6,18.2
239,Southeastern Louisiana,26,6,20,0.231,-21.98,-6.56,3.0,15.0,6,7,0,13,70.2,83.0,40.2,24.9,61.5,0.404,6.73,19.2,0.351,13.7,21.7,0.632,12.7,39.4,12.4,7.0,3.23,21.0,21.1
240,Southern,28,21,7,0.75,-7.15,-13.86,13.0,3.0,15,1,6,6,84.7,78.3,40.2,30.1,67.0,0.45,5.07,15.6,0.326,19.4,28.3,0.685,17.0,42.4,14.3,11.6,3.86,17.1,22.4
241,Southern California,28,15,13,0.536,11.28,7.64,7.0,11.0,10,5,5,8,75.8,72.2,40.4,26.9,60.9,0.441,6.5,18.9,0.344,15.6,22.5,0.694,12.4,37.4,15.6,9.43,4.43,16.7,20.5
242,Southern Illinois,27,15,12,0.556,7.33,5.44,10.0,8.0,11,3,3,8,64.7,62.8,40.2,22.6,56.5,0.401,7.89,23.8,0.332,11.5,18.4,0.627,13.7,36.9,15.2,7.48,2.26,16.2,19.3
243,Southern Methodist,30,15,15,0.5,2.06,2.74,7.0,7.0,8,6,6,6,74.5,74.4,40.2,26.3,65.7,0.4,6.33,21.0,0.301,15.7,24.4,0.642,16.8,42.2,11.8,8.27,4.1,14.1,19.8
244,Southern Mississippi,30,14,16,0.467,4.31,3.11,6.0,10.0,8,6,4,8,62.4,61.2,40.3,21.7,51.0,0.425,4.2,13.3,0.315,14.8,20.9,0.711,11.2,33.8,12.2,6.73,3.0,14.4,18.8
245,Southern Utah,30,13,17,0.433,-7.62,-3.12,6.0,8.0,9,3,4,8,73.1,75.5,,25.5,56.3,0.453,6.67,19.1,0.349,15.4,21.7,0.707,11.0,34.9,15.1,7.3,4.1,14.9,17.1
246,St. Bonaventure,29,14,15,0.483,0.96,1.99,8.0,8.0,8,4,6,8,64.1,65.2,40.3,23.6,57.8,0.408,4.38,17.0,0.258,12.6,19.1,0.66,14.7,36.4,11.4,9.76,4.66,16.5,17.9
247,St. Francis (NY),28,20,8,0.714,-3.68,-7.64,16.0,4.0,10,2,9,5,80.2,75.9,40.0,27.4,61.9,0.443,8.29,23.6,0.352,17.1,25.4,0.674,13.0,35.6,16.3,11.3,3.0,16.8,22.6
248,St. John's (NY) NCAA,37,28,9,0.757,22.69,9.07,14.0,4.0,17,6,8,2,79.0,65.4,40.1,28.9,63.1,0.459,6.11,17.1,0.357,15.1,22.1,0.682,15.8,40.6,16.7,9.86,3.27,13.5,16.6
249,Stanford NCAA,33,26,7,0.788,22.23,10.36,15.0,3.0,13,2,11,2,73.5,60.8,40.3,24.3,55.5,0.438,5.88,17.1,0.345,19.1,27.0,0.706,13.9,40.7,15.6,5.67,2.91,13.2,16.7
250,Stephen F. Austin,26,4,22,0.154,-16.59,-6.19,2.0,16.0,2,10,2,12,69.0,78.3,40.4,26.0,61.4,0.424,4.81,14.7,0.328,12.1,18.9,0.64,12.2,36.6,16.3,9.27,2.46,18.2,19.9
251,Stetson,27,14,13,0.519,-8.14,-9.59,10.0,6.0,9,4,5,8,68.9,65.9,,25.0,56.2,0.444,3.93,11.1,0.353,15.0,21.4,0.704,14.9,38.5,13.7,7.15,2.37,15.1,17.9
252,Syracuse NCAA,33,21,12,0.636,15.84,7.63,10.0,8.0,9,7,8,3,72.3,63.2,40.0,26.6,59.5,0.448,5.58,17.9,0.311,13.5,20.3,0.663,14.7,39.7,16.3,9.94,6.94,16.4,17.9
253,TCU,32,21,11,0.656,10.0,4.9,7.0,7.0,14,4,7,6,86.8,81.0,,31.4,64.1,0.491,7.13,18.4,0.388,16.8,24.5,0.685,13.4,39.7,20.3,7.75,4.06,15.3,18.7
254,Temple NCAA,35,24,11,0.686,17.06,8.97,13.0,3.0,11,1,6,7,66.6,58.5,40.1,23.5,56.7,0.414,6.49,21.0,0.309,13.2,20.2,0.654,14.6,36.4,12.8,9.97,3.66,10.7,15.1
255,Tennessee NCAA,30,21,9,0.7,14.18,6.55,12.0,4.0,14,1,6,5,72.6,65.0,40.2,24.0,56.8,0.423,6.7,20.2,0.332,17.9,25.7,0.696,13.3,38.7,13.7,8.73,6.33,16.1,18.4
256,Tennessee State,27,12,15,0.444,-10.32,-5.19,9.0,9.0,7,6,4,9,71.0,73.6,40.4,25.9,62.9,0.411,6.33,19.3,0.328,13.0,19.9,0.654,16.3,38.4,12.8,7.19,2.7,15.1,20.4
257,Tennessee Tech,27,12,15,0.444,-10.09,-5.13,8.0,10.0,9,4,3,11,67.2,69.4,40.2,22.2,54.1,0.41,7.3,21.0,0.347,15.5,21.5,0.721,11.3,34.4,12.1,6.63,2.07,15.6,18.5
258,Tennessee-Martin,26,8,18,0.308,-13.96,-3.35,5.0,13.0,6,6,2,12,64.1,71.7,41.2,23.4,49.5,0.474,6.92,19.9,0.347,10.3,14.0,0.738,7.08,27.4,15.9,7.62,2.88,17.4,14.6
259,Texas NCAA,32,19,13,0.594,10.89,7.2,13.0,3.0,8,5,9,5,68.4,64.9,40.2,23.4,55.1,0.424,4.78,14.8,0.324,16.9,26.0,0.65,14.3,39.0,11.5,8.16,5.06,16.1,17.0
260,Texas A&M,27,12,15,0.444,-0.73,3.05,5.0,11.0,9,5,3,9,69.3,73.1,40.7,23.1,56.3,0.411,6.0,19.3,0.31,17.0,24.7,0.689,12.9,36.8,14.1,8.04,2.7,17.8,21.3
261,Texas Southern,27,8,19,0.296,-18.13,-9.22,6.0,10.0,6,4,2,13,64.7,71.0,40.2,22.9,55.4,0.413,3.81,15.0,0.254,15.1,22.0,0.689,11.7,34.7,11.8,8.74,1.89,17.3,19.9
262,Texas State,28,19,9,0.679,-2.9,-8.01,13.0,5.0,9,3,9,4,71.1,63.1,40.4,25.4,59.1,0.429,4.82,14.7,0.328,15.6,23.1,0.673,14.4,42.5,12.6,7.82,2.68,14.6,19.5
263,Texas Tech,30,13,17,0.433,-0.24,3.16,5.0,11.0,10,5,2,9,70.3,73.7,40.3,24.3,53.9,0.451,5.93,15.2,0.391,15.8,22.9,0.689,11.2,37.2,14.4,6.8,4.63,19.4,18.0
264,Texas-Rio Grande Valley,27,5,22,0.185,-8.07,0.67,,,4,6,0,15,73.6,82.4,40.0,27.8,66.3,0.42,8.04,23.9,0.336,9.96,14.7,0.678,13.1,34.0,14.3,10.1,1.78,17.4,21.0
265,The Citadel,27,9,18,0.333,-18.1,-7.23,3.0,13.0,7,7,2,10,62.7,67.4,40.6,22.3,52.3,0.426,6.52,18.9,0.345,11.6,18.6,0.624,10.6,33.4,12.5,7.41,2.74,17.0,20.3
266,Toledo,28,19,9,0.679,8.38,3.02,11.0,7.0,14,2,5,7,70.8,63.4,40.0,24.1,53.3,0.453,5.5,16.4,0.336,17.0,24.6,0.691,11.6,34.3,12.5,8.93,1.64,15.7,19.3
267,Towson,28,6,22,0.214,-14.94,-5.15,4.0,14.0,4,9,1,13,59.4,69.2,40.2,21.5,52.6,0.408,4.79,15.4,0.31,11.7,17.0,0.687,11.2,31.5,12.7,7.46,2.14,16.0,18.7
268,Troy,27,9,18,0.333,-16.23,-8.43,6.0,10.0,6,5,3,8,76.0,82.6,,26.0,63.6,0.408,8.48,26.5,0.32,15.6,21.6,0.719,12.1,35.0,12.5,7.85,1.48,13.7,20.3
269,Tulane,27,12,15,0.444,1.91,2.99,6.0,10.0,9,7,3,7,70.6,71.7,,24.9,58.5,0.426,5.15,15.3,0.336,15.6,24.2,0.645,14.9,36.9,12.9,10.3,3.15,17.3,20.2
270,Tulsa NCAA,33,23,10,0.697,10.74,4.46,9.0,5.0,13,1,5,6,70.3,63.7,,23.5,54.1,0.435,6.76,19.2,0.352,16.5,25.0,0.659,13.0,38.6,14.0,8.82,5.61,18.0,20.3
271,UAB NCAA,32,20,12,0.625,8.95,5.48,10.0,6.0,11,6,7,4,74.0,70.5,40.2,26.7,59.0,0.453,4.84,15.0,0.323,15.7,23.1,0.68,13.8,38.7,14.5,9.16,2.75,17.0,19.7
272,UC Irvine,26,6,20,0.231,-8.45,-1.66,2.0,14.0,6,7,0,13,65.1,70.0,40.0,22.7,52.2,0.434,6.81,18.5,0.367,12.9,18.5,0.698,8.77,30.7,13.3,6.65,2.5,16.7,21.0
273,UC Santa Barbara,28,15,13,0.536,-2.78,-3.2,12.0,4.0,8,6,6,6,70.4,69.4,40.4,26.6,59.6,0.446,4.43,13.9,0.32,12.8,20.0,0.642,13.8,38.6,16.3,8.43,2.0,15.4,16.6
274,UCF,29,19,10,0.655,-2.12,-5.2,13.0,3.0,11,1,5,8,72.7,69.3,40.0,26.3,56.6,0.465,6.34,17.6,0.361,13.8,19.4,0.707,13.0,37.0,14.4,7.03,3.45,17.3,18.2
275,UCLA NCAA,31,22,9,0.71,15.28,8.86,12.0,6.0,15,1,5,5,77.2,70.7,40.2,29.0,63.9,0.454,5.26,16.0,0.328,13.9,23.3,0.596,15.5,38.6,15.7,9.94,3.65,17.0,23.2
276,UNC Asheville,29,11,18,0.379,-13.24,-4.74,5.0,5.0,7,5,4,13,73.9,79.8,40.9,26.1,55.0,0.474,4.55,12.7,0.359,17.2,24.0,0.717,12.6,35.1,16.4,7.79,3.03,18.7,20.4
277,UNC Greensboro,27,7,20,0.259,-14.99,-6.02,5.0,11.0,5,7,2,11,65.0,74.0,40.2,23.3,55.4,0.42,4.48,12.0,0.373,13.9,20.1,0.691,11.9,35.7,13.1,7.3,3.67,18.9,20.4
278,UNC Wilmington,28,11,17,0.393,-1.81,0.04,9.0,7.0,7,4,3,10,60.2,62.2,40.9,21.9,53.6,0.409,5.11,15.0,0.34,11.3,17.4,0.645,12.3,34.9,11.4,5.36,2.39,12.9,19.9
279,UT Arlington,26,10,16,0.385,-11.24,-7.49,8.0,10.0,6,6,4,10,71.2,74.3,41.0,25.5,59.8,0.426,5.81,17.0,0.342,14.3,20.7,0.693,13.2,37.3,15.2,8.81,1.81,16.4,18.7
280,Utah NCAA,33,28,5,0.848,17.83,3.17,14.0,0.0,14,0,8,2,71.3,55.4,40.2,26.2,54.8,0.477,6.42,18.6,0.345,12.5,17.9,0.699,12.3,36.0,16.0,7.18,3.7,11.8,17.1
281,Utah State,28,15,13,0.536,0.15,-2.29,8.0,8.0,13,2,2,9,71.6,68.0,40.2,26.4,55.4,0.477,5.11,14.6,0.35,13.7,21.0,0.651,12.5,36.9,14.0,5.93,2.43,15.9,15.9
282,UTEP,28,16,12,0.571,4.27,1.23,8.0,6.0,14,5,2,6,69.1,65.4,40.4,22.6,50.0,0.452,5.82,15.9,0.366,18.1,25.6,0.707,10.6,33.8,13.0,6.0,2.46,31.3,17.1
283,UTSA NCAA,29,18,11,0.621,-6.27,-6.83,12.0,6.0,9,3,7,7,77.5,75.4,,27.7,58.5,0.474,6.76,19.6,0.344,15.3,24.8,0.616,12.1,35.8,16.2,8.03,4.24,16.6,19.1
284,Valparaiso NCAA,32,23,9,0.719,4.4,-3.64,10.0,4.0,11,2,7,5,72.7,63.9,40.2,26.1,55.5,0.47,6.53,19.3,0.339,14.0,19.8,0.707,12.9,38.0,16.4,6.38,4.56,15.7,17.4
285,Vanderbilt,29,14,15,0.483,5.89,6.82,5.0,11.0,13,3,1,10,72.1,71.6,40.5,24.7,59.4,0.416,8.34,23.2,0.359,14.3,20.5,0.699,13.6,36.3,13.8,8.9,2.1,16.3,18.1
286,Vermont,27,11,16,0.407,-10.68,-8.46,7.0,11.0,7,5,2,9,65.3,67.6,40.4,23.1,60.0,0.386,5.48,17.5,0.313,13.6,20.4,0.664,14.1,37.1,11.9,6.85,3.37,13.4,18.7
287,Villanova NCAA,32,21,11,0.656,12.01,7.88,10.0,8.0,14,2,4,7,75.0,70.7,40.5,26.1,58.3,0.447,7.0,19.4,0.36,15.8,21.7,0.732,13.1,37.0,15.1,7.25,4.56,15.3,17.4
288,Virginia,30,14,16,0.467,6.98,9.12,4.0,12.0,9,6,3,7,72.8,73.7,,24.8,58.7,0.423,6.77,21.2,0.319,16.3,22.3,0.734,11.6,33.1,13.7,8.57,5.2,15.3,20.0
289,Virginia Commonwealth,31,15,16,0.484,-2.01,-2.24,8.0,8.0,11,5,3,9,71.6,71.4,40.3,25.2,61.1,0.413,7.77,21.5,0.361,13.4,19.9,0.674,15.0,39.1,13.2,7.45,4.29,16.0,18.1
290,VMI,27,12,15,0.444,-13.97,-4.79,9.0,7.0,8,5,4,9,70.3,74.8,,25.0,61.1,0.409,5.33,18.2,0.293,15.0,22.1,0.677,11.8,33.9,13.6,11.0,2.85,17.1,21.0
291,Virginia Tech,28,13,15,0.464,0.77,1.52,7.0,9.0,8,5,4,8,65.3,66.1,40.5,23.8,55.6,0.428,5.61,15.5,0.362,12.1,19.1,0.633,13.4,35.2,12.0,6.14,5.54,16.0,18.9
292,Wagner,27,9,18,0.333,-12.15,-7.23,7.0,13.0,5,6,3,11,66.9,71.4,40.2,23.1,54.8,0.423,5.3,15.7,0.337,15.3,24.0,0.636,13.0,35.9,15.4,8.44,4.89,19.3,19.3
293,Wake Forest,31,17,14,0.548,9.79,8.11,7.0,9.0,13,3,3,9,66.6,65.0,40.3,22.5,52.3,0.431,6.16,17.9,0.345,15.4,21.4,0.721,10.3,33.4,11.5,6.13,2.06,14.6,19.3
294,Washington NCAA,29,17,12,0.586,11.64,10.04,10.0,8.0,11,1,4,9,74.2,71.5,40.2,25.8,54.2,0.477,4.9,14.1,0.348,17.7,26.5,0.667,10.4,35.5,15.3,6.48,3.21,16.3,16.9
295,Washington State,29,10,19,0.345,2.96,8.82,4.0,14.0,7,5,2,12,73.0,78.4,40.5,23.8,56.7,0.421,6.97,18.8,0.371,18.3,25.9,0.708,11.4,33.3,11.2,8.21,2.59,17.5,23.6
296,Weber State NCAA,33,25,8,0.758,5.29,0.19,13.0,3.0,14,0,7,6,79.1,73.0,,28.7,59.9,0.479,6.39,16.9,0.377,15.3,21.7,0.707,13.1,35.8,15.9,9.42,2.7,14.9,17.6
297,West Virginia,29,10,19,0.345,2.98,8.55,4.0,14.0,6,7,1,10,66.7,71.1,40.5,24.9,57.8,0.431,4.86,14.9,0.326,12.0,18.7,0.639,14.6,34.9,14.3,8.97,4.07,16.9,20.0
298,Western Carolina,29,8,21,0.276,-22.01,-2.25,2.0,14.0,5,7,1,12,63.9,79.0,,22.2,56.1,0.395,6.38,20.1,0.318,13.2,20.5,0.644,10.3,33.6,12.5,7.07,1.97,18.1,20.4
299,Western Illinois,28,16,12,0.571,-3.8,-3.72,9.0,5.0,11,0,2,10,72.3,72.1,40.5,25.4,55.1,0.462,6.43,17.6,0.366,15.0,22.7,0.662,12.5,36.1,16.3,6.11,1.96,15.8,19.5
300,Western Kentucky,29,13,16,0.448,-1.37,1.06,7.0,7.0,6,6,4,8,64.2,66.4,40.5,22.3,52.0,0.428,5.52,16.7,0.331,14.1,19.9,0.711,10.4,32.1,11.5,7.41,1.38,16.4,20.9
301,Western Michigan,26,11,15,0.423,-1.3,3.7,6.0,12.0,8,5,1,10,70.1,74.0,,24.1,55.6,0.433,5.23,16.1,0.325,16.7,21.8,0.766,11.6,32.9,12.8,7.85,2.46,16.8,19.1
302,Wichita State,30,13,17,0.433,1.46,3.32,6.0,12.0,11,4,1,11,69.7,70.6,40.5,24.0,53.1,0.451,7.23,19.0,0.381,14.6,21.1,0.689,11.9,33.2,15.5,6.97,2.2,17.4,24.7
303,William & Mary,27,8,19,0.296,-10.41,-3.57,3.0,13.0,5,6,2,11,64.5,68.6,,23.8,57.1,0.416,6.67,20.3,0.328,10.3,15.5,0.663,10.6,34.0,12.5,6.78,3.44,15.7,18.7
304,Winthrop NCAA,29,21,8,0.724,-6.67,-8.71,9.0,1.0,12,1,7,6,68.8,63.2,40.2,23.2,53.7,0.432,6.76,19.3,0.349,15.6,23.9,0.655,12.6,35.7,14.3,7.41,2.72,15.2,18.9
305,Wisconsin NCAA,32,22,10,0.688,17.29,10.38,9.0,7.0,11,2,8,5,62.1,55.2,40.2,21.4,49.2,0.435,6.38,17.9,0.357,12.9,17.4,0.74,8.56,29.6,13.5,7.0,2.44,11.8,18.3
