Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
49,Connecticut,28,15,13,0.536,11.69,8.05,,9.0,9.0,,10,6,,5,5,,75.5,71.8,,,27.5,62.8,0.439,5.14,15.0,0.342,15.3,21.5,0.709,,37.8,14.3,8.75,5.29,15.5,20.9
50,Coppin State NCAA,30,22,8,0.733,-3.73,-11.06,,16.0,0.0,,10,1,,9,6,,73.8,66.5,,,24.5,61.3,0.4,7.07,20.5,0.344,17.7,25.2,0.701,,38.1,11.6,9.27,3.37,14.7,19.6
51,Cornell,26,16,10,0.615,-1.24,-1.72,,9.0,5.0,,10,2,,5,8,,70.3,68.5,,,25.2,58.3,0.431,3.96,11.1,0.358,16.0,21.3,0.752,,35.8,11.8,8.58,3.0,13.7,18.2
52,Creighton,26,8,18,0.308,-3.03,2.01,,6.0,12.0,,8,5,,0,13,,64.1,69.2,,,21.9,49.2,0.446,4.54,12.4,0.365,15.7,20.9,0.753,,29.5,14.8,6.77,1.81,18.0,21.5
53,Dartmouth,26,11,15,0.423,-7.56,-5.32,,5.0,9.0,,6,5,,4,10,,68.0,69.5,,,24.5,52.8,0.463,5.15,15.0,0.343,13.9,21.5,0.648,,35.1,14.4,6.62,4.0,16.9,20.1
54,Davidson,28,14,14,0.5,-4.5,-2.78,,10.0,8.0,,10,5,,3,8,,74.2,72.9,,,27.3,58.1,0.47,5.07,14.0,0.363,14.5,21.7,0.669,,38.9,16.9,5.32,2.5,16.5,20.0
55,Dayton,30,4,26,0.133,-5.32,5.33,,3.0,11.0,,3,12,,1,11,,61.5,71.7,,,22.1,55.5,0.398,8.0,24.1,0.332,9.33,14.1,0.662,,31.5,12.6,4.23,1.73,13.8,17.7
56,Delaware NCAA,30,22,8,0.733,-0.63,-5.63,,10.0,4.0,,11,1,,9,5,,74.8,69.0,,,25.8,58.8,0.44,3.7,11.4,0.324,19.4,27.9,0.697,,42.0,12.7,7.67,4.6,15.8,17.2
57,Delaware State,29,13,16,0.448,-17.32,-12.03,,6.0,10.0,,6,6,,4,6,,73.7,78.4,,,27.1,64.4,0.421,4.79,17.7,0.271,14.7,24.7,0.597,,40.6,13.3,9.1,3.93,21.3,21.8
58,DePaul,31,16,15,0.516,5.55,6.81,,3.0,7.0,,11,4,,3,7,,73.9,75.0,,,27.6,59.1,0.468,4.65,14.3,0.325,14.0,20.0,0.697,,36.6,15.5,6.94,2.45,16.5,19.7
59,Detroit Mercy,27,15,12,0.556,1.73,0.81,,7.0,7.0,,10,2,,4,9,,78.4,76.1,,,28.4,62.7,0.453,6.48,18.1,0.359,15.1,23.9,0.63,,40.4,15.6,5.44,2.37,14.0,19.3
60,Drake,28,14,14,0.5,0.89,2.33,,9.0,9.0,,10,4,,3,9,,73.8,74.5,,,26.3,58.6,0.449,6.14,16.6,0.371,15.0,20.6,0.731,,31.4,11.7,10.4,2.29,14.1,19.2
61,Drexel,29,22,7,0.759,-2.39,-8.49,,12.0,2.0,,11,3,,10,4,,73.1,67.0,,,25.2,55.6,0.453,4.9,12.1,0.406,17.8,26.6,0.671,,38.4,15.2,5.79,2.52,13.7,19.1
62,Duke NCAA,32,24,8,0.75,25.98,10.76,,10.0,6.0,,14,2,,5,4,,86.4,71.2,,40.3,30.9,60.9,0.507,5.75,14.5,0.397,18.9,26.2,0.721,,36.0,16.5,8.44,5.03,14.7,16.5
63,Duquesne,28,13,15,0.464,1.54,1.15,,5.0,9.0,,8,4,,3,9,,74.9,74.5,,,26.8,58.6,0.457,5.25,15.5,0.339,16.1,26.2,0.613,,37.0,16.8,9.64,4.5,18.8,22.7
64,East Carolina NCAA,30,13,17,0.433,-2.02,0.94,,4.0,10.0,,6,6,,3,10,,67.9,69.6,,,24.2,57.6,0.419,5.27,15.8,0.333,14.3,22.2,0.643,,35.8,11.5,7.33,2.2,14.2,19.7
65,East Tennessee State,29,19,10,0.655,-0.39,-3.31,,12.0,6.0,,12,1,,4,8,,83.2,77.7,,,30.5,68.4,0.445,7.31,20.5,0.357,14.9,22.7,0.657,,42.7,13.5,7.34,3.45,15.8,19.7
66,Eastern Illinois,27,10,17,0.37,-11.12,-3.62,,7.0,9.0,,9,4,,1,11,,66.7,73.1,,,24.3,51.7,0.47,4.22,11.4,0.371,13.9,21.1,0.66,,33.0,13.7,5.7,2.74,19.1,20.5
67,Eastern Kentucky,27,15,12,0.556,-3.57,-5.81,,11.0,5.0,,10,2,,4,9,,76.1,72.6,,,27.1,57.8,0.469,6.04,16.1,0.375,15.8,22.0,0.718,,33.8,14.6,7.96,3.48,13.9,21.1
68,Eastern Michigan,30,13,17,0.433,-5.09,-2.99,,8.0,10.0,,7,6,,4,7,,69.1,70.0,,,24.9,58.4,0.426,5.3,15.5,0.342,14.0,21.1,0.664,,39.1,12.3,6.0,5.0,14.7,18.3
69,Eastern Washington,26,6,20,0.231,-12.17,-3.17,,3.0,11.0,,5,6,,0,11,,65.2,73.5,,,23.5,54.5,0.432,4.92,14.6,0.338,13.2,21.2,0.623,,32.7,11.5,4.96,2.88,14.9,19.4
70,Evansville NCAA,30,23,7,0.767,8.84,-0.88,,12.0,2.0,,11,2,,9,4,,75.0,65.3,,,25.6,52.7,0.486,5.53,14.2,0.391,18.3,24.5,0.747,,34.6,16.2,5.73,3.0,14.2,18.4
71,Fairfield,27,14,13,0.519,-5.21,-3.84,,7.0,7.0,,7,3,,6,9,,66.3,67.7,,,23.7,55.3,0.428,4.63,13.7,0.338,14.3,22.3,0.641,,35.6,10.8,6.56,2.78,16.3,21.4
72,FDU,28,11,17,0.393,-12.11,-8.15,,8.0,10.0,,8,5,,3,12,,67.7,70.1,,,23.7,54.8,0.432,5.36,15.1,0.355,15.0,23.8,0.632,,36.0,10.8,7.71,2.39,16.6,18.1
73,Florida,28,16,12,0.571,10.73,7.73,,9.0,7.0,,8,3,,6,6,,73.5,70.5,,,28.0,61.5,0.455,5.46,14.0,0.391,12.1,19.1,0.635,,36.2,14.8,8.96,4.11,14.5,19.6
74,Florida A&M,28,10,18,0.357,-19.92,-10.63,,8.0,8.0,,6,6,,3,9,,74.9,82.5,,,29.1,61.0,0.477,3.54,10.9,0.326,13.3,22.1,0.6,,38.3,11.3,7.0,2.18,15.5,20.4
75,Florida International,30,20,10,0.667,-5.84,-7.44,,9.0,3.0,,10,3,,8,4,,68.3,65.3,,,25.0,51.8,0.482,3.8,10.4,0.365,14.6,23.5,0.62,,34.9,14.1,6.53,3.27,15.9,17.4
76,Florida State NCAA,35,25,10,0.714,18.07,11.44,,12.0,4.0,,13,2,,7,4,,86.3,79.7,,,32.7,66.1,0.495,5.34,16.1,0.332,15.5,23.1,0.673,,39.3,16.7,9.2,6.0,15.8,17.3
77,Fordham,31,15,16,0.484,-7.93,-3.97,,9.0,5.0,,11,4,,4,10,,65.4,68.7,,,22.5,50.3,0.448,3.94,11.5,0.342,16.5,25.1,0.656,,32.8,13.7,7.23,4.1,15.9,17.7
78,Fresno State,28,13,15,0.464,-3.05,2.06,,8.0,10.0,,10,5,,3,9,,66.7,71.8,,40.0,23.5,52.1,0.452,6.07,16.1,0.376,13.6,21.5,0.632,,33.9,15.9,7.79,3.89,15.4,19.4
79,Furman,28,11,17,0.393,-6.17,-3.54,,8.0,10.0,,6,6,,4,10,,74.8,76.5,,,26.1,57.4,0.456,6.36,16.8,0.379,16.1,21.9,0.737,,35.8,17.4,6.57,2.0,16.6,19.9
80,George Mason,28,7,21,0.25,-10.13,-1.21,,2.0,12.0,,4,9,,2,11,,68.3,75.1,,,24.9,59.8,0.416,4.79,14.3,0.334,13.7,20.6,0.664,,36.1,11.9,7.93,2.57,15.6,22.0
81,George Washington NCAA,30,21,9,0.7,11.56,4.26,,8.0,6.0,,10,2,,7,5,,76.4,69.1,,,26.6,59.3,0.448,5.4,14.6,0.371,17.9,28.6,0.625,,42.2,12.3,5.67,4.63,,21.2
82,Georgetown,33,20,13,0.606,13.03,8.63,,8.0,10.0,,13,3,,4,8,,69.2,62.5,,,24.4,55.8,0.437,3.7,11.6,0.319,16.8,23.8,0.705,,38.8,13.3,7.82,3.24,15.9,18.6
83,Georgia,29,15,14,0.517,11.52,10.02,,8.0,8.0,,10,3,,3,8,,77.7,75.0,,,28.3,59.8,0.474,5.86,15.0,0.39,15.2,24.9,0.61,,38.1,14.9,9.48,4.48,18.0,18.7
84,Georgia Southern,28,19,9,0.679,-1.55,-4.87,,12.0,6.0,,10,2,,6,6,,79.1,75.4,,,30.2,64.9,0.465,5.71,16.5,0.347,13.1,20.7,0.631,,38.6,16.2,9.32,2.25,16.5,19.6
85,Georgia State,27,13,14,0.481,-9.62,-5.22,,5.0,7.0,,10,3,,2,9,,76.3,77.0,,,27.7,64.3,0.43,3.93,12.2,0.322,17.0,27.3,0.623,,37.9,13.4,8.85,1.96,15.1,19.1
86,Georgia Tech NCAA,30,19,11,0.633,12.95,10.39,,8.0,8.0,,9,5,,6,5,,77.7,75.2,,40.0,30.2,61.1,0.494,4.9,12.7,0.385,12.5,18.2,0.684,,39.2,19.6,6.37,5.03,16.2,15.4
87,Gonzaga,28,19,9,0.679,1.61,-4.93,,10.0,4.0,,13,0,,4,7,,74.7,65.5,,,25.9,51.3,0.505,4.54,11.2,0.404,18.5,26.9,0.688,,33.3,13.2,5.71,2.89,13.0,16.9
88,Grambling,27,13,14,0.481,-11.58,-8.5,,5.0,9.0,,9,5,,3,8,,83.5,84.0,,,32.3,68.1,0.474,3.0,9.59,0.313,15.9,25.7,0.619,,43.0,17.1,8.93,3.81,21.0,23.7
89,Green Bay,27,13,14,0.481,-2.14,-5.33,,9.0,7.0,,9,4,,4,9,,66.1,63.1,,,25.0,52.1,0.479,5.59,13.6,0.411,10.5,14.6,0.723,,31.6,16.3,5.07,1.93,14.0,17.6
90,Hartford,28,14,14,0.5,-5.71,-6.09,,7.0,7.0,,8,4,,4,10,,73.0,72.3,,,25.9,58.8,0.44,3.86,12.3,0.313,17.4,25.6,0.679,,39.0,12.6,7.96,5.32,15.5,18.4
91,Harvard,26,6,20,0.231,-16.14,-4.7,,3.0,11.0,,5,8,,1,11,,69.5,79.8,,,25.9,61.5,0.421,3.92,12.8,0.307,13.8,22.5,0.613,,37.7,12.0,7.85,3.65,18.2,21.2
92,Hawaii,28,12,16,0.429,2.48,2.98,,7.0,11.0,,9,8,,2,7,,70.0,70.2,,40.0,25.8,54.9,0.47,3.68,11.4,0.324,14.8,21.0,0.705,,31.8,15.5,5.93,2.61,15.4,20.3
93,Hofstra,27,9,18,0.333,-11.59,-3.12,,,,,6,1,,3,15,,63.0,70.4,,,20.8,46.4,0.447,4.96,12.3,0.405,16.4,22.9,0.718,,27.8,11.6,7.19,1.93,16.3,19.1
94,Holy Cross NCAA,30,23,7,0.767,2.59,-5.04,,12.0,2.0,,13,1,,9,4,,85.4,77.8,,,29.5,62.4,0.473,5.47,14.1,0.388,21.0,28.5,0.737,,37.0,17.9,10.1,3.07,15.4,18.4
95,Houston,30,21,9,0.7,9.8,2.66,,9.0,5.0,,12,1,,7,7,,79.2,72.0,,,28.1,58.6,0.48,6.37,17.8,0.358,16.6,24.9,0.669,,36.2,14.9,8.77,5.23,14.7,15.7
96,Howard,28,10,18,0.357,-18.06,-9.91,,6.0,10.0,,6,5,,3,12,,68.9,75.9,,,23.6,57.5,0.411,4.07,12.6,0.322,17.6,28.8,0.611,,36.2,11.6,7.39,1.96,17.7,22.5
97,Idaho,32,24,8,0.75,1.08,-4.85,,11.0,3.0,,14,3,,6,4,,74.5,66.3,,,28.1,58.8,0.477,4.59,12.4,0.369,13.7,21.8,0.628,,39.6,15.3,5.13,3.19,13.9,18.8
98,Idaho State,28,10,18,0.357,-6.83,-3.16,,5.0,9.0,,8,5,,1,11,,71.2,73.6,,,24.1,56.1,0.429,6.75,18.9,0.358,16.3,22.1,0.737,,30.8,14.5,6.11,2.36,15.0,19.0
99,Illinois NCAA,32,19,13,0.594,11.83,9.27,,11.0,7.0,,12,4,,4,6,,75.9,73.3,,,27.4,57.3,0.479,4.94,13.5,0.367,16.2,23.4,0.689,,36.1,15.5,5.59,2.88,15.2,17.9
100,Illinois State,29,19,10,0.655,3.76,0.97,,13.0,5.0,,12,2,,5,7,,66.6,63.4,,,24.4,51.0,0.478,4.45,12.2,0.365,13.3,19.7,0.679,,30.4,14.4,7.38,1.28,14.3,18.5
101,Illinois-Chicago,32,17,15,0.531,-2.82,-3.45,,9.0,7.0,,9,5,,5,9,,79.0,77.0,,,29.5,65.1,0.453,5.88,17.0,0.346,14.1,20.4,0.69,,35.8,14.8,9.63,4.69,14.8,21.5
102,Indiana NCAA,35,31,4,0.886,25.83,11.09,,17.0,1.0,,15,0,,9,1,,86.5,71.6,,,30.7,58.9,0.522,5.63,13.3,0.425,19.4,27.1,0.717,,36.6,17.7,6.23,2.83,12.9,15.9
103,Indiana State,28,11,17,0.393,-0.23,2.29,,7.0,11.0,,9,4,,2,12,,67.2,69.5,,,22.9,49.5,0.462,5.54,13.6,0.408,15.9,20.7,0.767,,29.4,12.2,5.89,1.71,15.4,16.0
104,Iona,27,16,11,0.593,-1.01,-1.97,,9.0,5.0,,10,2,,4,8,,75.8,74.3,,,27.0,56.4,0.478,5.0,14.1,0.354,16.8,24.4,0.686,,35.2,17.8,8.63,4.37,16.9,16.2
105,Iowa NCAA,32,23,9,0.719,19.75,8.14,,11.0,7.0,,15,1,,5,7,,78.3,65.4,,,27.7,58.6,0.472,3.22,10.1,0.319,19.8,28.0,0.705,,42.8,14.3,9.56,5.16,15.3,15.6
106,Iowa State NCAA,31,20,11,0.645,18.65,8.05,,8.0,6.0,,16,0,,3,8,,81.3,69.6,,,30.5,62.4,0.489,5.26,17.4,0.302,15.0,19.8,0.759,,34.3,18.2,10.6,2.61,14.3,16.2
107,Jackson State,34,25,9,0.735,0.73,-3.64,,13.0,1.0,,12,1,,8,6,,84.8,78.0,,,30.9,66.2,0.468,5.26,15.5,0.34,17.7,26.6,0.664,,43.7,14.7,9.62,6.32,18.6,21.1
108,Jacksonville,27,5,22,0.185,-6.43,0.54,,3.0,15.0,,4,10,,1,11,,70.9,77.7,,,25.6,60.6,0.423,4.52,14.1,0.321,15.2,24.7,0.615,,35.1,11.8,12.0,3.26,23.2,23.0
109,James Madison,30,21,9,0.7,9.37,0.27,,11.0,3.0,,13,1,,5,7,,80.4,71.3,,,28.3,54.5,0.519,5.4,13.6,0.397,18.5,25.4,0.727,,34.0,12.3,6.47,3.6,14.7,19.4
110,Kansas NCAA,36,29,7,0.806,22.3,10.88,,11.0,3.0,,13,2,,7,2,,84.4,69.7,,,30.8,59.8,0.515,5.97,14.6,0.408,16.8,23.4,0.718,,36.1,19.1,9.11,2.89,14.5,17.6
111,Kansas City,27,15,12,0.556,-1.41,-2.19,,,,,12,3,,3,8,,79.3,74.7,,,29.6,61.9,0.478,5.85,15.7,0.374,14.4,21.1,0.682,,36.5,15.6,7.63,3.22,13.7,20.3
112,Kansas State NCAA,30,19,11,0.633,9.85,6.91,,7.0,7.0,,12,3,,5,6,,70.3,67.0,,,26.0,58.8,0.442,5.33,15.6,0.343,13.0,19.4,0.667,,37.2,15.2,6.73,1.63,15.9,19.0
113,Kent State,27,10,17,0.37,-5.26,-2.26,,7.0,11.0,,7,6,,2,10,,64.5,67.5,,40.0,23.1,51.1,0.451,6.0,14.2,0.422,12.4,17.5,0.706,,30.1,14.7,5.52,1.41,15.3,19.5
114,Kentucky NCAA,34,30,4,0.882,26.9,9.23,,13.0,3.0,,16,0,,8,3,,87.5,69.8,,40.1,30.8,64.2,0.48,10.0,25.4,0.394,15.9,23.1,0.688,,40.1,19.6,9.5,4.71,15.9,22.8
