Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
11,Arizona NCAA,37,33,4,0.892,22.75,6.84,18,2,17,0,9,3,84.0,68.1,40.3,25.1,64.9,0.387,7.38,22.5,0.328,10.5,15.6,0.674,11.9,33.8,11.8,6.95,2.89,12.8,18.8
12,Arizona State,31,14,17,0.452,7.64,9.48,10,10,9,6,5,7,65.4,67.2,40.6,23.2,58.0,0.4,7.39,23.8,0.311,13.5,18.7,0.721,11.4,39.8,13.3,6.13,3.13,13.5,15.2
13,Arkansas NCAA,37,28,9,0.757,16.27,8.62,13,5,17,1,5,4,75.9,68.3,40.3,23.8,57.7,0.412,7.27,22.4,0.324,13.5,18.4,0.731,9.08,34.9,12.5,6.59,3.46,14.8,19.5
14,Arkansas State,29,18,11,0.621,-3.27,-3.5,8,7,11,3,6,7,70.9,68.1,40.2,24.9,58.1,0.428,6.34,19.3,0.329,11.9,17.0,0.702,10.0,33.9,11.8,7.1,3.21,13.8,17.2
15,Arkansas-Pine Bluff,31,7,24,0.226,-18.96,-4.58,5,13,5,7,2,17,66.3,78.3,40.2,28.8,58.3,0.495,6.48,18.0,0.36,14.1,19.4,0.728,11.0,37.9,15.5,7.52,3.45,13.3,17.0
16,Army,31,15,16,0.484,-10.53,-7.53,9,9,10,4,4,12,70.4,70.4,40.3,26.4,59.8,0.442,8.58,24.2,0.355,8.97,13.4,0.67,9.39,35.3,14.4,7.61,4.19,13.9,16.9
17,Auburn NCAA,34,28,6,0.824,19.2,8.17,15,3,16,0,8,3,78.2,67.2,40.6,22.9,59.2,0.386,6.62,21.3,0.31,14.9,20.3,0.733,11.2,36.5,11.2,7.5,3.85,14.5,17.5
18,Austin Peay,29,12,17,0.414,-10.02,-3.39,8,10,6,5,6,11,64.7,69.1,40.5,24.8,53.3,0.465,6.79,20.2,0.337,12.7,18.4,0.686,9.55,34.7,13.4,7.03,3.48,14.3,16.4
19,Ball State,31,14,17,0.452,-7.99,-4.56,9,10,9,5,4,9,74.3,76.8,40.2,26.8,60.2,0.445,9.26,25.7,0.361,14.0,19.5,0.718,10.1,36.2,13.3,7.39,2.9,12.4,19.7
20,Baylor NCAA,34,27,7,0.794,21.73,8.76,14,4,15,2,8,3,77.0,64.1,40.3,23.6,55.6,0.423,6.09,20.1,0.302,10.9,15.4,0.703,9.85,32.4,13.2,6.44,2.79,15.9,16.7
21,Bellarmine,33,20,13,0.606,-3.77,-1.28,11,5,11,4,8,8,70.1,67.2,40.2,23.9,54.2,0.441,8.58,25.3,0.339,10.8,15.2,0.709,9.03,32.5,12.5,4.97,2.18,11.8,14.6
22,Belmont,33,25,8,0.758,6.49,-2.57,15,3,13,1,10,5,78.3,68.6,40.3,25.4,59.0,0.43,8.03,23.5,0.341,9.79,13.8,0.707,9.79,33.6,13.4,6.7,3.39,14.9,14.5
23,Bethune-Cookman,30,9,21,0.3,-14.7,-6.7,7,11,4,6,4,13,63.4,69.5,40.3,24.5,54.7,0.448,6.7,20.5,0.327,13.8,18.8,0.737,9.67,34.9,13.3,6.77,4.63,14.0,15.8
24,Binghamton,29,12,17,0.414,-10.41,-6.18,8,10,5,8,7,9,67.7,68.4,40.2,24.9,57.9,0.429,7.1,21.6,0.33,11.6,17.3,0.667,9.83,35.3,10.7,6.66,3.38,11.1,14.4
25,Boise State NCAA,35,27,8,0.771,11.93,5.22,15,3,13,3,9,3,68.3,60.9,40.4,22.7,53.0,0.427,5.69,17.4,0.327,9.86,13.7,0.72,6.97,30.1,9.86,5.2,2.86,13.2,19.2
26,Boston College,33,13,20,0.394,4.03,5.22,6,14,9,7,2,10,66.9,68.1,40.6,24.2,53.8,0.449,7.21,19.8,0.364,12.6,17.0,0.743,8.18,33.0,12.2,6.73,3.94,12.4,16.4
27,Boston University,35,22,13,0.629,-5.07,-7.34,11,7,11,4,8,8,70.6,67.7,40.4,25.0,55.5,0.45,6.2,18.4,0.336,11.5,15.8,0.729,7.94,30.4,11.9,6.97,3.8,11.1,16.5
28,Bowling Green State,31,13,18,0.419,-8.82,-4.44,6,14,9,7,3,10,80.3,80.5,40.3,28.5,63.7,0.448,9.58,27.5,0.349,13.9,18.6,0.747,10.9,38.3,14.4,6.32,2.65,13.2,18.0
29,Bradley,31,17,14,0.548,5.79,1.19,11,7,12,2,3,8,70.5,65.2,40.2,22.7,56.1,0.405,6.77,21.2,0.32,12.9,17.4,0.744,8.23,31.8,9.97,7.35,2.23,12.4,16.1
30,Brigham Young,35,24,11,0.686,10.05,5.23,9,6,14,3,6,5,74.3,68.3,40.3,24.6,58.7,0.419,6.74,22.0,0.306,12.3,18.0,0.685,8.31,32.4,11.9,6.11,2.89,10.7,16.8
31,Brown,29,13,16,0.448,-3.32,-1.91,5,9,6,7,6,7,71.0,69.5,40.0,24.8,56.1,0.441,7.17,21.3,0.337,12.8,18.4,0.696,9.34,34.6,11.4,6.31,2.48,14.1,18.2
32,Bryant NCAA,32,22,10,0.688,-4.8,-7.41,15,2,14,1,7,7,78.0,73.4,40.3,27.5,66.3,0.414,7.06,22.3,0.317,11.4,16.6,0.687,13.0,38.5,15.1,7.25,4.34,12.2,18.0
33,Bucknell,32,9,23,0.281,-14.62,-6.37,5,13,7,6,2,15,71.2,79.4,40.9,29.7,63.7,0.466,9.09,24.4,0.373,10.9,14.6,0.749,10.6,35.6,15.8,8.47,2.91,9.56,15.3
34,Buffalo,30,19,11,0.633,1.9,-3.21,13,6,9,3,9,6,79.9,72.3,40.0,26.6,62.8,0.423,6.43,20.3,0.316,12.7,18.0,0.704,10.8,34.7,11.5,6.13,3.33,12.1,16.6
35,Butler,33,14,19,0.424,4.45,9.16,6,14,9,7,3,8,63.8,66.9,40.5,24.3,56.0,0.434,6.58,21.2,0.31,11.8,16.5,0.712,9.12,34.0,12.0,5.67,4.27,11.3,16.9
36,Cal Poly,28,7,21,0.25,-10.6,-3.3,4,12,4,7,2,12,61.5,67.3,40.5,22.6,54.6,0.414,7.11,19.8,0.359,14.9,20.0,0.748,9.29,33.2,11.2,6.21,2.5,11.7,19.4
37,Cal State Bakersfield,28,9,19,0.321,-7.57,-2.01,2,14,6,7,2,11,64.9,66.3,40.0,21.2,48.6,0.436,7.11,20.2,0.352,16.9,22.8,0.739,7.79,31.4,11.2,5.43,2.25,13.9,17.9
38,Cal State Fullerton NCAA,32,21,11,0.656,-0.04,-2.28,12,5,11,2,7,7,70.0,66.5,40.0,24.4,55.4,0.44,7.81,20.8,0.376,9.97,14.2,0.701,8.97,32.0,13.3,6.16,3.34,13.9,19.2
39,Cal State Northridge,30,7,23,0.233,-12.02,-1.41,3,15,4,11,3,11,61.6,71.2,40.5,24.9,55.1,0.452,7.03,21.1,0.333,14.5,19.0,0.761,10.6,37.2,14.4,5.57,2.67,13.2,16.4
40,California,32,12,20,0.375,3.96,6.96,5,15,10,8,2,9,63.1,66.1,40.3,23.4,55.6,0.421,6.03,19.5,0.309,13.3,17.5,0.759,8.03,33.8,9.81,5.81,3.38,9.59,14.3
41,California Baptist,34,18,16,0.529,-3.53,-3.34,7,11,14,5,3,9,70.6,67.2,40.1,24.1,58.1,0.415,6.12,19.3,0.318,12.9,18.8,0.685,9.65,34.5,12.5,6.26,2.06,12.3,19.5
42,Campbell,29,16,13,0.552,-4.84,-5.76,8,8,9,4,5,8,66.2,62.0,40.3,22.8,53.3,0.427,7.14,20.7,0.344,9.34,14.3,0.653,7.97,32.2,10.5,5.93,2.9,12.2,15.6
43,Canisius,32,11,21,0.344,-7.48,-2.25,7,13,10,5,1,15,68.5,71.5,40.3,26.4,57.4,0.46,5.59,18.3,0.306,13.2,18.1,0.727,8.59,36.4,13.1,5.22,4.38,12.9,16.9
44,Central Arkansas,31,11,20,0.355,-13.83,-1.7,7,9,8,4,3,14,73.2,81.1,40.3,29.8,62.9,0.473,8.0,23.1,0.346,13.6,18.8,0.721,10.6,37.4,15.7,7.68,3.39,12.4,14.3
45,Central Connecticut State,32,8,24,0.25,-17.43,-7.09,4,13,4,7,4,15,61.8,72.1,40.5,26.3,57.1,0.461,7.81,22.4,0.348,11.7,16.5,0.71,10.5,36.5,13.9,7.06,3.75,12.6,15.3
46,Central Michigan,30,7,23,0.233,-12.56,-1.52,6,12,2,9,5,11,65.9,77.0,40.2,26.7,58.5,0.457,8.63,24.8,0.348,14.9,21.1,0.703,10.9,38.0,14.5,6.37,3.3,11.5,17.1
47,Charleston Southern,31,6,25,0.194,-17.56,-4.21,1,15,4,9,1,13,68.5,76.0,40.2,27.5,59.3,0.464,7.77,22.4,0.348,13.1,17.6,0.745,8.65,36.1,14.5,7.81,2.9,12.5,17.0
48,Charlotte,31,17,14,0.548,-1.62,-0.42,10,8,11,4,6,6,70.0,71.2,40.0,26.1,56.7,0.461,7.45,20.6,0.362,11.5,15.0,0.768,8.26,32.5,12.2,5.61,3.03,11.3,14.8
49,Chattanooga NCAA,35,27,8,0.771,6.12,-0.94,14,4,12,3,12,4,74.2,64.4,40.3,23.7,56.1,0.422,6.74,22.7,0.297,10.2,14.8,0.688,8.97,31.2,10.7,5.6,3.46,12.3,14.7
50,Chicago State,32,7,25,0.219,-14.24,-1.96,3,15,5,9,2,15,62.1,74.4,40.0,25.5,55.2,0.463,7.94,19.9,0.399,15.4,21.2,0.725,11.6,35.7,14.5,6.59,3.44,12.7,17.6
51,Cincinnati,33,18,15,0.545,7.44,4.28,7,11,12,6,4,7,69.4,65.9,40.0,23.2,57.5,0.403,5.52,17.7,0.312,14.1,19.6,0.72,10.6,37.5,12.1,5.73,3.39,12.5,16.4
52,Clemson,33,17,16,0.515,9.59,6.31,8,12,11,5,3,8,71.7,68.5,40.3,24.0,56.3,0.426,8.0,24.0,0.333,12.5,16.4,0.763,8.3,32.8,12.1,5.39,3.73,11.4,16.1
53,Cleveland State,31,20,11,0.645,-1.78,-5.64,15,6,15,3,5,7,75.4,69.9,40.8,23.9,56.8,0.421,7.81,24.5,0.319,14.3,18.9,0.753,10.8,32.6,13.0,7.55,3.58,15.4,16.8
54,Coastal Carolina,33,19,14,0.576,0.66,-2.41,8,8,13,7,5,5,72.8,65.3,40.5,23.4,60.1,0.389,8.27,27.4,0.302,10.3,14.5,0.708,10.9,34.1,12.8,7.12,2.79,12.2,15.7
55,Colgate NCAA,35,23,12,0.657,0.98,-6.37,16,2,15,1,8,10,75.6,67.1,40.1,25.2,59.3,0.425,6.97,20.8,0.335,9.69,14.3,0.677,9.14,33.5,13.5,6.37,2.89,10.9,14.9
56,College of Charleston,32,17,15,0.531,0.52,-1.23,8,10,9,6,7,8,78.2,76.4,40.3,26.7,58.9,0.452,7.09,20.8,0.341,16.0,22.2,0.723,8.88,33.5,12.6,8.03,5.06,14.3,18.1
57,Colorado,33,21,12,0.636,9.82,6.15,12,8,12,6,6,4,71.1,67.4,40.3,24.5,58.2,0.42,7.09,21.5,0.331,11.4,15.7,0.724,8.76,32.0,11.2,6.97,3.61,12.1,18.7
58,Colorado State NCAA,31,25,6,0.806,11.51,4.77,14,4,14,1,6,3,73.4,66.0,40.3,24.0,55.7,0.43,7.97,24.3,0.328,10.1,14.2,0.712,8.26,32.0,12.0,5.52,2.9,12.4,17.2
59,Columbia,26,4,22,0.154,-17.5,-4.62,1,13,3,10,1,12,67.4,78.8,40.2,28.7,61.8,0.465,9.92,26.4,0.376,11.4,15.4,0.741,9.73,36.8,14.9,8.42,3.19,11.9,15.2
60,Connecticut NCAA,33,23,10,0.697,16.4,6.88,13,6,14,2,5,5,74.8,65.3,40.8,23.1,57.4,0.403,6.61,18.7,0.353,12.5,18.2,0.687,10.1,32.9,10.3,6.3,3.27,12.2,17.0
61,Coppin State,32,9,23,0.281,-12.78,-5.03,6,8,3,6,4,16,66.9,74.7,40.0,26.4,63.0,0.419,9.22,26.2,0.352,12.6,17.7,0.711,12.4,43.5,14.2,6.84,2.84,15.8,17.1
62,Cornell,26,15,11,0.577,-3.41,-3.45,7,7,10,2,5,8,79.2,74.7,40.2,26.8,62.2,0.43,8.65,27.0,0.321,12.5,18.3,0.679,10.5,36.0,13.2,6.85,3.0,13.7,18.2
63,Creighton NCAA,35,23,12,0.657,11.34,8.54,12,7,11,4,6,5,69.2,66.4,40.4,25.1,63.3,0.396,6.66,21.0,0.317,9.57,13.1,0.728,11.4,35.7,11.3,6.77,3.49,10.7,15.6
64,Dartmouth,25,9,16,0.36,-4.12,-2.62,6,8,5,5,4,11,68.4,68.2,40.6,24.8,55.8,0.445,7.4,21.0,0.353,11.1,15.6,0.711,8.8,35.5,10.6,6.0,2.24,13.1,15.8
65,Davidson NCAA,34,27,7,0.794,10.43,1.92,15,3,13,1,9,3,75.5,66.0,40.1,23.3,55.6,0.419,8.09,24.2,0.334,11.3,15.3,0.739,7.53,31.1,11.9,5.03,2.32,11.1,17.7
66,Dayton,35,24,11,0.686,10.41,2.41,14,4,13,4,7,6,69.2,61.2,40.1,22.6,55.3,0.408,6.66,20.5,0.324,9.43,13.1,0.721,8.0,29.4,12.0,6.11,3.71,11.1,16.1
67,Delaware NCAA,35,22,13,0.629,0.32,-1.82,10,8,9,5,8,5,73.4,70.2,40.3,25.1,58.4,0.43,7.37,20.9,0.353,12.6,16.5,0.76,10.4,33.5,11.5,6.43,2.69,12.7,17.5
68,Delaware State,28,2,26,0.071,-22.63,-7.39,0,14,2,11,0,13,62.8,73.5,40.2,25.0,59.9,0.417,9.68,27.5,0.352,13.8,19.6,0.704,12.5,38.8,16.0,7.96,3.39,14.2,17.9
69,Denver,32,11,21,0.344,-10.12,-5.96,7,11,6,7,4,12,70.5,74.4,40.5,26.2,58.5,0.448,8.28,23.3,0.355,13.7,18.6,0.738,9.47,34.3,12.1,5.34,3.28,11.7,17.8
70,DePaul,31,15,16,0.484,7.83,6.73,6,14,11,7,4,8,73.3,72.2,40.2,26.4,61.7,0.428,7.32,21.7,0.337,12.0,16.1,0.749,10.6,36.2,12.7,6.35,3.48,11.8,17.9
71,Detroit Mercy,30,14,16,0.467,-6.33,-5.02,10,7,9,1,5,15,70.7,70.5,40.0,25.5,54.8,0.466,7.83,22.4,0.35,11.6,16.4,0.709,9.3,33.2,14.6,6.03,1.97,12.6,15.6
72,Drake,36,25,11,0.694,7.34,1.04,13,5,14,3,8,2,73.9,66.4,40.8,23.3,54.3,0.429,6.78,20.6,0.329,13.0,17.8,0.729,8.25,31.9,10.1,5.53,2.94,13.3,16.3
73,Drexel,29,15,14,0.517,-0.29,-1.9,10,8,8,4,6,7,72.8,70.3,40.3,26.6,59.1,0.45,6.38,19.0,0.336,10.7,15.3,0.7,8.86,34.0,10.9,6.38,2.48,11.0,16.3
74,Duke NCAA,39,32,7,0.821,19.55,7.26,16,4,15,3,9,2,80.1,67.8,40.1,26.3,63.1,0.417,6.79,21.2,0.32,8.31,12.0,0.691,11.2,33.9,13.3,6.03,3.21,10.7,15.7
75,Duquesne,30,6,24,0.2,-6.34,1.86,1,16,3,11,1,10,65.2,73.4,40.7,28.3,59.4,0.476,7.57,19.0,0.398,9.23,13.0,0.708,10.4,37.9,15.1,5.97,4.07,12.9,14.2
76,East Carolina,30,15,15,0.5,0.49,2.66,6,11,12,4,2,7,68.8,70.9,40.3,25.0,57.9,0.433,8.37,23.7,0.353,12.5,17.9,0.697,9.97,36.2,15.3,6.93,4.17,12.8,17.6
77,East Tennessee State,32,15,17,0.469,-2.76,-0.36,7,11,8,6,4,10,72.1,73.0,40.2,26.5,59.0,0.449,9.25,27.2,0.34,10.8,15.1,0.716,10.7,34.8,14.5,6.03,2.53,11.3,14.7
78,Eastern Illinois,31,5,26,0.161,-21.07,-3.97,3,15,4,9,1,16,56.3,71.1,40.0,26.5,58.2,0.455,8.65,25.4,0.341,9.58,14.0,0.683,11.2,36.8,16.1,8.61,4.16,12.5,16.8
79,Eastern Kentucky,31,13,18,0.419,-6.75,-5.38,5,11,12,5,1,13,79.3,75.1,40.8,27.6,59.5,0.465,7.94,23.3,0.341,11.8,16.6,0.714,10.5,40.0,15.4,6.23,3.23,17.5,14.8
80,Eastern Michigan,31,10,21,0.323,-10.86,-3.03,5,15,8,7,2,14,69.1,76.0,41.0,27.7,61.7,0.449,7.9,22.3,0.355,12.7,18.1,0.702,10.4,38.2,12.7,6.81,3.68,12.4,17.2
81,Eastern Washington,34,18,16,0.529,-5.2,-5.14,11,9,9,3,8,11,76.9,74.6,40.3,26.1,60.9,0.428,8.35,25.5,0.328,14.1,18.6,0.754,9.24,34.2,12.5,6.15,2.71,11.5,19.0
82,Elon,32,10,22,0.313,-6.15,1.39,7,11,7,7,3,11,67.1,72.2,40.0,23.8,54.8,0.433,7.28,21.0,0.347,17.4,23.3,0.749,9.66,35.2,11.5,7.41,3.13,11.0,17.2
83,Evansville,30,6,24,0.2,-10.95,1.4,2,16,4,9,2,11,59.2,70.7,40.8,26.1,52.7,0.496,6.8,17.8,0.381,11.7,15.9,0.734,6.03,34.8,12.0,5.33,2.37,11.6,14.9
84,Fairfield,33,15,18,0.455,-3.88,-4.09,8,12,6,9,8,8,67.8,66.0,40.5,24.2,56.5,0.427,5.58,17.2,0.325,12.1,17.3,0.699,9.64,34.3,10.2,5.33,3.45,11.3,16.3
85,FDU,26,4,22,0.154,-18.13,-6.21,4,11,3,6,1,16,67.2,79.2,40.4,28.7,60.2,0.477,7.42,21.2,0.351,14.3,20.5,0.699,11.8,38.7,16.5,6.38,4.04,12.9,15.7
86,Florida,34,20,14,0.588,11.93,7.84,9,9,13,5,4,7,70.6,66.5,40.3,24.4,55.4,0.441,5.88,18.2,0.323,11.7,16.8,0.698,10.9,35.0,12.0,7.59,2.65,14.6,17.6
87,Florida A&M,30,13,17,0.433,-12.05,-6.7,11,7,8,4,5,12,65.1,68.8,40.3,23.8,56.1,0.423,6.9,19.9,0.347,14.4,21.4,0.67,11.9,37.2,12.3,6.2,2.2,12.9,15.7
88,Florida Atlantic,34,19,15,0.559,2.63,-1.82,11,7,14,5,4,8,74.1,68.1,40.1,24.6,55.6,0.444,6.82,18.9,0.361,12.0,17.2,0.695,8.35,32.1,10.9,6.0,2.97,13.8,16.1
89,Florida Gulf Coast,34,22,12,0.647,-3.07,-4.91,10,6,16,3,6,9,77.7,73.7,40.9,27.7,63.3,0.437,8.03,24.1,0.333,10.3,15.2,0.676,10.3,35.0,13.8,6.76,2.26,11.6,15.5
90,Florida International,32,15,17,0.469,-6.47,-3.27,5,13,11,5,1,11,70.8,71.1,40.8,25.2,58.9,0.428,7.59,22.8,0.332,13.1,18.3,0.714,10.7,36.6,13.3,7.09,3.06,13.3,14.6
91,Florida State,31,17,14,0.548,6.39,7.32,10,10,11,4,4,8,71.0,71.9,40.3,25.4,57.1,0.444,8.9,24.1,0.369,12.3,17.4,0.71,10.6,35.2,14.0,5.87,3.06,14.5,16.0
92,Fordham,32,16,16,0.5,-0.89,-0.2,8,10,10,4,3,9,66.1,66.8,40.6,24.4,57.3,0.426,6.19,19.8,0.313,11.8,17.4,0.679,9.44,37.0,12.0,5.78,3.22,13.7,17.2
93,Fresno State,36,23,13,0.639,8.36,1.94,8,9,14,4,6,8,66.2,59.4,40.7,21.2,51.8,0.409,7.08,21.9,0.324,9.89,14.1,0.701,7.31,30.4,10.6,5.5,2.11,12.4,16.6
94,Furman,34,22,12,0.647,6.2,-1.44,12,6,12,3,8,8,77.6,68.7,40.9,25.8,57.1,0.452,6.94,20.9,0.332,10.1,13.9,0.73,9.18,33.4,13.2,5.88,2.85,13.0,13.7
95,Gardner-Webb,31,18,13,0.581,-2.35,-4.43,11,5,11,3,6,9,69.5,64.2,40.0,21.7,55.7,0.39,6.55,23.2,0.283,14.2,19.4,0.733,8.0,34.0,11.2,6.55,3.03,13.1,16.1
96,George Mason,30,14,16,0.467,4.18,1.98,7,9,10,4,4,8,70.7,68.5,40.8,24.0,56.7,0.423,8.23,24.0,0.344,12.3,16.8,0.732,8.17,33.0,12.0,6.8,2.83,11.6,17.1
97,George Washington,30,12,18,0.4,-4.07,0.4,8,9,8,5,3,10,68.4,72.8,40.5,26.8,60.6,0.443,6.43,20.9,0.307,12.7,17.8,0.717,11.3,38.7,13.5,6.7,4.1,12.7,14.5
98,Georgetown,31,6,25,0.194,1.71,8.03,0,19,6,11,0,11,70.7,77.0,40.0,27.8,60.5,0.459,9.29,25.2,0.369,12.1,16.7,0.726,10.5,37.1,17.0,6.9,4.52,12.8,16.0
99,Georgia,32,6,26,0.188,-0.63,8.06,1,17,6,13,0,10,69.8,78.5,40.0,29.4,62.1,0.474,8.91,25.5,0.349,10.7,15.0,0.716,10.4,34.8,16.5,7.81,5.0,11.0,17.8
100,Georgia Southern,29,13,16,0.448,-7.04,-3.04,5,11,7,5,4,10,66.4,65.6,40.3,22.8,55.6,0.41,7.07,21.6,0.327,13.0,18.8,0.69,10.4,34.7,11.3,7.52,2.79,13.7,15.6
101,Georgia State NCAA,29,18,11,0.621,-1.11,-1.34,9,5,8,4,6,5,70.7,65.7,40.5,23.1,55.5,0.417,7.48,20.4,0.367,12.0,17.4,0.686,10.5,36.4,13.0,6.24,3.48,16.2,16.8
102,Georgia Tech,32,12,20,0.375,2.24,6.08,5,15,8,10,3,8,68.6,70.8,40.6,25.2,57.8,0.436,7.06,22.4,0.315,13.3,18.4,0.719,9.72,35.4,14.9,6.63,3.25,13.2,14.6
103,Gonzaga NCAA,32,28,4,0.875,25.46,4.5,13,1,16,0,5,1,87.2,66.2,40.0,24.7,64.8,0.38,6.59,21.6,0.305,10.3,14.8,0.699,9.84,33.4,10.2,6.06,2.88,12.0,18.3
104,Grambling,32,12,20,0.375,-12.35,-5.08,8,9,6,4,4,14,65.4,71.0,40.0,24.2,57.5,0.421,7.28,20.6,0.353,15.4,22.5,0.684,11.5,38.4,12.5,7.09,4.5,13.9,16.5
105,Grand Canyon,31,23,8,0.742,5.81,-2.57,12,5,15,2,6,5,71.1,61.2,40.0,21.8,56.5,0.385,5.32,19.5,0.273,12.4,17.9,0.69,10.3,34.1,9.39,5.81,3.03,13.0,17.6
106,Green Bay,30,5,25,0.167,-13.89,-5.44,4,16,4,9,1,13,61.7,68.9,40.0,24.9,53.3,0.468,6.37,18.4,0.345,12.7,16.6,0.767,8.17,32.0,11.9,7.03,3.0,11.8,16.9
107,Hampton,28,9,19,0.321,-13.54,-6.0,5,11,7,4,2,11,64.8,69.5,40.4,24.7,59.3,0.417,5.79,20.1,0.288,14.3,21.6,0.662,11.8,39.6,11.4,6.11,3.04,12.0,18.0
108,Hartford,32,12,20,0.375,-10.03,-7.69,9,9,7,5,5,13,69.8,72.2,40.2,26.0,58.1,0.448,7.94,22.3,0.357,12.2,16.8,0.728,9.78,34.7,12.4,6.59,2.91,11.1,14.5
109,Harvard,26,13,13,0.5,-4.68,-4.2,5,9,9,6,4,7,71.5,69.1,40.6,24.3,55.2,0.441,8.08,21.8,0.371,12.3,16.9,0.73,7.62,35.1,12.4,6.31,3.0,15.1,17.1
110,Hawaii,28,17,11,0.607,-0.52,-3.06,12,5,10,4,5,5,68.9,64.1,40.0,23.3,55.7,0.418,5.29,17.0,0.311,12.3,17.1,0.718,8.25,30.8,8.82,6.46,2.64,10.5,18.2
111,High Point,32,14,18,0.438,-6.53,-3.39,7,9,10,6,3,10,69.5,69.8,41.1,25.1,58.2,0.431,6.34,21.5,0.295,13.2,20.0,0.662,10.8,36.3,13.5,6.63,3.41,12.4,17.2
112,Hofstra,32,21,11,0.656,1.8,-0.6,13,5,12,2,8,8,77.9,72.9,40.3,26.6,58.8,0.452,9.13,24.7,0.37,10.6,14.4,0.735,9.16,35.7,15.0,5.31,2.81,14.7,15.2
113,Holy Cross,31,9,22,0.29,-16.84,-7.87,7,11,5,9,4,11,65.2,70.7,40.0,26.3,56.5,0.464,6.52,18.3,0.356,11.7,17.0,0.687,9.13,35.3,13.4,6.06,3.39,12.3,16.2
114,Houston NCAA,38,32,6,0.842,22.55,6.47,15,3,16,1,7,3,74.8,58.8,40.4,19.6,52.7,0.371,6.47,22.5,0.288,13.1,18.3,0.717,9.97,32.0,10.8,5.92,2.34,14.2,16.9
115,Houston Christian,29,11,18,0.379,-14.47,-6.71,6,8,7,6,3,8,75.5,76.6,40.7,26.8,57.4,0.467,7.72,20.6,0.375,15.2,20.4,0.745,8.34,32.8,12.9,7.9,3.31,14.7,19.8
116,Howard,29,16,13,0.552,-6.76,-8.53,9,5,9,4,5,8,76.4,69.6,40.2,24.8,58.0,0.427,6.24,18.9,0.33,13.9,19.7,0.703,11.8,36.8,11.8,7.14,3.17,17.8,18.2
117,Idaho,31,9,22,0.29,-13.19,-4.78,6,14,8,7,1,12,73.0,79.6,40.3,29.2,60.9,0.48,7.13,20.4,0.349,14.0,20.2,0.694,9.0,35.6,12.2,6.23,3.52,10.5,18.8
