Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
23,Boise State,30,13,17,0.433,3.52,3.14,,3.0,11.0,,11,5,,1,11,,68.3,66.3,,40.2,23.6,55.1,0.428,7.57,22.1,0.342,13.6,19.6,0.691,10.9,30.6,11.5,6.1,1.87,12.2,18.1
24,Boston College,31,9,22,0.29,-4.54,4.89,,4.0,12.0,,8,9,,0,10,,59.1,68.5,,40.5,20.3,49.8,0.408,7.26,21.4,0.339,11.3,16.8,0.673,7.16,27.0,11.4,4.94,2.87,14.6,15.8
25,Boston University,32,16,16,0.5,-3.74,-4.09,,12.0,4.0,,7,5,,8,9,,63.9,63.6,,40.2,22.7,53.7,0.422,6.31,19.8,0.319,12.3,18.2,0.674,11.0,31.6,11.6,5.84,3.06,13.6,16.8
26,Bowling Green State,32,16,16,0.5,1.23,0.07,,9.0,7.0,,12,4,,4,12,,66.4,63.9,,40.2,25.7,56.1,0.458,4.88,14.4,0.338,10.1,14.8,0.681,11.3,30.8,13.7,7.72,3.22,13.3,16.8
27,Bradley,32,7,25,0.219,-5.79,3.62,,2.0,16.0,,6,10,,1,12,,61.1,70.5,,40.0,21.5,53.8,0.401,4.72,15.7,0.3,13.3,19.5,0.682,9.44,30.8,10.7,6.38,3.09,13.7,17.2
28,Brigham Young NCAA,35,26,9,0.743,11.25,1.55,,12.0,4.0,,13,3,,8,3,,77.9,67.4,,40.0,27.9,60.0,0.465,6.66,19.4,0.343,15.4,22.0,0.7,10.9,34.9,17.1,8.46,4.4,13.5,18.2
29,Brown,31,8,23,0.258,-12.52,-3.62,,2.0,12.0,,6,9,,1,12,,61.5,69.5,,40.0,22.1,54.7,0.404,7.55,20.9,0.362,9.77,15.6,0.627,9.03,29.9,13.3,5.23,2.55,12.3,16.0
30,Bryant,30,2,28,0.067,-17.9,-4.27,,1.0,17.0,,1,10,,0,17,,61.7,75.4,,40.2,21.9,54.2,0.403,6.97,23.0,0.303,11.0,16.0,0.69,9.77,28.5,12.5,4.43,2.13,14.7,18.4
31,Bucknell,35,25,10,0.714,3.57,-3.08,,12.0,2.0,,14,3,,11,7,,68.9,61.3,,40.0,23.9,51.8,0.461,5.89,15.0,0.392,15.2,19.6,0.774,8.97,32.4,13.7,4.34,3.2,11.9,17.0
32,Buffalo,31,20,11,0.645,4.15,0.15,,12.0,4.0,,12,2,,8,8,,73.0,67.4,,40.2,26.0,55.9,0.465,6.84,19.4,0.353,14.1,21.5,0.659,12.1,36.4,16.5,5.61,5.06,15.0,17.7
33,Butler,37,22,15,0.595,2.86,1.14,,11.0,7.0,,13,6,,7,9,,63.6,60.7,,40.4,22.2,54.4,0.409,4.95,17.6,0.281,14.1,21.8,0.649,12.6,32.5,12.3,6.46,3.32,13.1,19.3
34,Cal Poly,33,18,15,0.545,-0.58,-3.78,,8.0,8.0,,10,4,,5,10,,64.7,60.5,,40.0,23.4,54.5,0.429,6.85,19.5,0.352,11.1,15.9,0.698,12.3,31.3,12.6,5.7,1.55,10.6,18.0
35,Cal State Bakersfield,31,16,15,0.516,-7.15,-3.65,,,,,10,3,,6,12,,68.4,69.5,,40.2,24.5,54.1,0.454,6.39,17.5,0.365,12.9,18.9,0.683,11.4,28.5,14.2,8.0,3.45,14.7,19.8
36,Cal State Fullerton,31,21,10,0.677,-1.18,-5.32,,12.0,4.0,,13,1,,7,7,,78.0,71.1,,40.0,26.9,56.9,0.472,8.58,21.2,0.404,15.6,22.5,0.694,12.4,34.0,15.0,5.61,2.71,15.4,19.5
37,Cal State Northridge,28,7,21,0.25,-12.65,-2.61,,3.0,13.0,,4,8,,3,13,,68.1,75.0,,40.2,22.9,59.7,0.384,6.07,19.8,0.307,16.3,21.6,0.755,14.2,31.4,13.4,6.25,2.39,13.7,22.4
38,California NCAA,34,24,10,0.706,13.79,4.53,,13.0,5.0,,17,1,,5,6,,71.1,61.9,,40.0,26.3,55.2,0.476,4.59,12.6,0.363,14.0,18.9,0.744,10.0,32.2,15.9,4.68,3.12,12.1,14.4
39,Campbell,32,17,15,0.531,-6.06,-4.8,,11.0,7.0,,11,2,,6,12,,74.1,73.8,,40.2,26.4,54.6,0.484,5.28,14.1,0.374,15.9,23.8,0.669,10.3,32.6,15.5,6.13,5.22,14.2,20.3
40,Canisius,30,5,25,0.167,-14.73,-4.53,,1.0,17.0,,3,10,,2,14,,65.5,75.7,,40.3,23.5,57.7,0.407,6.37,19.3,0.329,12.2,16.8,0.728,12.4,31.3,10.9,6.4,2.53,14.7,18.0
41,Central Arkansas,29,8,21,0.276,-17.26,-4.83,,3.0,13.0,,6,7,,2,14,,71.0,81.8,,40.7,27.1,65.0,0.417,5.17,16.9,0.306,11.6,20.9,0.555,14.7,33.9,14.7,8.1,3.17,15.3,20.3
42,Central Connecticut State,29,13,16,0.448,-5.36,-5.05,,10.0,8.0,,10,3,,3,12,,70.0,70.3,,40.5,24.7,58.2,0.425,6.21,18.1,0.344,14.3,18.9,0.759,11.9,29.6,13.6,8.1,3.55,14.6,18.7
43,Central Michigan,32,11,21,0.344,-6.74,-1.62,,5.0,11.0,,6,6,,3,13,,61.9,66.7,,40.3,21.9,55.4,0.395,6.34,19.0,0.334,11.8,18.6,0.635,11.8,30.3,10.3,6.69,3.28,12.3,19.7
44,Charleston Southern,31,19,12,0.613,-2.19,-4.33,,11.0,7.0,,12,2,,5,10,,76.9,72.3,,40.2,26.9,60.2,0.447,8.35,22.0,0.38,14.6,21.2,0.69,12.7,32.1,12.8,8.1,2.65,13.4,18.2
45,Charlotte,30,13,17,0.433,0.99,2.86,,5.0,11.0,,7,7,,6,10,,67.0,68.9,,40.3,23.1,56.1,0.412,6.4,19.7,0.325,14.4,21.9,0.659,11.1,32.7,13.1,8.1,2.83,14.0,18.3
46,Chattanooga,32,11,21,0.344,-6.99,-3.54,,5.0,13.0,,11,6,,0,14,,70.6,68.9,,40.5,23.9,57.8,0.414,7.5,22.6,0.332,15.3,22.3,0.686,11.8,35.8,14.3,6.31,1.13,13.8,17.3
47,Chicago State,30,4,26,0.133,-19.3,-3.13,,2.0,8.0,,3,9,,1,17,,62.8,77.1,,40.1,22.9,57.7,0.397,5.17,17.5,0.295,11.8,18.0,0.652,11.5,31.5,10.7,7.13,3.3,16.9,20.9
48,Cincinnati NCAA,37,26,11,0.703,12.93,6.28,,12.0,6.0,,14,4,,7,5,,68.2,61.5,,40.5,25.0,59.3,0.421,7.03,20.6,0.341,11.2,17.4,0.644,13.2,33.1,12.9,8.05,4.59,10.9,15.4
49,Clemson,31,16,15,0.516,7.31,3.41,,8.0,8.0,,11,5,,4,7,,64.5,60.6,,40.3,23.7,54.9,0.433,5.52,17.2,0.321,11.5,17.2,0.67,11.1,30.5,12.6,7.45,3.77,12.1,16.1
50,Cleveland State,33,22,11,0.667,5.27,0.12,,12.0,6.0,,10,4,,11,5,,66.0,60.1,,40.0,24.4,54.5,0.447,6.58,18.2,0.362,10.7,15.0,0.71,11.2,29.3,13.7,8.45,3.33,13.9,21.0
51,Coastal Carolina,31,19,12,0.613,-2.64,-4.56,,12.0,6.0,,12,4,,7,7,,72.5,65.9,,40.3,27.5,56.5,0.487,4.84,14.2,0.341,12.6,18.8,0.674,11.5,35.1,13.1,6.55,3.87,13.8,17.4
52,Colgate,30,8,22,0.267,-14.91,-4.38,,2.0,12.0,,5,8,,3,14,,63.1,73.6,,40.3,22.0,51.1,0.431,6.6,17.2,0.384,12.5,18.1,0.689,8.33,29.1,12.1,3.7,2.27,14.6,19.0
53,College of Charleston,31,19,12,0.613,-0.16,-2.54,,10.0,8.0,,10,4,,7,6,,70.7,68.3,,40.6,24.3,57.1,0.426,7.9,23.4,0.338,14.1,22.0,0.641,11.1,32.5,11.9,7.39,3.71,13.3,16.0
54,Colorado NCAA,36,24,12,0.667,7.91,5.73,,11.0,7.0,,14,2,,4,7,,67.5,63.0,,40.1,23.2,52.1,0.446,5.53,15.9,0.348,15.6,22.5,0.691,9.75,33.1,11.7,5.83,3.25,13.0,17.1
55,Colorado State NCAA,32,20,12,0.625,6.58,5.23,,8.0,6.0,,14,1,,3,9,,70.1,68.0,,40.5,23.9,50.7,0.471,5.91,14.8,0.4,16.4,21.4,0.768,8.31,29.3,12.2,5.38,1.88,12.8,18.9
56,Columbia,30,15,15,0.5,-2.9,-3.18,,4.0,10.0,,8,6,,5,9,,65.2,62.1,,40.3,22.8,52.9,0.431,7.03,18.8,0.373,12.6,17.0,0.743,9.53,31.4,12.7,6.07,2.33,12.2,17.0
57,Connecticut NCAA,34,20,14,0.588,12.27,8.07,,8.0,10.0,,13,4,,3,7,,68.7,64.5,,40.4,25.2,55.9,0.452,5.44,16.4,0.332,12.8,19.3,0.662,12.2,33.9,13.4,5.85,6.85,12.3,14.5
58,Coppin State,30,14,16,0.467,-9.07,-5.96,,9.0,7.0,,7,5,,6,9,,73.8,75.2,,40.2,25.2,58.3,0.432,9.63,26.4,0.365,13.7,19.9,0.691,10.9,30.8,14.8,5.77,1.77,12.9,16.7
59,Cornell,28,12,16,0.429,-4.05,-0.98,,7.0,7.0,,10,3,,2,13,,65.5,67.8,,40.7,22.8,56.0,0.408,7.75,22.7,0.341,12.1,17.6,0.684,9.14,29.7,13.5,7.79,3.04,13.5,19.9
60,Creighton NCAA,35,29,6,0.829,12.92,3.41,,14.0,4.0,,14,2,,10,3,,79.2,69.7,,40.3,27.9,55.3,0.504,8.2,19.3,0.424,15.3,21.1,0.726,9.43,33.2,17.6,4.83,2.34,12.0,16.9
61,Dartmouth,30,5,25,0.167,-10.07,-3.56,,1.0,13.0,,4,9,,1,14,,57.6,63.5,,40.2,19.7,50.1,0.394,5.13,15.4,0.333,13.0,18.4,0.705,9.07,30.3,9.7,5.43,2.43,13.9,18.6
62,Davidson NCAA,33,25,8,0.758,7.26,-1.68,,16.0,2.0,,13,2,,8,5,,77.9,67.8,,40.3,26.6,59.7,0.446,7.73,23.0,0.336,16.9,22.2,0.763,12.6,35.4,13.8,5.58,3.52,11.8,20.4
63,Dayton,33,20,13,0.606,8.48,4.3,,9.0,7.0,,14,4,,3,8,,71.8,67.6,,40.6,24.7,56.4,0.438,7.79,22.7,0.343,14.7,18.9,0.777,12.3,32.8,14.3,5.27,2.7,13.0,18.7
64,Delaware,32,18,14,0.563,-1.61,-2.18,,12.0,6.0,,11,3,,6,10,,68.9,68.4,,40.8,23.3,54.7,0.426,5.28,17.0,0.311,17.0,23.8,0.717,10.2,33.8,9.44,4.69,5.0,12.9,17.8
65,Delaware State,29,15,14,0.517,-8.07,-6.78,,12.0,4.0,,8,5,,7,8,,66.1,64.4,,40.9,23.9,55.0,0.435,6.21,17.8,0.35,12.0,17.2,0.701,10.3,26.8,11.8,7.86,6.62,10.3,16.3
66,Denver,31,22,9,0.71,6.14,-1.47,,11.0,5.0,,14,2,,7,6,,68.1,60.5,,40.5,23.5,48.2,0.487,8.23,20.7,0.398,12.9,17.0,0.762,6.35,24.0,15.6,7.19,4.42,12.1,18.2
67,DePaul,31,12,19,0.387,1.99,4.57,,3.0,15.0,,7,9,,3,8,,74.1,76.7,,40.2,27.6,63.1,0.438,7.23,21.6,0.335,11.6,16.7,0.696,12.1,29.6,15.3,7.9,4.06,13.4,20.5
68,Detroit Mercy NCAA,36,22,14,0.611,2.4,-0.01,,11.0,7.0,,13,4,,6,8,,72.1,67.6,,40.1,25.1,55.8,0.45,4.58,15.4,0.298,17.4,23.8,0.73,12.1,31.2,12.9,7.56,4.58,12.5,19.0
69,Drake,34,18,16,0.529,2.44,2.96,,9.0,9.0,,13,3,,3,10,,67.0,66.8,,40.6,23.2,52.8,0.439,6.24,17.2,0.362,14.4,22.0,0.656,8.29,29.8,10.3,6.94,3.03,12.9,20.2
70,Drexel,36,29,7,0.806,7.37,-1.8,,16.0,2.0,,15,1,,11,3,,65.3,56.1,,40.0,22.3,50.6,0.44,6.14,16.2,0.378,14.6,19.8,0.741,10.7,32.5,12.8,4.81,3.28,11.6,17.9
71,Duke NCAA,34,27,7,0.794,17.05,8.4,,13.0,3.0,,13,3,,8,1,,77.3,68.6,,40.3,25.7,56.3,0.456,8.06,21.7,0.371,17.8,25.4,0.701,11.9,33.9,12.4,6.18,4.0,12.2,18.4
72,Duquesne,31,16,15,0.516,4.09,3.96,,7.0,9.0,,9,5,,4,9,,72.6,72.0,,40.2,26.0,57.6,0.451,6.42,19.2,0.335,14.2,21.3,0.668,10.5,27.4,15.3,7.74,3.65,12.1,17.5
73,East Carolina,31,15,16,0.484,2.42,2.53,,5.0,11.0,,10,7,,3,8,,68.9,65.1,,40.3,24.1,55.3,0.436,7.61,21.8,0.349,13.1,19.1,0.685,10.9,31.6,14.6,7.77,4.23,13.7,18.0
74,East Tennessee State,31,17,14,0.548,-0.41,-1.78,,10.0,8.0,,10,3,,6,10,,67.7,65.1,,40.0,24.8,56.2,0.441,4.13,13.3,0.311,14.0,22.1,0.635,13.1,31.4,10.4,10.2,2.94,13.5,16.8
75,Eastern Illinois,29,12,17,0.414,-11.48,-6.48,,5.0,11.0,,7,7,,5,10,,65.4,68.4,,40.5,23.7,54.4,0.436,5.07,14.8,0.342,12.9,17.0,0.757,10.5,28.7,13.2,5.69,2.31,13.1,17.2
76,Eastern Kentucky,32,16,16,0.5,-8.47,-5.93,,7.0,9.0,,11,3,,4,11,,66.3,66.2,,40.6,23.3,53.6,0.434,7.22,21.3,0.339,12.6,17.2,0.733,9.03,26.4,11.8,7.47,1.84,10.8,19.7
77,Eastern Michigan,32,14,18,0.438,-7.9,-1.68,,9.0,7.0,,9,4,,5,13,,53.3,58.7,,40.3,18.2,48.6,0.375,4.78,15.6,0.306,12.0,17.4,0.692,10.6,27.5,9.69,7.09,3.06,13.7,17.2
78,Eastern Washington,32,15,17,0.469,-3.87,-3.23,,8.0,8.0,,9,4,,6,13,,72.7,71.4,,40.2,24.6,59.8,0.412,8.84,24.8,0.357,14.6,20.6,0.709,12.0,31.0,12.2,7.13,3.56,11.8,22.6
79,Elon,31,15,16,0.484,-7.41,-3.03,,9.0,9.0,,10,4,,4,11,,70.2,71.8,,40.5,24.8,59.1,0.421,7.68,21.6,0.355,12.8,19.0,0.674,10.5,33.3,13.1,4.81,2.68,13.8,18.4
80,Evansville,32,16,16,0.5,3.46,3.56,,9.0,9.0,,11,7,,4,8,,73.5,72.7,,41.1,25.0,54.3,0.461,5.53,14.2,0.391,17.9,23.4,0.764,8.72,26.0,15.9,7.59,1.69,12.6,21.3
81,Fairfield,37,22,15,0.595,2.94,-1.34,,12.0,6.0,,12,4,,5,8,,65.3,61.1,,40.0,23.9,53.3,0.448,6.19,17.9,0.346,11.4,17.4,0.651,11.2,30.4,14.9,8.35,4.08,14.6,18.3
82,FDU,29,3,26,0.103,-16.99,-5.06,,2.0,16.0,,2,11,,1,15,,60.8,72.7,,40.0,22.6,54.8,0.412,3.76,13.6,0.277,11.8,17.9,0.66,10.4,30.1,11.1,5.76,3.79,15.2,18.8
83,Florida NCAA,37,26,11,0.703,18.25,7.33,,10.0,6.0,,14,2,,4,7,,75.9,65.0,,40.4,26.4,56.9,0.463,9.65,25.4,0.38,13.5,18.9,0.713,11.2,31.9,14.9,6.3,3.35,11.1,15.5
84,Florida A&M,33,10,23,0.303,-15.58,-6.29,,6.0,10.0,,5,8,,3,12,,65.9,73.2,,40.3,24.8,61.2,0.406,5.55,17.2,0.322,10.7,17.3,0.615,14.5,32.5,10.4,8.15,4.39,15.8,20.3
85,Florida Atlantic,30,11,19,0.367,-2.58,0.77,,7.0,9.0,,6,5,,4,11,,65.9,68.2,,41.0,23.9,57.9,0.413,6.93,20.4,0.339,11.1,16.7,0.663,11.9,30.0,12.7,6.7,4.27,12.2,19.1
86,Florida Gulf Coast,32,15,17,0.469,-2.41,-1.96,,8.0,10.0,,9,5,,5,11,,72.1,72.1,,40.3,25.7,56.4,0.456,7.84,21.0,0.374,12.8,19.0,0.673,11.4,32.4,13.4,8.16,3.91,14.9,19.1
87,Florida International,29,8,21,0.276,-5.07,-1.1,,5.0,11.0,,2,9,,5,9,,63.3,67.3,,40.5,21.7,52.2,0.416,5.17,15.4,0.336,14.7,20.3,0.724,10.9,29.0,9.34,7.45,3.79,14.6,20.2
88,Florida State NCAA,35,25,10,0.714,14.53,7.62,,12.0,4.0,,15,2,,5,5,,69.8,62.9,,40.6,25.1,54.9,0.456,6.17,17.5,0.354,13.5,19.1,0.707,11.4,33.4,12.2,7.57,6.09,15.7,18.7
89,Fordham,29,10,19,0.345,-7.63,1.92,,3.0,13.0,,9,6,,1,13,,62.0,71.5,,40.2,22.9,59.6,0.383,4.76,17.3,0.275,11.5,18.8,0.61,14.6,34.2,12.0,6.52,5.62,13.8,17.8
90,Fresno State,33,13,20,0.394,-0.91,0.77,,3.0,11.0,,9,5,,3,12,,65.8,66.1,,41.1,22.6,55.2,0.409,5.88,18.7,0.314,14.7,20.4,0.721,10.7,28.9,11.3,7.12,3.12,10.7,19.3
91,Furman,31,15,16,0.484,-6.04,-3.9,,8.0,10.0,,9,5,,5,10,,64.7,65.2,,40.0,22.0,53.1,0.414,6.77,20.1,0.337,14.0,19.6,0.714,11.8,31.3,10.9,5.16,3.35,13.9,19.1
92,Gardner-Webb,32,12,20,0.375,-7.99,-4.82,,6.0,12.0,,9,4,,3,15,,65.7,66.8,,40.5,23.4,56.4,0.415,5.97,19.2,0.311,12.9,19.4,0.668,12.7,33.0,11.8,6.94,2.63,14.0,19.3
93,George Mason,33,24,9,0.727,3.81,-1.67,,14.0,4.0,,15,1,,7,6,,70.4,64.9,,40.6,25.1,54.2,0.463,4.73,14.2,0.332,15.5,22.2,0.698,11.2,33.4,12.9,6.79,4.94,15.2,19.7
94,George Washington,31,10,21,0.323,-0.63,4.15,,5.0,11.0,,6,8,,2,12,,62.0,66.7,,40.0,23.6,55.6,0.425,4.16,12.8,0.326,10.5,15.8,0.664,12.4,30.0,12.3,6.61,3.71,13.2,17.7
95,Georgetown NCAA,33,24,9,0.727,16.81,7.69,,12.0,6.0,,15,1,,6,5,,69.0,59.4,,40.6,24.6,52.8,0.465,5.64,16.2,0.347,14.2,20.4,0.698,11.1,33.6,13.7,6.06,4.73,12.6,17.5
96,Georgia,32,15,17,0.469,5.92,7.95,,5.0,11.0,,11,6,,2,9,,60.9,63.0,,40.5,21.6,54.7,0.395,6.31,20.2,0.312,11.4,16.6,0.687,10.9,30.2,10.9,6.22,3.69,10.4,17.3
97,Georgia Southern,30,15,15,0.5,-6.7,-3.78,,12.0,6.0,,10,2,,4,12,,66.7,67.8,,40.5,25.0,53.6,0.466,5.43,15.5,0.351,11.4,17.1,0.665,9.27,28.8,12.4,7.6,2.3,15.1,19.4
98,Georgia State,34,22,12,0.647,5.69,-2.99,,11.0,7.0,,13,3,,8,6,,67.6,58.9,,40.6,24.8,56.9,0.435,5.24,16.5,0.317,12.8,19.6,0.656,11.5,33.1,12.6,9.26,5.38,11.6,16.1
99,Georgia Tech,31,11,20,0.355,1.74,4.13,,4.0,12.0,,7,8,,3,9,,60.2,62.6,,40.2,22.6,52.9,0.427,5.1,16.4,0.312,9.94,15.2,0.654,11.0,32.1,11.0,5.19,4.9,14.5,16.5
100,Gonzaga NCAA,33,26,7,0.788,13.86,3.25,,13.0,3.0,,15,1,,6,4,,73.8,63.2,,40.2,24.9,52.7,0.473,6.52,17.2,0.379,17.4,24.3,0.716,10.9,33.2,13.8,6.76,3.18,13.1,15.6
101,Grambling,28,4,24,0.143,-26.82,-9.39,,4.0,14.0,,1,9,,3,15,,54.0,71.5,,40.2,18.6,51.9,0.358,4.11,14.9,0.276,12.8,18.5,0.69,9.89,28.4,8.61,4.82,3.61,16.4,16.5
102,Green Bay,30,15,15,0.5,-2.32,1.04,,10.0,8.0,,12,2,,3,13,,64.5,66.1,,40.2,23.1,54.6,0.423,5.5,15.4,0.358,12.8,18.1,0.706,11.6,31.7,12.3,6.03,4.73,14.1,17.9
103,Hampton,33,12,21,0.364,-10.08,-7.93,,6.0,10.0,,6,5,,1,13,,64.7,66.8,,40.3,22.6,56.2,0.403,5.55,19.4,0.286,13.9,21.7,0.64,12.2,33.4,10.7,6.85,4.85,14.2,18.4
104,Hartford,31,9,22,0.29,-13.41,-6.19,,7.0,9.0,,4,8,,4,12,,60.0,67.2,,40.6,21.1,51.0,0.414,7.35,23.7,0.31,10.5,15.7,0.667,7.16,25.7,13.1,6.61,2.06,15.4,19.8
105,Harvard NCAA,31,26,5,0.839,7.84,-1.56,,12.0,2.0,,11,1,,12,3,,65.6,55.6,,40.2,22.4,48.1,0.466,5.97,16.7,0.357,14.8,19.8,0.747,8.45,29.8,12.9,5.94,4.42,12.2,15.3
106,Hawaii,32,16,16,0.5,-2.79,-0.52,,6.0,8.0,,8,7,,3,7,,73.6,74.6,,40.5,26.1,56.6,0.461,5.06,15.7,0.323,16.4,24.6,0.667,11.8,33.8,14.8,5.69,3.25,15.2,19.3
107,High Point,31,13,18,0.419,-5.92,-4.13,,8.0,10.0,,10,6,,3,12,,71.1,70.2,,40.6,24.1,54.8,0.439,8.48,21.2,0.401,14.5,21.1,0.685,10.9,30.4,12.5,5.61,2.84,12.5,18.6
108,Hofstra,32,10,22,0.313,-2.98,-1.1,,3.0,15.0,,8,9,,1,11,,65.3,67.2,,40.0,21.9,54.1,0.404,4.84,14.6,0.333,16.8,23.3,0.718,11.9,30.3,12.2,7.66,2.63,13.8,18.6
109,Holy Cross,29,15,14,0.517,-6.02,-4.23,,9.0,5.0,,11,3,,4,11,,65.0,66.8,,40.0,23.2,54.0,0.43,5.72,16.9,0.339,12.9,17.9,0.721,9.97,31.6,12.7,5.76,4.45,13.7,17.7
